CE15	XIN_ENG_20030423.0011-CE1
Q6	XIN_ENG_20030423.0011-V6
Q7	XIN_ENG_20030423.0011-T10
Q11	XIN_ENG_20030423.0011-V7
Q14	XIN_ENG_20030423.0011-V8
Q16	XIN_ENG_20030423.0011-V9
QM5	XIN_ENG_20030423.0011-V1-1
QM8	XIN_ENG_20030423.0011-V2-1
QM13	XIN_ENG_20030423.0011-V3-1
QM18	XIN_ENG_20030423.0011-V4-1
QM19	XIN_ENG_20030423.0011-V5-1
QM6	XIN_ENG_20030423.0011-V6-1
QM11	XIN_ENG_20030423.0011-V7-1
QM14	XIN_ENG_20030423.0011-V8-1
QM16	XIN_ENG_20030423.0011-V9-1
