CE6	EBREAZ_20041125.0450-CE1
EM56	EBREAZ_20041125.0450-E2-32
EM57	EBREAZ_20041125.0450-E3-33
EM58	EBREAZ_20041125.0450-E19-34
EM59	EBREAZ_20041125.0450-E4-35
EM60	EBREAZ_20041125.0450-E19-36
EM61	EBREAZ_20041125.0450-E5-37
EM62	EBREAZ_20041125.0450-E5-38
EM63	EBREAZ_20041125.0450-E6-39
EM64	EBREAZ_20041125.0450-E6-40
EM65	EBREAZ_20041125.0450-E7-41
EM66	EBREAZ_20041125.0450-E7-42
EM68	EBREAZ_20041125.0450-E8-43
EM70	EBREAZ_20041125.0450-E10-44
EM71	EBREAZ_20041125.0450-E11-45
EM72	EBREAZ_20041125.0450-E9-46
EM73	EBREAZ_20041125.0450-E9-47
EM74	EBREAZ_20041125.0450-E12-48
EM75	EBREAZ_20041125.0450-E12-49
EM76	EBREAZ_20041125.0450-E9-50
EM77	EBREAZ_20041125.0450-E13-51
EM78	EBREAZ_20041125.0450-E14-52
EM81	EBREAZ_20041125.0450-E19-53
EM79	EBREAZ_20041125.0450-E15-54
EM80	EBREAZ_20041125.0450-E16-55
EM1	EBREAZ_20041125.0450-E17-56
EM2	EBREAZ_20041125.0450-E17-57
EM3	EBREAZ_20041125.0450-E18-58
EM4	EBREAZ_20041125.0450-E19-59
EM5	EBREAZ_20041125.0450-E19-60
EM6	EBREAZ_20041125.0450-E19-61
EM7	EBREAZ_20041125.0450-E19-62
EM8	EBREAZ_20041125.0450-E19-63
EM9	EBREAZ_20041125.0450-E19-64
EM10	EBREAZ_20041125.0450-E19-65
EM11	EBREAZ_20041125.0450-E19-66
EM13	EBREAZ_20041125.0450-E19-67
EM14	EBREAZ_20041125.0450-E19-68
EM15	EBREAZ_20041125.0450-E20-69
EM16	EBREAZ_20041125.0450-E21-70
EM17	EBREAZ_20041125.0450-E22-71
EM18	EBREAZ_20041125.0450-E19-72
EM19	EBREAZ_20041125.0450-E19-73
EM20	EBREAZ_20041125.0450-E19-74
EM21	EBREAZ_20041125.0450-E19-75
EM22	EBREAZ_20041125.0450-E19-76
EM23	EBREAZ_20041125.0450-E19-77
R1	EBREAZ_20041125.0450-R1
R2	EBREAZ_20041125.0450-R2
RM1	EBREAZ_20041125.0450-R1-1
RM2	EBREAZ_20041125.0450-R2-1
Q1	EBREAZ_20041125.0450-T1
Q7	EBREAZ_20041125.0450-T2
Q3	EBREAZ_20041125.0450-T3
Q4	EBREAZ_20041125.0450-T4
Q5	EBREAZ_20041125.0450-T5
Q6	EBREAZ_20041125.0450-T6
