CE8	HADOUTA_20050221.1055-CE1
EM43	HADOUTA_20050221.1055-E6-22
EM44	HADOUTA_20050221.1055-E6-23
EM45	HADOUTA_20050221.1055-E1-24
EM46	HADOUTA_20050221.1055-E1-25
EM47	HADOUTA_20050221.1055-E1-26
EM48	HADOUTA_20050221.1055-E1-27
EM49	HADOUTA_20050221.1055-E1-28
EM50	HADOUTA_20050221.1055-E6-29
EM144	HADOUTA_20050221.1055-E2-30
EM52	HADOUTA_20050221.1055-E20-31
EM53	HADOUTA_20050221.1055-E6-32
EM54	HADOUTA_20050221.1055-E6-33
EM55	HADOUTA_20050221.1055-E6-34
EM56	HADOUTA_20050221.1055-E6-35
EM57	HADOUTA_20050221.1055-E20-36
EM58	HADOUTA_20050221.1055-E20-37
EM59	HADOUTA_20050221.1055-E23-38
EM60	HADOUTA_20050221.1055-E23-39
EM61	HADOUTA_20050221.1055-E6-40
EM62	HADOUTA_20050221.1055-E20-41
EM63	HADOUTA_20050221.1055-E20-42
EM64	HADOUTA_20050221.1055-E6-43
EM65	HADOUTA_20050221.1055-E6-44
EM66	HADOUTA_20050221.1055-E6-45
EM67	HADOUTA_20050221.1055-E20-46
EM68	HADOUTA_20050221.1055-E4-47
EM69	HADOUTA_20050221.1055-E5-48
EM145	HADOUTA_20050221.1055-E6-49
EM70	HADOUTA_20050221.1055-E6-50
EM72	HADOUTA_20050221.1055-E1-51
EM73	HADOUTA_20050221.1055-E6-52
EM74	HADOUTA_20050221.1055-E6-53
EM75	HADOUTA_20050221.1055-E6-54
EM76	HADOUTA_20050221.1055-E6-55
EM77	HADOUTA_20050221.1055-E6-56
EM78	HADOUTA_20050221.1055-E6-57
EM79	HADOUTA_20050221.1055-E6-58
EM80	HADOUTA_20050221.1055-E6-59
EM81	HADOUTA_20050221.1055-E7-60
EM82	HADOUTA_20050221.1055-E7-61
EM83	HADOUTA_20050221.1055-E8-62
EM84	HADOUTA_20050221.1055-E6-63
EM85	HADOUTA_20050221.1055-E6-64
EM86	HADOUTA_20050221.1055-E6-65
EM87	HADOUTA_20050221.1055-E6-66
EM88	HADOUTA_20050221.1055-E6-67
EM90	HADOUTA_20050221.1055-E6-68
EM91	HADOUTA_20050221.1055-E6-69
EM92	HADOUTA_20050221.1055-E9-70
EM93	HADOUTA_20050221.1055-E6-71
EM94	HADOUTA_20050221.1055-E6-72
EM95	HADOUTA_20050221.1055-E20-73
EM96	HADOUTA_20050221.1055-E6-74
EM97	HADOUTA_20050221.1055-E6-75
EM98	HADOUTA_20050221.1055-E6-76
EM99	HADOUTA_20050221.1055-E6-77
EM100	HADOUTA_20050221.1055-E6-78
EM101	HADOUTA_20050221.1055-E1-79
EM102	HADOUTA_20050221.1055-E23-80
EM103	HADOUTA_20050221.1055-E6-81
EM104	HADOUTA_20050221.1055-E6-82
EM105	HADOUTA_20050221.1055-E1-83
EM106	HADOUTA_20050221.1055-E6-84
EM107	HADOUTA_20050221.1055-E6-85
EM110	HADOUTA_20050221.1055-E10-86
EM111	HADOUTA_20050221.1055-E6-87
EM112	HADOUTA_20050221.1055-E1-88
EM113	HADOUTA_20050221.1055-E6-89
EM114	HADOUTA_20050221.1055-E6-90
EM115	HADOUTA_20050221.1055-E20-91
EM116	HADOUTA_20050221.1055-E20-92
EM117	HADOUTA_20050221.1055-E20-93
EM118	HADOUTA_20050221.1055-E6-94
EM119	HADOUTA_20050221.1055-E6-95
EM120	HADOUTA_20050221.1055-E6-96
EM121	HADOUTA_20050221.1055-E20-97
EM122	HADOUTA_20050221.1055-E19-98
EM123	HADOUTA_20050221.1055-E1-99
EM125	HADOUTA_20050221.1055-E20-100
EM126	HADOUTA_20050221.1055-E6-101
EM127	HADOUTA_20050221.1055-E11-102
EM128	HADOUTA_20050221.1055-E12-103
EM129	HADOUTA_20050221.1055-E20-104
EM130	HADOUTA_20050221.1055-E13-105
EM2	HADOUTA_20050221.1055-E19-106
EM131	HADOUTA_20050221.1055-E14-107
EM132	HADOUTA_20050221.1055-E13-108
EM133	HADOUTA_20050221.1055-E13-109
EM134	HADOUTA_20050221.1055-E15-110
EM135	HADOUTA_20050221.1055-E16-111
EM136	HADOUTA_20050221.1055-E16-112
EM137	HADOUTA_20050221.1055-E16-113
EM138	HADOUTA_20050221.1055-E13-114
EM139	HADOUTA_20050221.1055-E13-115
EM140	HADOUTA_20050221.1055-E13-116
EM141	HADOUTA_20050221.1055-E13-117
EM148	HADOUTA_20050221.1055-E18-118
EM3	HADOUTA_20050221.1055-E19-119
EM4	HADOUTA_20050221.1055-E20-120
EM5	HADOUTA_20050221.1055-E19-121
EM6	HADOUTA_20050221.1055-E19-122
EM7	HADOUTA_20050221.1055-E19-123
EM8	HADOUTA_20050221.1055-E21-124
EM142	HADOUTA_20050221.1055-E1-125
EM9	HADOUTA_20050221.1055-E20-126
EM10	HADOUTA_20050221.1055-E20-127
EM11	HADOUTA_20050221.1055-E22-128
EM12	HADOUTA_20050221.1055-E20-129
EM13	HADOUTA_20050221.1055-E20-130
EM14	HADOUTA_20050221.1055-E23-131
EM15	HADOUTA_20050221.1055-E22-132
EM16	HADOUTA_20050221.1055-E24-133
EM17	HADOUTA_20050221.1055-E24-134
EM18	HADOUTA_20050221.1055-E24-135
EM19	HADOUTA_20050221.1055-E20-136
EM20	HADOUTA_20050221.1055-E20-137
EM21	HADOUTA_20050221.1055-E6-138
EM22	HADOUTA_20050221.1055-E6-139
R4	HADOUTA_20050221.1055-R1
R5	HADOUTA_20050221.1055-R2
R6	HADOUTA_20050221.1055-R3
R7	HADOUTA_20050221.1055-R4
R8	HADOUTA_20050221.1055-R5
R3	HADOUTA_20050221.1055-R6
RM4	HADOUTA_20050221.1055-R1-1
RM5	HADOUTA_20050221.1055-R2-1
RM6	HADOUTA_20050221.1055-R2-2
RM7	HADOUTA_20050221.1055-R1-2
RM8	HADOUTA_20050221.1055-R5-1
RM3	HADOUTA_20050221.1055-R6-1
Q1	HADOUTA_20050221.1055-T1
Q2	HADOUTA_20050221.1055-T2
Q3	HADOUTA_20050221.1055-T3
Q4	HADOUTA_20050221.1055-T4
Q5	HADOUTA_20050221.1055-T5
