CE2	AZZAMOH_20041227.0120-CE1
R3	AZZAMOH_20041227.0120-R3
R4	AZZAMOH_20041227.0120-R4
R5	AZZAMOH_20041227.0120-R5
R6	AZZAMOH_20041227.0120-R6
R7	AZZAMOH_20041227.0120-R7
R9	AZZAMOH_20041227.0120-R8
R10	AZZAMOH_20041227.0120-R9
R11	AZZAMOH_20041227.0120-R10
R12	AZZAMOH_20041227.0120-R11
R15	AZZAMOH_20041227.0120-R12
R17	AZZAMOH_20041227.0120-R13
R18	AZZAMOH_20041227.0120-R14
RM1	AZZAMOH_20041227.0120-R1-1
RM2	AZZAMOH_20041227.0120-R2-1
RM3	AZZAMOH_20041227.0120-R2-2
RM4	AZZAMOH_20041227.0120-R2-3
RM5	AZZAMOH_20041227.0120-R5-1
RM6	AZZAMOH_20041227.0120-R6-1
RM7	AZZAMOH_20041227.0120-R7-1
RM9	AZZAMOH_20041227.0120-R8-1
RM10	AZZAMOH_20041227.0120-R9-1
RM11	AZZAMOH_20041227.0120-R10-1
RM12	AZZAMOH_20041227.0120-R11-1
RM15	AZZAMOH_20041227.0120-R12-1
RM17	AZZAMOH_20041227.0120-R13-1
RM18	AZZAMOH_20041227.0120-R14-1
V1	AZZAMOH_20041227.0120-EV1
V2	AZZAMOH_20041227.0120-EV2
V6	AZZAMOH_20041227.0120-EV3
VM1	AZZAMOH_20041227.0120-EV1-1
VM2	AZZAMOH_20041227.0120-EV2-1
VM6	AZZAMOH_20041227.0120-EV3-1
Q1	AZZAMOH_20041227.0120-T1
Q2	AZZAMOH_20041227.0120-T2
