CE13	MISRDIGITAL_20041219.0000-CE1
EM101	MISRDIGITAL_20041219.0000-E24-77
EM102	MISRDIGITAL_20041219.0000-E25-78
EM103	MISRDIGITAL_20041219.0000-E26-79
EM104	MISRDIGITAL_20041219.0000-E26-80
EM105	MISRDIGITAL_20041219.0000-E26-81
EM106	MISRDIGITAL_20041219.0000-E48-82
EM107	MISRDIGITAL_20041219.0000-E10-83
EM108	MISRDIGITAL_20041219.0000-E27-84
EM109	MISRDIGITAL_20041219.0000-E28-85
EM110	MISRDIGITAL_20041219.0000-E25-86
EM111	MISRDIGITAL_20041219.0000-E32-87
EM112	MISRDIGITAL_20041219.0000-E26-88
EM113	MISRDIGITAL_20041219.0000-E26-89
EM114	MISRDIGITAL_20041219.0000-E26-90
EM115	MISRDIGITAL_20041219.0000-E29-91
EM116	MISRDIGITAL_20041219.0000-E29-92
EM117	MISRDIGITAL_20041219.0000-E29-93
EM121	MISRDIGITAL_20041219.0000-E48-94
EM122	MISRDIGITAL_20041219.0000-E48-95
EM123	MISRDIGITAL_20041219.0000-E25-96
EM124	MISRDIGITAL_20041219.0000-E48-97
EM125	MISRDIGITAL_20041219.0000-E14-98
EM126	MISRDIGITAL_20041219.0000-E14-99
EM127	MISRDIGITAL_20041219.0000-E32-100
EM128	MISRDIGITAL_20041219.0000-E32-101
EM129	MISRDIGITAL_20041219.0000-E30-102
EM130	MISRDIGITAL_20041219.0000-E31-103
EM131	MISRDIGITAL_20041219.0000-E20-104
EM132	MISRDIGITAL_20041219.0000-E2-105
EM133	MISRDIGITAL_20041219.0000-E32-106
EM134	MISRDIGITAL_20041219.0000-E32-107
EM135	MISRDIGITAL_20041219.0000-E32-108
EM136	MISRDIGITAL_20041219.0000-E15-109
EM137	MISRDIGITAL_20041219.0000-E32-110
EM138	MISRDIGITAL_20041219.0000-E32-111
EM139	MISRDIGITAL_20041219.0000-E17-112
EM141	MISRDIGITAL_20041219.0000-E33-113
EM142	MISRDIGITAL_20041219.0000-E34-114
EM144	MISRDIGITAL_20041219.0000-E35-115
EM147	MISRDIGITAL_20041219.0000-E35-116
EM148	MISRDIGITAL_20041219.0000-E35-117
EM149	MISRDIGITAL_20041219.0000-E36-118
EM150	MISRDIGITAL_20041219.0000-E35-119
EM151	MISRDIGITAL_20041219.0000-E35-120
EM152	MISRDIGITAL_20041219.0000-E35-121
EM153	MISRDIGITAL_20041219.0000-E35-122
EM154	MISRDIGITAL_20041219.0000-E37-123
EM155	MISRDIGITAL_20041219.0000-E35-124
EM156	MISRDIGITAL_20041219.0000-E35-125
EM157	MISRDIGITAL_20041219.0000-E35-126
EM158	MISRDIGITAL_20041219.0000-E35-127
EM159	MISRDIGITAL_20041219.0000-E35-128
EM160	MISRDIGITAL_20041219.0000-E35-129
EM161	MISRDIGITAL_20041219.0000-E35-130
EM162	MISRDIGITAL_20041219.0000-E38-131
EM163	MISRDIGITAL_20041219.0000-E37-132
EM164	MISRDIGITAL_20041219.0000-E32-133
EM165	MISRDIGITAL_20041219.0000-E32-134
EM166	MISRDIGITAL_20041219.0000-E32-135
EM167	MISRDIGITAL_20041219.0000-E20-136
EM168	MISRDIGITAL_20041219.0000-E20-137
EM169	MISRDIGITAL_20041219.0000-E20-138
EM170	MISRDIGITAL_20041219.0000-E25-139
EM171	MISRDIGITAL_20041219.0000-E39-140
EM172	MISRDIGITAL_20041219.0000-E40-141
EM173	MISRDIGITAL_20041219.0000-E41-142
EM174	MISRDIGITAL_20041219.0000-E37-143
EM175	MISRDIGITAL_20041219.0000-E41-144
EM176	MISRDIGITAL_20041219.0000-E41-145
EM177	MISRDIGITAL_20041219.0000-E39-146
EM178	MISRDIGITAL_20041219.0000-E42-147
EM179	MISRDIGITAL_20041219.0000-E25-148
EM180	MISRDIGITAL_20041219.0000-E8-149
EM181	MISRDIGITAL_20041219.0000-E43-150
EM182	MISRDIGITAL_20041219.0000-E43-151
EM183	MISRDIGITAL_20041219.0000-E25-152
EM184	MISRDIGITAL_20041219.0000-E48-153
EM186	MISRDIGITAL_20041219.0000-E41-154
EM187	MISRDIGITAL_20041219.0000-E41-155
EM188	MISRDIGITAL_20041219.0000-E41-156
EM189	MISRDIGITAL_20041219.0000-E41-157
EM190	MISRDIGITAL_20041219.0000-E41-158
EM191	MISRDIGITAL_20041219.0000-E41-159
EM192	MISRDIGITAL_20041219.0000-E25-160
EM193	MISRDIGITAL_20041219.0000-E25-161
EM194	MISRDIGITAL_20041219.0000-E44-162
EM195	MISRDIGITAL_20041219.0000-E41-163
EM196	MISRDIGITAL_20041219.0000-E41-164
EM199	MISRDIGITAL_20041219.0000-E45-165
EM200	MISRDIGITAL_20041219.0000-E41-166
EM201	MISRDIGITAL_20041219.0000-E46-167
EM202	MISRDIGITAL_20041219.0000-E41-168
EM203	MISRDIGITAL_20041219.0000-E43-169
EM204	MISRDIGITAL_20041219.0000-E8-170
EM205	MISRDIGITAL_20041219.0000-E8-171
EM206	MISRDIGITAL_20041219.0000-E25-172
EM207	MISRDIGITAL_20041219.0000-E32-173
EM4	MISRDIGITAL_20041219.0000-E47-174
EM5	MISRDIGITAL_20041219.0000-E32-175
EM6	MISRDIGITAL_20041219.0000-E32-176
EM7	MISRDIGITAL_20041219.0000-E48-177
EM8	MISRDIGITAL_20041219.0000-E49-178
EM9	MISRDIGITAL_20041219.0000-E50-179
EM10	MISRDIGITAL_20041219.0000-E51-180
EM11	MISRDIGITAL_20041219.0000-E52-181
EM12	MISRDIGITAL_20041219.0000-E53-182
EM13	MISRDIGITAL_20041219.0000-E54-183
EM14	MISRDIGITAL_20041219.0000-E55-184
EM15	MISRDIGITAL_20041219.0000-E55-185
EM16	MISRDIGITAL_20041219.0000-E55-186
EM17	MISRDIGITAL_20041219.0000-E56-187
EM18	MISRDIGITAL_20041219.0000-E56-188
EM19	MISRDIGITAL_20041219.0000-E1-189
Q2	MISRDIGITAL_20041219.0000-T1
Q1	MISRDIGITAL_20041219.0000-T2
