CE11	ALFILFILM_20050202.1025-CE1
EM10	ALFILFILM_20050202.1025-E23-55
EM11	ALFILFILM_20050202.1025-E22-56
EM12	ALFILFILM_20050202.1025-E24-57
EM14	ALFILFILM_20050202.1025-E25-58
EM15	ALFILFILM_20050202.1025-E26-59
EM16	ALFILFILM_20050202.1025-E27-60
EM17	ALFILFILM_20050202.1025-E27-61
EM18	ALFILFILM_20050202.1025-E26-62
EM19	ALFILFILM_20050202.1025-E28-63
R2	ALFILFILM_20050202.1025-R1
R3	ALFILFILM_20050202.1025-R2
R4	ALFILFILM_20050202.1025-R3
RM2	ALFILFILM_20050202.1025-R1-1
RM3	ALFILFILM_20050202.1025-R2-1
RM4	ALFILFILM_20050202.1025-R3-1
Q4	ALFILFILM_20050202.1025-T1
Q5	ALFILFILM_20050202.1025-V1
Q6	ALFILFILM_20050202.1025-T2
Q2	ALFILFILM_20050202.1025-T3
Q3	ALFILFILM_20050202.1025-T4
QM5	ALFILFILM_20050202.1025-V1-1
