CE8	EBREAZ_20041203.1056-CE1
EM48	EBREAZ_20041203.1056-E27-23
EM49	EBREAZ_20041203.1056-E6-24
EM50	EBREAZ_20041203.1056-E7-25
EM51	EBREAZ_20041203.1056-E8-26
EM52	EBREAZ_20041203.1056-E8-27
EM53	EBREAZ_20041203.1056-E8-28
EM54	EBREAZ_20041203.1056-E27-29
EM55	EBREAZ_20041203.1056-E27-30
EM56	EBREAZ_20041203.1056-E26-31
EM57	EBREAZ_20041203.1056-E26-32
EM58	EBREAZ_20041203.1056-E9-33
EM59	EBREAZ_20041203.1056-E9-34
EM60	EBREAZ_20041203.1056-E26-35
EM61	EBREAZ_20041203.1056-E9-36
EM62	EBREAZ_20041203.1056-E9-37
EM63	EBREAZ_20041203.1056-E9-38
EM64	EBREAZ_20041203.1056-E9-39
EM65	EBREAZ_20041203.1056-E9-40
EM66	EBREAZ_20041203.1056-E9-41
EM67	EBREAZ_20041203.1056-E9-42
EM68	EBREAZ_20041203.1056-E9-43
EM69	EBREAZ_20041203.1056-E9-44
EM70	EBREAZ_20041203.1056-E10-45
EM71	EBREAZ_20041203.1056-E10-46
EM72	EBREAZ_20041203.1056-E11-47
EM73	EBREAZ_20041203.1056-E27-48
EM74	EBREAZ_20041203.1056-E27-49
EM75	EBREAZ_20041203.1056-E27-50
EM76	EBREAZ_20041203.1056-E27-51
EM77	EBREAZ_20041203.1056-E10-52
EM78	EBREAZ_20041203.1056-E26-53
EM79	EBREAZ_20041203.1056-E26-54
EM80	EBREAZ_20041203.1056-E26-55
EM81	EBREAZ_20041203.1056-E26-56
EM82	EBREAZ_20041203.1056-E26-57
EM83	EBREAZ_20041203.1056-E26-58
EM84	EBREAZ_20041203.1056-E26-59
EM85	EBREAZ_20041203.1056-E10-60
EM86	EBREAZ_20041203.1056-E10-61
EM87	EBREAZ_20041203.1056-E10-62
EM88	EBREAZ_20041203.1056-E26-63
EM89	EBREAZ_20041203.1056-E26-64
EM90	EBREAZ_20041203.1056-E26-65
EM91	EBREAZ_20041203.1056-E26-66
EM92	EBREAZ_20041203.1056-E26-67
EM94	EBREAZ_20041203.1056-E27-68
EM93	EBREAZ_20041203.1056-E27-69
EM95	EBREAZ_20041203.1056-E27-70
EM96	EBREAZ_20041203.1056-E27-71
EM97	EBREAZ_20041203.1056-E27-72
EM98	EBREAZ_20041203.1056-E27-73
EM99	EBREAZ_20041203.1056-E27-74
EM100	EBREAZ_20041203.1056-E27-75
EM101	EBREAZ_20041203.1056-E27-76
EM102	EBREAZ_20041203.1056-E27-77
EM103	EBREAZ_20041203.1056-E27-78
EM104	EBREAZ_20041203.1056-E27-79
EM105	EBREAZ_20041203.1056-E27-80
EM106	EBREAZ_20041203.1056-E27-81
EM107	EBREAZ_20041203.1056-E27-82
EM108	EBREAZ_20041203.1056-E27-83
EM109	EBREAZ_20041203.1056-E27-84
EM110	EBREAZ_20041203.1056-E27-85
EM111	EBREAZ_20041203.1056-E27-86
EM112	EBREAZ_20041203.1056-E27-87
EM113	EBREAZ_20041203.1056-E27-88
EM114	EBREAZ_20041203.1056-E27-89
EM153	EBREAZ_20041203.1056-E27-90
EM116	EBREAZ_20041203.1056-E27-91
EM117	EBREAZ_20041203.1056-E27-92
EM154	EBREAZ_20041203.1056-E27-93
EM119	EBREAZ_20041203.1056-E27-94
EM120	EBREAZ_20041203.1056-E27-95
EM121	EBREAZ_20041203.1056-E27-96
EM122	EBREAZ_20041203.1056-E13-97
EM123	EBREAZ_20041203.1056-E14-98
EM124	EBREAZ_20041203.1056-E15-99
EM125	EBREAZ_20041203.1056-E15-100
EM126	EBREAZ_20041203.1056-E16-101
EM127	EBREAZ_20041203.1056-E16-102
EM128	EBREAZ_20041203.1056-E16-103
EM2	EBREAZ_20041203.1056-E22-104
EM129	EBREAZ_20041203.1056-E16-105
EM130	EBREAZ_20041203.1056-E16-106
EM131	EBREAZ_20041203.1056-E16-107
EM132	EBREAZ_20041203.1056-E27-108
EM133	EBREAZ_20041203.1056-E17-109
EM134	EBREAZ_20041203.1056-E13-110
EM135	EBREAZ_20041203.1056-E26-111
EM136	EBREAZ_20041203.1056-E26-112
EM137	EBREAZ_20041203.1056-E27-113
EM138	EBREAZ_20041203.1056-E27-114
EM139	EBREAZ_20041203.1056-E13-115
EM140	EBREAZ_20041203.1056-E27-116
EM141	EBREAZ_20041203.1056-E27-117
EM142	EBREAZ_20041203.1056-E26-118
EM143	EBREAZ_20041203.1056-E27-119
EM144	EBREAZ_20041203.1056-E26-120
EM145	EBREAZ_20041203.1056-E18-121
EM146	EBREAZ_20041203.1056-E18-122
EM147	EBREAZ_20041203.1056-E19-123
EM148	EBREAZ_20041203.1056-E20-124
EM149	EBREAZ_20041203.1056-E20-125
EM150	EBREAZ_20041203.1056-E21-126
EM151	EBREAZ_20041203.1056-E13-127
EM3	EBREAZ_20041203.1056-E12-128
EM4	EBREAZ_20041203.1056-E23-129
EM5	EBREAZ_20041203.1056-E24-130
EM6	EBREAZ_20041203.1056-E23-131
EM7	EBREAZ_20041203.1056-E23-132
EM8	EBREAZ_20041203.1056-E25-133
EM9	EBREAZ_20041203.1056-E25-134
EM10	EBREAZ_20041203.1056-E25-135
EM11	EBREAZ_20041203.1056-E25-136
EM12	EBREAZ_20041203.1056-E26-137
EM13	EBREAZ_20041203.1056-E26-138
EM14	EBREAZ_20041203.1056-E26-139
EM15	EBREAZ_20041203.1056-E27-140
EM16	EBREAZ_20041203.1056-E27-141
EM17	EBREAZ_20041203.1056-E27-142
EM18	EBREAZ_20041203.1056-E27-143
EM19	EBREAZ_20041203.1056-E27-144
EM20	EBREAZ_20041203.1056-E27-145
EM21	EBREAZ_20041203.1056-E27-146
EM22	EBREAZ_20041203.1056-E25-147
EM23	EBREAZ_20041203.1056-E25-148
Q3	EBREAZ_20041203.1056-T1
Q1	EBREAZ_20041203.1056-T2
Q2	EBREAZ_20041203.1056-T3
