CE1	CNN_LE_20030504.1200.02-1-CE1
EM55	CNN_LE_20030504.1200.02-1-E59-39
EM56	CNN_LE_20030504.1200.02-1-E16-40
EM57	CNN_LE_20030504.1200.02-1-E16-41
EM58	CNN_LE_20030504.1200.02-1-E16-42
EM60	CNN_LE_20030504.1200.02-1-E19-43
EM61	CNN_LE_20030504.1200.02-1-E20-44
EM157	CNN_LE_20030504.1200.02-1-E61-45
EM62	CNN_LE_20030504.1200.02-1-E21-46
EM63	CNN_LE_20030504.1200.02-1-E22-47
EM158	CNN_LE_20030504.1200.02-1-E4-48
EM64	CNN_LE_20030504.1200.02-1-E4-49
EM65	CNN_LE_20030504.1200.02-1-E4-50
EM66	CNN_LE_20030504.1200.02-1-E23-51
EM67	CNN_LE_20030504.1200.02-1-E4-52
EM68	CNN_LE_20030504.1200.02-1-E59-53
EM69	CNN_LE_20030504.1200.02-1-E11-54
EM70	CNN_LE_20030504.1200.02-1-E4-55
EM71	CNN_LE_20030504.1200.02-1-E54-56
EM72	CNN_LE_20030504.1200.02-1-E11-57
EM73	CNN_LE_20030504.1200.02-1-E24-58
EM74	CNN_LE_20030504.1200.02-1-E25-59
EM75	CNN_LE_20030504.1200.02-1-E26-60
EM76	CNN_LE_20030504.1200.02-1-E59-61
EM77	CNN_LE_20030504.1200.02-1-E11-62
EM78	CNN_LE_20030504.1200.02-1-E27-63
EM79	CNN_LE_20030504.1200.02-1-E11-64
EM159	CNN_LE_20030504.1200.02-1-E4-65
EM81	CNN_LE_20030504.1200.02-1-E54-66
EM82	CNN_LE_20030504.1200.02-1-E4-67
EM83	CNN_LE_20030504.1200.02-1-E4-68
EM84	CNN_LE_20030504.1200.02-1-E11-69
EM85	CNN_LE_20030504.1200.02-1-E11-70
EM86	CNN_LE_20030504.1200.02-1-E28-71
EM87	CNN_LE_20030504.1200.02-1-E54-72
EM88	CNN_LE_20030504.1200.02-1-E11-73
EM89	CNN_LE_20030504.1200.02-1-E4-74
EM90	CNN_LE_20030504.1200.02-1-E61-75
EM91	CNN_LE_20030504.1200.02-1-E29-76
EM92	CNN_LE_20030504.1200.02-1-E54-77
EM93	CNN_LE_20030504.1200.02-1-E11-78
EM94	CNN_LE_20030504.1200.02-1-E4-79
EM95	CNN_LE_20030504.1200.02-1-E30-80
EM96	CNN_LE_20030504.1200.02-1-E31-81
EM97	CNN_LE_20030504.1200.02-1-E32-82
EM98	CNN_LE_20030504.1200.02-1-E33-83
EM160	CNN_LE_20030504.1200.02-1-E4-84
EM161	CNN_LE_20030504.1200.02-1-E9-85
EM162	CNN_LE_20030504.1200.02-1-E9-86
EM163	CNN_LE_20030504.1200.02-1-E9-87
EM20	CNN_LE_20030504.1200.02-1-E45-88
EM100	CNN_LE_20030504.1200.02-1-E30-89
EM101	CNN_LE_20030504.1200.02-1-E34-90
EM2	CNN_LE_20030504.1200.02-1-E47-91
EM102	CNN_LE_20030504.1200.02-1-E35-92
EM103	CNN_LE_20030504.1200.02-1-E30-93
EM104	CNN_LE_20030504.1200.02-1-E54-94
EM105	CNN_LE_20030504.1200.02-1-E59-95
EM106	CNN_LE_20030504.1200.02-1-E61-96
EM107	CNN_LE_20030504.1200.02-1-E36-97
EM108	CNN_LE_20030504.1200.02-1-E59-98
EM109	CNN_LE_20030504.1200.02-1-E59-99
EM110	CNN_LE_20030504.1200.02-1-E54-100
EM111	CNN_LE_20030504.1200.02-1-E59-101
EM112	CNN_LE_20030504.1200.02-1-E37-102
EM164	CNN_LE_20030504.1200.02-1-E9-103
EM165	CNN_LE_20030504.1200.02-1-E9-104
EM114	CNN_LE_20030504.1200.02-1-E38-105
EM115	CNN_LE_20030504.1200.02-1-E59-106
EM116	CNN_LE_20030504.1200.02-1-E30-107
EM117	CNN_LE_20030504.1200.02-1-E11-108
EM118	CNN_LE_20030504.1200.02-1-E11-109
EM119	CNN_LE_20030504.1200.02-1-E59-110
EM121	CNN_LE_20030504.1200.02-1-E16-111
EM122	CNN_LE_20030504.1200.02-1-E16-112
EM123	CNN_LE_20030504.1200.02-1-E39-113
EM124	CNN_LE_20030504.1200.02-1-E40-114
EM125	CNN_LE_20030504.1200.02-1-E4-115
EM126	CNN_LE_20030504.1200.02-1-E41-116
EM127	CNN_LE_20030504.1200.02-1-E59-117
EM128	CNN_LE_20030504.1200.02-1-E30-118
EM129	CNN_LE_20030504.1200.02-1-E4-119
EM130	CNN_LE_20030504.1200.02-1-E42-120
EM131	CNN_LE_20030504.1200.02-1-E4-121
EM132	CNN_LE_20030504.1200.02-1-E30-122
EM133	CNN_LE_20030504.1200.02-1-E30-123
EM134	CNN_LE_20030504.1200.02-1-E30-124
EM135	CNN_LE_20030504.1200.02-1-E30-125
EM136	CNN_LE_20030504.1200.02-1-E43-126
EM137	CNN_LE_20030504.1200.02-1-E42-127
EM138	CNN_LE_20030504.1200.02-1-E44-128
EM139	CNN_LE_20030504.1200.02-1-E34-129
EM140	CNN_LE_20030504.1200.02-1-E39-130
EM21	CNN_LE_20030504.1200.02-1-E45-131
EM166	CNN_LE_20030504.1200.02-1-E9-132
EM141	CNN_LE_20030504.1200.02-1-E30-133
EM142	CNN_LE_20030504.1200.02-1-E30-134
EM143	CNN_LE_20030504.1200.02-1-E30-135
EM144	CNN_LE_20030504.1200.02-1-E46-136
EM145	CNN_LE_20030504.1200.02-1-E4-137
EM146	CNN_LE_20030504.1200.02-1-E59-138
EM147	CNN_LE_20030504.1200.02-1-E30-139
EM148	CNN_LE_20030504.1200.02-1-E30-140
EM149	CNN_LE_20030504.1200.02-1-E61-141
EM150	CNN_LE_20030504.1200.02-1-E61-142
EM151	CNN_LE_20030504.1200.02-1-E48-143
EM152	CNN_LE_20030504.1200.02-1-E61-144
EM153	CNN_LE_20030504.1200.02-1-E4-145
EM154	CNN_LE_20030504.1200.02-1-E49-146
EM113	CNN_LE_20030504.1200.02-1-E54-147
EM3	CNN_LE_20030504.1200.02-1-E52-148
EM120	CNN_LE_20030504.1200.02-1-E54-149
EM59	CNN_LE_20030504.1200.02-1-E59-150
EM52	CNN_LE_20030504.1200.02-1-E50-151
EM80	CNN_LE_20030504.1200.02-1-E51-152
EM4	CNN_LE_20030504.1200.02-1-E53-153
EM5	CNN_LE_20030504.1200.02-1-E54-154
EM6	CNN_LE_20030504.1200.02-1-E55-155
EM7	CNN_LE_20030504.1200.02-1-E56-156
EM8	CNN_LE_20030504.1200.02-1-E57-157
EM9	CNN_LE_20030504.1200.02-1-E58-158
EM10	CNN_LE_20030504.1200.02-1-E60-159
EM11	CNN_LE_20030504.1200.02-1-E61-160
EM12	CNN_LE_20030504.1200.02-1-E62-161
EM13	CNN_LE_20030504.1200.02-1-E62-162
EM15	CNN_LE_20030504.1200.02-1-E61-163
EM16	CNN_LE_20030504.1200.02-1-E61-164
EM19	CNN_LE_20030504.1200.02-1-E1-165
R2	CNN_LE_20030504.1200.02-1-R1
R3	CNN_LE_20030504.1200.02-1-R2
R4	CNN_LE_20030504.1200.02-1-R3
R6	CNN_LE_20030504.1200.02-1-R4
R7	CNN_LE_20030504.1200.02-1-R5
R8	CNN_LE_20030504.1200.02-1-R6
R10	CNN_LE_20030504.1200.02-1-R7
R11	CNN_LE_20030504.1200.02-1-R8
R9	CNN_LE_20030504.1200.02-1-R9
R14	CNN_LE_20030504.1200.02-1-R10
R14	CNN_LE_20030504.1200.02-1-R11
R12	CNN_LE_20030504.1200.02-1-R12
R13	CNN_LE_20030504.1200.02-1-R13
R14	CNN_LE_20030504.1200.02-1-R14
R15	CNN_LE_20030504.1200.02-1-R15
R16	CNN_LE_20030504.1200.02-1-R16
R17	CNN_LE_20030504.1200.02-1-R17
R1	CNN_LE_20030504.1200.02-1-R18
R5	CNN_LE_20030504.1200.02-1-R19
RM2	CNN_LE_20030504.1200.02-1-R1-1
RM3	CNN_LE_20030504.1200.02-1-R2-1
RM4	CNN_LE_20030504.1200.02-1-R3-1
RM6	CNN_LE_20030504.1200.02-1-R4-1
RM7	CNN_LE_20030504.1200.02-1-R5-1
RM8	CNN_LE_20030504.1200.02-1-R6-1
RM10	CNN_LE_20030504.1200.02-1-R7-1
RM11	CNN_LE_20030504.1200.02-1-R8-1
RM9	CNN_LE_20030504.1200.02-1-R9-1
RM12	CNN_LE_20030504.1200.02-1-R12-1
RM13	CNN_LE_20030504.1200.02-1-R13-1
RM15	CNN_LE_20030504.1200.02-1-R14-1
RM16	CNN_LE_20030504.1200.02-1-R14-2
RM17	CNN_LE_20030504.1200.02-1-R15-1
RM18	CNN_LE_20030504.1200.02-1-R16-1
RM19	CNN_LE_20030504.1200.02-1-R17-1
RM1	CNN_LE_20030504.1200.02-1-R18-1
RM5	CNN_LE_20030504.1200.02-1-R19-1
RM14	CNN_LE_20030504.1200.02-1-R14-3
V2	CNN_LE_20030504.1200.02-1-EV1
V4	CNN_LE_20030504.1200.02-1-EV2
V5	CNN_LE_20030504.1200.02-1-EV3
V6	CNN_LE_20030504.1200.02-1-EV4
V3	CNN_LE_20030504.1200.02-1-EV5
VM4	CNN_LE_20030504.1200.02-1-EV1-1
VM6	CNN_LE_20030504.1200.02-1-EV2-1
VM7	CNN_LE_20030504.1200.02-1-EV3-1
VM8	CNN_LE_20030504.1200.02-1-EV4-1
VM9	CNN_LE_20030504.1200.02-1-EV3-2
VM5	CNN_LE_20030504.1200.02-1-EV5-1
Q1	CNN_LE_20030504.1200.02-1-T1
Q2	CNN_LE_20030504.1200.02-1-T2
Q3	CNN_LE_20030504.1200.02-1-T3
Q4	CNN_LE_20030504.1200.02-1-T4
Q5	CNN_LE_20030504.1200.02-1-T5
Q6	CNN_LE_20030504.1200.02-1-T6
Q7	CNN_LE_20030504.1200.02-1-T7
Q8	CNN_LE_20030504.1200.02-1-T8
