CE8	CNN_CF_20030305.1900.00-3-CE1
EM28	CNN_CF_20030305.1900.00-3-E3-8
EM29	CNN_CF_20030305.1900.00-3-E4-9
EM30	CNN_CF_20030305.1900.00-3-E5-10
EM31	CNN_CF_20030305.1900.00-3-E2-11
EM32	CNN_CF_20030305.1900.00-3-E6-12
EM33	CNN_CF_20030305.1900.00-3-E7-13
EM34	CNN_CF_20030305.1900.00-3-E8-14
EM35	CNN_CF_20030305.1900.00-3-E9-15
EM36	CNN_CF_20030305.1900.00-3-E10-16
EM37	CNN_CF_20030305.1900.00-3-E11-17
EM38	CNN_CF_20030305.1900.00-3-E12-18
EM39	CNN_CF_20030305.1900.00-3-E13-19
EM40	CNN_CF_20030305.1900.00-3-E14-20
EM41	CNN_CF_20030305.1900.00-3-E15-21
EM42	CNN_CF_20030305.1900.00-3-E2-22
EM43	CNN_CF_20030305.1900.00-3-E2-23
EM44	CNN_CF_20030305.1900.00-3-E2-24
EM45	CNN_CF_20030305.1900.00-3-E40-25
EM46	CNN_CF_20030305.1900.00-3-E16-26
EM47	CNN_CF_20030305.1900.00-3-E17-27
EM48	CNN_CF_20030305.1900.00-3-E18-28
EM49	CNN_CF_20030305.1900.00-3-E40-29
EM50	CNN_CF_20030305.1900.00-3-E40-30
EM51	CNN_CF_20030305.1900.00-3-E19-31
EM52	CNN_CF_20030305.1900.00-3-E2-32
EM53	CNN_CF_20030305.1900.00-3-E20-33
EM54	CNN_CF_20030305.1900.00-3-E21-34
EM55	CNN_CF_20030305.1900.00-3-E22-35
EM56	CNN_CF_20030305.1900.00-3-E4-36
EM57	CNN_CF_20030305.1900.00-3-E23-37
EM58	CNN_CF_20030305.1900.00-3-E24-38
EM59	CNN_CF_20030305.1900.00-3-E40-39
EM60	CNN_CF_20030305.1900.00-3-E2-40
EM61	CNN_CF_20030305.1900.00-3-E2-41
EM62	CNN_CF_20030305.1900.00-3-E26-42
EM63	CNN_CF_20030305.1900.00-3-E27-43
EM64	CNN_CF_20030305.1900.00-3-E2-44
EM65	CNN_CF_20030305.1900.00-3-E28-45
EM66	CNN_CF_20030305.1900.00-3-E2-46
EM69	CNN_CF_20030305.1900.00-3-E2-47
EM70	CNN_CF_20030305.1900.00-3-E29-48
EM71	CNN_CF_20030305.1900.00-3-E29-49
EM72	CNN_CF_20030305.1900.00-3-E30-50
EM73	CNN_CF_20030305.1900.00-3-E31-51
EM74	CNN_CF_20030305.1900.00-3-E30-52
EM75	CNN_CF_20030305.1900.00-3-E32-53
EM76	CNN_CF_20030305.1900.00-3-E33-54
EM77	CNN_CF_20030305.1900.00-3-E40-55
EM78	CNN_CF_20030305.1900.00-3-E34-56
EM79	CNN_CF_20030305.1900.00-3-E34-57
EM80	CNN_CF_20030305.1900.00-3-E35-58
EM81	CNN_CF_20030305.1900.00-3-E34-59
EM82	CNN_CF_20030305.1900.00-3-E29-60
EM83	CNN_CF_20030305.1900.00-3-E29-61
EM84	CNN_CF_20030305.1900.00-3-E40-62
EM2	CNN_CF_20030305.1900.00-3-E25-63
EM3	CNN_CF_20030305.1900.00-3-E36-64
EM4	CNN_CF_20030305.1900.00-3-E37-65
EM5	CNN_CF_20030305.1900.00-3-E25-66
EM6	CNN_CF_20030305.1900.00-3-E25-67
EM7	CNN_CF_20030305.1900.00-3-E25-68
EM8	CNN_CF_20030305.1900.00-3-E25-69
EM9	CNN_CF_20030305.1900.00-3-E25-70
EM10	CNN_CF_20030305.1900.00-3-E38-71
EM11	CNN_CF_20030305.1900.00-3-E25-72
EM12	CNN_CF_20030305.1900.00-3-E25-73
EM13	CNN_CF_20030305.1900.00-3-E39-74
EM14	CNN_CF_20030305.1900.00-3-E40-75
EM15	CNN_CF_20030305.1900.00-3-E25-76
EM16	CNN_CF_20030305.1900.00-3-E25-77
EM17	CNN_CF_20030305.1900.00-3-E41-78
EM18	CNN_CF_20030305.1900.00-3-E42-79
EM19	CNN_CF_20030305.1900.00-3-E43-80
EM20	CNN_CF_20030305.1900.00-3-E41-81
EM21	CNN_CF_20030305.1900.00-3-E1-82
R1	CNN_CF_20030305.1900.00-3-R1
R2	CNN_CF_20030305.1900.00-3-R2
R3	CNN_CF_20030305.1900.00-3-R3
R4	CNN_CF_20030305.1900.00-3-R4
R5	CNN_CF_20030305.1900.00-3-R5
R6	CNN_CF_20030305.1900.00-3-R6
R7	CNN_CF_20030305.1900.00-3-R7
R5	CNN_CF_20030305.1900.00-3-R8
RM1	CNN_CF_20030305.1900.00-3-R1-1
RM2	CNN_CF_20030305.1900.00-3-R2-1
RM3	CNN_CF_20030305.1900.00-3-R3-1
RM4	CNN_CF_20030305.1900.00-3-R4-1
RM5	CNN_CF_20030305.1900.00-3-R5-1
RM6	CNN_CF_20030305.1900.00-3-R6-1
RM7	CNN_CF_20030305.1900.00-3-R8-1
RM8	CNN_CF_20030305.1900.00-3-R7-1
V1	CNN_CF_20030305.1900.00-3-EV1
V2	CNN_CF_20030305.1900.00-3-EV2
V3	CNN_CF_20030305.1900.00-3-EV3
VM1	CNN_CF_20030305.1900.00-3-EV1-1
VM2	CNN_CF_20030305.1900.00-3-EV2-1
VM3	CNN_CF_20030305.1900.00-3-EV3-1
Q1	CNN_CF_20030305.1900.00-3-T1
Q2	CNN_CF_20030305.1900.00-3-T2
Q3	CNN_CF_20030305.1900.00-3-V1
Q4	CNN_CF_20030305.1900.00-3-T3
Q5	CNN_CF_20030305.1900.00-3-T4
Q6	CNN_CF_20030305.1900.00-3-T5
QM3	CNN_CF_20030305.1900.00-3-V1-1
