CE13	CNN_LE_20030504.1200.02-1-CE1
EM21	CNN_LE_20030504.1200.02-1-E4-5
EM22	CNN_LE_20030504.1200.02-1-E5-6
EM23	CNN_LE_20030504.1200.02-1-E6-7
EM24	CNN_LE_20030504.1200.02-1-E7-8
EM25	CNN_LE_20030504.1200.02-1-E8-9
EM26	CNN_LE_20030504.1200.02-1-E9-10
EM27	CNN_LE_20030504.1200.02-1-E58-11
EM28	CNN_LE_20030504.1200.02-1-E63-12
EM29	CNN_LE_20030504.1200.02-1-E10-13
EM30	CNN_LE_20030504.1200.02-1-E63-14
EM31	CNN_LE_20030504.1200.02-1-E11-15
EM32	CNN_LE_20030504.1200.02-1-E63-16
EM33	CNN_LE_20030504.1200.02-1-E12-17
EM34	CNN_LE_20030504.1200.02-1-E12-18
EM35	CNN_LE_20030504.1200.02-1-E61-19
EM36	CNN_LE_20030504.1200.02-1-E13-20
EM37	CNN_LE_20030504.1200.02-1-E56-21
EM38	CNN_LE_20030504.1200.02-1-E63-22
EM39	CNN_LE_20030504.1200.02-1-E14-23
EM40	CNN_LE_20030504.1200.02-1-E15-24
EM41	CNN_LE_20030504.1200.02-1-E16-25
EM42	CNN_LE_20030504.1200.02-1-E17-26
EM43	CNN_LE_20030504.1200.02-1-E20-27
EM44	CNN_LE_20030504.1200.02-1-E13-28
EM45	CNN_LE_20030504.1200.02-1-E56-29
EM46	CNN_LE_20030504.1200.02-1-E61-30
EM47	CNN_LE_20030504.1200.02-1-E13-31
EM48	CNN_LE_20030504.1200.02-1-E18-32
EM49	CNN_LE_20030504.1200.02-1-E56-33
EM50	CNN_LE_20030504.1200.02-1-E13-34
EM51	CNN_LE_20030504.1200.02-1-E61-35
EM52	CNN_LE_20030504.1200.02-1-E13-36
EM53	CNN_LE_20030504.1200.02-1-E13-37
EM54	CNN_LE_20030504.1200.02-1-E19-38
EM55	CNN_LE_20030504.1200.02-1-E63-39
EM56	CNN_LE_20030504.1200.02-1-E61-40
EM57	CNN_LE_20030504.1200.02-1-E18-41
EM58	CNN_LE_20030504.1200.02-1-E18-42
EM59	CNN_LE_20030504.1200.02-1-E18-43
EM60	CNN_LE_20030504.1200.02-1-E21-44
EM61	CNN_LE_20030504.1200.02-1-E22-45
EM62	CNN_LE_20030504.1200.02-1-E23-46
EM63	CNN_LE_20030504.1200.02-1-E24-47
EM64	CNN_LE_20030504.1200.02-1-E6-48
EM65	CNN_LE_20030504.1200.02-1-E6-49
EM66	CNN_LE_20030504.1200.02-1-E25-50
EM67	CNN_LE_20030504.1200.02-1-E6-51
EM68	CNN_LE_20030504.1200.02-1-E61-52
EM69	CNN_LE_20030504.1200.02-1-E13-53
EM70	CNN_LE_20030504.1200.02-1-E6-54
EM71	CNN_LE_20030504.1200.02-1-E56-55
EM72	CNN_LE_20030504.1200.02-1-E13-56
EM73	CNN_LE_20030504.1200.02-1-E26-57
EM74	CNN_LE_20030504.1200.02-1-E27-58
EM75	CNN_LE_20030504.1200.02-1-E28-59
EM76	CNN_LE_20030504.1200.02-1-E61-60
EM77	CNN_LE_20030504.1200.02-1-E13-61
EM78	CNN_LE_20030504.1200.02-1-E29-62
EM79	CNN_LE_20030504.1200.02-1-E13-63
EM80	CNN_LE_20030504.1200.02-1-E13-64
EM81	CNN_LE_20030504.1200.02-1-E56-65
EM82	CNN_LE_20030504.1200.02-1-E6-66
EM83	CNN_LE_20030504.1200.02-1-E6-67
EM84	CNN_LE_20030504.1200.02-1-E13-68
EM85	CNN_LE_20030504.1200.02-1-E13-69
EM86	CNN_LE_20030504.1200.02-1-E30-70
EM87	CNN_LE_20030504.1200.02-1-E56-71
EM88	CNN_LE_20030504.1200.02-1-E13-72
EM89	CNN_LE_20030504.1200.02-1-E6-73
EM90	CNN_LE_20030504.1200.02-1-E63-74
EM91	CNN_LE_20030504.1200.02-1-E31-75
EM92	CNN_LE_20030504.1200.02-1-E56-76
EM93	CNN_LE_20030504.1200.02-1-E13-77
EM94	CNN_LE_20030504.1200.02-1-E6-78
EM95	CNN_LE_20030504.1200.02-1-E32-79
EM96	CNN_LE_20030504.1200.02-1-E33-80
EM97	CNN_LE_20030504.1200.02-1-E34-81
EM98	CNN_LE_20030504.1200.02-1-E35-82
EM99	CNN_LE_20030504.1200.02-1-E36-83
EM100	CNN_LE_20030504.1200.02-1-E37-84
EM101	CNN_LE_20030504.1200.02-1-E32-85
EM102	CNN_LE_20030504.1200.02-1-E38-86
EM2	CNN_LE_20030504.1200.02-1-E51-87
EM103	CNN_LE_20030504.1200.02-1-E39-88
EM104	CNN_LE_20030504.1200.02-1-E32-89
EM105	CNN_LE_20030504.1200.02-1-E56-90
EM106	CNN_LE_20030504.1200.02-1-E61-91
EM107	CNN_LE_20030504.1200.02-1-E63-92
EM108	CNN_LE_20030504.1200.02-1-E40-93
EM109	CNN_LE_20030504.1200.02-1-E61-94
EM110	CNN_LE_20030504.1200.02-1-E61-95
EM111	CNN_LE_20030504.1200.02-1-E56-96
EM112	CNN_LE_20030504.1200.02-1-E61-97
EM113	CNN_LE_20030504.1200.02-1-E41-98
EM114	CNN_LE_20030504.1200.02-1-E42-99
EM115	CNN_LE_20030504.1200.02-1-E43-100
EM116	CNN_LE_20030504.1200.02-1-E61-101
EM117	CNN_LE_20030504.1200.02-1-E32-102
EM118	CNN_LE_20030504.1200.02-1-E13-103
EM119	CNN_LE_20030504.1200.02-1-E13-104
EM120	CNN_LE_20030504.1200.02-1-E61-105
EM121	CNN_LE_20030504.1200.02-1-E18-106
EM122	CNN_LE_20030504.1200.02-1-E18-107
EM123	CNN_LE_20030504.1200.02-1-E44-108
EM124	CNN_LE_20030504.1200.02-1-E45-109
EM125	CNN_LE_20030504.1200.02-1-E6-110
EM126	CNN_LE_20030504.1200.02-1-E46-111
EM127	CNN_LE_20030504.1200.02-1-E61-112
EM128	CNN_LE_20030504.1200.02-1-E32-113
EM129	CNN_LE_20030504.1200.02-1-E6-114
EM130	CNN_LE_20030504.1200.02-1-E47-115
EM131	CNN_LE_20030504.1200.02-1-E6-116
EM132	CNN_LE_20030504.1200.02-1-E32-117
EM133	CNN_LE_20030504.1200.02-1-E32-118
EM134	CNN_LE_20030504.1200.02-1-E32-119
EM135	CNN_LE_20030504.1200.02-1-E32-120
EM136	CNN_LE_20030504.1200.02-1-E48-121
EM137	CNN_LE_20030504.1200.02-1-E47-122
EM138	CNN_LE_20030504.1200.02-1-E49-123
EM139	CNN_LE_20030504.1200.02-1-E38-124
EM140	CNN_LE_20030504.1200.02-1-E44-125
EM141	CNN_LE_20030504.1200.02-1-E32-126
EM142	CNN_LE_20030504.1200.02-1-E32-127
EM143	CNN_LE_20030504.1200.02-1-E32-128
EM144	CNN_LE_20030504.1200.02-1-E50-129
EM145	CNN_LE_20030504.1200.02-1-E6-130
EM146	CNN_LE_20030504.1200.02-1-E61-131
EM147	CNN_LE_20030504.1200.02-1-E32-132
EM148	CNN_LE_20030504.1200.02-1-E32-133
EM149	CNN_LE_20030504.1200.02-1-E63-134
EM150	CNN_LE_20030504.1200.02-1-E63-135
EM151	CNN_LE_20030504.1200.02-1-E52-136
EM152	CNN_LE_20030504.1200.02-1-E63-137
EM153	CNN_LE_20030504.1200.02-1-E6-138
EM154	CNN_LE_20030504.1200.02-1-E53-139
EM3	CNN_LE_20030504.1200.02-1-E54-140
EM4	CNN_LE_20030504.1200.02-1-E55-141
EM5	CNN_LE_20030504.1200.02-1-E56-142
EM6	CNN_LE_20030504.1200.02-1-E57-143
EM7	CNN_LE_20030504.1200.02-1-E58-144
EM8	CNN_LE_20030504.1200.02-1-E59-145
EM9	CNN_LE_20030504.1200.02-1-E60-146
EM10	CNN_LE_20030504.1200.02-1-E62-147
EM11	CNN_LE_20030504.1200.02-1-E63-148
EM12	CNN_LE_20030504.1200.02-1-E64-149
EM13	CNN_LE_20030504.1200.02-1-E64-150
EM15	CNN_LE_20030504.1200.02-1-E63-151
EM16	CNN_LE_20030504.1200.02-1-E63-152
EM17	CNN_LE_20030504.1200.02-1-E1-153
R1	CNN_LE_20030504.1200.02-1-R1
R2	CNN_LE_20030504.1200.02-1-R2
R3	CNN_LE_20030504.1200.02-1-R3
R4	CNN_LE_20030504.1200.02-1-R4
R5	CNN_LE_20030504.1200.02-1-R5
R6	CNN_LE_20030504.1200.02-1-R6
R7	CNN_LE_20030504.1200.02-1-R7
R8	CNN_LE_20030504.1200.02-1-R8
R9	CNN_LE_20030504.1200.02-1-R9
R10	CNN_LE_20030504.1200.02-1-R10
R11	CNN_LE_20030504.1200.02-1-R11
R12	CNN_LE_20030504.1200.02-1-R12
R13	CNN_LE_20030504.1200.02-1-R13
R14	CNN_LE_20030504.1200.02-1-R14
R15	CNN_LE_20030504.1200.02-1-R15
R16	CNN_LE_20030504.1200.02-1-R16
R17	CNN_LE_20030504.1200.02-1-R17
R18	CNN_LE_20030504.1200.02-1-R18
R19	CNN_LE_20030504.1200.02-1-R19
R20	CNN_LE_20030504.1200.02-1-R20
R21	CNN_LE_20030504.1200.02-1-R21
R17	CNN_LE_20030504.1200.02-1-R22
RM1	CNN_LE_20030504.1200.02-1-R1-1
RM2	CNN_LE_20030504.1200.02-1-R2-1
RM3	CNN_LE_20030504.1200.02-1-R3-1
RM4	CNN_LE_20030504.1200.02-1-R4-1
RM5	CNN_LE_20030504.1200.02-1-R5-1
RM6	CNN_LE_20030504.1200.02-1-R6-1
RM7	CNN_LE_20030504.1200.02-1-R7-1
RM8	CNN_LE_20030504.1200.02-1-R8-1
RM9	CNN_LE_20030504.1200.02-1-R9-1
RM10	CNN_LE_20030504.1200.02-1-R10-1
RM11	CNN_LE_20030504.1200.02-1-R11-1
RM12	CNN_LE_20030504.1200.02-1-R11-2
RM13	CNN_LE_20030504.1200.02-1-R11-3
RM14	CNN_LE_20030504.1200.02-1-R14-1
RM15	CNN_LE_20030504.1200.02-1-R15-1
RM16	CNN_LE_20030504.1200.02-1-R11-4
RM17	CNN_LE_20030504.1200.02-1-R11-5
RM18	CNN_LE_20030504.1200.02-1-R11-6
RM19	CNN_LE_20030504.1200.02-1-R18-1
RM20	CNN_LE_20030504.1200.02-1-R19-1
RM21	CNN_LE_20030504.1200.02-1-R20-1
RM22	CNN_LE_20030504.1200.02-1-R21-1
V1	CNN_LE_20030504.1200.02-1-EV1
V2	CNN_LE_20030504.1200.02-1-EV2
V3	CNN_LE_20030504.1200.02-1-EV3
V4	CNN_LE_20030504.1200.02-1-EV4
V5	CNN_LE_20030504.1200.02-1-EV5
V6	CNN_LE_20030504.1200.02-1-EV6
V7	CNN_LE_20030504.1200.02-1-EV7
VM1	CNN_LE_20030504.1200.02-1-EV1-1
VM2	CNN_LE_20030504.1200.02-1-EV2-1
VM3	CNN_LE_20030504.1200.02-1-EV3-1
VM4	CNN_LE_20030504.1200.02-1-EV4-1
VM5	CNN_LE_20030504.1200.02-1-EV5-1
VM6	CNN_LE_20030504.1200.02-1-EV6-1
VM7	CNN_LE_20030504.1200.02-1-EV7-1
VM8	CNN_LE_20030504.1200.02-1-EV6-2
Q7	CNN_LE_20030504.1200.02-1-T1
Q1	CNN_LE_20030504.1200.02-1-T2
Q2	CNN_LE_20030504.1200.02-1-T3
Q3	CNN_LE_20030504.1200.02-1-T4
Q4	CNN_LE_20030504.1200.02-1-T5
Q5	CNN_LE_20030504.1200.02-1-T6
Q6	CNN_LE_20030504.1200.02-1-T7
