CE11	CNN_LE_20030504.1200.02-2-CE1
CE8	CNN_LE_20030504.1200.02-2-CE39
CE9	CNN_LE_20030504.1200.02-2-CE40
E16	CNN_LE_20030504.1200.02-2-E1
E17	CNN_LE_20030504.1200.02-2-E2
E18	CNN_LE_20030504.1200.02-2-E3
E19	CNN_LE_20030504.1200.02-2-E4
E20	CNN_LE_20030504.1200.02-2-E5
E22	CNN_LE_20030504.1200.02-2-E6
E23	CNN_LE_20030504.1200.02-2-E7
E24	CNN_LE_20030504.1200.02-2-E8
E25	CNN_LE_20030504.1200.02-2-E9
E27	CNN_LE_20030504.1200.02-2-E10
E28	CNN_LE_20030504.1200.02-2-E11
E29	CNN_LE_20030504.1200.02-2-E12
E30	CNN_LE_20030504.1200.02-2-E13
E31	CNN_LE_20030504.1200.02-2-E14
E32	CNN_LE_20030504.1200.02-2-E15
E33	CNN_LE_20030504.1200.02-2-E16
E34	CNN_LE_20030504.1200.02-2-E17
E35	CNN_LE_20030504.1200.02-2-E18
E36	CNN_LE_20030504.1200.02-2-E19
E37	CNN_LE_20030504.1200.02-2-E20
E39	CNN_LE_20030504.1200.02-2-E21
E40	CNN_LE_20030504.1200.02-2-E22
E41	CNN_LE_20030504.1200.02-2-E23
E42	CNN_LE_20030504.1200.02-2-E24
E43	CNN_LE_20030504.1200.02-2-E25
E44	CNN_LE_20030504.1200.02-2-E26
E45	CNN_LE_20030504.1200.02-2-E27
E46	CNN_LE_20030504.1200.02-2-E28
E47	CNN_LE_20030504.1200.02-2-E29
E48	CNN_LE_20030504.1200.02-2-E30
E49	CNN_LE_20030504.1200.02-2-E31
E50	CNN_LE_20030504.1200.02-2-E32
E51	CNN_LE_20030504.1200.02-2-E33
E53	CNN_LE_20030504.1200.02-2-E34
E54	CNN_LE_20030504.1200.02-2-E35
E55	CNN_LE_20030504.1200.02-2-E36
E56	CNN_LE_20030504.1200.02-2-E37
E57	CNN_LE_20030504.1200.02-2-E38
E58	CNN_LE_20030504.1200.02-2-E39
E59	CNN_LE_20030504.1200.02-2-E40
E3	CNN_LE_20030504.1200.02-2-E41
E4	CNN_LE_20030504.1200.02-2-E42
E5	CNN_LE_20030504.1200.02-2-E43
E6	CNN_LE_20030504.1200.02-2-E44
E7	CNN_LE_20030504.1200.02-2-E45
E8	CNN_LE_20030504.1200.02-2-E46
E9	CNN_LE_20030504.1200.02-2-E47
E10	CNN_LE_20030504.1200.02-2-E48
E11	CNN_LE_20030504.1200.02-2-E49
E12	CNN_LE_20030504.1200.02-2-E50
E13	CNN_LE_20030504.1200.02-2-E51
E14	CNN_LE_20030504.1200.02-2-E52
EM64	CNN_LE_20030504.1200.02-2-E44-1
EM19	CNN_LE_20030504.1200.02-2-E45-2
EM20	CNN_LE_20030504.1200.02-2-E45-3
EM21	CNN_LE_20030504.1200.02-2-E44-4
EM22	CNN_LE_20030504.1200.02-2-E52-5
EM23	CNN_LE_20030504.1200.02-2-E52-6
EM24	CNN_LE_20030504.1200.02-2-E1-7
EM25	CNN_LE_20030504.1200.02-2-E2-8
EM26	CNN_LE_20030504.1200.02-2-E3-9
EM27	CNN_LE_20030504.1200.02-2-E52-10
EM28	CNN_LE_20030504.1200.02-2-E4-11
EM29	CNN_LE_20030504.1200.02-2-E52-12
EM30	CNN_LE_20030504.1200.02-2-E5-13
EM31	CNN_LE_20030504.1200.02-2-E6-14
EM32	CNN_LE_20030504.1200.02-2-E7-15
EM33	CNN_LE_20030504.1200.02-2-E8-16
EM34	CNN_LE_20030504.1200.02-2-E9-17
EM35	CNN_LE_20030504.1200.02-2-E10-18
EM36	CNN_LE_20030504.1200.02-2-E52-19
EM37	CNN_LE_20030504.1200.02-2-E52-20
EM38	CNN_LE_20030504.1200.02-2-E52-21
EM39	CNN_LE_20030504.1200.02-2-E45-22
EM40	CNN_LE_20030504.1200.02-2-E11-23
EM41	CNN_LE_20030504.1200.02-2-E12-24
EM42	CNN_LE_20030504.1200.02-2-E45-25
EM43	CNN_LE_20030504.1200.02-2-E49-26
EM44	CNN_LE_20030504.1200.02-2-E13-27
EM67	CNN_LE_20030504.1200.02-2-E23-28
EM46	CNN_LE_20030504.1200.02-2-E52-29
EM48	CNN_LE_20030504.1200.02-2-E14-30
EM49	CNN_LE_20030504.1200.02-2-E14-31
EM50	CNN_LE_20030504.1200.02-2-E15-32
EM51	CNN_LE_20030504.1200.02-2-E16-33
EM52	CNN_LE_20030504.1200.02-2-E17-34
EM53	CNN_LE_20030504.1200.02-2-E14-35
EM54	CNN_LE_20030504.1200.02-2-E42-36
EM55	CNN_LE_20030504.1200.02-2-E18-37
EM56	CNN_LE_20030504.1200.02-2-E18-38
EM57	CNN_LE_20030504.1200.02-2-E42-39
EM58	CNN_LE_20030504.1200.02-2-E14-40
EM59	CNN_LE_20030504.1200.02-2-E19-41
EM60	CNN_LE_20030504.1200.02-2-E20-42
EM65	CNN_LE_20030504.1200.02-2-E52-43
EM61	CNN_LE_20030504.1200.02-2-E21-44
EM62	CNN_LE_20030504.1200.02-2-E44-45
EM63	CNN_LE_20030504.1200.02-2-E22-46
EM68	CNN_LE_20030504.1200.02-2-E44-47
EM69	CNN_LE_20030504.1200.02-2-E42-48
EM70	CNN_LE_20030504.1200.02-2-E52-49
EM71	CNN_LE_20030504.1200.02-2-E45-50
EM72	CNN_LE_20030504.1200.02-2-E24-51
EM73	CNN_LE_20030504.1200.02-2-E25-52
EM74	CNN_LE_20030504.1200.02-2-E25-53
EM75	CNN_LE_20030504.1200.02-2-E26-54
EM76	CNN_LE_20030504.1200.02-2-E45-55
EM77	CNN_LE_20030504.1200.02-2-E27-56
EM78	CNN_LE_20030504.1200.02-2-E45-57
EM79	CNN_LE_20030504.1200.02-2-E28-58
EM80	CNN_LE_20030504.1200.02-2-E45-59
EM81	CNN_LE_20030504.1200.02-2-E7-60
EM82	CNN_LE_20030504.1200.02-2-E29-61
EM83	CNN_LE_20030504.1200.02-2-E30-62
EM84	CNN_LE_20030504.1200.02-2-E31-63
EM2	CNN_LE_20030504.1200.02-2-E41-64
EM85	CNN_LE_20030504.1200.02-2-E32-65
EM86	CNN_LE_20030504.1200.02-2-E29-66
EM87	CNN_LE_20030504.1200.02-2-E33-67
EM88	CNN_LE_20030504.1200.02-2-E34-68
EM89	CNN_LE_20030504.1200.02-2-E45-69
EM90	CNN_LE_20030504.1200.02-2-E29-70
EM92	CNN_LE_20030504.1200.02-2-E45-71
EM93	CNN_LE_20030504.1200.02-2-E35-72
EM94	CNN_LE_20030504.1200.02-2-E45-73
EM95	CNN_LE_20030504.1200.02-2-E7-74
EM96	CNN_LE_20030504.1200.02-2-E44-75
EM97	CNN_LE_20030504.1200.02-2-E45-76
EM98	CNN_LE_20030504.1200.02-2-E45-77
EM99	CNN_LE_20030504.1200.02-2-E36-78
EM100	CNN_LE_20030504.1200.02-2-E14-79
EM101	CNN_LE_20030504.1200.02-2-E37-80
EM102	CNN_LE_20030504.1200.02-2-E25-81
EM104	CNN_LE_20030504.1200.02-2-E38-82
EM105	CNN_LE_20030504.1200.02-2-E25-83
EM106	CNN_LE_20030504.1200.02-2-E45-84
EM107	CNN_LE_20030504.1200.02-2-E14-85
EM108	CNN_LE_20030504.1200.02-2-E39-86
EM109	CNN_LE_20030504.1200.02-2-E25-87
EM110	CNN_LE_20030504.1200.02-2-E38-88
EM111	CNN_LE_20030504.1200.02-2-E40-89
EM3	CNN_LE_20030504.1200.02-2-E43-90
EM4	CNN_LE_20030504.1200.02-2-E44-91
EM5	CNN_LE_20030504.1200.02-2-E45-92
EM6	CNN_LE_20030504.1200.02-2-E46-93
EM7	CNN_LE_20030504.1200.02-2-E45-94
EM8	CNN_LE_20030504.1200.02-2-E47-95
EM9	CNN_LE_20030504.1200.02-2-E48-96
EM10	CNN_LE_20030504.1200.02-2-E44-97
EM11	CNN_LE_20030504.1200.02-2-E45-98
EM12	CNN_LE_20030504.1200.02-2-E49-99
EM13	CNN_LE_20030504.1200.02-2-E50-100
EM14	CNN_LE_20030504.1200.02-2-E51-101
EM15	CNN_LE_20030504.1200.02-2-E52-102
EM66	CNN_LE_20030504.1200.02-2-E14-103
EM17	CNN_LE_20030504.1200.02-2-E47-104
EM18	CNN_LE_20030504.1200.02-2-E44-105
R1	CNN_LE_20030504.1200.02-2-R1
R2	CNN_LE_20030504.1200.02-2-R2
R3	CNN_LE_20030504.1200.02-2-R3
R4	CNN_LE_20030504.1200.02-2-R4
R5	CNN_LE_20030504.1200.02-2-R5
R6	CNN_LE_20030504.1200.02-2-R6
R7	CNN_LE_20030504.1200.02-2-R7
R8	CNN_LE_20030504.1200.02-2-R8
R9	CNN_LE_20030504.1200.02-2-R9
RM1	CNN_LE_20030504.1200.02-2-R1-1
RM2	CNN_LE_20030504.1200.02-2-R2-1
RM3	CNN_LE_20030504.1200.02-2-R3-1
RM4	CNN_LE_20030504.1200.02-2-R3-2
RM5	CNN_LE_20030504.1200.02-2-R5-1
RM6	CNN_LE_20030504.1200.02-2-R6-1
RM7	CNN_LE_20030504.1200.02-2-R7-1
RM8	CNN_LE_20030504.1200.02-2-R8-1
RM9	CNN_LE_20030504.1200.02-2-R9-1
V1	CNN_LE_20030504.1200.02-2-EV1
V2	CNN_LE_20030504.1200.02-2-EV2
V3	CNN_LE_20030504.1200.02-2-EV3
V4	CNN_LE_20030504.1200.02-2-EV4
V5	CNN_LE_20030504.1200.02-2-EV5
VM1	CNN_LE_20030504.1200.02-2-EV1-1
VM2	CNN_LE_20030504.1200.02-2-EV2-1
VM3	CNN_LE_20030504.1200.02-2-EV3-1
VM4	CNN_LE_20030504.1200.02-2-EV4-1
VM5	CNN_LE_20030504.1200.02-2-EV5-1
Q6	CNN_LE_20030504.1200.02-2-T1
Q1	CNN_LE_20030504.1200.02-2-T2
Q2	CNN_LE_20030504.1200.02-2-T3
Q3	CNN_LE_20030504.1200.02-2-V1
Q4	CNN_LE_20030504.1200.02-2-V2
Q5	CNN_LE_20030504.1200.02-2-T4
QM3	CNN_LE_20030504.1200.02-2-V1-1
QM4	CNN_LE_20030504.1200.02-2-V2-1
