CE12	CNN_CF_20030304.1900.06-2-CE1
EM63	CNN_CF_20030304.1900.06-2-E19-45
EM44	CNN_CF_20030304.1900.06-2-E31-46
EM64	CNN_CF_20030304.1900.06-2-E1-47
EM65	CNN_CF_20030304.1900.06-2-E14-48
EM66	CNN_CF_20030304.1900.06-2-E20-49
EM67	CNN_CF_20030304.1900.06-2-E21-50
EM2	CNN_CF_20030304.1900.06-2-E22-51
EM3	CNN_CF_20030304.1900.06-2-E23-52
EM4	CNN_CF_20030304.1900.06-2-E24-53
EM5	CNN_CF_20030304.1900.06-2-E18-54
EM6	CNN_CF_20030304.1900.06-2-E25-55
EM7	CNN_CF_20030304.1900.06-2-E26-56
EM8	CNN_CF_20030304.1900.06-2-E27-57
EM9	CNN_CF_20030304.1900.06-2-E28-58
EM10	CNN_CF_20030304.1900.06-2-E29-59
EM11	CNN_CF_20030304.1900.06-2-E30-60
EM12	CNN_CF_20030304.1900.06-2-E26-61
EM13	CNN_CF_20030304.1900.06-2-E31-62
EM14	CNN_CF_20030304.1900.06-2-E18-63
EM15	CNN_CF_20030304.1900.06-2-E32-64
EM16	CNN_CF_20030304.1900.06-2-E28-65
EM17	CNN_CF_20030304.1900.06-2-E33-66
EM18	CNN_CF_20030304.1900.06-2-E32-67
R2	CNN_CF_20030304.1900.06-2-R1
R3	CNN_CF_20030304.1900.06-2-R2
R4	CNN_CF_20030304.1900.06-2-R3
R5	CNN_CF_20030304.1900.06-2-R4
R6	CNN_CF_20030304.1900.06-2-R5
RM2	CNN_CF_20030304.1900.06-2-R1-1
RM3	CNN_CF_20030304.1900.06-2-R2-1
RM4	CNN_CF_20030304.1900.06-2-R3-1
RM5	CNN_CF_20030304.1900.06-2-R4-1
RM6	CNN_CF_20030304.1900.06-2-R5-1
V1	CNN_CF_20030304.1900.06-2-EV1
V2	CNN_CF_20030304.1900.06-2-EV2
V3	CNN_CF_20030304.1900.06-2-EV3
V4	CNN_CF_20030304.1900.06-2-EV4
V5	CNN_CF_20030304.1900.06-2-EV5
V6	CNN_CF_20030304.1900.06-2-EV6
V7	CNN_CF_20030304.1900.06-2-EV7
VM1	CNN_CF_20030304.1900.06-2-EV1-1
VM2	CNN_CF_20030304.1900.06-2-EV2-1
VM3	CNN_CF_20030304.1900.06-2-EV3-1
VM4	CNN_CF_20030304.1900.06-2-EV4-1
VM5	CNN_CF_20030304.1900.06-2-EV5-1
VM6	CNN_CF_20030304.1900.06-2-EV6-1
VM7	CNN_CF_20030304.1900.06-2-EV7-1
Q5	CNN_CF_20030304.1900.06-2-T1
Q1	CNN_CF_20030304.1900.06-2-T2
Q2	CNN_CF_20030304.1900.06-2-T3
Q3	CNN_CF_20030304.1900.06-2-T4
Q4	CNN_CF_20030304.1900.06-2-T5
