CE11	CNN_LE_20030504.1200.02-1-CE1
CE3	CNN_LE_20030504.1200.02-1-CE40
CE4	CNN_LE_20030504.1200.02-1-CE41
CE5	CNN_LE_20030504.1200.02-1-CE42
CE6	CNN_LE_20030504.1200.02-1-CE43
CE7	CNN_LE_20030504.1200.02-1-CE44
CE8	CNN_LE_20030504.1200.02-1-CE45
CE9	CNN_LE_20030504.1200.02-1-CE46
E18	CNN_LE_20030504.1200.02-1-E1
E19	CNN_LE_20030504.1200.02-1-E2
E20	CNN_LE_20030504.1200.02-1-E3
E21	CNN_LE_20030504.1200.02-1-E4
E23	CNN_LE_20030504.1200.02-1-E5
E24	CNN_LE_20030504.1200.02-1-E6
E25	CNN_LE_20030504.1200.02-1-E7
E26	CNN_LE_20030504.1200.02-1-E8
E27	CNN_LE_20030504.1200.02-1-E9
E28	CNN_LE_20030504.1200.02-1-E10
E29	CNN_LE_20030504.1200.02-1-E11
E30	CNN_LE_20030504.1200.02-1-E12
E31	CNN_LE_20030504.1200.02-1-E13
E32	CNN_LE_20030504.1200.02-1-E14
E33	CNN_LE_20030504.1200.02-1-E15
E34	CNN_LE_20030504.1200.02-1-E16
E35	CNN_LE_20030504.1200.02-1-E17
E1	CNN_LE_20030504.1200.02-1-E18
E36	CNN_LE_20030504.1200.02-1-E19
E37	CNN_LE_20030504.1200.02-1-E20
E38	CNN_LE_20030504.1200.02-1-E21
E39	CNN_LE_20030504.1200.02-1-E22
E40	CNN_LE_20030504.1200.02-1-E23
E41	CNN_LE_20030504.1200.02-1-E24
E42	CNN_LE_20030504.1200.02-1-E25
E43	CNN_LE_20030504.1200.02-1-E26
E44	CNN_LE_20030504.1200.02-1-E27
E45	CNN_LE_20030504.1200.02-1-E28
E46	CNN_LE_20030504.1200.02-1-E29
E48	CNN_LE_20030504.1200.02-1-E30
E49	CNN_LE_20030504.1200.02-1-E31
E51	CNN_LE_20030504.1200.02-1-E32
E52	CNN_LE_20030504.1200.02-1-E33
E53	CNN_LE_20030504.1200.02-1-E34
E54	CNN_LE_20030504.1200.02-1-E35
E55	CNN_LE_20030504.1200.02-1-E36
E57	CNN_LE_20030504.1200.02-1-E37
E58	CNN_LE_20030504.1200.02-1-E38
E59	CNN_LE_20030504.1200.02-1-E39
E60	CNN_LE_20030504.1200.02-1-E40
E61	CNN_LE_20030504.1200.02-1-E41
E62	CNN_LE_20030504.1200.02-1-E42
E63	CNN_LE_20030504.1200.02-1-E43
E64	CNN_LE_20030504.1200.02-1-E44
E65	CNN_LE_20030504.1200.02-1-E45
E66	CNN_LE_20030504.1200.02-1-E46
E67	CNN_LE_20030504.1200.02-1-E47
E68	CNN_LE_20030504.1200.02-1-E48
E69	CNN_LE_20030504.1200.02-1-E49
E70	CNN_LE_20030504.1200.02-1-E50
E71	CNN_LE_20030504.1200.02-1-E51
E2	CNN_LE_20030504.1200.02-1-E52
E72	CNN_LE_20030504.1200.02-1-E53
E73	CNN_LE_20030504.1200.02-1-E54
E3	CNN_LE_20030504.1200.02-1-E55
E5	CNN_LE_20030504.1200.02-1-E56
E6	CNN_LE_20030504.1200.02-1-E57
E7	CNN_LE_20030504.1200.02-1-E58
E8	CNN_LE_20030504.1200.02-1-E59
E10	CNN_LE_20030504.1200.02-1-E60
E12	CNN_LE_20030504.1200.02-1-E61
E13	CNN_LE_20030504.1200.02-1-E62
E16	CNN_LE_20030504.1200.02-1-E63
EM1	CNN_LE_20030504.1200.02-1-E18-1
EM19	CNN_LE_20030504.1200.02-1-E2-2
EM20	CNN_LE_20030504.1200.02-1-E3-3
EM22	CNN_LE_20030504.1200.02-1-E4-4
EM23	CNN_LE_20030504.1200.02-1-E5-5
EM24	CNN_LE_20030504.1200.02-1-E6-6
EM25	CNN_LE_20030504.1200.02-1-E7-7
EM26	CNN_LE_20030504.1200.02-1-E62-8
EM27	CNN_LE_20030504.1200.02-1-E8-9
EM28	CNN_LE_20030504.1200.02-1-E9-10
EM29	CNN_LE_20030504.1200.02-1-E10-11
EM30	CNN_LE_20030504.1200.02-1-E11-12
EM31	CNN_LE_20030504.1200.02-1-E7-13
EM32	CNN_LE_20030504.1200.02-1-E12-14
EM33	CNN_LE_20030504.1200.02-1-E12-15
EM34	CNN_LE_20030504.1200.02-1-E13-16
EM35	CNN_LE_20030504.1200.02-1-E57-17
EM36	CNN_LE_20030504.1200.02-1-E57-18
EM37	CNN_LE_20030504.1200.02-1-E57-19
EM38	CNN_LE_20030504.1200.02-1-E57-20
EM39	CNN_LE_20030504.1200.02-1-E57-21
EM40	CNN_LE_20030504.1200.02-1-E14-22
EM41	CNN_LE_20030504.1200.02-1-E62-23
EM42	CNN_LE_20030504.1200.02-1-E13-24
EM43	CNN_LE_20030504.1200.02-1-E13-25
EM44	CNN_LE_20030504.1200.02-1-E13-26
EM45	CNN_LE_20030504.1200.02-1-E13-27
EM46	CNN_LE_20030504.1200.02-1-E62-28
EM47	CNN_LE_20030504.1200.02-1-E3-29
EM48	CNN_LE_20030504.1200.02-1-E3-30
EM49	CNN_LE_20030504.1200.02-1-E15-31
EM51	CNN_LE_20030504.1200.02-1-E3-32
EM52	CNN_LE_20030504.1200.02-1-E3-33
EM53	CNN_LE_20030504.1200.02-1-E3-34
EM54	CNN_LE_20030504.1200.02-1-E3-35
EM55	CNN_LE_20030504.1200.02-1-E16-36
EM56	CNN_LE_20030504.1200.02-1-E3-37
EM57	CNN_LE_20030504.1200.02-1-E62-38
EM58	CNN_LE_20030504.1200.02-1-E17-39
EM59	CNN_LE_20030504.1200.02-1-E3-40
EM60	CNN_LE_20030504.1200.02-1-E13-41
EM61	CNN_LE_20030504.1200.02-1-E13-42
EM62	CNN_LE_20030504.1200.02-1-E13-43
EM63	CNN_LE_20030504.1200.02-1-E3-44
EM64	CNN_LE_20030504.1200.02-1-E13-45
EM65	CNN_LE_20030504.1200.02-1-E13-46
EM66	CNN_LE_20030504.1200.02-1-E13-47
EM67	CNN_LE_20030504.1200.02-1-E13-48
EM68	CNN_LE_20030504.1200.02-1-E3-49
EM69	CNN_LE_20030504.1200.02-1-E19-50
EM70	CNN_LE_20030504.1200.02-1-E3-51
EM71	CNN_LE_20030504.1200.02-1-E3-52
EM72	CNN_LE_20030504.1200.02-1-E62-53
EM73	CNN_LE_20030504.1200.02-1-E62-54
EM74	CNN_LE_20030504.1200.02-1-E20-55
EM75	CNN_LE_20030504.1200.02-1-E62-56
EM76	CNN_LE_20030504.1200.02-1-E3-57
EM77	CNN_LE_20030504.1200.02-1-E21-58
EM78	CNN_LE_20030504.1200.02-1-E22-59
EM79	CNN_LE_20030504.1200.02-1-E62-60
EM80	CNN_LE_20030504.1200.02-1-E23-61
EM81	CNN_LE_20030504.1200.02-1-E24-62
EM82	CNN_LE_20030504.1200.02-1-E25-63
EM83	CNN_LE_20030504.1200.02-1-E26-64
EM84	CNN_LE_20030504.1200.02-1-E27-65
EM85	CNN_LE_20030504.1200.02-1-E18-66
EM86	CNN_LE_20030504.1200.02-1-E23-67
EM87	CNN_LE_20030504.1200.02-1-E57-68
EM88	CNN_LE_20030504.1200.02-1-E23-69
EM89	CNN_LE_20030504.1200.02-1-E28-70
EM90	CNN_LE_20030504.1200.02-1-E23-71
EM91	CNN_LE_20030504.1200.02-1-E23-72
EM92	CNN_LE_20030504.1200.02-1-E29-73
EM94	CNN_LE_20030504.1200.02-1-E30-74
EM95	CNN_LE_20030504.1200.02-1-E30-75
EM96	CNN_LE_20030504.1200.02-1-E30-76
EM97	CNN_LE_20030504.1200.02-1-E31-77
EM98	CNN_LE_20030504.1200.02-1-E32-78
EM99	CNN_LE_20030504.1200.02-1-E33-79
EM100	CNN_LE_20030504.1200.02-1-E34-80
EM101	CNN_LE_20030504.1200.02-1-E23-81
EM102	CNN_LE_20030504.1200.02-1-E57-82
EM103	CNN_LE_20030504.1200.02-1-E23-83
EM104	CNN_LE_20030504.1200.02-1-E35-84
EM105	CNN_LE_20030504.1200.02-1-E36-85
EM106	CNN_LE_20030504.1200.02-1-E37-86
EM2	CNN_LE_20030504.1200.02-1-E52-87
EM107	CNN_LE_20030504.1200.02-1-E34-88
EM108	CNN_LE_20030504.1200.02-1-E23-89
EM109	CNN_LE_20030504.1200.02-1-E38-90
EM110	CNN_LE_20030504.1200.02-1-E23-91
EM111	CNN_LE_20030504.1200.02-1-E23-92
EM112	CNN_LE_20030504.1200.02-1-E57-93
EM113	CNN_LE_20030504.1200.02-1-E57-94
EM114	CNN_LE_20030504.1200.02-1-E23-95
EM115	CNN_LE_20030504.1200.02-1-E39-96
EM116	CNN_LE_20030504.1200.02-1-E40-97
EM117	CNN_LE_20030504.1200.02-1-E41-98
EM118	CNN_LE_20030504.1200.02-1-E42-99
EM119	CNN_LE_20030504.1200.02-1-E43-100
EM120	CNN_LE_20030504.1200.02-1-E41-101
EM121	CNN_LE_20030504.1200.02-1-E41-102
EM122	CNN_LE_20030504.1200.02-1-E41-103
EM123	CNN_LE_20030504.1200.02-1-E41-104
EM124	CNN_LE_20030504.1200.02-1-E41-105
EM125	CNN_LE_20030504.1200.02-1-E41-106
EM126	CNN_LE_20030504.1200.02-1-E41-107
EM127	CNN_LE_20030504.1200.02-1-E41-108
EM128	CNN_LE_20030504.1200.02-1-E41-109
EM129	CNN_LE_20030504.1200.02-1-E41-110
EM130	CNN_LE_20030504.1200.02-1-E41-111
EM131	CNN_LE_20030504.1200.02-1-E41-112
EM132	CNN_LE_20030504.1200.02-1-E41-113
EM133	CNN_LE_20030504.1200.02-1-E44-114
EM134	CNN_LE_20030504.1200.02-1-E45-115
EM135	CNN_LE_20030504.1200.02-1-E62-116
EM136	CNN_LE_20030504.1200.02-1-E46-117
EM137	CNN_LE_20030504.1200.02-1-E47-118
EM138	CNN_LE_20030504.1200.02-1-E57-119
EM139	CNN_LE_20030504.1200.02-1-E23-120
EM140	CNN_LE_20030504.1200.02-1-E23-121
EM141	CNN_LE_20030504.1200.02-1-E57-122
EM142	CNN_LE_20030504.1200.02-1-E30-123
EM143	CNN_LE_20030504.1200.02-1-E30-124
EM144	CNN_LE_20030504.1200.02-1-E48-125
EM145	CNN_LE_20030504.1200.02-1-E49-126
EM146	CNN_LE_20030504.1200.02-1-E50-127
EM147	CNN_LE_20030504.1200.02-1-E50-128
EM148	CNN_LE_20030504.1200.02-1-E50-129
EM149	CNN_LE_20030504.1200.02-1-E51-130
EM150	CNN_LE_20030504.1200.02-1-E44-131
EM151	CNN_LE_20030504.1200.02-1-E48-132
EM152	CNN_LE_20030504.1200.02-1-E13-133
EM153	CNN_LE_20030504.1200.02-1-E2-134
EM3	CNN_LE_20030504.1200.02-1-E55-135
EM154	CNN_LE_20030504.1200.02-1-E53-136
EM155	CNN_LE_20030504.1200.02-1-E54-137
EM5	CNN_LE_20030504.1200.02-1-E56-138
EM6	CNN_LE_20030504.1200.02-1-E57-139
EM7	CNN_LE_20030504.1200.02-1-E58-140
EM8	CNN_LE_20030504.1200.02-1-E59-141
EM9	CNN_LE_20030504.1200.02-1-E60-142
EM10	CNN_LE_20030504.1200.02-1-E61-143
EM11	CNN_LE_20030504.1200.02-1-E62-144
EM12	CNN_LE_20030504.1200.02-1-E62-145
EM13	CNN_LE_20030504.1200.02-1-E59-146
EM15	CNN_LE_20030504.1200.02-1-E62-147
EM16	CNN_LE_20030504.1200.02-1-E62-148
EM17	CNN_LE_20030504.1200.02-1-E63-149
EM18	CNN_LE_20030504.1200.02-1-E1-150
R14	CNN_LE_20030504.1200.02-1-R1
R14	CNN_LE_20030504.1200.02-1-R2
R3	CNN_LE_20030504.1200.02-1-R3
R4	CNN_LE_20030504.1200.02-1-R4
R5	CNN_LE_20030504.1200.02-1-R5
R6	CNN_LE_20030504.1200.02-1-R6
R7	CNN_LE_20030504.1200.02-1-R7
R8	CNN_LE_20030504.1200.02-1-R8
R9	CNN_LE_20030504.1200.02-1-R9
R10	CNN_LE_20030504.1200.02-1-R10
R11	CNN_LE_20030504.1200.02-1-R11
R13	CNN_LE_20030504.1200.02-1-R12
R14	CNN_LE_20030504.1200.02-1-R13
R16	CNN_LE_20030504.1200.02-1-R14
R17	CNN_LE_20030504.1200.02-1-R15
R18	CNN_LE_20030504.1200.02-1-R16
R19	CNN_LE_20030504.1200.02-1-R17
R20	CNN_LE_20030504.1200.02-1-R18
R21	CNN_LE_20030504.1200.02-1-R19
RM3	CNN_LE_20030504.1200.02-1-R3-1
RM4	CNN_LE_20030504.1200.02-1-R4-1
RM5	CNN_LE_20030504.1200.02-1-R5-1
RM6	CNN_LE_20030504.1200.02-1-R6-1
RM7	CNN_LE_20030504.1200.02-1-R7-1
RM8	CNN_LE_20030504.1200.02-1-R8-1
RM9	CNN_LE_20030504.1200.02-1-R9-1
RM10	CNN_LE_20030504.1200.02-1-R10-1
RM11	CNN_LE_20030504.1200.02-1-R11-1
RM13	CNN_LE_20030504.1200.02-1-R12-1
RM14	CNN_LE_20030504.1200.02-1-R13-1
RM16	CNN_LE_20030504.1200.02-1-R13-2
RM17	CNN_LE_20030504.1200.02-1-R13-3
RM19	CNN_LE_20030504.1200.02-1-R14-1
RM20	CNN_LE_20030504.1200.02-1-R15-1
RM21	CNN_LE_20030504.1200.02-1-R16-1
RM22	CNN_LE_20030504.1200.02-1-R17-1
RM24	CNN_LE_20030504.1200.02-1-R18-1
RM25	CNN_LE_20030504.1200.02-1-R19-1
V2	CNN_LE_20030504.1200.02-1-EV1
V3	CNN_LE_20030504.1200.02-1-EV2
V4	CNN_LE_20030504.1200.02-1-EV3
V6	CNN_LE_20030504.1200.02-1-EV4
V7	CNN_LE_20030504.1200.02-1-EV5
VM2	CNN_LE_20030504.1200.02-1-EV1-1
VM3	CNN_LE_20030504.1200.02-1-EV1-2
VM4	CNN_LE_20030504.1200.02-1-EV1-3
VM5	CNN_LE_20030504.1200.02-1-EV2-1
VM6	CNN_LE_20030504.1200.02-1-EV3-1
VM8	CNN_LE_20030504.1200.02-1-EV4-1
VM9	CNN_LE_20030504.1200.02-1-EV5-1
Q1	CNN_LE_20030504.1200.02-1-T1
Q2	CNN_LE_20030504.1200.02-1-T2
Q3	CNN_LE_20030504.1200.02-1-T3
Q4	CNN_LE_20030504.1200.02-1-T4
Q5	CNN_LE_20030504.1200.02-1-T5
Q6	CNN_LE_20030504.1200.02-1-T6
