CE12	CNN_CF_20030303.1900.06-1-CE1
EM59	CNN_CF_20030303.1900.06-1-E17-39
EM60	CNN_CF_20030303.1900.06-1-E18-40
EM61	CNN_CF_20030303.1900.06-1-E18-41
EM62	CNN_CF_20030303.1900.06-1-E5-42
EM63	CNN_CF_20030303.1900.06-1-E1-43
EM64	CNN_CF_20030303.1900.06-1-E20-44
EM65	CNN_CF_20030303.1900.06-1-E21-45
EM66	CNN_CF_20030303.1900.06-1-E22-46
EM67	CNN_CF_20030303.1900.06-1-E5-47
EM68	CNN_CF_20030303.1900.06-1-E5-48
EM69	CNN_CF_20030303.1900.06-1-E5-49
EM70	CNN_CF_20030303.1900.06-1-E23-50
EM71	CNN_CF_20030303.1900.06-1-E5-51
EM72	CNN_CF_20030303.1900.06-1-E5-52
EM73	CNN_CF_20030303.1900.06-1-E5-53
EM74	CNN_CF_20030303.1900.06-1-E5-54
EM75	CNN_CF_20030303.1900.06-1-E1-55
EM76	CNN_CF_20030303.1900.06-1-E24-56
EM77	CNN_CF_20030303.1900.06-1-E24-57
EM78	CNN_CF_20030303.1900.06-1-E25-58
EM80	CNN_CF_20030303.1900.06-1-E26-59
EM2	CNN_CF_20030303.1900.06-1-E27-60
EM3	CNN_CF_20030303.1900.06-1-E28-61
EM4	CNN_CF_20030303.1900.06-1-E29-62
EM5	CNN_CF_20030303.1900.06-1-E30-63
EM6	CNN_CF_20030303.1900.06-1-E29-64
EM7	CNN_CF_20030303.1900.06-1-E31-65
EM79	CNN_CF_20030303.1900.06-1-E32-66
EM11	CNN_CF_20030303.1900.06-1-E33-67
EM12	CNN_CF_20030303.1900.06-1-E34-68
EM13	CNN_CF_20030303.1900.06-1-E28-69
EM14	CNN_CF_20030303.1900.06-1-E28-70
EM15	CNN_CF_20030303.1900.06-1-E28-71
EM16	CNN_CF_20030303.1900.06-1-E35-72
EM17	CNN_CF_20030303.1900.06-1-E28-73
EM18	CNN_CF_20030303.1900.06-1-E36-74
EM19	CNN_CF_20030303.1900.06-1-E1-75
R1	CNN_CF_20030303.1900.06-1-R1
R2	CNN_CF_20030303.1900.06-1-R2
R3	CNN_CF_20030303.1900.06-1-R3
R4	CNN_CF_20030303.1900.06-1-R4
R5	CNN_CF_20030303.1900.06-1-R5
R6	CNN_CF_20030303.1900.06-1-R6
R7	CNN_CF_20030303.1900.06-1-R7
R8	CNN_CF_20030303.1900.06-1-R8
RM1	CNN_CF_20030303.1900.06-1-R1-1
RM2	CNN_CF_20030303.1900.06-1-R2-1
RM3	CNN_CF_20030303.1900.06-1-R3-1
RM4	CNN_CF_20030303.1900.06-1-R4-1
RM5	CNN_CF_20030303.1900.06-1-R5-1
RM6	CNN_CF_20030303.1900.06-1-R6-1
RM7	CNN_CF_20030303.1900.06-1-R7-1
RM8	CNN_CF_20030303.1900.06-1-R8-1
V1	CNN_CF_20030303.1900.06-1-EV1
V2	CNN_CF_20030303.1900.06-1-EV2
V3	CNN_CF_20030303.1900.06-1-EV3
V4	CNN_CF_20030303.1900.06-1-EV4
V5	CNN_CF_20030303.1900.06-1-EV5
V6	CNN_CF_20030303.1900.06-1-EV6
VM1	CNN_CF_20030303.1900.06-1-EV1-1
VM2	CNN_CF_20030303.1900.06-1-EV2-1
VM3	CNN_CF_20030303.1900.06-1-EV3-1
VM4	CNN_CF_20030303.1900.06-1-EV4-1
VM5	CNN_CF_20030303.1900.06-1-EV5-1
VM6	CNN_CF_20030303.1900.06-1-EV6-1
Q3	CNN_CF_20030303.1900.06-1-T1
Q1	CNN_CF_20030303.1900.06-1-T2
Q2	CNN_CF_20030303.1900.06-1-T3
