CE7	CNN_LE_20030504.1200.02-2-CE1
EM51	CNN_LE_20030504.1200.02-2-E10-30
EM52	CNN_LE_20030504.1200.02-2-E10-31
EM53	CNN_LE_20030504.1200.02-2-E12-32
EM54	CNN_LE_20030504.1200.02-2-E13-33
EM55	CNN_LE_20030504.1200.02-2-E17-34
EM56	CNN_LE_20030504.1200.02-2-E14-35
EM57	CNN_LE_20030504.1200.02-2-E17-36
EM58	CNN_LE_20030504.1200.02-2-E17-37
EM59	CNN_LE_20030504.1200.02-2-E15-38
EM60	CNN_LE_20030504.1200.02-2-E44-39
EM61	CNN_LE_20030504.1200.02-2-E15-40
EM62	CNN_LE_20030504.1200.02-2-E16-41
EM63	CNN_LE_20030504.1200.02-2-E44-42
EM64	CNN_LE_20030504.1200.02-2-E17-43
EM65	CNN_LE_20030504.1200.02-2-E17-44
EM66	CNN_LE_20030504.1200.02-2-E17-45
EM67	CNN_LE_20030504.1200.02-2-E18-46
EM68	CNN_LE_20030504.1200.02-2-E44-47
EM69	CNN_LE_20030504.1200.02-2-E19-48
EM70	CNN_LE_20030504.1200.02-2-E19-49
EM71	CNN_LE_20030504.1200.02-2-E1-50
EM72	CNN_LE_20030504.1200.02-2-E21-51
EM73	CNN_LE_20030504.1200.02-2-E22-52
EM74	CNN_LE_20030504.1200.02-2-E20-53
EM76	CNN_LE_20030504.1200.02-2-E23-54
EM77	CNN_LE_20030504.1200.02-2-E24-55
EM78	CNN_LE_20030504.1200.02-2-E25-56
EM79	CNN_LE_20030504.1200.02-2-E26-57
EM80	CNN_LE_20030504.1200.02-2-E27-58
EM82	CNN_LE_20030504.1200.02-2-E20-59
EM85	CNN_LE_20030504.1200.02-2-E28-60
EM86	CNN_LE_20030504.1200.02-2-E29-61
EM88	CNN_LE_20030504.1200.02-2-E30-62
EM89	CNN_LE_20030504.1200.02-2-E31-63
EM90	CNN_LE_20030504.1200.02-2-E32-64
EM91	CNN_LE_20030504.1200.02-2-E33-65
EM92	CNN_LE_20030504.1200.02-2-E34-66
EM93	CNN_LE_20030504.1200.02-2-E46-67
EM94	CNN_LE_20030504.1200.02-2-E31-68
EM95	CNN_LE_20030504.1200.02-2-E20-69
EM96	CNN_LE_20030504.1200.02-2-E44-70
EM97	CNN_LE_20030504.1200.02-2-E35-71
EM98	CNN_LE_20030504.1200.02-2-E10-72
EM99	CNN_LE_20030504.1200.02-2-E36-73
EM100	CNN_LE_20030504.1200.02-2-E19-74
EM101	CNN_LE_20030504.1200.02-2-E37-75
EM102	CNN_LE_20030504.1200.02-2-E38-76
EM103	CNN_LE_20030504.1200.02-2-E39-77
EM104	CNN_LE_20030504.1200.02-2-E19-78
EM105	CNN_LE_20030504.1200.02-2-E37-79
EM106	CNN_LE_20030504.1200.02-2-E41-80
EM107	CNN_LE_20030504.1200.02-2-E44-81
EM108	CNN_LE_20030504.1200.02-2-E42-82
EM2	CNN_LE_20030504.1200.02-2-E44-83
EM109	CNN_LE_20030504.1200.02-2-E35-84
EM110	CNN_LE_20030504.1200.02-2-E44-85
EM111	CNN_LE_20030504.1200.02-2-E10-86
EM112	CNN_LE_20030504.1200.02-2-E43-87
EM3	CNN_LE_20030504.1200.02-2-E45-88
EM4	CNN_LE_20030504.1200.02-2-E46-89
EM5	CNN_LE_20030504.1200.02-2-E47-90
EM6	CNN_LE_20030504.1200.02-2-E46-91
EM7	CNN_LE_20030504.1200.02-2-E48-92
EM8	CNN_LE_20030504.1200.02-2-E49-93
EM9	CNN_LE_20030504.1200.02-2-E44-94
EM10	CNN_LE_20030504.1200.02-2-E46-95
EM11	CNN_LE_20030504.1200.02-2-E50-96
EM12	CNN_LE_20030504.1200.02-2-E51-97
EM13	CNN_LE_20030504.1200.02-2-E46-98
EM14	CNN_LE_20030504.1200.02-2-E46-99
EM15	CNN_LE_20030504.1200.02-2-E46-100
EM16	CNN_LE_20030504.1200.02-2-E46-101
EM17	CNN_LE_20030504.1200.02-2-E46-102
EM18	CNN_LE_20030504.1200.02-2-E52-103
EM19	CNN_LE_20030504.1200.02-2-E46-104
EM20	CNN_LE_20030504.1200.02-2-E46-105
EM21	CNN_LE_20030504.1200.02-2-E46-106
R1	CNN_LE_20030504.1200.02-2-R1
R2	CNN_LE_20030504.1200.02-2-R2
R4	CNN_LE_20030504.1200.02-2-R3
R5	CNN_LE_20030504.1200.02-2-R4
R6	CNN_LE_20030504.1200.02-2-R5
R7	CNN_LE_20030504.1200.02-2-R6
R8	CNN_LE_20030504.1200.02-2-R7
R9	CNN_LE_20030504.1200.02-2-R8
R10	CNN_LE_20030504.1200.02-2-R9
R12	CNN_LE_20030504.1200.02-2-R10
RM1	CNN_LE_20030504.1200.02-2-R1-1
RM2	CNN_LE_20030504.1200.02-2-R2-1
RM4	CNN_LE_20030504.1200.02-2-R3-1
RM5	CNN_LE_20030504.1200.02-2-R4-1
RM6	CNN_LE_20030504.1200.02-2-R5-1
RM7	CNN_LE_20030504.1200.02-2-R6-1
RM8	CNN_LE_20030504.1200.02-2-R7-1
RM9	CNN_LE_20030504.1200.02-2-R8-1
RM10	CNN_LE_20030504.1200.02-2-R9-1
RM12	CNN_LE_20030504.1200.02-2-R10-1
V2	CNN_LE_20030504.1200.02-2-EV1
V3	CNN_LE_20030504.1200.02-2-EV2
V4	CNN_LE_20030504.1200.02-2-EV3
V5	CNN_LE_20030504.1200.02-2-EV4
VM2	CNN_LE_20030504.1200.02-2-EV1-1
VM3	CNN_LE_20030504.1200.02-2-EV2-1
VM4	CNN_LE_20030504.1200.02-2-EV3-1
VM5	CNN_LE_20030504.1200.02-2-EV4-1
Q1	CNN_LE_20030504.1200.02-2-T1
Q2	CNN_LE_20030504.1200.02-2-T2
Q3	CNN_LE_20030504.1200.02-2-T3
Q4	CNN_LE_20030504.1200.02-2-T4
Q5	CNN_LE_20030504.1200.02-2-T5
Q6	CNN_LE_20030504.1200.02-2-V1
Q7	CNN_LE_20030504.1200.02-2-V2
QM6	CNN_LE_20030504.1200.02-2-V1-1
QM7	CNN_LE_20030504.1200.02-2-V2-1
