CE12	rec.travel.usa-canada_20050128.0121-CE1
EM29	rec.travel.usa-canada_20050128.0121-E3-11
EM30	rec.travel.usa-canada_20050128.0121-E2-12
EM31	rec.travel.usa-canada_20050128.0121-E2-13
EM32	rec.travel.usa-canada_20050128.0121-E4-14
EM33	rec.travel.usa-canada_20050128.0121-E5-15
EM34	rec.travel.usa-canada_20050128.0121-E2-16
EM35	rec.travel.usa-canada_20050128.0121-E2-17
EM36	rec.travel.usa-canada_20050128.0121-E2-18
EM37	rec.travel.usa-canada_20050128.0121-E6-19
EM38	rec.travel.usa-canada_20050128.0121-E3-20
EM39	rec.travel.usa-canada_20050128.0121-E6-21
EM40	rec.travel.usa-canada_20050128.0121-E36-22
EM41	rec.travel.usa-canada_20050128.0121-E7-23
EM42	rec.travel.usa-canada_20050128.0121-E38-24
EM43	rec.travel.usa-canada_20050128.0121-E3-25
EM44	rec.travel.usa-canada_20050128.0121-E6-26
EM45	rec.travel.usa-canada_20050128.0121-E38-27
EM46	rec.travel.usa-canada_20050128.0121-E3-28
EM47	rec.travel.usa-canada_20050128.0121-E1-29
EM48	rec.travel.usa-canada_20050128.0121-E38-30
EM49	rec.travel.usa-canada_20050128.0121-E30-31
EM50	rec.travel.usa-canada_20050128.0121-E28-32
EM51	rec.travel.usa-canada_20050128.0121-E6-33
EM52	rec.travel.usa-canada_20050128.0121-E8-34
EM53	rec.travel.usa-canada_20050128.0121-E9-35
EM54	rec.travel.usa-canada_20050128.0121-E9-36
EM55	rec.travel.usa-canada_20050128.0121-E38-37
EM56	rec.travel.usa-canada_20050128.0121-E36-38
EM57	rec.travel.usa-canada_20050128.0121-E9-39
EM58	rec.travel.usa-canada_20050128.0121-E28-40
EM59	rec.travel.usa-canada_20050128.0121-E28-41
EM60	rec.travel.usa-canada_20050128.0121-E10-42
EM61	rec.travel.usa-canada_20050128.0121-E10-43
EM62	rec.travel.usa-canada_20050128.0121-E11-44
EM63	rec.travel.usa-canada_20050128.0121-E28-45
EM64	rec.travel.usa-canada_20050128.0121-E36-46
EM65	rec.travel.usa-canada_20050128.0121-E36-47
EM66	rec.travel.usa-canada_20050128.0121-E9-48
EM67	rec.travel.usa-canada_20050128.0121-E36-49
EM1	rec.travel.usa-canada_20050128.0121-E22-50
EM68	rec.travel.usa-canada_20050128.0121-E38-51
EM69	rec.travel.usa-canada_20050128.0121-E1-52
EM70	rec.travel.usa-canada_20050128.0121-E38-53
EM71	rec.travel.usa-canada_20050128.0121-E38-54
EM72	rec.travel.usa-canada_20050128.0121-E36-55
EM73	rec.travel.usa-canada_20050128.0121-E36-56
EM74	rec.travel.usa-canada_20050128.0121-E36-57
EM75	rec.travel.usa-canada_20050128.0121-E37-58
EM76	rec.travel.usa-canada_20050128.0121-E12-59
EM77	rec.travel.usa-canada_20050128.0121-E28-60
EM78	rec.travel.usa-canada_20050128.0121-E13-61
EM79	rec.travel.usa-canada_20050128.0121-E14-62
EM80	rec.travel.usa-canada_20050128.0121-E15-63
EM81	rec.travel.usa-canada_20050128.0121-E35-64
EM82	rec.travel.usa-canada_20050128.0121-E36-65
EM83	rec.travel.usa-canada_20050128.0121-E28-66
EM84	rec.travel.usa-canada_20050128.0121-E16-67
EM85	rec.travel.usa-canada_20050128.0121-E36-68
EM86	rec.travel.usa-canada_20050128.0121-E28-69
EM87	rec.travel.usa-canada_20050128.0121-E36-70
EM88	rec.travel.usa-canada_20050128.0121-E31-71
EM89	rec.travel.usa-canada_20050128.0121-E28-72
EM90	rec.travel.usa-canada_20050128.0121-E35-73
EM91	rec.travel.usa-canada_20050128.0121-E28-74
EM92	rec.travel.usa-canada_20050128.0121-E4-75
EM93	rec.travel.usa-canada_20050128.0121-E17-76
EM94	rec.travel.usa-canada_20050128.0121-E17-77
EM95	rec.travel.usa-canada_20050128.0121-E6-78
EM96	rec.travel.usa-canada_20050128.0121-E9-79
EM97	rec.travel.usa-canada_20050128.0121-E28-80
EM98	rec.travel.usa-canada_20050128.0121-E28-81
EM99	rec.travel.usa-canada_20050128.0121-E36-82
EM100	rec.travel.usa-canada_20050128.0121-E18-83
EM101	rec.travel.usa-canada_20050128.0121-E28-84
EM102	rec.travel.usa-canada_20050128.0121-E12-85
EM103	rec.travel.usa-canada_20050128.0121-E19-86
EM104	rec.travel.usa-canada_20050128.0121-E6-87
EM105	rec.travel.usa-canada_20050128.0121-E28-88
EM106	rec.travel.usa-canada_20050128.0121-E3-89
EM107	rec.travel.usa-canada_20050128.0121-E28-90
EM108	rec.travel.usa-canada_20050128.0121-E3-91
EM109	rec.travel.usa-canada_20050128.0121-E4-92
EM110	rec.travel.usa-canada_20050128.0121-E28-93
EM111	rec.travel.usa-canada_20050128.0121-E20-94
EM112	rec.travel.usa-canada_20050128.0121-E21-95
EM113	rec.travel.usa-canada_20050128.0121-E38-96
EM114	rec.travel.usa-canada_20050128.0121-E28-97
EM115	rec.travel.usa-canada_20050128.0121-E3-98
EM116	rec.travel.usa-canada_20050128.0121-E17-99
EM117	rec.travel.usa-canada_20050128.0121-E17-100
EM118	rec.travel.usa-canada_20050128.0121-E17-101
EM119	rec.travel.usa-canada_20050128.0121-E17-102
EM120	rec.travel.usa-canada_20050128.0121-E22-103
EM121	rec.travel.usa-canada_20050128.0121-E28-104
EM122	rec.travel.usa-canada_20050128.0121-E28-105
EM123	rec.travel.usa-canada_20050128.0121-E4-106
EM124	rec.travel.usa-canada_20050128.0121-E2-107
EM125	rec.travel.usa-canada_20050128.0121-E23-108
EM126	rec.travel.usa-canada_20050128.0121-E28-109
EM127	rec.travel.usa-canada_20050128.0121-E3-110
EM128	rec.travel.usa-canada_20050128.0121-E28-111
EM129	rec.travel.usa-canada_20050128.0121-E36-112
EM130	rec.travel.usa-canada_20050128.0121-E38-113
EM131	rec.travel.usa-canada_20050128.0121-E36-114
EM132	rec.travel.usa-canada_20050128.0121-E1-115
EM133	rec.travel.usa-canada_20050128.0121-E38-116
EM134	rec.travel.usa-canada_20050128.0121-E36-117
EM135	rec.travel.usa-canada_20050128.0121-E1-118
EM136	rec.travel.usa-canada_20050128.0121-E35-119
EM137	rec.travel.usa-canada_20050128.0121-E35-120
EM138	rec.travel.usa-canada_20050128.0121-E31-121
EM139	rec.travel.usa-canada_20050128.0121-E28-122
EM140	rec.travel.usa-canada_20050128.0121-E28-123
EM141	rec.travel.usa-canada_20050128.0121-E28-124
EM142	rec.travel.usa-canada_20050128.0121-E38-125
EM143	rec.travel.usa-canada_20050128.0121-E2-126
EM144	rec.travel.usa-canada_20050128.0121-E2-127
EM145	rec.travel.usa-canada_20050128.0121-E2-128
EM146	rec.travel.usa-canada_20050128.0121-E4-129
EM147	rec.travel.usa-canada_20050128.0121-E6-130
EM148	rec.travel.usa-canada_20050128.0121-E6-131
EM149	rec.travel.usa-canada_20050128.0121-E38-132
EM150	rec.travel.usa-canada_20050128.0121-E9-133
EM151	rec.travel.usa-canada_20050128.0121-E8-134
EM152	rec.travel.usa-canada_20050128.0121-E8-135
EM153	rec.travel.usa-canada_20050128.0121-E28-136
EM154	rec.travel.usa-canada_20050128.0121-E9-137
EM155	rec.travel.usa-canada_20050128.0121-E24-138
EM156	rec.travel.usa-canada_20050128.0121-E36-139
EM157	rec.travel.usa-canada_20050128.0121-E36-140
EM158	rec.travel.usa-canada_20050128.0121-E12-141
EM159	rec.travel.usa-canada_20050128.0121-E12-142
EM160	rec.travel.usa-canada_20050128.0121-E28-143
EM161	rec.travel.usa-canada_20050128.0121-E20-144
EM162	rec.travel.usa-canada_20050128.0121-E9-145
EM163	rec.travel.usa-canada_20050128.0121-E38-146
EM164	rec.travel.usa-canada_20050128.0121-E28-147
EM165	rec.travel.usa-canada_20050128.0121-E31-148
EM166	rec.travel.usa-canada_20050128.0121-E31-149
EM167	rec.travel.usa-canada_20050128.0121-E25-150
EM168	rec.travel.usa-canada_20050128.0121-E26-151
EM169	rec.travel.usa-canada_20050128.0121-E28-152
EM170	rec.travel.usa-canada_20050128.0121-E27-153
EM2	rec.travel.usa-canada_20050128.0121-E28-154
EM171	rec.travel.usa-canada_20050128.0121-E28-155
EM172	rec.travel.usa-canada_20050128.0121-E28-156
EM173	rec.travel.usa-canada_20050128.0121-E28-157
EM174	rec.travel.usa-canada_20050128.0121-E35-158
EM175	rec.travel.usa-canada_20050128.0121-E28-159
EM176	rec.travel.usa-canada_20050128.0121-E28-160
EM177	rec.travel.usa-canada_20050128.0121-E2-161
EM178	rec.travel.usa-canada_20050128.0121-E4-162
EM179	rec.travel.usa-canada_20050128.0121-E13-163
EM180	rec.travel.usa-canada_20050128.0121-E15-164
EM181	rec.travel.usa-canada_20050128.0121-E29-165
EM3	rec.travel.usa-canada_20050128.0121-E30-166
EM4	rec.travel.usa-canada_20050128.0121-E31-167
EM5	rec.travel.usa-canada_20050128.0121-E28-168
EM6	rec.travel.usa-canada_20050128.0121-E28-169
EM7	rec.travel.usa-canada_20050128.0121-E32-170
EM8	rec.travel.usa-canada_20050128.0121-E33-171
EM9	rec.travel.usa-canada_20050128.0121-E34-172
EM10	rec.travel.usa-canada_20050128.0121-E28-173
EM11	rec.travel.usa-canada_20050128.0121-E35-174
EM12	rec.travel.usa-canada_20050128.0121-E28-175
EM13	rec.travel.usa-canada_20050128.0121-E36-176
EM14	rec.travel.usa-canada_20050128.0121-E28-177
EM15	rec.travel.usa-canada_20050128.0121-E37-178
EM16	rec.travel.usa-canada_20050128.0121-E36-179
EM17	rec.travel.usa-canada_20050128.0121-E38-180
EM18	rec.travel.usa-canada_20050128.0121-E28-181
R1	rec.travel.usa-canada_20050128.0121-R1
R2	rec.travel.usa-canada_20050128.0121-R2
R3	rec.travel.usa-canada_20050128.0121-R3
R4	rec.travel.usa-canada_20050128.0121-R4
R5	rec.travel.usa-canada_20050128.0121-R5
R6	rec.travel.usa-canada_20050128.0121-R6
R8	rec.travel.usa-canada_20050128.0121-R7
R9	rec.travel.usa-canada_20050128.0121-R8
R10	rec.travel.usa-canada_20050128.0121-R9
R11	rec.travel.usa-canada_20050128.0121-R10
R12	rec.travel.usa-canada_20050128.0121-R11
R13	rec.travel.usa-canada_20050128.0121-R12
R14	rec.travel.usa-canada_20050128.0121-R13
R15	rec.travel.usa-canada_20050128.0121-R14
R17	rec.travel.usa-canada_20050128.0121-R15
R18	rec.travel.usa-canada_20050128.0121-R16
R19	rec.travel.usa-canada_20050128.0121-R17
R20	rec.travel.usa-canada_20050128.0121-R18
R21	rec.travel.usa-canada_20050128.0121-R19
R22	rec.travel.usa-canada_20050128.0121-R20
R23	rec.travel.usa-canada_20050128.0121-R21
R24	rec.travel.usa-canada_20050128.0121-R22
R25	rec.travel.usa-canada_20050128.0121-R23
R26	rec.travel.usa-canada_20050128.0121-R24
R27	rec.travel.usa-canada_20050128.0121-R25
R28	rec.travel.usa-canada_20050128.0121-R26
R29	rec.travel.usa-canada_20050128.0121-R27
R30	rec.travel.usa-canada_20050128.0121-R28
R31	rec.travel.usa-canada_20050128.0121-R29
R32	rec.travel.usa-canada_20050128.0121-R30
R33	rec.travel.usa-canada_20050128.0121-R31
RM1	rec.travel.usa-canada_20050128.0121-R1-1
RM2	rec.travel.usa-canada_20050128.0121-R2-1
RM3	rec.travel.usa-canada_20050128.0121-R3-1
RM4	rec.travel.usa-canada_20050128.0121-R4-1
RM5	rec.travel.usa-canada_20050128.0121-R1-2
RM6	rec.travel.usa-canada_20050128.0121-R6-1
RM8	rec.travel.usa-canada_20050128.0121-R7-1
RM9	rec.travel.usa-canada_20050128.0121-R8-1
RM10	rec.travel.usa-canada_20050128.0121-R9-1
RM11	rec.travel.usa-canada_20050128.0121-R10-1
RM12	rec.travel.usa-canada_20050128.0121-R11-1
RM13	rec.travel.usa-canada_20050128.0121-R6-2
RM14	rec.travel.usa-canada_20050128.0121-R13-1
RM15	rec.travel.usa-canada_20050128.0121-R14-1
RM17	rec.travel.usa-canada_20050128.0121-R15-1
RM18	rec.travel.usa-canada_20050128.0121-R16-1
RM19	rec.travel.usa-canada_20050128.0121-R17-1
RM20	rec.travel.usa-canada_20050128.0121-R18-1
RM21	rec.travel.usa-canada_20050128.0121-R19-1
RM22	rec.travel.usa-canada_20050128.0121-R20-1
RM23	rec.travel.usa-canada_20050128.0121-R21-1
RM24	rec.travel.usa-canada_20050128.0121-R22-1
RM25	rec.travel.usa-canada_20050128.0121-R23-1
RM26	rec.travel.usa-canada_20050128.0121-R24-1
RM27	rec.travel.usa-canada_20050128.0121-R24-2
RM28	rec.travel.usa-canada_20050128.0121-R26-1
RM29	rec.travel.usa-canada_20050128.0121-R27-1
RM30	rec.travel.usa-canada_20050128.0121-R6-3
RM31	rec.travel.usa-canada_20050128.0121-R29-1
RM32	rec.travel.usa-canada_20050128.0121-R30-1
RM33	rec.travel.usa-canada_20050128.0121-R31-1
V1	rec.travel.usa-canada_20050128.0121-EV1
V2	rec.travel.usa-canada_20050128.0121-EV2
V3	rec.travel.usa-canada_20050128.0121-EV3
V4	rec.travel.usa-canada_20050128.0121-EV4
V5	rec.travel.usa-canada_20050128.0121-EV5
V6	rec.travel.usa-canada_20050128.0121-EV6
V22	rec.travel.usa-canada_20050128.0121-EV7
V9	rec.travel.usa-canada_20050128.0121-EV8
V10	rec.travel.usa-canada_20050128.0121-EV9
V11	rec.travel.usa-canada_20050128.0121-EV10
V12	rec.travel.usa-canada_20050128.0121-EV11
V13	rec.travel.usa-canada_20050128.0121-EV12
V14	rec.travel.usa-canada_20050128.0121-EV13
V23	rec.travel.usa-canada_20050128.0121-EV14
V16	rec.travel.usa-canada_20050128.0121-EV15
V18	rec.travel.usa-canada_20050128.0121-EV16
V19	rec.travel.usa-canada_20050128.0121-EV17
V20	rec.travel.usa-canada_20050128.0121-EV18
V21	rec.travel.usa-canada_20050128.0121-EV19
V24	rec.travel.usa-canada_20050128.0121-EV20
V25	rec.travel.usa-canada_20050128.0121-EV21
V26	rec.travel.usa-canada_20050128.0121-EV22
V27	rec.travel.usa-canada_20050128.0121-EV23
VM22	rec.travel.usa-canada_20050128.0121-EV13-1
VM23	rec.travel.usa-canada_20050128.0121-EV15-1
VM1	rec.travel.usa-canada_20050128.0121-EV1-1
VM2	rec.travel.usa-canada_20050128.0121-EV2-1
VM24	rec.travel.usa-canada_20050128.0121-EV17-1
VM3	rec.travel.usa-canada_20050128.0121-EV3-1
VM4	rec.travel.usa-canada_20050128.0121-EV4-1
VM5	rec.travel.usa-canada_20050128.0121-EV5-1
VM6	rec.travel.usa-canada_20050128.0121-EV6-1
VM25	rec.travel.usa-canada_20050128.0121-EV7-1
VM9	rec.travel.usa-canada_20050128.0121-EV8-1
VM10	rec.travel.usa-canada_20050128.0121-EV9-1
VM11	rec.travel.usa-canada_20050128.0121-EV10-1
VM12	rec.travel.usa-canada_20050128.0121-EV11-1
VM13	rec.travel.usa-canada_20050128.0121-EV12-1
VM14	rec.travel.usa-canada_20050128.0121-EV13-2
VM26	rec.travel.usa-canada_20050128.0121-EV14-1
VM16	rec.travel.usa-canada_20050128.0121-EV15-2
VM27	rec.travel.usa-canada_20050128.0121-EV20-1
VM18	rec.travel.usa-canada_20050128.0121-EV16-1
VM19	rec.travel.usa-canada_20050128.0121-EV17-2
VM20	rec.travel.usa-canada_20050128.0121-EV18-1
VM21	rec.travel.usa-canada_20050128.0121-EV19-1
VM28	rec.travel.usa-canada_20050128.0121-EV21-1
VM29	rec.travel.usa-canada_20050128.0121-EV22-1
VM30	rec.travel.usa-canada_20050128.0121-EV23-1
Q1	rec.travel.usa-canada_20050128.0121-T1
Q2	rec.travel.usa-canada_20050128.0121-T2
Q3	rec.travel.usa-canada_20050128.0121-T3
Q4	rec.travel.usa-canada_20050128.0121-T4
Q5	rec.travel.usa-canada_20050128.0121-T5
Q6	rec.travel.usa-canada_20050128.0121-T6
Q7	rec.travel.usa-canada_20050128.0121-T7
Q8	rec.travel.usa-canada_20050128.0121-T8
Q9	rec.travel.usa-canada_20050128.0121-T9
Q10	rec.travel.usa-canada_20050128.0121-T10
Q11	rec.travel.usa-canada_20050128.0121-T11
Q12	rec.travel.usa-canada_20050128.0121-T12
Q13	rec.travel.usa-canada_20050128.0121-T13
Q14	rec.travel.usa-canada_20050128.0121-T14
Q15	rec.travel.usa-canada_20050128.0121-T15
Q16	rec.travel.usa-canada_20050128.0121-T16
Q17	rec.travel.usa-canada_20050128.0121-T17
Q18	rec.travel.usa-canada_20050128.0121-T18
Q19	rec.travel.usa-canada_20050128.0121-T19
Q20	rec.travel.usa-canada_20050128.0121-T20
Q21	rec.travel.usa-canada_20050128.0121-V1
Q22	rec.travel.usa-canada_20050128.0121-V2
Q23	rec.travel.usa-canada_20050128.0121-V3
Q24	rec.travel.usa-canada_20050128.0121-T21
Q25	rec.travel.usa-canada_20050128.0121-V4
Q26	rec.travel.usa-canada_20050128.0121-V5
Q27	rec.travel.usa-canada_20050128.0121-V6
Q28	rec.travel.usa-canada_20050128.0121-V7
Q29	rec.travel.usa-canada_20050128.0121-T22
Q30	rec.travel.usa-canada_20050128.0121-T23
Q31	rec.travel.usa-canada_20050128.0121-T24
Q32	rec.travel.usa-canada_20050128.0121-T25
Q33	rec.travel.usa-canada_20050128.0121-T26
Q34	rec.travel.usa-canada_20050128.0121-T27
Q35	rec.travel.usa-canada_20050128.0121-T28
Q36	rec.travel.usa-canada_20050128.0121-T29
Q37	rec.travel.usa-canada_20050128.0121-T30
Q38	rec.travel.usa-canada_20050128.0121-T31
Q39	rec.travel.usa-canada_20050128.0121-T32
Q40	rec.travel.usa-canada_20050128.0121-V8
Q41	rec.travel.usa-canada_20050128.0121-V9
Q42	rec.travel.usa-canada_20050128.0121-V10
Q43	rec.travel.usa-canada_20050128.0121-T33
Q44	rec.travel.usa-canada_20050128.0121-V11
Q45	rec.travel.usa-canada_20050128.0121-V12
Q46	rec.travel.usa-canada_20050128.0121-V13
Q47	rec.travel.usa-canada_20050128.0121-V14
Q48	rec.travel.usa-canada_20050128.0121-V15
QM21	rec.travel.usa-canada_20050128.0121-V1-1
QM22	rec.travel.usa-canada_20050128.0121-V2-1
QM23	rec.travel.usa-canada_20050128.0121-V3-1
QM25	rec.travel.usa-canada_20050128.0121-V4-1
QM26	rec.travel.usa-canada_20050128.0121-V5-1
QM27	rec.travel.usa-canada_20050128.0121-V6-1
QM28	rec.travel.usa-canada_20050128.0121-V7-1
QM40	rec.travel.usa-canada_20050128.0121-V8-1
QM41	rec.travel.usa-canada_20050128.0121-V9-1
QM42	rec.travel.usa-canada_20050128.0121-V10-1
QM44	rec.travel.usa-canada_20050128.0121-V11-1
QM45	rec.travel.usa-canada_20050128.0121-V12-1
QM46	rec.travel.usa-canada_20050128.0121-V13-1
QM47	rec.travel.usa-canada_20050128.0121-V14-1
QM48	rec.travel.usa-canada_20050128.0121-V15-1
