CE12	rec.boats_20050130.1006-CE1
VM21	rec.boats_20050130.1006-EV18-1
VM22	rec.boats_20050130.1006-EV19-1
VM23	rec.boats_20050130.1006-EV19-2
VM24	rec.boats_20050130.1006-EV20-1
VM26	rec.boats_20050130.1006-EV21-1
VM27	rec.boats_20050130.1006-EV22-1
VM28	rec.boats_20050130.1006-EV19-3
VM29	rec.boats_20050130.1006-EV19-4
Q1	rec.boats_20050130.1006-T1
Q2	rec.boats_20050130.1006-T2
Q3	rec.boats_20050130.1006-V1
Q4	rec.boats_20050130.1006-V2
Q5	rec.boats_20050130.1006-V3
Q6	rec.boats_20050130.1006-T3
Q7	rec.boats_20050130.1006-T4
Q8	rec.boats_20050130.1006-T5
Q9	rec.boats_20050130.1006-T6
Q10	rec.boats_20050130.1006-T7
Q11	rec.boats_20050130.1006-T8
Q12	rec.boats_20050130.1006-T9
Q13	rec.boats_20050130.1006-T10
Q14	rec.boats_20050130.1006-V4
QM3	rec.boats_20050130.1006-V1-1
QM4	rec.boats_20050130.1006-V2-1
QM5	rec.boats_20050130.1006-V3-1
QM14	rec.boats_20050130.1006-V4-1
