CE11	alt.corel_20041228.0503-CE1
E30	alt.corel_20041228.0503-E17
E32	alt.corel_20041228.0503-E18
E33	alt.corel_20041228.0503-E19
E34	alt.corel_20041228.0503-E20
E35	alt.corel_20041228.0503-E21
E36	alt.corel_20041228.0503-E22
E37	alt.corel_20041228.0503-E23
E1	alt.corel_20041228.0503-E24
E38	alt.corel_20041228.0503-E25
E41	alt.corel_20041228.0503-E26
E42	alt.corel_20041228.0503-E27
E43	alt.corel_20041228.0503-E28
E44	alt.corel_20041228.0503-E29
E45	alt.corel_20041228.0503-E30
E46	alt.corel_20041228.0503-E31
E47	alt.corel_20041228.0503-E32
E48	alt.corel_20041228.0503-E33
E49	alt.corel_20041228.0503-E34
E50	alt.corel_20041228.0503-E35
E51	alt.corel_20041228.0503-E36
E53	alt.corel_20041228.0503-E37
E54	alt.corel_20041228.0503-E38
E55	alt.corel_20041228.0503-E39
E56	alt.corel_20041228.0503-E40
E57	alt.corel_20041228.0503-E41
E58	alt.corel_20041228.0503-E42
E59	alt.corel_20041228.0503-E43
E60	alt.corel_20041228.0503-E44
E61	alt.corel_20041228.0503-E45
E62	alt.corel_20041228.0503-E46
E63	alt.corel_20041228.0503-E47
E64	alt.corel_20041228.0503-E48
E66	alt.corel_20041228.0503-E49
E68	alt.corel_20041228.0503-E50
E69	alt.corel_20041228.0503-E51
E70	alt.corel_20041228.0503-E52
E71	alt.corel_20041228.0503-E53
E72	alt.corel_20041228.0503-E54
E73	alt.corel_20041228.0503-E55
E74	alt.corel_20041228.0503-E56
E75	alt.corel_20041228.0503-E57
E76	alt.corel_20041228.0503-E58
E77	alt.corel_20041228.0503-E59
E79	alt.corel_20041228.0503-E60
E2	alt.corel_20041228.0503-E61
E4	alt.corel_20041228.0503-E62
E5	alt.corel_20041228.0503-E63
E7	alt.corel_20041228.0503-E64
E9	alt.corel_20041228.0503-E65
E10	alt.corel_20041228.0503-E66
E11	alt.corel_20041228.0503-E67
E12	alt.corel_20041228.0503-E68
E13	alt.corel_20041228.0503-E69
EM1	alt.corel_20041228.0503-E24-1
EM20	alt.corel_20041228.0503-E67-2
EM21	alt.corel_20041228.0503-E1-3
EM23	alt.corel_20041228.0503-E2-4
EM122	alt.corel_20041228.0503-E3-5
EM27	alt.corel_20041228.0503-E4-6
EM28	alt.corel_20041228.0503-E5-7
EM29	alt.corel_20041228.0503-E6-8
EM123	alt.corel_20041228.0503-E3-9
EM32	alt.corel_20041228.0503-E8-10
EM33	alt.corel_20041228.0503-E24-11
EM34	alt.corel_20041228.0503-E9-12
EM36	alt.corel_20041228.0503-E10-13
EM138	alt.corel_20041228.0503-E11-14
EM38	alt.corel_20041228.0503-E64-15
EM39	alt.corel_20041228.0503-E66-16
EM40	alt.corel_20041228.0503-E66-17
EM41	alt.corel_20041228.0503-E4-18
EM42	alt.corel_20041228.0503-E12-19
EM43	alt.corel_20041228.0503-E13-20
EM44	alt.corel_20041228.0503-E14-21
EM45	alt.corel_20041228.0503-E15-22
EM46	alt.corel_20041228.0503-E16-23
EM47	alt.corel_20041228.0503-E16-24
EM48	alt.corel_20041228.0503-E17-25
EM50	alt.corel_20041228.0503-E66-26
EM51	alt.corel_20041228.0503-E24-27
EM52	alt.corel_20041228.0503-E18-28
EM53	alt.corel_20041228.0503-E19-29
EM54	alt.corel_20041228.0503-E20-30
EM55	alt.corel_20041228.0503-E14-31
EM56	alt.corel_20041228.0503-E21-32
EM57	alt.corel_20041228.0503-E24-33
EM58	alt.corel_20041228.0503-E22-34
EM59	alt.corel_20041228.0503-E23-35
EM60	alt.corel_20041228.0503-E23-36
EM61	alt.corel_20041228.0503-E21-37
EM62	alt.corel_20041228.0503-E15-38
EM63	alt.corel_20041228.0503-E23-39
EM64	alt.corel_20041228.0503-E23-40
EM65	alt.corel_20041228.0503-E25-41
EM68	alt.corel_20041228.0503-E26-42
EM69	alt.corel_20041228.0503-E27-43
EM70	alt.corel_20041228.0503-E26-44
EM71	alt.corel_20041228.0503-E28-45
EM72	alt.corel_20041228.0503-E29-46
EM73	alt.corel_20041228.0503-E30-47
EM74	alt.corel_20041228.0503-E7-48
EM75	alt.corel_20041228.0503-E4-49
EM76	alt.corel_20041228.0503-E31-50
EM77	alt.corel_20041228.0503-E32-51
EM78	alt.corel_20041228.0503-E66-52
EM79	alt.corel_20041228.0503-E33-53
EM80	alt.corel_20041228.0503-E31-54
EM81	alt.corel_20041228.0503-E31-55
EM82	alt.corel_20041228.0503-E31-56
EM83	alt.corel_20041228.0503-E34-57
EM84	alt.corel_20041228.0503-E31-58
EM85	alt.corel_20041228.0503-E24-59
EM86	alt.corel_20041228.0503-E35-60
EM87	alt.corel_20041228.0503-E66-61
EM88	alt.corel_20041228.0503-E24-62
EM89	alt.corel_20041228.0503-E24-63
EM90	alt.corel_20041228.0503-E24-64
EM91	alt.corel_20041228.0503-E23-65
EM92	alt.corel_20041228.0503-E24-66
EM93	alt.corel_20041228.0503-E36-67
EM96	alt.corel_20041228.0503-E37-68
EM97	alt.corel_20041228.0503-E38-69
EM98	alt.corel_20041228.0503-E66-70
EM99	alt.corel_20041228.0503-E39-71
EM100	alt.corel_20041228.0503-E66-72
EM101	alt.corel_20041228.0503-E40-73
EM102	alt.corel_20041228.0503-E66-74
EM103	alt.corel_20041228.0503-E23-75
EM104	alt.corel_20041228.0503-E41-76
EM2	alt.corel_20041228.0503-E61-77
EM105	alt.corel_20041228.0503-E24-78
EM106	alt.corel_20041228.0503-E42-79
EM107	alt.corel_20041228.0503-E43-80
EM108	alt.corel_20041228.0503-E44-81
EM109	alt.corel_20041228.0503-E45-82
EM110	alt.corel_20041228.0503-E46-83
EM111	alt.corel_20041228.0503-E4-84
EM112	alt.corel_20041228.0503-E38-85
EM113	alt.corel_20041228.0503-E47-86
EM114	alt.corel_20041228.0503-E48-87
EM115	alt.corel_20041228.0503-E49-88
EM117	alt.corel_20041228.0503-E50-89
EM118	alt.corel_20041228.0503-E50-90
EM119	alt.corel_20041228.0503-E51-91
EM120	alt.corel_20041228.0503-E50-92
EM121	alt.corel_20041228.0503-E52-93
EM124	alt.corel_20041228.0503-E53-94
EM125	alt.corel_20041228.0503-E61-95
EM126	alt.corel_20041228.0503-E54-96
EM127	alt.corel_20041228.0503-E55-97
EM128	alt.corel_20041228.0503-E56-98
EM129	alt.corel_20041228.0503-E56-99
EM130	alt.corel_20041228.0503-E57-100
EM131	alt.corel_20041228.0503-E58-101
EM132	alt.corel_20041228.0503-E59-102
EM133	alt.corel_20041228.0503-E58-103
EM134	alt.corel_20041228.0503-E57-104
EM135	alt.corel_20041228.0503-E57-105
EM136	alt.corel_20041228.0503-E57-106
EM139	alt.corel_20041228.0503-E60-107
EM137	alt.corel_20041228.0503-E12-108
EM31	alt.corel_20041228.0503-E60-109
EM35	alt.corel_20041228.0503-E60-110
EM94	alt.corel_20041228.0503-E60-111
EM24	alt.corel_20041228.0503-E60-112
EM25	alt.corel_20041228.0503-E60-113
EM26	alt.corel_20041228.0503-E60-114
EM3	alt.corel_20041228.0503-E62-115
EM4	alt.corel_20041228.0503-E63-116
EM5	alt.corel_20041228.0503-E63-117
EM7	alt.corel_20041228.0503-E64-118
EM8	alt.corel_20041228.0503-E63-119
EM9	alt.corel_20041228.0503-E63-120
EM11	alt.corel_20041228.0503-E65-121
EM12	alt.corel_20041228.0503-E66-122
EM13	alt.corel_20041228.0503-E65-123
EM14	alt.corel_20041228.0503-E67-124
EM15	alt.corel_20041228.0503-E68-125
EM16	alt.corel_20041228.0503-E65-126
EM17	alt.corel_20041228.0503-E67-127
EM18	alt.corel_20041228.0503-E69-128
EM19	alt.corel_20041228.0503-E67-129
R31	alt.corel_20041228.0503-R1
R1	alt.corel_20041228.0503-R2
R2	alt.corel_20041228.0503-R3
R3	alt.corel_20041228.0503-R4
R5	alt.corel_20041228.0503-R5
R6	alt.corel_20041228.0503-R6
R7	alt.corel_20041228.0503-R7
R8	alt.corel_20041228.0503-R8
R9	alt.corel_20041228.0503-R9
R10	alt.corel_20041228.0503-R10
R12	alt.corel_20041228.0503-R11
R14	alt.corel_20041228.0503-R12
R15	alt.corel_20041228.0503-R13
R16	alt.corel_20041228.0503-R14
R17	alt.corel_20041228.0503-R15
R18	alt.corel_20041228.0503-R16
R20	alt.corel_20041228.0503-R17
R21	alt.corel_20041228.0503-R18
R23	alt.corel_20041228.0503-R19
R25	alt.corel_20041228.0503-R20
R27	alt.corel_20041228.0503-R21
R28	alt.corel_20041228.0503-R22
R29	alt.corel_20041228.0503-R23
R30	alt.corel_20041228.0503-R24
RM31	alt.corel_20041228.0503-R1-1
RM1	alt.corel_20041228.0503-R2-1
RM2	alt.corel_20041228.0503-R3-1
RM3	alt.corel_20041228.0503-R4-1
RM5	alt.corel_20041228.0503-R5-1
RM6	alt.corel_20041228.0503-R6-1
RM7	alt.corel_20041228.0503-R7-1
RM8	alt.corel_20041228.0503-R8-1
RM9	alt.corel_20041228.0503-R9-1
RM10	alt.corel_20041228.0503-R10-1
RM12	alt.corel_20041228.0503-R11-1
RM14	alt.corel_20041228.0503-R12-1
RM15	alt.corel_20041228.0503-R13-1
RM16	alt.corel_20041228.0503-R14-1
RM17	alt.corel_20041228.0503-R15-1
RM18	alt.corel_20041228.0503-R16-1
RM20	alt.corel_20041228.0503-R17-1
RM21	alt.corel_20041228.0503-R18-1
RM23	alt.corel_20041228.0503-R19-1
RM25	alt.corel_20041228.0503-R20-1
RM27	alt.corel_20041228.0503-R21-1
RM28	alt.corel_20041228.0503-R22-1
RM29	alt.corel_20041228.0503-R23-1
RM30	alt.corel_20041228.0503-R21-2
V1	alt.corel_20041228.0503-EV1
V2	alt.corel_20041228.0503-EV2
V4	alt.corel_20041228.0503-EV3
V5	alt.corel_20041228.0503-EV4
VM1	alt.corel_20041228.0503-EV1-1
VM2	alt.corel_20041228.0503-EV2-1
VM4	alt.corel_20041228.0503-EV3-1
VM5	alt.corel_20041228.0503-EV4-1
Q5	alt.corel_20041228.0503-T1
Q1	alt.corel_20041228.0503-T2
Q2	alt.corel_20041228.0503-T3
Q3	alt.corel_20041228.0503-T4
