CE9	rec.travel.cruises_20050222.0313-CE1
E1	rec.travel.cruises_20050222.0313-E30
E43	rec.travel.cruises_20050222.0313-E31
E44	rec.travel.cruises_20050222.0313-E32
E45	rec.travel.cruises_20050222.0313-E33
E46	rec.travel.cruises_20050222.0313-E34
E47	rec.travel.cruises_20050222.0313-E35
E48	rec.travel.cruises_20050222.0313-E36
E49	rec.travel.cruises_20050222.0313-E37
E50	rec.travel.cruises_20050222.0313-E38
E51	rec.travel.cruises_20050222.0313-E39
E52	rec.travel.cruises_20050222.0313-E40
E53	rec.travel.cruises_20050222.0313-E41
E54	rec.travel.cruises_20050222.0313-E42
E55	rec.travel.cruises_20050222.0313-E43
E57	rec.travel.cruises_20050222.0313-E44
E58	rec.travel.cruises_20050222.0313-E45
E59	rec.travel.cruises_20050222.0313-E46
E60	rec.travel.cruises_20050222.0313-E47
E62	rec.travel.cruises_20050222.0313-E48
E63	rec.travel.cruises_20050222.0313-E49
E64	rec.travel.cruises_20050222.0313-E50
E65	rec.travel.cruises_20050222.0313-E51
E2	rec.travel.cruises_20050222.0313-E52
E3	rec.travel.cruises_20050222.0313-E53
E4	rec.travel.cruises_20050222.0313-E54
E5	rec.travel.cruises_20050222.0313-E55
E6	rec.travel.cruises_20050222.0313-E56
E7	rec.travel.cruises_20050222.0313-E57
E8	rec.travel.cruises_20050222.0313-E58
E9	rec.travel.cruises_20050222.0313-E59
E10	rec.travel.cruises_20050222.0313-E60
E11	rec.travel.cruises_20050222.0313-E61
E12	rec.travel.cruises_20050222.0313-E62
EM1	rec.travel.cruises_20050222.0313-E30-1
EM21	rec.travel.cruises_20050222.0313-E2-2
EM22	rec.travel.cruises_20050222.0313-E3-3
EM23	rec.travel.cruises_20050222.0313-E4-4
EM24	rec.travel.cruises_20050222.0313-E5-5
EM25	rec.travel.cruises_20050222.0313-E30-6
EM26	rec.travel.cruises_20050222.0313-E6-7
EM27	rec.travel.cruises_20050222.0313-E5-8
EM28	rec.travel.cruises_20050222.0313-E7-9
EM29	rec.travel.cruises_20050222.0313-E7-10
EM30	rec.travel.cruises_20050222.0313-E8-11
EM31	rec.travel.cruises_20050222.0313-E9-12
EM32	rec.travel.cruises_20050222.0313-E11-13
EM33	rec.travel.cruises_20050222.0313-E12-14
EM90	rec.travel.cruises_20050222.0313-E48-15
EM35	rec.travel.cruises_20050222.0313-E55-16
EM36	rec.travel.cruises_20050222.0313-E13-17
EM37	rec.travel.cruises_20050222.0313-E7-18
EM38	rec.travel.cruises_20050222.0313-E14-19
EM39	rec.travel.cruises_20050222.0313-E15-20
EM40	rec.travel.cruises_20050222.0313-E16-21
EM41	rec.travel.cruises_20050222.0313-E17-22
EM42	rec.travel.cruises_20050222.0313-E18-23
EM43	rec.travel.cruises_20050222.0313-E16-24
EM44	rec.travel.cruises_20050222.0313-E16-25
EM45	rec.travel.cruises_20050222.0313-E19-26
EM46	rec.travel.cruises_20050222.0313-E20-27
EM47	rec.travel.cruises_20050222.0313-E21-28
EM48	rec.travel.cruises_20050222.0313-E22-29
EM49	rec.travel.cruises_20050222.0313-E23-30
EM50	rec.travel.cruises_20050222.0313-E24-31
EM51	rec.travel.cruises_20050222.0313-E25-32
EM52	rec.travel.cruises_20050222.0313-E52-33
EM53	rec.travel.cruises_20050222.0313-E25-34
EM54	rec.travel.cruises_20050222.0313-E26-35
EM55	rec.travel.cruises_20050222.0313-E27-36
EM56	rec.travel.cruises_20050222.0313-E28-37
EM57	rec.travel.cruises_20050222.0313-E29-38
EM58	rec.travel.cruises_20050222.0313-E31-39
EM59	rec.travel.cruises_20050222.0313-E32-40
EM60	rec.travel.cruises_20050222.0313-E33-41
EM61	rec.travel.cruises_20050222.0313-E34-42
EM62	rec.travel.cruises_20050222.0313-E34-43
EM63	rec.travel.cruises_20050222.0313-E35-44
EM64	rec.travel.cruises_20050222.0313-E34-45
EM65	rec.travel.cruises_20050222.0313-E36-46
EM66	rec.travel.cruises_20050222.0313-E37-47
EM67	rec.travel.cruises_20050222.0313-E10-48
EM68	rec.travel.cruises_20050222.0313-E38-49
EM69	rec.travel.cruises_20050222.0313-E38-50
EM70	rec.travel.cruises_20050222.0313-E39-51
EM71	rec.travel.cruises_20050222.0313-E40-52
EM72	rec.travel.cruises_20050222.0313-E38-53
EM73	rec.travel.cruises_20050222.0313-E41-54
EM74	rec.travel.cruises_20050222.0313-E42-55
EM75	rec.travel.cruises_20050222.0313-E43-56
EM76	rec.travel.cruises_20050222.0313-E43-57
EM77	rec.travel.cruises_20050222.0313-E34-58
EM78	rec.travel.cruises_20050222.0313-E34-59
EM79	rec.travel.cruises_20050222.0313-E34-60
EM80	rec.travel.cruises_20050222.0313-E34-61
EM81	rec.travel.cruises_20050222.0313-E34-62
EM82	rec.travel.cruises_20050222.0313-E44-63
EM83	rec.travel.cruises_20050222.0313-E45-64
EM85	rec.travel.cruises_20050222.0313-E40-65
EM86	rec.travel.cruises_20050222.0313-E38-66
EM87	rec.travel.cruises_20050222.0313-E45-67
EM88	rec.travel.cruises_20050222.0313-E46-68
EM89	rec.travel.cruises_20050222.0313-E47-69
EM91	rec.travel.cruises_20050222.0313-E49-70
EM92	rec.travel.cruises_20050222.0313-E38-71
EM93	rec.travel.cruises_20050222.0313-E45-72
EM94	rec.travel.cruises_20050222.0313-E50-73
EM95	rec.travel.cruises_20050222.0313-E51-74
EM2	rec.travel.cruises_20050222.0313-E52-75
EM96	rec.travel.cruises_20050222.0313-E10-76
EM3	rec.travel.cruises_20050222.0313-E30-77
EM4	rec.travel.cruises_20050222.0313-E54-78
EM5	rec.travel.cruises_20050222.0313-E56-79
EM6	rec.travel.cruises_20050222.0313-E57-80
EM7	rec.travel.cruises_20050222.0313-E30-81
EM8	rec.travel.cruises_20050222.0313-E58-82
EM9	rec.travel.cruises_20050222.0313-E30-83
EM10	rec.travel.cruises_20050222.0313-E59-84
EM11	rec.travel.cruises_20050222.0313-E60-85
EM12	rec.travel.cruises_20050222.0313-E30-86
EM13	rec.travel.cruises_20050222.0313-E53-87
EM14	rec.travel.cruises_20050222.0313-E30-88
EM15	rec.travel.cruises_20050222.0313-E30-89
EM16	rec.travel.cruises_20050222.0313-E57-90
EM17	rec.travel.cruises_20050222.0313-E61-91
EM18	rec.travel.cruises_20050222.0313-E62-92
EM19	rec.travel.cruises_20050222.0313-E55-93
EM20	rec.travel.cruises_20050222.0313-E1-94
R1	rec.travel.cruises_20050222.0313-R1
R2	rec.travel.cruises_20050222.0313-R2
R3	rec.travel.cruises_20050222.0313-R3
R4	rec.travel.cruises_20050222.0313-R4
R7	rec.travel.cruises_20050222.0313-R5
R8	rec.travel.cruises_20050222.0313-R6
R9	rec.travel.cruises_20050222.0313-R7
R10	rec.travel.cruises_20050222.0313-R8
R11	rec.travel.cruises_20050222.0313-R9
R12	rec.travel.cruises_20050222.0313-R10
R14	rec.travel.cruises_20050222.0313-R11
R15	rec.travel.cruises_20050222.0313-R12
R16	rec.travel.cruises_20050222.0313-R13
R17	rec.travel.cruises_20050222.0313-R14
R20	rec.travel.cruises_20050222.0313-R15
R21	rec.travel.cruises_20050222.0313-R16
R23	rec.travel.cruises_20050222.0313-R17
R24	rec.travel.cruises_20050222.0313-R18
RM1	rec.travel.cruises_20050222.0313-R1-1
RM2	rec.travel.cruises_20050222.0313-R2-1
RM3	rec.travel.cruises_20050222.0313-R2-2
RM4	rec.travel.cruises_20050222.0313-R4-1
RM7	rec.travel.cruises_20050222.0313-R5-1
RM8	rec.travel.cruises_20050222.0313-R6-1
RM9	rec.travel.cruises_20050222.0313-R7-1
RM10	rec.travel.cruises_20050222.0313-R8-1
RM11	rec.travel.cruises_20050222.0313-R9-1
RM12	rec.travel.cruises_20050222.0313-R10-1
RM14	rec.travel.cruises_20050222.0313-R11-1
RM15	rec.travel.cruises_20050222.0313-R12-1
RM16	rec.travel.cruises_20050222.0313-R13-1
RM17	rec.travel.cruises_20050222.0313-R14-1
RM20	rec.travel.cruises_20050222.0313-R14-2
RM21	rec.travel.cruises_20050222.0313-R16-1
RM23	rec.travel.cruises_20050222.0313-R17-1
RM24	rec.travel.cruises_20050222.0313-R18-1
V1	rec.travel.cruises_20050222.0313-EV1
VM1	rec.travel.cruises_20050222.0313-EV1-1
Q1	rec.travel.cruises_20050222.0313-T1
Q2	rec.travel.cruises_20050222.0313-T2
Q3	rec.travel.cruises_20050222.0313-V1
Q4	rec.travel.cruises_20050222.0313-V2
Q5	rec.travel.cruises_20050222.0313-V3
Q6	rec.travel.cruises_20050222.0313-T3
Q7	rec.travel.cruises_20050222.0313-T4
Q8	rec.travel.cruises_20050222.0313-T5
Q9	rec.travel.cruises_20050222.0313-T6
Q10	rec.travel.cruises_20050222.0313-T7
Q11	rec.travel.cruises_20050222.0313-T8
Q12	rec.travel.cruises_20050222.0313-T9
Q13	rec.travel.cruises_20050222.0313-T10
Q14	rec.travel.cruises_20050222.0313-T11
Q15	rec.travel.cruises_20050222.0313-T12
QM3	rec.travel.cruises_20050222.0313-V1-1
QM4	rec.travel.cruises_20050222.0313-V2-1
QM5	rec.travel.cruises_20050222.0313-V3-1
