CE10	soc.culture.hmong_20050210.1130-CE1
CE8	soc.culture.hmong_20050210.1130-CE53
CE9	soc.culture.hmong_20050210.1130-CE54
E12	soc.culture.hmong_20050210.1130-E1
E13	soc.culture.hmong_20050210.1130-E2
E14	soc.culture.hmong_20050210.1130-E3
E15	soc.culture.hmong_20050210.1130-E4
E16	soc.culture.hmong_20050210.1130-E5
E17	soc.culture.hmong_20050210.1130-E6
E18	soc.culture.hmong_20050210.1130-E7
E20	soc.culture.hmong_20050210.1130-E8
E21	soc.culture.hmong_20050210.1130-E9
E23	soc.culture.hmong_20050210.1130-E10
E24	soc.culture.hmong_20050210.1130-E11
E25	soc.culture.hmong_20050210.1130-E12
E26	soc.culture.hmong_20050210.1130-E13
E27	soc.culture.hmong_20050210.1130-E14
E29	soc.culture.hmong_20050210.1130-E15
E30	soc.culture.hmong_20050210.1130-E16
E31	soc.culture.hmong_20050210.1130-E17
E32	soc.culture.hmong_20050210.1130-E18
E34	soc.culture.hmong_20050210.1130-E19
E35	soc.culture.hmong_20050210.1130-E20
E1	soc.culture.hmong_20050210.1130-E21
E36	soc.culture.hmong_20050210.1130-E22
E37	soc.culture.hmong_20050210.1130-E23
E38	soc.culture.hmong_20050210.1130-E24
E39	soc.culture.hmong_20050210.1130-E25
E40	soc.culture.hmong_20050210.1130-E26
E41	soc.culture.hmong_20050210.1130-E27
E42	soc.culture.hmong_20050210.1130-E28
E43	soc.culture.hmong_20050210.1130-E29
E45	soc.culture.hmong_20050210.1130-E30
E47	soc.culture.hmong_20050210.1130-E31
E48	soc.culture.hmong_20050210.1130-E32
E49	soc.culture.hmong_20050210.1130-E33
E50	soc.culture.hmong_20050210.1130-E34
E51	soc.culture.hmong_20050210.1130-E35
E52	soc.culture.hmong_20050210.1130-E36
E53	soc.culture.hmong_20050210.1130-E37
E54	soc.culture.hmong_20050210.1130-E38
E55	soc.culture.hmong_20050210.1130-E39
E56	soc.culture.hmong_20050210.1130-E40
E57	soc.culture.hmong_20050210.1130-E41
E58	soc.culture.hmong_20050210.1130-E42
E60	soc.culture.hmong_20050210.1130-E43
E62	soc.culture.hmong_20050210.1130-E44
E63	soc.culture.hmong_20050210.1130-E45
E65	soc.culture.hmong_20050210.1130-E46
E66	soc.culture.hmong_20050210.1130-E47
E68	soc.culture.hmong_20050210.1130-E48
E69	soc.culture.hmong_20050210.1130-E49
E70	soc.culture.hmong_20050210.1130-E50
E71	soc.culture.hmong_20050210.1130-E51
E72	soc.culture.hmong_20050210.1130-E52
E73	soc.culture.hmong_20050210.1130-E53
E74	soc.culture.hmong_20050210.1130-E54
E76	soc.culture.hmong_20050210.1130-E55
E77	soc.culture.hmong_20050210.1130-E56
E79	soc.culture.hmong_20050210.1130-E57
E80	soc.culture.hmong_20050210.1130-E58
E82	soc.culture.hmong_20050210.1130-E59
E83	soc.culture.hmong_20050210.1130-E60
E84	soc.culture.hmong_20050210.1130-E61
E85	soc.culture.hmong_20050210.1130-E62
E88	soc.culture.hmong_20050210.1130-E63
E89	soc.culture.hmong_20050210.1130-E64
E90	soc.culture.hmong_20050210.1130-E65
E92	soc.culture.hmong_20050210.1130-E66
E94	soc.culture.hmong_20050210.1130-E67
E2	soc.culture.hmong_20050210.1130-E68
E97	soc.culture.hmong_20050210.1130-E69
E98	soc.culture.hmong_20050210.1130-E70
E3	soc.culture.hmong_20050210.1130-E71
E4	soc.culture.hmong_20050210.1130-E72
E5	soc.culture.hmong_20050210.1130-E73
E6	soc.culture.hmong_20050210.1130-E74
E7	soc.culture.hmong_20050210.1130-E75
E8	soc.culture.hmong_20050210.1130-E76
E9	soc.culture.hmong_20050210.1130-E77
E10	soc.culture.hmong_20050210.1130-E78
EM1	soc.culture.hmong_20050210.1130-E21-1
EM23	soc.culture.hmong_20050210.1130-E2-2
EM24	soc.culture.hmong_20050210.1130-E3-3
EM25	soc.culture.hmong_20050210.1130-E3-4
EM26	soc.culture.hmong_20050210.1130-E4-5
EM27	soc.culture.hmong_20050210.1130-E76-6
EM28	soc.culture.hmong_20050210.1130-E5-7
EM29	soc.culture.hmong_20050210.1130-E6-8
EM30	soc.culture.hmong_20050210.1130-E3-9
EM33	soc.culture.hmong_20050210.1130-E7-10
EM34	soc.culture.hmong_20050210.1130-E3-11
EM35	soc.culture.hmong_20050210.1130-E3-12
EM36	soc.culture.hmong_20050210.1130-E7-13
EM37	soc.culture.hmong_20050210.1130-E3-14
EM38	soc.culture.hmong_20050210.1130-E68-15
EM39	soc.culture.hmong_20050210.1130-E68-16
EM40	soc.culture.hmong_20050210.1130-E68-17
EM41	soc.culture.hmong_20050210.1130-E8-18
EM42	soc.culture.hmong_20050210.1130-E9-19
EM43	soc.culture.hmong_20050210.1130-E9-20
EM44	soc.culture.hmong_20050210.1130-E10-21
EM45	soc.culture.hmong_20050210.1130-E9-22
EM46	soc.culture.hmong_20050210.1130-E11-23
EM47	soc.culture.hmong_20050210.1130-E11-24
EM48	soc.culture.hmong_20050210.1130-E68-25
EM49	soc.culture.hmong_20050210.1130-E12-26
EM50	soc.culture.hmong_20050210.1130-E13-27
EM51	soc.culture.hmong_20050210.1130-E14-28
EM52	soc.culture.hmong_20050210.1130-E15-29
EM53	soc.culture.hmong_20050210.1130-E16-30
EM54	soc.culture.hmong_20050210.1130-E17-31
EM55	soc.culture.hmong_20050210.1130-E9-32
EM56	soc.culture.hmong_20050210.1130-E18-33
EM57	soc.culture.hmong_20050210.1130-E19-34
EM58	soc.culture.hmong_20050210.1130-E11-35
EM59	soc.culture.hmong_20050210.1130-E68-36
EM60	soc.culture.hmong_20050210.1130-E9-37
EM61	soc.culture.hmong_20050210.1130-E11-38
EM62	soc.culture.hmong_20050210.1130-E20-39
EM63	soc.culture.hmong_20050210.1130-E22-40
EM64	soc.culture.hmong_20050210.1130-E23-41
EM65	soc.culture.hmong_20050210.1130-E9-42
EM66	soc.culture.hmong_20050210.1130-E9-43
EM67	soc.culture.hmong_20050210.1130-E68-44
EM68	soc.culture.hmong_20050210.1130-E9-45
EM69	soc.culture.hmong_20050210.1130-E68-46
EM71	soc.culture.hmong_20050210.1130-E9-47
EM72	soc.culture.hmong_20050210.1130-E9-48
EM73	soc.culture.hmong_20050210.1130-E9-49
EM74	soc.culture.hmong_20050210.1130-E25-50
EM75	soc.culture.hmong_20050210.1130-E24-51
EM76	soc.culture.hmong_20050210.1130-E26-52
EM77	soc.culture.hmong_20050210.1130-E27-53
EM78	soc.culture.hmong_20050210.1130-E28-54
EM79	soc.culture.hmong_20050210.1130-E29-55
EM81	soc.culture.hmong_20050210.1130-E24-56
EM82	soc.culture.hmong_20050210.1130-E68-57
EM83	soc.culture.hmong_20050210.1130-E9-58
EM84	soc.culture.hmong_20050210.1130-E9-59
EM85	soc.culture.hmong_20050210.1130-E68-60
EM86	soc.culture.hmong_20050210.1130-E68-61
EM87	soc.culture.hmong_20050210.1130-E30-62
EM88	soc.culture.hmong_20050210.1130-E68-63
EM89	soc.culture.hmong_20050210.1130-E11-64
EM90	soc.culture.hmong_20050210.1130-E3-65
EM91	soc.culture.hmong_20050210.1130-E31-66
EM92	soc.culture.hmong_20050210.1130-E32-67
EM93	soc.culture.hmong_20050210.1130-E33-68
EM95	soc.culture.hmong_20050210.1130-E34-69
EM96	soc.culture.hmong_20050210.1130-E35-70
EM97	soc.culture.hmong_20050210.1130-E36-71
EM98	soc.culture.hmong_20050210.1130-E37-72
EM99	soc.culture.hmong_20050210.1130-E38-73
EM100	soc.culture.hmong_20050210.1130-E39-74
EM101	soc.culture.hmong_20050210.1130-E9-75
EM103	soc.culture.hmong_20050210.1130-E68-76
EM104	soc.culture.hmong_20050210.1130-E11-77
EM105	soc.culture.hmong_20050210.1130-E40-78
EM106	soc.culture.hmong_20050210.1130-E11-79
EM107	soc.culture.hmong_20050210.1130-E41-80
EM108	soc.culture.hmong_20050210.1130-E42-81
EM2	soc.culture.hmong_20050210.1130-E21-82
EM109	soc.culture.hmong_20050210.1130-E68-83
EM110	soc.culture.hmong_20050210.1130-E68-84
EM111	soc.culture.hmong_20050210.1130-E21-85
EM112	soc.culture.hmong_20050210.1130-E21-86
EM114	soc.culture.hmong_20050210.1130-E43-87
EM116	soc.culture.hmong_20050210.1130-E44-88
EM117	soc.culture.hmong_20050210.1130-E44-89
EM118	soc.culture.hmong_20050210.1130-E3-90
EM119	soc.culture.hmong_20050210.1130-E45-91
EM120	soc.culture.hmong_20050210.1130-E46-92
EM121	soc.culture.hmong_20050210.1130-E3-93
EM122	soc.culture.hmong_20050210.1130-E3-94
EM123	soc.culture.hmong_20050210.1130-E47-95
EM125	soc.culture.hmong_20050210.1130-E68-96
EM126	soc.culture.hmong_20050210.1130-E68-97
EM127	soc.culture.hmong_20050210.1130-E17-98
EM128	soc.culture.hmong_20050210.1130-E3-99
EM129	soc.culture.hmong_20050210.1130-E48-100
EM130	soc.culture.hmong_20050210.1130-E49-101
EM131	soc.culture.hmong_20050210.1130-E50-102
EM133	soc.culture.hmong_20050210.1130-E51-103
EM134	soc.culture.hmong_20050210.1130-E52-104
EM136	soc.culture.hmong_20050210.1130-E53-105
EM137	soc.culture.hmong_20050210.1130-E53-106
EM138	soc.culture.hmong_20050210.1130-E3-107
EM140	soc.culture.hmong_20050210.1130-E53-108
EM141	soc.culture.hmong_20050210.1130-E53-109
EM142	soc.culture.hmong_20050210.1130-E54-110
EM143	soc.culture.hmong_20050210.1130-E53-111
EM145	soc.culture.hmong_20050210.1130-E55-112
EM146	soc.culture.hmong_20050210.1130-E56-113
EM148	soc.culture.hmong_20050210.1130-E57-114
EM149	soc.culture.hmong_20050210.1130-E57-115
EM150	soc.culture.hmong_20050210.1130-E58-116
EM152	soc.culture.hmong_20050210.1130-E59-117
EM3	soc.culture.hmong_20050210.1130-E68-118
EM153	soc.culture.hmong_20050210.1130-E60-119
EM154	soc.culture.hmong_20050210.1130-E53-120
EM155	soc.culture.hmong_20050210.1130-E61-121
EM156	soc.culture.hmong_20050210.1130-E62-122
EM158	soc.culture.hmong_20050210.1130-E63-123
EM159	soc.culture.hmong_20050210.1130-E64-124
EM160	soc.culture.hmong_20050210.1130-E65-125
EM161	soc.culture.hmong_20050210.1130-E66-126
EM163	soc.culture.hmong_20050210.1130-E47-127
EM164	soc.culture.hmong_20050210.1130-E67-128
EM166	soc.culture.hmong_20050210.1130-E69-129
EM167	soc.culture.hmong_20050210.1130-E70-130
EM4	soc.culture.hmong_20050210.1130-E68-131
EM5	soc.culture.hmong_20050210.1130-E21-132
EM6	soc.culture.hmong_20050210.1130-E71-133
EM7	soc.culture.hmong_20050210.1130-E72-134
EM10	soc.culture.hmong_20050210.1130-E73-135
EM11	soc.culture.hmong_20050210.1130-E74-136
EM12	soc.culture.hmong_20050210.1130-E75-137
EM13	soc.culture.hmong_20050210.1130-E75-138
EM14	soc.culture.hmong_20050210.1130-E76-139
EM16	soc.culture.hmong_20050210.1130-E76-140
EM17	soc.culture.hmong_20050210.1130-E77-141
EM18	soc.culture.hmong_20050210.1130-E76-142
EM20	soc.culture.hmong_20050210.1130-E78-143
EM22	soc.culture.hmong_20050210.1130-E1-144
R2	soc.culture.hmong_20050210.1130-R1
R3	soc.culture.hmong_20050210.1130-R2
R5	soc.culture.hmong_20050210.1130-R3
R6	soc.culture.hmong_20050210.1130-R4
R7	soc.culture.hmong_20050210.1130-R5
R8	soc.culture.hmong_20050210.1130-R6
R9	soc.culture.hmong_20050210.1130-R7
R10	soc.culture.hmong_20050210.1130-R8
R11	soc.culture.hmong_20050210.1130-R9
R12	soc.culture.hmong_20050210.1130-R10
R13	soc.culture.hmong_20050210.1130-R11
R14	soc.culture.hmong_20050210.1130-R12
R15	soc.culture.hmong_20050210.1130-R13
R16	soc.culture.hmong_20050210.1130-R14
R17	soc.culture.hmong_20050210.1130-R15
RM2	soc.culture.hmong_20050210.1130-R1-1
RM3	soc.culture.hmong_20050210.1130-R2-1
RM5	soc.culture.hmong_20050210.1130-R3-1
RM6	soc.culture.hmong_20050210.1130-R4-1
RM7	soc.culture.hmong_20050210.1130-R5-1
RM8	soc.culture.hmong_20050210.1130-R6-1
RM9	soc.culture.hmong_20050210.1130-R7-1
RM10	soc.culture.hmong_20050210.1130-R8-1
RM11	soc.culture.hmong_20050210.1130-R9-1
RM12	soc.culture.hmong_20050210.1130-R10-1
RM13	soc.culture.hmong_20050210.1130-R11-1
RM14	soc.culture.hmong_20050210.1130-R12-1
RM15	soc.culture.hmong_20050210.1130-R13-1
RM16	soc.culture.hmong_20050210.1130-R14-1
RM17	soc.culture.hmong_20050210.1130-R15-1
V2	soc.culture.hmong_20050210.1130-EV1
V3	soc.culture.hmong_20050210.1130-EV2
V5	soc.culture.hmong_20050210.1130-EV3
V6	soc.culture.hmong_20050210.1130-EV4
V7	soc.culture.hmong_20050210.1130-EV5
V8	soc.culture.hmong_20050210.1130-EV6
V9	soc.culture.hmong_20050210.1130-EV7
V10	soc.culture.hmong_20050210.1130-EV8
V11	soc.culture.hmong_20050210.1130-EV9
V12	soc.culture.hmong_20050210.1130-EV10
V13	soc.culture.hmong_20050210.1130-EV11
V14	soc.culture.hmong_20050210.1130-EV12
V15	soc.culture.hmong_20050210.1130-EV13
VM3	soc.culture.hmong_20050210.1130-EV1-1
VM4	soc.culture.hmong_20050210.1130-EV2-1
VM6	soc.culture.hmong_20050210.1130-EV3-1
VM7	soc.culture.hmong_20050210.1130-EV4-1
VM8	soc.culture.hmong_20050210.1130-EV5-1
VM9	soc.culture.hmong_20050210.1130-EV6-1
VM10	soc.culture.hmong_20050210.1130-EV7-1
VM11	soc.culture.hmong_20050210.1130-EV8-1
VM12	soc.culture.hmong_20050210.1130-EV9-1
VM13	soc.culture.hmong_20050210.1130-EV10-1
VM14	soc.culture.hmong_20050210.1130-EV11-1
VM15	soc.culture.hmong_20050210.1130-EV8-2
VM16	soc.culture.hmong_20050210.1130-EV12-1
VM17	soc.culture.hmong_20050210.1130-EV13-1
Q1	soc.culture.hmong_20050210.1130-T1
Q2	soc.culture.hmong_20050210.1130-T2
Q3	soc.culture.hmong_20050210.1130-T3
Q4	soc.culture.hmong_20050210.1130-T4
Q5	soc.culture.hmong_20050210.1130-T5
