CE11	soc.culture.china_20050203.0639-CE1
E58	soc.culture.china_20050203.0639-E42
E59	soc.culture.china_20050203.0639-E43
E60	soc.culture.china_20050203.0639-E44
E61	soc.culture.china_20050203.0639-E45
E63	soc.culture.china_20050203.0639-E46
E64	soc.culture.china_20050203.0639-E47
E65	soc.culture.china_20050203.0639-E48
E66	soc.culture.china_20050203.0639-E49
E2	soc.culture.china_20050203.0639-E50
E3	soc.culture.china_20050203.0639-E51
E4	soc.culture.china_20050203.0639-E52
E5	soc.culture.china_20050203.0639-E53
E6	soc.culture.china_20050203.0639-E54
E7	soc.culture.china_20050203.0639-E55
E9	soc.culture.china_20050203.0639-E56
E10	soc.culture.china_20050203.0639-E57
E11	soc.culture.china_20050203.0639-E58
E13	soc.culture.china_20050203.0639-E59
E14	soc.culture.china_20050203.0639-E60
EM1	soc.culture.china_20050203.0639-E1-1
EM20	soc.culture.china_20050203.0639-E1-2
EM21	soc.culture.china_20050203.0639-E2-3
EM22	soc.culture.china_20050203.0639-E3-4
EM23	soc.culture.china_20050203.0639-E4-5
EM24	soc.culture.china_20050203.0639-E5-6
EM26	soc.culture.china_20050203.0639-E6-7
EM27	soc.culture.china_20050203.0639-E50-8
EM29	soc.culture.china_20050203.0639-E7-9
EM30	soc.culture.china_20050203.0639-E6-10
EM31	soc.culture.china_20050203.0639-E24-11
EM32	soc.culture.china_20050203.0639-E8-12
EM33	soc.culture.china_20050203.0639-E9-13
EM34	soc.culture.china_20050203.0639-E10-14
EM35	soc.culture.china_20050203.0639-E11-15
EM36	soc.culture.china_20050203.0639-E12-16
EM37	soc.culture.china_20050203.0639-E13-17
EM38	soc.culture.china_20050203.0639-E14-18
EM39	soc.culture.china_20050203.0639-E15-19
EM40	soc.culture.china_20050203.0639-E50-20
EM41	soc.culture.china_20050203.0639-E16-21
EM42	soc.culture.china_20050203.0639-E17-22
EM43	soc.culture.china_20050203.0639-E18-23
EM44	soc.culture.china_20050203.0639-E18-24
EM45	soc.culture.china_20050203.0639-E50-25
EM46	soc.culture.china_20050203.0639-E14-26
EM47	soc.culture.china_20050203.0639-E19-27
EM48	soc.culture.china_20050203.0639-E20-28
EM49	soc.culture.china_20050203.0639-E20-29
EM50	soc.culture.china_20050203.0639-E21-30
EM51	soc.culture.china_20050203.0639-E14-31
EM52	soc.culture.china_20050203.0639-E14-32
EM53	soc.culture.china_20050203.0639-E22-33
EM54	soc.culture.china_20050203.0639-E22-34
EM55	soc.culture.china_20050203.0639-E20-35
EM56	soc.culture.china_20050203.0639-E23-36
EM57	soc.culture.china_20050203.0639-E25-37
EM58	soc.culture.china_20050203.0639-E26-38
EM59	soc.culture.china_20050203.0639-E25-39
EM60	soc.culture.china_20050203.0639-E50-40
EM61	soc.culture.china_20050203.0639-E25-41
EM62	soc.culture.china_20050203.0639-E25-42
EM63	soc.culture.china_20050203.0639-E25-43
EM64	soc.culture.china_20050203.0639-E25-44
EM65	soc.culture.china_20050203.0639-E26-45
EM66	soc.culture.china_20050203.0639-E26-46
EM67	soc.culture.china_20050203.0639-E27-47
EM68	soc.culture.china_20050203.0639-E27-48
EM69	soc.culture.china_20050203.0639-E28-49
EM70	soc.culture.china_20050203.0639-E28-50
EM71	soc.culture.china_20050203.0639-E28-51
EM72	soc.culture.china_20050203.0639-E24-52
EM73	soc.culture.china_20050203.0639-E24-53
EM74	soc.culture.china_20050203.0639-E29-54
EM75	soc.culture.china_20050203.0639-E29-55
EM76	soc.culture.china_20050203.0639-E29-56
EM77	soc.culture.china_20050203.0639-E30-57
EM78	soc.culture.china_20050203.0639-E30-58
EM79	soc.culture.china_20050203.0639-E24-59
EM80	soc.culture.china_20050203.0639-E24-60
EM81	soc.culture.china_20050203.0639-E24-61
EM82	soc.culture.china_20050203.0639-E24-62
EM83	soc.culture.china_20050203.0639-E24-63
EM84	soc.culture.china_20050203.0639-E24-64
EM85	soc.culture.china_20050203.0639-E31-65
EM86	soc.culture.china_20050203.0639-E32-66
EM87	soc.culture.china_20050203.0639-E32-67
EM88	soc.culture.china_20050203.0639-E32-68
EM89	soc.culture.china_20050203.0639-E33-69
EM90	soc.culture.china_20050203.0639-E32-70
EM91	soc.culture.china_20050203.0639-E34-71
EM92	soc.culture.china_20050203.0639-E35-72
EM93	soc.culture.china_20050203.0639-E6-73
EM94	soc.culture.china_20050203.0639-E36-74
EM95	soc.culture.china_20050203.0639-E6-75
EM96	soc.culture.china_20050203.0639-E50-76
EM97	soc.culture.china_20050203.0639-E24-77
EM98	soc.culture.china_20050203.0639-E24-78
EM99	soc.culture.china_20050203.0639-E24-79
EM100	soc.culture.china_20050203.0639-E24-80
EM101	soc.culture.china_20050203.0639-E50-81
EM102	soc.culture.china_20050203.0639-E37-82
EM103	soc.culture.china_20050203.0639-E24-83
EM2	soc.culture.china_20050203.0639-E51-84
EM104	soc.culture.china_20050203.0639-E24-85
EM105	soc.culture.china_20050203.0639-E24-86
EM106	soc.culture.china_20050203.0639-E24-87
EM107	soc.culture.china_20050203.0639-E25-88
EM108	soc.culture.china_20050203.0639-E38-89
EM109	soc.culture.china_20050203.0639-E50-90
EM110	soc.culture.china_20050203.0639-E24-91
EM111	soc.culture.china_20050203.0639-E24-92
EM112	soc.culture.china_20050203.0639-E50-93
EM113	soc.culture.china_20050203.0639-E50-94
EM114	soc.culture.china_20050203.0639-E39-95
EM115	soc.culture.china_20050203.0639-E8-96
EM116	soc.culture.china_20050203.0639-E24-97
EM117	soc.culture.china_20050203.0639-E24-98
EM118	soc.culture.china_20050203.0639-E24-99
EM119	soc.culture.china_20050203.0639-E24-100
EM120	soc.culture.china_20050203.0639-E24-101
EM121	soc.culture.china_20050203.0639-E40-102
EM122	soc.culture.china_20050203.0639-E24-103
EM124	soc.culture.china_20050203.0639-E24-104
EM125	soc.culture.china_20050203.0639-E24-105
EM126	soc.culture.china_20050203.0639-E41-106
EM127	soc.culture.china_20050203.0639-E41-107
EM128	soc.culture.china_20050203.0639-E42-108
EM129	soc.culture.china_20050203.0639-E43-109
EM130	soc.culture.china_20050203.0639-E44-110
EM131	soc.culture.china_20050203.0639-E45-111
EM15	soc.culture.china_20050203.0639-E46-112
EM132	soc.culture.china_20050203.0639-E24-113
EM133	soc.culture.china_20050203.0639-E24-114
EM134	soc.culture.china_20050203.0639-E24-115
EM135	soc.culture.china_20050203.0639-E24-116
EM136	soc.culture.china_20050203.0639-E45-117
EM137	soc.culture.china_20050203.0639-E47-118
EM138	soc.culture.china_20050203.0639-E48-119
EM140	soc.culture.china_20050203.0639-E49-120
EM141	soc.culture.china_20050203.0639-E50-121
EM142	soc.culture.china_20050203.0639-E41-122
EM3	soc.culture.china_20050203.0639-E52-123
EM4	soc.culture.china_20050203.0639-E24-124
EM5	soc.culture.china_20050203.0639-E53-125
EM6	soc.culture.china_20050203.0639-E54-126
EM7	soc.culture.china_20050203.0639-E55-127
EM8	soc.culture.china_20050203.0639-E55-128
EM10	soc.culture.china_20050203.0639-E56-129
EM11	soc.culture.china_20050203.0639-E50-130
EM12	soc.culture.china_20050203.0639-E57-131
EM13	soc.culture.china_20050203.0639-E55-132
EM14	soc.culture.china_20050203.0639-E58-133
EM16	soc.culture.china_20050203.0639-E59-134
EM17	soc.culture.china_20050203.0639-E60-135
EM18	soc.culture.china_20050203.0639-E24-136
R1	soc.culture.china_20050203.0639-R1
R2	soc.culture.china_20050203.0639-R2
R3	soc.culture.china_20050203.0639-R3
R4	soc.culture.china_20050203.0639-R4
R5	soc.culture.china_20050203.0639-R5
R6	soc.culture.china_20050203.0639-R6
R7	soc.culture.china_20050203.0639-R7
R8	soc.culture.china_20050203.0639-R8
R10	soc.culture.china_20050203.0639-R9
R11	soc.culture.china_20050203.0639-R10
R12	soc.culture.china_20050203.0639-R11
R13	soc.culture.china_20050203.0639-R12
R14	soc.culture.china_20050203.0639-R13
R4	soc.culture.china_20050203.0639-R14
R11	soc.culture.china_20050203.0639-R15
RM1	soc.culture.china_20050203.0639-R1-1
RM2	soc.culture.china_20050203.0639-R2-1
RM3	soc.culture.china_20050203.0639-R3-1
RM4	soc.culture.china_20050203.0639-R4-1
RM5	soc.culture.china_20050203.0639-R5-1
RM6	soc.culture.china_20050203.0639-R6-1
RM7	soc.culture.china_20050203.0639-R7-1
RM8	soc.culture.china_20050203.0639-R8-1
RM10	soc.culture.china_20050203.0639-R9-1
RM11	soc.culture.china_20050203.0639-R14-1
RM12	soc.culture.china_20050203.0639-R10-1
RM13	soc.culture.china_20050203.0639-R11-1
RM14	soc.culture.china_20050203.0639-R12-1
RM16	soc.culture.china_20050203.0639-R10-2
RM17	soc.culture.china_20050203.0639-R13-1
V1	soc.culture.china_20050203.0639-EV1
V2	soc.culture.china_20050203.0639-EV2
V4	soc.culture.china_20050203.0639-EV3
V3	soc.culture.china_20050203.0639-EV4
V7	soc.culture.china_20050203.0639-EV5
VM10	soc.culture.china_20050203.0639-EV1-1
VM14	soc.culture.china_20050203.0639-EV1-2
VM15	soc.culture.china_20050203.0639-EV1-3
VM16	soc.culture.china_20050203.0639-EV1-4
VM17	soc.culture.china_20050203.0639-EV1-5
VM18	soc.culture.china_20050203.0639-EV1-6
VM19	soc.culture.china_20050203.0639-EV3-1
VM1	soc.culture.china_20050203.0639-EV1-7
VM2	soc.culture.china_20050203.0639-EV2-1
VM20	soc.culture.china_20050203.0639-EV1-8
VM4	soc.culture.china_20050203.0639-EV1-9
VM3	soc.culture.china_20050203.0639-EV4-1
VM5	soc.culture.china_20050203.0639-EV1-10
VM6	soc.culture.china_20050203.0639-EV1-11
VM7	soc.culture.china_20050203.0639-EV1-12
VM8	soc.culture.china_20050203.0639-EV1-13
VM9	soc.culture.china_20050203.0639-EV1-14
VM21	soc.culture.china_20050203.0639-EV1-15
VM22	soc.culture.china_20050203.0639-EV1-16
VM24	soc.culture.china_20050203.0639-EV2-2
VM23	soc.culture.china_20050203.0639-EV5-1
VM11	soc.culture.china_20050203.0639-EV1-17
VM12	soc.culture.china_20050203.0639-EV2-3
VM13	soc.culture.china_20050203.0639-EV4-2
Q1	soc.culture.china_20050203.0639-T1
Q2	soc.culture.china_20050203.0639-T2
Q3	soc.culture.china_20050203.0639-V1
Q4	soc.culture.china_20050203.0639-T3
Q5	soc.culture.china_20050203.0639-T4
Q6	soc.culture.china_20050203.0639-T5
Q7	soc.culture.china_20050203.0639-T6
Q8	soc.culture.china_20050203.0639-T7
Q9	soc.culture.china_20050203.0639-T8
Q10	soc.culture.china_20050203.0639-T9
Q11	soc.culture.china_20050203.0639-T10
Q12	soc.culture.china_20050203.0639-T11
Q13	soc.culture.china_20050203.0639-T12
Q15	soc.culture.china_20050203.0639-T13
Q14	soc.culture.china_20050203.0639-T14
QM3	soc.culture.china_20050203.0639-V1-1
