CE7	alt.gossip.celebrities_20041118.2331-CE1
E33	alt.gossip.celebrities_20041118.2331-E24
E34	alt.gossip.celebrities_20041118.2331-E25
E35	alt.gossip.celebrities_20041118.2331-E26
E36	alt.gossip.celebrities_20041118.2331-E27
E37	alt.gossip.celebrities_20041118.2331-E28
E38	alt.gossip.celebrities_20041118.2331-E29
E39	alt.gossip.celebrities_20041118.2331-E30
E40	alt.gossip.celebrities_20041118.2331-E31
E41	alt.gossip.celebrities_20041118.2331-E32
E42	alt.gossip.celebrities_20041118.2331-E33
E43	alt.gossip.celebrities_20041118.2331-E34
E44	alt.gossip.celebrities_20041118.2331-E35
E45	alt.gossip.celebrities_20041118.2331-E36
E2	alt.gossip.celebrities_20041118.2331-E37
E3	alt.gossip.celebrities_20041118.2331-E38
E5	alt.gossip.celebrities_20041118.2331-E39
E6	alt.gossip.celebrities_20041118.2331-E40
E7	alt.gossip.celebrities_20041118.2331-E41
E8	alt.gossip.celebrities_20041118.2331-E42
EM1	alt.gossip.celebrities_20041118.2331-E22-1
EM24	alt.gossip.celebrities_20041118.2331-E2-2
EM25	alt.gossip.celebrities_20041118.2331-E3-3
EM26	alt.gossip.celebrities_20041118.2331-E37-4
EM27	alt.gossip.celebrities_20041118.2331-E37-5
EM28	alt.gossip.celebrities_20041118.2331-E4-6
EM29	alt.gossip.celebrities_20041118.2331-E5-7
EM30	alt.gossip.celebrities_20041118.2331-E5-8
EM31	alt.gossip.celebrities_20041118.2331-E37-9
EM32	alt.gossip.celebrities_20041118.2331-E37-10
EM33	alt.gossip.celebrities_20041118.2331-E37-11
EM34	alt.gossip.celebrities_20041118.2331-E5-12
EM35	alt.gossip.celebrities_20041118.2331-E6-13
EM36	alt.gossip.celebrities_20041118.2331-E7-14
EM37	alt.gossip.celebrities_20041118.2331-E6-15
EM38	alt.gossip.celebrities_20041118.2331-E8-16
EM39	alt.gossip.celebrities_20041118.2331-E9-17
EM40	alt.gossip.celebrities_20041118.2331-E40-18
EM41	alt.gossip.celebrities_20041118.2331-E10-19
EM42	alt.gossip.celebrities_20041118.2331-E5-20
EM43	alt.gossip.celebrities_20041118.2331-E37-21
EM44	alt.gossip.celebrities_20041118.2331-E11-22
EM45	alt.gossip.celebrities_20041118.2331-E40-23
EM46	alt.gossip.celebrities_20041118.2331-E12-24
EM47	alt.gossip.celebrities_20041118.2331-E12-25
EM48	alt.gossip.celebrities_20041118.2331-E13-26
EM49	alt.gossip.celebrities_20041118.2331-E40-27
EM50	alt.gossip.celebrities_20041118.2331-E14-28
EM51	alt.gossip.celebrities_20041118.2331-E15-29
EM52	alt.gossip.celebrities_20041118.2331-E15-30
EM53	alt.gossip.celebrities_20041118.2331-E15-31
EM54	alt.gossip.celebrities_20041118.2331-E16-32
EM55	alt.gossip.celebrities_20041118.2331-E17-33
EM56	alt.gossip.celebrities_20041118.2331-E18-34
EM57	alt.gossip.celebrities_20041118.2331-E19-35
EM58	alt.gossip.celebrities_20041118.2331-E18-36
EM59	alt.gossip.celebrities_20041118.2331-E20-37
EM60	alt.gossip.celebrities_20041118.2331-E20-38
EM61	alt.gossip.celebrities_20041118.2331-E40-39
EM62	alt.gossip.celebrities_20041118.2331-E40-40
EM63	alt.gossip.celebrities_20041118.2331-E21-41
EM64	alt.gossip.celebrities_20041118.2331-E20-42
EM66	alt.gossip.celebrities_20041118.2331-E23-43
EM65	alt.gossip.celebrities_20041118.2331-E24-44
EM67	alt.gossip.celebrities_20041118.2331-E37-45
EM68	alt.gossip.celebrities_20041118.2331-E25-46
EM69	alt.gossip.celebrities_20041118.2331-E26-47
EM70	alt.gossip.celebrities_20041118.2331-E27-48
EM71	alt.gossip.celebrities_20041118.2331-E28-49
EM72	alt.gossip.celebrities_20041118.2331-E29-50
EM73	alt.gossip.celebrities_20041118.2331-E26-51
EM74	alt.gossip.celebrities_20041118.2331-E38-52
EM75	alt.gossip.celebrities_20041118.2331-E37-53
EM76	alt.gossip.celebrities_20041118.2331-E37-54
EM77	alt.gossip.celebrities_20041118.2331-E30-55
EM78	alt.gossip.celebrities_20041118.2331-E31-56
EM79	alt.gossip.celebrities_20041118.2331-E38-57
EM80	alt.gossip.celebrities_20041118.2331-E37-58
EM81	alt.gossip.celebrities_20041118.2331-E32-59
EM82	alt.gossip.celebrities_20041118.2331-E33-60
EM83	alt.gossip.celebrities_20041118.2331-E34-61
EM84	alt.gossip.celebrities_20041118.2331-E35-62
EM85	alt.gossip.celebrities_20041118.2331-E36-63
EM2	alt.gossip.celebrities_20041118.2331-E37-64
EM3	alt.gossip.celebrities_20041118.2331-E38-65
EM4	alt.gossip.celebrities_20041118.2331-E22-66
EM5	alt.gossip.celebrities_20041118.2331-E37-67
EM6	alt.gossip.celebrities_20041118.2331-E39-68
EM7	alt.gossip.celebrities_20041118.2331-E37-69
EM8	alt.gossip.celebrities_20041118.2331-E22-70
EM9	alt.gossip.celebrities_20041118.2331-E40-71
EM10	alt.gossip.celebrities_20041118.2331-E37-72
EM11	alt.gossip.celebrities_20041118.2331-E22-73
EM12	alt.gossip.celebrities_20041118.2331-E37-74
EM13	alt.gossip.celebrities_20041118.2331-E37-75
EM14	alt.gossip.celebrities_20041118.2331-E37-76
EM15	alt.gossip.celebrities_20041118.2331-E37-77
EM16	alt.gossip.celebrities_20041118.2331-E37-78
EM17	alt.gossip.celebrities_20041118.2331-E38-79
EM18	alt.gossip.celebrities_20041118.2331-E38-80
EM19	alt.gossip.celebrities_20041118.2331-E41-81
EM20	alt.gossip.celebrities_20041118.2331-E38-82
EM21	alt.gossip.celebrities_20041118.2331-E42-83
EM22	alt.gossip.celebrities_20041118.2331-E40-84
EM23	alt.gossip.celebrities_20041118.2331-E1-85
R1	alt.gossip.celebrities_20041118.2331-R1
R2	alt.gossip.celebrities_20041118.2331-R2
R3	alt.gossip.celebrities_20041118.2331-R3
R4	alt.gossip.celebrities_20041118.2331-R4
R5	alt.gossip.celebrities_20041118.2331-R5
R6	alt.gossip.celebrities_20041118.2331-R6
R7	alt.gossip.celebrities_20041118.2331-R7
R8	alt.gossip.celebrities_20041118.2331-R8
RM1	alt.gossip.celebrities_20041118.2331-R1-1
RM2	alt.gossip.celebrities_20041118.2331-R2-1
RM3	alt.gossip.celebrities_20041118.2331-R3-1
RM4	alt.gossip.celebrities_20041118.2331-R4-1
RM5	alt.gossip.celebrities_20041118.2331-R5-1
RM6	alt.gossip.celebrities_20041118.2331-R6-1
RM7	alt.gossip.celebrities_20041118.2331-R7-1
RM8	alt.gossip.celebrities_20041118.2331-R8-1
V1	alt.gossip.celebrities_20041118.2331-EV1
VM1	alt.gossip.celebrities_20041118.2331-EV1-1
Q1	alt.gossip.celebrities_20041118.2331-T1
Q2	alt.gossip.celebrities_20041118.2331-T2
Q3	alt.gossip.celebrities_20041118.2331-T3
Q4	alt.gossip.celebrities_20041118.2331-T4
Q5	alt.gossip.celebrities_20041118.2331-T5
Q6	alt.gossip.celebrities_20041118.2331-T6
Q7	alt.gossip.celebrities_20041118.2331-T7
Q8	alt.gossip.celebrities_20041118.2331-T8
Q9	alt.gossip.celebrities_20041118.2331-T9
Q10	alt.gossip.celebrities_20041118.2331-T10
Q11	alt.gossip.celebrities_20041118.2331-T11
Q12	alt.gossip.celebrities_20041118.2331-T12
Q13	alt.gossip.celebrities_20041118.2331-T13
Q14	alt.gossip.celebrities_20041118.2331-T14
Q15	alt.gossip.celebrities_20041118.2331-T15
Q16	alt.gossip.celebrities_20041118.2331-T16
