CE13	alt.atheism_20041104.2428-CE1
E25	alt.atheism_20041104.2428-E8
E26	alt.atheism_20041104.2428-E9
E27	alt.atheism_20041104.2428-E10
E28	alt.atheism_20041104.2428-E11
E29	alt.atheism_20041104.2428-E12
E30	alt.atheism_20041104.2428-E13
E31	alt.atheism_20041104.2428-E14
E32	alt.atheism_20041104.2428-E15
E33	alt.atheism_20041104.2428-E16
E34	alt.atheism_20041104.2428-E17
E35	alt.atheism_20041104.2428-E18
E1	alt.atheism_20041104.2428-E19
E38	alt.atheism_20041104.2428-E20
E39	alt.atheism_20041104.2428-E21
E40	alt.atheism_20041104.2428-E22
E41	alt.atheism_20041104.2428-E23
E42	alt.atheism_20041104.2428-E24
E43	alt.atheism_20041104.2428-E25
E44	alt.atheism_20041104.2428-E26
E45	alt.atheism_20041104.2428-E27
E46	alt.atheism_20041104.2428-E28
E47	alt.atheism_20041104.2428-E29
E48	alt.atheism_20041104.2428-E30
E49	alt.atheism_20041104.2428-E31
E50	alt.atheism_20041104.2428-E32
E51	alt.atheism_20041104.2428-E33
E52	alt.atheism_20041104.2428-E34
E53	alt.atheism_20041104.2428-E35
E54	alt.atheism_20041104.2428-E36
E55	alt.atheism_20041104.2428-E37
E56	alt.atheism_20041104.2428-E38
E57	alt.atheism_20041104.2428-E39
E59	alt.atheism_20041104.2428-E40
E60	alt.atheism_20041104.2428-E41
E61	alt.atheism_20041104.2428-E42
E62	alt.atheism_20041104.2428-E43
E63	alt.atheism_20041104.2428-E44
E64	alt.atheism_20041104.2428-E45
E65	alt.atheism_20041104.2428-E46
E66	alt.atheism_20041104.2428-E47
E67	alt.atheism_20041104.2428-E48
E68	alt.atheism_20041104.2428-E49
E69	alt.atheism_20041104.2428-E50
E70	alt.atheism_20041104.2428-E51
E71	alt.atheism_20041104.2428-E52
E72	alt.atheism_20041104.2428-E53
E73	alt.atheism_20041104.2428-E54
E74	alt.atheism_20041104.2428-E55
E75	alt.atheism_20041104.2428-E56
E76	alt.atheism_20041104.2428-E57
E77	alt.atheism_20041104.2428-E58
E79	alt.atheism_20041104.2428-E59
E2	alt.atheism_20041104.2428-E60
E80	alt.atheism_20041104.2428-E61
E81	alt.atheism_20041104.2428-E62
E82	alt.atheism_20041104.2428-E63
E83	alt.atheism_20041104.2428-E64
E84	alt.atheism_20041104.2428-E65
E85	alt.atheism_20041104.2428-E66
E86	alt.atheism_20041104.2428-E67
E87	alt.atheism_20041104.2428-E68
E89	alt.atheism_20041104.2428-E69
E90	alt.atheism_20041104.2428-E70
E91	alt.atheism_20041104.2428-E71
E92	alt.atheism_20041104.2428-E72
E93	alt.atheism_20041104.2428-E73
E95	alt.atheism_20041104.2428-E74
E3	alt.atheism_20041104.2428-E75
E4	alt.atheism_20041104.2428-E76
E5	alt.atheism_20041104.2428-E77
E6	alt.atheism_20041104.2428-E78
E8	alt.atheism_20041104.2428-E79
E10	alt.atheism_20041104.2428-E80
E12	alt.atheism_20041104.2428-E81
E13	alt.atheism_20041104.2428-E82
E14	alt.atheism_20041104.2428-E83
E15	alt.atheism_20041104.2428-E84
E16	alt.atheism_20041104.2428-E85
E17	alt.atheism_20041104.2428-E86
EM1	alt.atheism_20041104.2428-E19-1
EM16	alt.atheism_20041104.2428-E1-2
EM17	alt.atheism_20041104.2428-E2-3
EM18	alt.atheism_20041104.2428-E2-4
EM19	alt.atheism_20041104.2428-E3-5
EM20	alt.atheism_20041104.2428-E4-6
EM21	alt.atheism_20041104.2428-E5-7
EM22	alt.atheism_20041104.2428-E6-8
EM23	alt.atheism_20041104.2428-E3-9
EM24	alt.atheism_20041104.2428-E7-10
EM26	alt.atheism_20041104.2428-E8-11
EM25	alt.atheism_20041104.2428-E86-12
EM27	alt.atheism_20041104.2428-E86-13
EM28	alt.atheism_20041104.2428-E86-14
EM29	alt.atheism_20041104.2428-E9-15
EM30	alt.atheism_20041104.2428-E10-16
EM31	alt.atheism_20041104.2428-E9-17
EM32	alt.atheism_20041104.2428-E11-18
EM33	alt.atheism_20041104.2428-E9-19
EM34	alt.atheism_20041104.2428-E9-20
EM35	alt.atheism_20041104.2428-E12-21
EM36	alt.atheism_20041104.2428-E86-22
EM37	alt.atheism_20041104.2428-E86-23
EM38	alt.atheism_20041104.2428-E86-24
EM39	alt.atheism_20041104.2428-E84-25
EM40	alt.atheism_20041104.2428-E84-26
EM41	alt.atheism_20041104.2428-E13-27
EM42	alt.atheism_20041104.2428-E14-28
EM43	alt.atheism_20041104.2428-E15-29
EM44	alt.atheism_20041104.2428-E15-30
EM45	alt.atheism_20041104.2428-E14-31
EM46	alt.atheism_20041104.2428-E15-32
EM47	alt.atheism_20041104.2428-E15-33
EM48	alt.atheism_20041104.2428-E16-34
EM49	alt.atheism_20041104.2428-E14-35
EM50	alt.atheism_20041104.2428-E17-36
EM51	alt.atheism_20041104.2428-E17-37
EM52	alt.atheism_20041104.2428-E84-38
EM53	alt.atheism_20041104.2428-E84-39
EM54	alt.atheism_20041104.2428-E84-40
EM55	alt.atheism_20041104.2428-E18-41
EM56	alt.atheism_20041104.2428-E20-42
EM57	alt.atheism_20041104.2428-E84-43
EM58	alt.atheism_20041104.2428-E82-44
EM59	alt.atheism_20041104.2428-E83-45
EM60	alt.atheism_20041104.2428-E84-46
EM61	alt.atheism_20041104.2428-E21-47
EM62	alt.atheism_20041104.2428-E22-48
EM63	alt.atheism_20041104.2428-E23-49
EM64	alt.atheism_20041104.2428-E23-50
EM65	alt.atheism_20041104.2428-E24-51
EM66	alt.atheism_20041104.2428-E23-52
EM67	alt.atheism_20041104.2428-E25-53
EM68	alt.atheism_20041104.2428-E26-54
EM69	alt.atheism_20041104.2428-E27-55
EM70	alt.atheism_20041104.2428-E28-56
EM71	alt.atheism_20041104.2428-E29-57
EM72	alt.atheism_20041104.2428-E30-58
EM73	alt.atheism_20041104.2428-E31-59
EM74	alt.atheism_20041104.2428-E32-60
EM75	alt.atheism_20041104.2428-E31-61
EM76	alt.atheism_20041104.2428-E33-62
EM77	alt.atheism_20041104.2428-E34-63
EM78	alt.atheism_20041104.2428-E35-64
EM79	alt.atheism_20041104.2428-E35-65
EM80	alt.atheism_20041104.2428-E35-66
EM81	alt.atheism_20041104.2428-E36-67
EM82	alt.atheism_20041104.2428-E37-68
EM83	alt.atheism_20041104.2428-E38-69
EM84	alt.atheism_20041104.2428-E39-70
EM85	alt.atheism_20041104.2428-E38-71
EM86	alt.atheism_20041104.2428-E39-72
EM87	alt.atheism_20041104.2428-E60-73
EM88	alt.atheism_20041104.2428-E40-74
EM89	alt.atheism_20041104.2428-E41-75
EM90	alt.atheism_20041104.2428-E42-76
EM91	alt.atheism_20041104.2428-E43-77
EM2	alt.atheism_20041104.2428-E75-78
EM92	alt.atheism_20041104.2428-E19-79
EM94	alt.atheism_20041104.2428-E45-80
EM95	alt.atheism_20041104.2428-E60-81
EM96	alt.atheism_20041104.2428-E46-82
EM97	alt.atheism_20041104.2428-E47-83
EM93	alt.atheism_20041104.2428-E48-84
EM98	alt.atheism_20041104.2428-E49-85
EM99	alt.atheism_20041104.2428-E49-86
EM100	alt.atheism_20041104.2428-E50-87
EM101	alt.atheism_20041104.2428-E51-88
EM102	alt.atheism_20041104.2428-E52-89
EM103	alt.atheism_20041104.2428-E53-90
EM104	alt.atheism_20041104.2428-E45-91
EM105	alt.atheism_20041104.2428-E44-92
EM106	alt.atheism_20041104.2428-E29-93
EM107	alt.atheism_20041104.2428-E60-94
EM108	alt.atheism_20041104.2428-E54-95
EM109	alt.atheism_20041104.2428-E35-96
EM110	alt.atheism_20041104.2428-E55-97
EM111	alt.atheism_20041104.2428-E56-98
EM112	alt.atheism_20041104.2428-E76-99
EM113	alt.atheism_20041104.2428-E57-100
EM115	alt.atheism_20041104.2428-E58-101
EM116	alt.atheism_20041104.2428-E44-102
EM117	alt.atheism_20041104.2428-E76-103
EM118	alt.atheism_20041104.2428-E55-104
EM119	alt.atheism_20041104.2428-E44-105
EM120	alt.atheism_20041104.2428-E44-106
EM121	alt.atheism_20041104.2428-E44-107
EM122	alt.atheism_20041104.2428-E60-108
EM123	alt.atheism_20041104.2428-E14-109
EM124	alt.atheism_20041104.2428-E60-110
EM125	alt.atheism_20041104.2428-E44-111
EM126	alt.atheism_20041104.2428-E54-112
EM127	alt.atheism_20041104.2428-E55-113
EM128	alt.atheism_20041104.2428-E54-114
EM129	alt.atheism_20041104.2428-E29-115
EM130	alt.atheism_20041104.2428-E54-116
EM131	alt.atheism_20041104.2428-E59-117
EM132	alt.atheism_20041104.2428-E29-118
EM133	alt.atheism_20041104.2428-E44-119
EM134	alt.atheism_20041104.2428-E19-120
EM135	alt.atheism_20041104.2428-E44-121
EM136	alt.atheism_20041104.2428-E29-122
EM137	alt.atheism_20041104.2428-E61-123
EM138	alt.atheism_20041104.2428-E62-124
EM139	alt.atheism_20041104.2428-E62-125
EM140	alt.atheism_20041104.2428-E19-126
EM141	alt.atheism_20041104.2428-E63-127
EM142	alt.atheism_20041104.2428-E64-128
EM143	alt.atheism_20041104.2428-E63-129
EM144	alt.atheism_20041104.2428-E65-130
EM145	alt.atheism_20041104.2428-E66-131
EM146	alt.atheism_20041104.2428-E65-132
EM147	alt.atheism_20041104.2428-E44-133
EM148	alt.atheism_20041104.2428-E67-134
EM149	alt.atheism_20041104.2428-E67-135
EM150	alt.atheism_20041104.2428-E68-136
EM151	alt.atheism_20041104.2428-E55-137
EM152	alt.atheism_20041104.2428-E54-138
EM154	alt.atheism_20041104.2428-E69-139
EM155	alt.atheism_20041104.2428-E70-140
EM156	alt.atheism_20041104.2428-E71-141
EM157	alt.atheism_20041104.2428-E55-142
EM158	alt.atheism_20041104.2428-E54-143
EM159	alt.atheism_20041104.2428-E72-144
EM160	alt.atheism_20041104.2428-E73-145
EM153	alt.atheism_20041104.2428-E74-146
EM161	alt.atheism_20041104.2428-E44-147
EM3	alt.atheism_20041104.2428-E76-148
EM4	alt.atheism_20041104.2428-E77-149
EM5	alt.atheism_20041104.2428-E77-150
EM6	alt.atheism_20041104.2428-E78-151
EM7	alt.atheism_20041104.2428-E79-152
EM8	alt.atheism_20041104.2428-E80-153
EM9	alt.atheism_20041104.2428-E81-154
EM10	alt.atheism_20041104.2428-E77-155
EM11	alt.atheism_20041104.2428-E82-156
EM12	alt.atheism_20041104.2428-E83-157
EM13	alt.atheism_20041104.2428-E84-158
EM14	alt.atheism_20041104.2428-E85-159
EM15	alt.atheism_20041104.2428-E86-160
R1	alt.atheism_20041104.2428-R1
R2	alt.atheism_20041104.2428-R2
R3	alt.atheism_20041104.2428-R3
R4	alt.atheism_20041104.2428-R4
R5	alt.atheism_20041104.2428-R5
R6	alt.atheism_20041104.2428-R6
R7	alt.atheism_20041104.2428-R7
R8	alt.atheism_20041104.2428-R8
R9	alt.atheism_20041104.2428-R9
R10	alt.atheism_20041104.2428-R10
R11	alt.atheism_20041104.2428-R11
R12	alt.atheism_20041104.2428-R12
R13	alt.atheism_20041104.2428-R13
R14	alt.atheism_20041104.2428-R14
R15	alt.atheism_20041104.2428-R15
R16	alt.atheism_20041104.2428-R16
R17	alt.atheism_20041104.2428-R17
RM1	alt.atheism_20041104.2428-R1-1
RM2	alt.atheism_20041104.2428-R2-1
RM3	alt.atheism_20041104.2428-R3-1
RM4	alt.atheism_20041104.2428-R4-1
RM5	alt.atheism_20041104.2428-R5-1
RM6	alt.atheism_20041104.2428-R6-1
RM7	alt.atheism_20041104.2428-R7-1
RM8	alt.atheism_20041104.2428-R8-1
RM9	alt.atheism_20041104.2428-R9-1
RM10	alt.atheism_20041104.2428-R10-1
RM11	alt.atheism_20041104.2428-R11-1
RM12	alt.atheism_20041104.2428-R12-1
RM13	alt.atheism_20041104.2428-R13-1
RM14	alt.atheism_20041104.2428-R14-1
RM15	alt.atheism_20041104.2428-R15-1
RM16	alt.atheism_20041104.2428-R16-1
RM17	alt.atheism_20041104.2428-R17-1
V1	alt.atheism_20041104.2428-EV1
V2	alt.atheism_20041104.2428-EV2
V3	alt.atheism_20041104.2428-EV3
V4	alt.atheism_20041104.2428-EV4
V5	alt.atheism_20041104.2428-EV5
V6	alt.atheism_20041104.2428-EV6
V7	alt.atheism_20041104.2428-EV7
V8	alt.atheism_20041104.2428-EV8
V9	alt.atheism_20041104.2428-EV9
V10	alt.atheism_20041104.2428-EV10
V11	alt.atheism_20041104.2428-EV11
V12	alt.atheism_20041104.2428-EV12
V13	alt.atheism_20041104.2428-EV13
V14	alt.atheism_20041104.2428-EV14
V15	alt.atheism_20041104.2428-EV15
VM1	alt.atheism_20041104.2428-EV1-1
VM2	alt.atheism_20041104.2428-EV2-1
VM3	alt.atheism_20041104.2428-EV3-1
VM4	alt.atheism_20041104.2428-EV4-1
VM5	alt.atheism_20041104.2428-EV5-1
VM6	alt.atheism_20041104.2428-EV6-1
VM7	alt.atheism_20041104.2428-EV7-1
VM8	alt.atheism_20041104.2428-EV8-1
VM9	alt.atheism_20041104.2428-EV9-1
VM10	alt.atheism_20041104.2428-EV10-1
VM12	alt.atheism_20041104.2428-EV11-1
VM13	alt.atheism_20041104.2428-EV12-1
VM14	alt.atheism_20041104.2428-EV13-1
VM15	alt.atheism_20041104.2428-EV14-1
VM16	alt.atheism_20041104.2428-EV15-1
Q1	alt.atheism_20041104.2428-T1
Q2	alt.atheism_20041104.2428-T2
Q3	alt.atheism_20041104.2428-T3
Q4	alt.atheism_20041104.2428-T4
Q5	alt.atheism_20041104.2428-V1
Q6	alt.atheism_20041104.2428-T5
Q7	alt.atheism_20041104.2428-T6
Q8	alt.atheism_20041104.2428-T7
Q9	alt.atheism_20041104.2428-T8
Q10	alt.atheism_20041104.2428-T9
Q11	alt.atheism_20041104.2428-T10
Q12	alt.atheism_20041104.2428-V2
Q13	alt.atheism_20041104.2428-T11
Q14	alt.atheism_20041104.2428-T12
Q15	alt.atheism_20041104.2428-V3
Q16	alt.atheism_20041104.2428-T13
Q17	alt.atheism_20041104.2428-T14
Q18	alt.atheism_20041104.2428-V4
Q19	alt.atheism_20041104.2428-T15
Q20	alt.atheism_20041104.2428-T16
Q21	alt.atheism_20041104.2428-T17
Q22	alt.atheism_20041104.2428-V5
Q23	alt.atheism_20041104.2428-T18
Q24	alt.atheism_20041104.2428-T19
Q25	alt.atheism_20041104.2428-T20
Q26	alt.atheism_20041104.2428-V6
Q27	alt.atheism_20041104.2428-T21
Q28	alt.atheism_20041104.2428-T22
Q29	alt.atheism_20041104.2428-V7
Q30	alt.atheism_20041104.2428-T23
Q31	alt.atheism_20041104.2428-T24
QM5	alt.atheism_20041104.2428-V1-1
QM12	alt.atheism_20041104.2428-V2-1
QM15	alt.atheism_20041104.2428-V3-1
QM18	alt.atheism_20041104.2428-V4-1
QM22	alt.atheism_20041104.2428-V5-1
QM26	alt.atheism_20041104.2428-V6-1
QM29	alt.atheism_20041104.2428-V7-1
