CE13	rec.travel.cruises_20050216.1636-CE1
EM27	rec.travel.cruises_20050216.1636-E7-10
EM28	rec.travel.cruises_20050216.1636-E7-11
EM29	rec.travel.cruises_20050216.1636-E41-12
EM30	rec.travel.cruises_20050216.1636-E41-13
EM31	rec.travel.cruises_20050216.1636-E40-14
EM32	rec.travel.cruises_20050216.1636-E39-15
EM33	rec.travel.cruises_20050216.1636-E8-16
EM34	rec.travel.cruises_20050216.1636-E9-17
EM35	rec.travel.cruises_20050216.1636-E9-18
EM36	rec.travel.cruises_20050216.1636-E10-19
EM37	rec.travel.cruises_20050216.1636-E10-20
EM38	rec.travel.cruises_20050216.1636-E11-21
EM40	rec.travel.cruises_20050216.1636-E12-22
EM42	rec.travel.cruises_20050216.1636-E12-23
EM43	rec.travel.cruises_20050216.1636-E13-24
EM44	rec.travel.cruises_20050216.1636-E14-25
EM45	rec.travel.cruises_20050216.1636-E15-26
EM46	rec.travel.cruises_20050216.1636-E9-27
EM47	rec.travel.cruises_20050216.1636-E16-28
EM48	rec.travel.cruises_20050216.1636-E16-29
EM49	rec.travel.cruises_20050216.1636-E17-30
EM50	rec.travel.cruises_20050216.1636-E9-31
EM51	rec.travel.cruises_20050216.1636-E9-32
EM52	rec.travel.cruises_20050216.1636-E18-33
EM53	rec.travel.cruises_20050216.1636-E9-34
EM54	rec.travel.cruises_20050216.1636-E19-35
EM55	rec.travel.cruises_20050216.1636-E10-36
EM56	rec.travel.cruises_20050216.1636-E10-37
EM58	rec.travel.cruises_20050216.1636-E20-38
EM59	rec.travel.cruises_20050216.1636-E22-39
EM60	rec.travel.cruises_20050216.1636-E23-40
EM61	rec.travel.cruises_20050216.1636-E23-41
EM62	rec.travel.cruises_20050216.1636-E24-42
EM63	rec.travel.cruises_20050216.1636-E35-43
EM64	rec.travel.cruises_20050216.1636-E25-44
EM65	rec.travel.cruises_20050216.1636-E26-45
EM66	rec.travel.cruises_20050216.1636-E27-46
EM67	rec.travel.cruises_20050216.1636-E27-47
EM68	rec.travel.cruises_20050216.1636-E40-48
EM69	rec.travel.cruises_20050216.1636-E40-49
EM70	rec.travel.cruises_20050216.1636-E28-50
EM71	rec.travel.cruises_20050216.1636-E27-51
EM72	rec.travel.cruises_20050216.1636-E23-52
EM73	rec.travel.cruises_20050216.1636-E23-53
EM74	rec.travel.cruises_20050216.1636-E23-54
EM75	rec.travel.cruises_20050216.1636-E23-55
EM76	rec.travel.cruises_20050216.1636-E29-56
EM77	rec.travel.cruises_20050216.1636-E30-57
EM78	rec.travel.cruises_20050216.1636-E23-58
EM79	rec.travel.cruises_20050216.1636-E27-59
EM80	rec.travel.cruises_20050216.1636-E31-60
EM81	rec.travel.cruises_20050216.1636-E40-61
EM82	rec.travel.cruises_20050216.1636-E28-62
EM83	rec.travel.cruises_20050216.1636-E32-63
EM84	rec.travel.cruises_20050216.1636-E33-64
EM2	rec.travel.cruises_20050216.1636-E35-65
EM85	rec.travel.cruises_20050216.1636-E34-66
EM3	rec.travel.cruises_20050216.1636-E36-67
EM4	rec.travel.cruises_20050216.1636-E35-68
EM5	rec.travel.cruises_20050216.1636-E37-69
EM6	rec.travel.cruises_20050216.1636-E35-70
EM7	rec.travel.cruises_20050216.1636-E38-71
EM8	rec.travel.cruises_20050216.1636-E39-72
EM9	rec.travel.cruises_20050216.1636-E40-73
EM10	rec.travel.cruises_20050216.1636-E41-74
EM11	rec.travel.cruises_20050216.1636-E41-75
EM12	rec.travel.cruises_20050216.1636-E42-76
EM13	rec.travel.cruises_20050216.1636-E43-77
EM14	rec.travel.cruises_20050216.1636-E44-78
EM15	rec.travel.cruises_20050216.1636-E45-79
EM16	rec.travel.cruises_20050216.1636-E46-80
EM17	rec.travel.cruises_20050216.1636-E1-81
R1	rec.travel.cruises_20050216.1636-R1
R3	rec.travel.cruises_20050216.1636-R2
R5	rec.travel.cruises_20050216.1636-R3
R6	rec.travel.cruises_20050216.1636-R4
R7	rec.travel.cruises_20050216.1636-R5
R9	rec.travel.cruises_20050216.1636-R6
R11	rec.travel.cruises_20050216.1636-R7
R12	rec.travel.cruises_20050216.1636-R8
R13	rec.travel.cruises_20050216.1636-R9
R15	rec.travel.cruises_20050216.1636-R10
R17	rec.travel.cruises_20050216.1636-R11
R19	rec.travel.cruises_20050216.1636-R12
RM1	rec.travel.cruises_20050216.1636-R1-1
RM3	rec.travel.cruises_20050216.1636-R2-1
RM5	rec.travel.cruises_20050216.1636-R3-1
RM6	rec.travel.cruises_20050216.1636-R4-1
RM7	rec.travel.cruises_20050216.1636-R5-1
RM9	rec.travel.cruises_20050216.1636-R6-1
RM10	rec.travel.cruises_20050216.1636-R7-1
RM11	rec.travel.cruises_20050216.1636-R8-1
RM12	rec.travel.cruises_20050216.1636-R9-1
RM14	rec.travel.cruises_20050216.1636-R10-1
RM15	rec.travel.cruises_20050216.1636-R11-1
RM16	rec.travel.cruises_20050216.1636-R12-1
V1	rec.travel.cruises_20050216.1636-EV1
V3	rec.travel.cruises_20050216.1636-EV2
V4	rec.travel.cruises_20050216.1636-EV3
V5	rec.travel.cruises_20050216.1636-EV4
V6	rec.travel.cruises_20050216.1636-EV5
V7	rec.travel.cruises_20050216.1636-EV6
VM1	rec.travel.cruises_20050216.1636-EV1-1
VM2	rec.travel.cruises_20050216.1636-EV2-1
VM3	rec.travel.cruises_20050216.1636-EV2-2
VM4	rec.travel.cruises_20050216.1636-EV2-3
VM5	rec.travel.cruises_20050216.1636-EV3-1
VM6	rec.travel.cruises_20050216.1636-EV3-2
VM7	rec.travel.cruises_20050216.1636-EV3-3
VM8	rec.travel.cruises_20050216.1636-EV4-1
VM9	rec.travel.cruises_20050216.1636-EV2-4
VM10	rec.travel.cruises_20050216.1636-EV5-1
VM11	rec.travel.cruises_20050216.1636-EV6-1
Q1	rec.travel.cruises_20050216.1636-T1
Q2	rec.travel.cruises_20050216.1636-T2
Q3	rec.travel.cruises_20050216.1636-T3
Q4	rec.travel.cruises_20050216.1636-T4
Q5	rec.travel.cruises_20050216.1636-T5
Q6	rec.travel.cruises_20050216.1636-T6
Q7	rec.travel.cruises_20050216.1636-T7
Q8	rec.travel.cruises_20050216.1636-T8
Q9	rec.travel.cruises_20050216.1636-T9
Q10	rec.travel.cruises_20050216.1636-T10
Q11	rec.travel.cruises_20050216.1636-T11
Q12	rec.travel.cruises_20050216.1636-T12
Q13	rec.travel.cruises_20050216.1636-T13
Q14	rec.travel.cruises_20050216.1636-T14
Q15	rec.travel.cruises_20050216.1636-V1
Q16	rec.travel.cruises_20050216.1636-V2
Q17	rec.travel.cruises_20050216.1636-T15
QM15	rec.travel.cruises_20050216.1636-V1-1
QM16	rec.travel.cruises_20050216.1636-V2-1
