CE10	NYT_ENG_20030602.0074-CE1
EM48	NYT_ENG_20030602.0074-E8-35
EM49	NYT_ENG_20030602.0074-E19-36
EM50	NYT_ENG_20030602.0074-E12-37
EM51	NYT_ENG_20030602.0074-E11-38
EM52	NYT_ENG_20030602.0074-E11-39
EM53	NYT_ENG_20030602.0074-E20-40
EM54	NYT_ENG_20030602.0074-E21-41
EM55	NYT_ENG_20030602.0074-E23-42
EM2	NYT_ENG_20030602.0074-E24-43
EM5	NYT_ENG_20030602.0074-E26-44
EM6	NYT_ENG_20030602.0074-E27-45
EM8	NYT_ENG_20030602.0074-E28-46
EM11	NYT_ENG_20030602.0074-E30-47
EM13	NYT_ENG_20030602.0074-E31-48
EM14	NYT_ENG_20030602.0074-E28-49
EM15	NYT_ENG_20030602.0074-E25-50
EM16	NYT_ENG_20030602.0074-E32-51
R1	NYT_ENG_20030602.0074-R1
R2	NYT_ENG_20030602.0074-R2
R3	NYT_ENG_20030602.0074-R3
R4	NYT_ENG_20030602.0074-R4
R5	NYT_ENG_20030602.0074-R5
R6	NYT_ENG_20030602.0074-R6
R7	NYT_ENG_20030602.0074-R7
R8	NYT_ENG_20030602.0074-R8
R5	NYT_ENG_20030602.0074-R9
R7	NYT_ENG_20030602.0074-R10
RM1	NYT_ENG_20030602.0074-R1-1
RM2	NYT_ENG_20030602.0074-R2-1
RM3	NYT_ENG_20030602.0074-R3-1
RM4	NYT_ENG_20030602.0074-R4-1
RM6	NYT_ENG_20030602.0074-R6-1
RM8	NYT_ENG_20030602.0074-R5-1
RM9	NYT_ENG_20030602.0074-R7-1
RM10	NYT_ENG_20030602.0074-R8-1
RM11	NYT_ENG_20030602.0074-R9-1
RM12	NYT_ENG_20030602.0074-R10-1
V1	NYT_ENG_20030602.0074-EV1
V2	NYT_ENG_20030602.0074-EV2
V3	NYT_ENG_20030602.0074-EV3
V4	NYT_ENG_20030602.0074-EV4
VM1	NYT_ENG_20030602.0074-EV1-1
VM2	NYT_ENG_20030602.0074-EV2-1
VM3	NYT_ENG_20030602.0074-EV3-1
VM4	NYT_ENG_20030602.0074-EV4-1
VM5	NYT_ENG_20030602.0074-EV4-2
VM6	NYT_ENG_20030602.0074-EV2-2
VM7	NYT_ENG_20030602.0074-EV3-2
Q1	NYT_ENG_20030602.0074-T1
Q2	NYT_ENG_20030602.0074-T2
Q6	NYT_ENG_20030602.0074-T3
Q7	NYT_ENG_20030602.0074-V1
Q8	NYT_ENG_20030602.0074-V2
Q9	NYT_ENG_20030602.0074-T4
Q10	NYT_ENG_20030602.0074-T5
Q11	NYT_ENG_20030602.0074-T6
Q12	NYT_ENG_20030602.0074-V3
Q13	NYT_ENG_20030602.0074-T7
Q14	NYT_ENG_20030602.0074-T8
QM7	NYT_ENG_20030602.0074-V1-1
QM8	NYT_ENG_20030602.0074-V2-1
QM12	NYT_ENG_20030602.0074-V3-1
