CE12	NYT_ENG_20030630.0079-CE1
CE72	NYT_ENG_20030630.0079-CE55
CE73	NYT_ENG_20030630.0079-CE56
CE74	NYT_ENG_20030630.0079-CE57
CE75	NYT_ENG_20030630.0079-CE58
CE76	NYT_ENG_20030630.0079-CE59
CE77	NYT_ENG_20030630.0079-CE60
CE3	NYT_ENG_20030630.0079-CE61
CE78	NYT_ENG_20030630.0079-CE62
CE4	NYT_ENG_20030630.0079-CE63
CE5	NYT_ENG_20030630.0079-CE64
CE7	NYT_ENG_20030630.0079-CE65
CE8	NYT_ENG_20030630.0079-CE66
CE9	NYT_ENG_20030630.0079-CE67
CE10	NYT_ENG_20030630.0079-CE68
CE11	NYT_ENG_20030630.0079-CE69
E16	NYT_ENG_20030630.0079-E1
E17	NYT_ENG_20030630.0079-E2
E18	NYT_ENG_20030630.0079-E3
E19	NYT_ENG_20030630.0079-E4
E20	NYT_ENG_20030630.0079-E5
E21	NYT_ENG_20030630.0079-E6
E99	NYT_ENG_20030630.0079-E7
E23	NYT_ENG_20030630.0079-E8
E25	NYT_ENG_20030630.0079-E9
E100	NYT_ENG_20030630.0079-E10
E27	NYT_ENG_20030630.0079-E11
E28	NYT_ENG_20030630.0079-E12
E29	NYT_ENG_20030630.0079-E13
E30	NYT_ENG_20030630.0079-E14
E31	NYT_ENG_20030630.0079-E15
E33	NYT_ENG_20030630.0079-E16
E34	NYT_ENG_20030630.0079-E17
E36	NYT_ENG_20030630.0079-E18
E37	NYT_ENG_20030630.0079-E19
E38	NYT_ENG_20030630.0079-E20
E39	NYT_ENG_20030630.0079-E21
E40	NYT_ENG_20030630.0079-E22
E41	NYT_ENG_20030630.0079-E23
E42	NYT_ENG_20030630.0079-E24
E1	NYT_ENG_20030630.0079-E25
E101	NYT_ENG_20030630.0079-E26
E45	NYT_ENG_20030630.0079-E27
E46	NYT_ENG_20030630.0079-E28
E47	NYT_ENG_20030630.0079-E29
E102	NYT_ENG_20030630.0079-E30
E48	NYT_ENG_20030630.0079-E31
E49	NYT_ENG_20030630.0079-E32
E50	NYT_ENG_20030630.0079-E33
E103	NYT_ENG_20030630.0079-E34
E53	NYT_ENG_20030630.0079-E35
E54	NYT_ENG_20030630.0079-E36
E55	NYT_ENG_20030630.0079-E37
E56	NYT_ENG_20030630.0079-E38
E57	NYT_ENG_20030630.0079-E39
E58	NYT_ENG_20030630.0079-E40
E59	NYT_ENG_20030630.0079-E41
E60	NYT_ENG_20030630.0079-E42
E61	NYT_ENG_20030630.0079-E43
E62	NYT_ENG_20030630.0079-E44
E63	NYT_ENG_20030630.0079-E45
E64	NYT_ENG_20030630.0079-E46
E65	NYT_ENG_20030630.0079-E47
E67	NYT_ENG_20030630.0079-E48
E68	NYT_ENG_20030630.0079-E49
E69	NYT_ENG_20030630.0079-E50
E70	NYT_ENG_20030630.0079-E51
E71	NYT_ENG_20030630.0079-E52
E104	NYT_ENG_20030630.0079-E53
E73	NYT_ENG_20030630.0079-E54
E74	NYT_ENG_20030630.0079-E55
E75	NYT_ENG_20030630.0079-E56
E76	NYT_ENG_20030630.0079-E57
E77	NYT_ENG_20030630.0079-E58
E78	NYT_ENG_20030630.0079-E59
E79	NYT_ENG_20030630.0079-E60
E80	NYT_ENG_20030630.0079-E61
E105	NYT_ENG_20030630.0079-E62
E82	NYT_ENG_20030630.0079-E63
E83	NYT_ENG_20030630.0079-E64
E84	NYT_ENG_20030630.0079-E65
E86	NYT_ENG_20030630.0079-E66
E87	NYT_ENG_20030630.0079-E67
E88	NYT_ENG_20030630.0079-E68
E89	NYT_ENG_20030630.0079-E69
E90	NYT_ENG_20030630.0079-E70
E91	NYT_ENG_20030630.0079-E71
E93	NYT_ENG_20030630.0079-E72
E2	NYT_ENG_20030630.0079-E73
E94	NYT_ENG_20030630.0079-E74
E95	NYT_ENG_20030630.0079-E75
E96	NYT_ENG_20030630.0079-E76
E97	NYT_ENG_20030630.0079-E77
E98	NYT_ENG_20030630.0079-E78
E106	NYT_ENG_20030630.0079-E79
E107	NYT_ENG_20030630.0079-E80
E108	NYT_ENG_20030630.0079-E81
E109	NYT_ENG_20030630.0079-E82
E110	NYT_ENG_20030630.0079-E83
E111	NYT_ENG_20030630.0079-E84
E112	NYT_ENG_20030630.0079-E85
E114	NYT_ENG_20030630.0079-E86
E115	NYT_ENG_20030630.0079-E87
E117	NYT_ENG_20030630.0079-E88
E118	NYT_ENG_20030630.0079-E89
E119	NYT_ENG_20030630.0079-E90
E120	NYT_ENG_20030630.0079-E91
E121	NYT_ENG_20030630.0079-E92
E3	NYT_ENG_20030630.0079-E93
E123	NYT_ENG_20030630.0079-E94
E122	NYT_ENG_20030630.0079-E95
E4	NYT_ENG_20030630.0079-E96
E5	NYT_ENG_20030630.0079-E97
E6	NYT_ENG_20030630.0079-E98
E7	NYT_ENG_20030630.0079-E99
E9	NYT_ENG_20030630.0079-E100
E10	NYT_ENG_20030630.0079-E101
E11	NYT_ENG_20030630.0079-E102
E12	NYT_ENG_20030630.0079-E103
E13	NYT_ENG_20030630.0079-E104
E14	NYT_ENG_20030630.0079-E105
E15	NYT_ENG_20030630.0079-E106
EM1	NYT_ENG_20030630.0079-E25-1
EM21	NYT_ENG_20030630.0079-E2-2
EM22	NYT_ENG_20030630.0079-E3-3
EM23	NYT_ENG_20030630.0079-E5-4
EM24	NYT_ENG_20030630.0079-E6-5
EM159	NYT_ENG_20030630.0079-E7-6
EM26	NYT_ENG_20030630.0079-E8-7
EM160	NYT_ENG_20030630.0079-E10-8
EM28	NYT_ENG_20030630.0079-E9-9
EM162	NYT_ENG_20030630.0079-E97-10
EM30	NYT_ENG_20030630.0079-E11-11
EM31	NYT_ENG_20030630.0079-E12-12
EM32	NYT_ENG_20030630.0079-E8-13
EM33	NYT_ENG_20030630.0079-E13-14
EM34	NYT_ENG_20030630.0079-E13-15
EM35	NYT_ENG_20030630.0079-E14-16
EM36	NYT_ENG_20030630.0079-E15-17
EM37	NYT_ENG_20030630.0079-E16-18
EM38	NYT_ENG_20030630.0079-E17-19
EM39	NYT_ENG_20030630.0079-E97-20
EM40	NYT_ENG_20030630.0079-E98-21
EM41	NYT_ENG_20030630.0079-E98-22
EM42	NYT_ENG_20030630.0079-E100-23
EM43	NYT_ENG_20030630.0079-E97-24
EM163	NYT_ENG_20030630.0079-E36-25
EM45	NYT_ENG_20030630.0079-E18-26
EM46	NYT_ENG_20030630.0079-E73-27
EM47	NYT_ENG_20030630.0079-E19-28
EM48	NYT_ENG_20030630.0079-E73-29
EM49	NYT_ENG_20030630.0079-E97-30
EM50	NYT_ENG_20030630.0079-E20-31
EM51	NYT_ENG_20030630.0079-E21-32
EM52	NYT_ENG_20030630.0079-E22-33
EM53	NYT_ENG_20030630.0079-E23-34
EM54	NYT_ENG_20030630.0079-E22-35
EM56	NYT_ENG_20030630.0079-E23-36
EM57	NYT_ENG_20030630.0079-E22-37
EM58	NYT_ENG_20030630.0079-E22-38
EM59	NYT_ENG_20030630.0079-E20-39
EM60	NYT_ENG_20030630.0079-E24-40
EM164	NYT_ENG_20030630.0079-E26-41
EM165	NYT_ENG_20030630.0079-E30-42
EM63	NYT_ENG_20030630.0079-E27-43
EM64	NYT_ENG_20030630.0079-E28-44
EM65	NYT_ENG_20030630.0079-E28-45
EM66	NYT_ENG_20030630.0079-E97-46
EM67	NYT_ENG_20030630.0079-E29-47
EM68	NYT_ENG_20030630.0079-E97-48
EM70	NYT_ENG_20030630.0079-E32-49
EM71	NYT_ENG_20030630.0079-E31-50
EM72	NYT_ENG_20030630.0079-E33-51
EM166	NYT_ENG_20030630.0079-E93-52
EM167	NYT_ENG_20030630.0079-E34-53
EM75	NYT_ENG_20030630.0079-E33-54
EM76	NYT_ENG_20030630.0079-E35-55
EM77	NYT_ENG_20030630.0079-E37-56
EM78	NYT_ENG_20030630.0079-E8-57
EM79	NYT_ENG_20030630.0079-E38-58
EM80	NYT_ENG_20030630.0079-E39-59
EM81	NYT_ENG_20030630.0079-E97-60
EM82	NYT_ENG_20030630.0079-E97-61
EM83	NYT_ENG_20030630.0079-E36-62
EM84	NYT_ENG_20030630.0079-E40-63
EM86	NYT_ENG_20030630.0079-E4-64
EM87	NYT_ENG_20030630.0079-E97-65
EM88	NYT_ENG_20030630.0079-E41-66
EM89	NYT_ENG_20030630.0079-E97-67
EM90	NYT_ENG_20030630.0079-E42-68
EM91	NYT_ENG_20030630.0079-E97-69
EM92	NYT_ENG_20030630.0079-E36-70
EM93	NYT_ENG_20030630.0079-E43-71
EM94	NYT_ENG_20030630.0079-E24-72
EM95	NYT_ENG_20030630.0079-E44-73
EM96	NYT_ENG_20030630.0079-E24-74
EM97	NYT_ENG_20030630.0079-E97-75
EM98	NYT_ENG_20030630.0079-E45-76
EM99	NYT_ENG_20030630.0079-E46-77
EM100	NYT_ENG_20030630.0079-E45-78
EM101	NYT_ENG_20030630.0079-E97-79
EM102	NYT_ENG_20030630.0079-E97-80
EM103	NYT_ENG_20030630.0079-E47-81
EM104	NYT_ENG_20030630.0079-E97-82
EM2	NYT_ENG_20030630.0079-E73-83
EM168	NYT_ENG_20030630.0079-E93-84
EM169	NYT_ENG_20030630.0079-E53-85
EM106	NYT_ENG_20030630.0079-E48-86
EM107	NYT_ENG_20030630.0079-E49-87
EM108	NYT_ENG_20030630.0079-E50-88
EM109	NYT_ENG_20030630.0079-E51-89
EM110	NYT_ENG_20030630.0079-E52-90
EM111	NYT_ENG_20030630.0079-E105-91
EM113	NYT_ENG_20030630.0079-E54-92
EM114	NYT_ENG_20030630.0079-E55-93
EM115	NYT_ENG_20030630.0079-E97-94
EM116	NYT_ENG_20030630.0079-E20-95
EM117	NYT_ENG_20030630.0079-E23-96
EM118	NYT_ENG_20030630.0079-E97-97
EM119	NYT_ENG_20030630.0079-E56-98
EM120	NYT_ENG_20030630.0079-E56-99
EM121	NYT_ENG_20030630.0079-E57-100
EM122	NYT_ENG_20030630.0079-E58-101
EM123	NYT_ENG_20030630.0079-E59-102
EM124	NYT_ENG_20030630.0079-E97-103
EM125	NYT_ENG_20030630.0079-E60-104
EM126	NYT_ENG_20030630.0079-E60-105
EM170	NYT_ENG_20030630.0079-E62-106
EM128	NYT_ENG_20030630.0079-E61-107
EM130	NYT_ENG_20030630.0079-E63-108
EM131	NYT_ENG_20030630.0079-E97-109
EM132	NYT_ENG_20030630.0079-E97-110
EM133	NYT_ENG_20030630.0079-E64-111
EM134	NYT_ENG_20030630.0079-E65-112
EM135	NYT_ENG_20030630.0079-E66-113
EM136	NYT_ENG_20030630.0079-E73-114
EM137	NYT_ENG_20030630.0079-E67-115
EM138	NYT_ENG_20030630.0079-E68-116
EM139	NYT_ENG_20030630.0079-E69-117
EM140	NYT_ENG_20030630.0079-E70-118
EM141	NYT_ENG_20030630.0079-E71-119
EM142	NYT_ENG_20030630.0079-E71-120
EM194	NYT_ENG_20030630.0079-E89-121
EM171	NYT_ENG_20030630.0079-E79-122
EM144	NYT_ENG_20030630.0079-E72-123
EM145	NYT_ENG_20030630.0079-E36-124
EM146	NYT_ENG_20030630.0079-E71-125
EM147	NYT_ENG_20030630.0079-E20-126
EM148	NYT_ENG_20030630.0079-E20-127
EM149	NYT_ENG_20030630.0079-E74-128
EM150	NYT_ENG_20030630.0079-E75-129
EM151	NYT_ENG_20030630.0079-E42-130
EM152	NYT_ENG_20030630.0079-E76-131
EM153	NYT_ENG_20030630.0079-E77-132
EM154	NYT_ENG_20030630.0079-E42-133
EM155	NYT_ENG_20030630.0079-E77-134
EM156	NYT_ENG_20030630.0079-E78-135
EM157	NYT_ENG_20030630.0079-E97-136
EM158	NYT_ENG_20030630.0079-E42-137
EM172	NYT_ENG_20030630.0079-E80-138
EM173	NYT_ENG_20030630.0079-E97-139
EM174	NYT_ENG_20030630.0079-E42-140
EM175	NYT_ENG_20030630.0079-E97-141
EM176	NYT_ENG_20030630.0079-E81-142
EM177	NYT_ENG_20030630.0079-E82-143
EM178	NYT_ENG_20030630.0079-E83-144
EM179	NYT_ENG_20030630.0079-E84-145
EM181	NYT_ENG_20030630.0079-E84-146
EM182	NYT_ENG_20030630.0079-E1-147
EM183	NYT_ENG_20030630.0079-E85-148
EM184	NYT_ENG_20030630.0079-E82-149
EM185	NYT_ENG_20030630.0079-E82-150
EM186	NYT_ENG_20030630.0079-E86-151
EM195	NYT_ENG_20030630.0079-E90-152
EM188	NYT_ENG_20030630.0079-E84-153
EM189	NYT_ENG_20030630.0079-E87-154
EM190	NYT_ENG_20030630.0079-E97-155
EM191	NYT_ENG_20030630.0079-E88-156
EM192	NYT_ENG_20030630.0079-E89-157
EM3	NYT_ENG_20030630.0079-E96-158
EM193	NYT_ENG_20030630.0079-E8-159
EM196	NYT_ENG_20030630.0079-E91-160
EM197	NYT_ENG_20030630.0079-E92-161
EM180	NYT_ENG_20030630.0079-E94-162
EM198	NYT_ENG_20030630.0079-E95-163
EM4	NYT_ENG_20030630.0079-E97-164
EM5	NYT_ENG_20030630.0079-E98-165
EM6	NYT_ENG_20030630.0079-E99-166
EM17	NYT_ENG_20030630.0079-E106-167
EM18	NYT_ENG_20030630.0079-E106-168
EM8	NYT_ENG_20030630.0079-E100-169
EM9	NYT_ENG_20030630.0079-E101-170
EM10	NYT_ENG_20030630.0079-E97-171
EM11	NYT_ENG_20030630.0079-E102-172
EM12	NYT_ENG_20030630.0079-E103-173
EM13	NYT_ENG_20030630.0079-E104-174
EM14	NYT_ENG_20030630.0079-E105-175
EM19	NYT_ENG_20030630.0079-E105-176
EM16	NYT_ENG_20030630.0079-E106-177
EM20	NYT_ENG_20030630.0079-E1-178
R2	NYT_ENG_20030630.0079-R1
R3	NYT_ENG_20030630.0079-R2
R4	NYT_ENG_20030630.0079-R3
R5	NYT_ENG_20030630.0079-R4
R6	NYT_ENG_20030630.0079-R5
R7	NYT_ENG_20030630.0079-R6
R8	NYT_ENG_20030630.0079-R7
R9	NYT_ENG_20030630.0079-R8
R10	NYT_ENG_20030630.0079-R9
R11	NYT_ENG_20030630.0079-R10
R12	NYT_ENG_20030630.0079-R11
R13	NYT_ENG_20030630.0079-R12
R15	NYT_ENG_20030630.0079-R13
R18	NYT_ENG_20030630.0079-R14
R19	NYT_ENG_20030630.0079-R15
R20	NYT_ENG_20030630.0079-R16
R21	NYT_ENG_20030630.0079-R17
R22	NYT_ENG_20030630.0079-R18
R23	NYT_ENG_20030630.0079-R19
R24	NYT_ENG_20030630.0079-R20
R26	NYT_ENG_20030630.0079-R21
R27	NYT_ENG_20030630.0079-R22
R28	NYT_ENG_20030630.0079-R23
R29	NYT_ENG_20030630.0079-R24
R30	NYT_ENG_20030630.0079-R25
R31	NYT_ENG_20030630.0079-R26
R32	NYT_ENG_20030630.0079-R27
R33	NYT_ENG_20030630.0079-R28
R34	NYT_ENG_20030630.0079-R29
R36	NYT_ENG_20030630.0079-R30
R37	NYT_ENG_20030630.0079-R31
R19	NYT_ENG_20030630.0079-R32
R41	NYT_ENG_20030630.0079-R33
R42	NYT_ENG_20030630.0079-R34
R43	NYT_ENG_20030630.0079-R35
R44	NYT_ENG_20030630.0079-R36
R45	NYT_ENG_20030630.0079-R37
R46	NYT_ENG_20030630.0079-R38
R47	NYT_ENG_20030630.0079-R39
R48	NYT_ENG_20030630.0079-R40
R49	NYT_ENG_20030630.0079-R41
R50	NYT_ENG_20030630.0079-R42
R52	NYT_ENG_20030630.0079-R43
R53	NYT_ENG_20030630.0079-R44
R54	NYT_ENG_20030630.0079-R45
R55	NYT_ENG_20030630.0079-R46
R56	NYT_ENG_20030630.0079-R47
RM2	NYT_ENG_20030630.0079-R1-1
RM3	NYT_ENG_20030630.0079-R2-1
RM4	NYT_ENG_20030630.0079-R3-1
RM5	NYT_ENG_20030630.0079-R4-1
RM6	NYT_ENG_20030630.0079-R5-1
RM7	NYT_ENG_20030630.0079-R6-1
RM8	NYT_ENG_20030630.0079-R7-1
RM9	NYT_ENG_20030630.0079-R8-1
RM10	NYT_ENG_20030630.0079-R9-1
RM11	NYT_ENG_20030630.0079-R10-1
RM12	NYT_ENG_20030630.0079-R11-1
RM13	NYT_ENG_20030630.0079-R6-2
RM15	NYT_ENG_20030630.0079-R5-2
RM18	NYT_ENG_20030630.0079-R14-1
RM19	NYT_ENG_20030630.0079-R15-1
RM20	NYT_ENG_20030630.0079-R16-1
RM21	NYT_ENG_20030630.0079-R17-1
RM22	NYT_ENG_20030630.0079-R18-1
RM23	NYT_ENG_20030630.0079-R19-1
RM24	NYT_ENG_20030630.0079-R20-1
RM26	NYT_ENG_20030630.0079-R21-1
RM27	NYT_ENG_20030630.0079-R22-1
RM28	NYT_ENG_20030630.0079-R23-1
RM29	NYT_ENG_20030630.0079-R22-2
RM30	NYT_ENG_20030630.0079-R25-1
RM31	NYT_ENG_20030630.0079-R26-1
RM32	NYT_ENG_20030630.0079-R27-1
RM33	NYT_ENG_20030630.0079-R28-1
RM34	NYT_ENG_20030630.0079-R29-1
RM36	NYT_ENG_20030630.0079-R30-1
RM37	NYT_ENG_20030630.0079-R16-2
RM41	NYT_ENG_20030630.0079-R33-1
RM42	NYT_ENG_20030630.0079-R34-1
RM43	NYT_ENG_20030630.0079-R35-1
RM44	NYT_ENG_20030630.0079-R36-1
RM45	NYT_ENG_20030630.0079-R37-1
RM46	NYT_ENG_20030630.0079-R32-1
RM47	NYT_ENG_20030630.0079-R38-1
RM48	NYT_ENG_20030630.0079-R39-1
RM49	NYT_ENG_20030630.0079-R40-1
RM50	NYT_ENG_20030630.0079-R41-1
RM51	NYT_ENG_20030630.0079-R22-3
RM53	NYT_ENG_20030630.0079-R43-1
RM54	NYT_ENG_20030630.0079-R44-1
RM55	NYT_ENG_20030630.0079-R45-1
RM56	NYT_ENG_20030630.0079-R46-1
RM57	NYT_ENG_20030630.0079-R47-1
V1	NYT_ENG_20030630.0079-EV1
V2	NYT_ENG_20030630.0079-EV2
V3	NYT_ENG_20030630.0079-EV3
V4	NYT_ENG_20030630.0079-EV4
V5	NYT_ENG_20030630.0079-EV5
VM1	NYT_ENG_20030630.0079-EV1-1
VM2	NYT_ENG_20030630.0079-EV2-1
VM3	NYT_ENG_20030630.0079-EV3-1
VM4	NYT_ENG_20030630.0079-EV4-1
VM5	NYT_ENG_20030630.0079-EV5-1
Q1	NYT_ENG_20030630.0079-T1
Q2	NYT_ENG_20030630.0079-T2
Q3	NYT_ENG_20030630.0079-T3
Q4	NYT_ENG_20030630.0079-T4
Q5	NYT_ENG_20030630.0079-T5
Q6	NYT_ENG_20030630.0079-T6
Q7	NYT_ENG_20030630.0079-T7
Q8	NYT_ENG_20030630.0079-T8
Q9	NYT_ENG_20030630.0079-T9
Q10	NYT_ENG_20030630.0079-T10
Q11	NYT_ENG_20030630.0079-T11
Q12	NYT_ENG_20030630.0079-T12
Q13	NYT_ENG_20030630.0079-T13
Q14	NYT_ENG_20030630.0079-T14
Q15	NYT_ENG_20030630.0079-T15
Q16	NYT_ENG_20030630.0079-T16
Q17	NYT_ENG_20030630.0079-T17
Q18	NYT_ENG_20030630.0079-T18
Q19	NYT_ENG_20030630.0079-T19
Q20	NYT_ENG_20030630.0079-T20
Q21	NYT_ENG_20030630.0079-T21
Q22	NYT_ENG_20030630.0079-T22
Q23	NYT_ENG_20030630.0079-V1
Q24	NYT_ENG_20030630.0079-T23
QM23	NYT_ENG_20030630.0079-V1-1
