CE10	NYT_ENG_20030403.0008-CE1
E28	NYT_ENG_20030403.0008-E11
E29	NYT_ENG_20030403.0008-E12
E30	NYT_ENG_20030403.0008-E13
E31	NYT_ENG_20030403.0008-E14
E33	NYT_ENG_20030403.0008-E15
E35	NYT_ENG_20030403.0008-E16
E36	NYT_ENG_20030403.0008-E17
E37	NYT_ENG_20030403.0008-E18
E38	NYT_ENG_20030403.0008-E19
E39	NYT_ENG_20030403.0008-E20
E1	NYT_ENG_20030403.0008-E21
E40	NYT_ENG_20030403.0008-E22
E41	NYT_ENG_20030403.0008-E23
E42	NYT_ENG_20030403.0008-E24
E43	NYT_ENG_20030403.0008-E25
E44	NYT_ENG_20030403.0008-E26
E45	NYT_ENG_20030403.0008-E27
E46	NYT_ENG_20030403.0008-E28
E47	NYT_ENG_20030403.0008-E29
E48	NYT_ENG_20030403.0008-E30
E49	NYT_ENG_20030403.0008-E31
E50	NYT_ENG_20030403.0008-E32
E51	NYT_ENG_20030403.0008-E33
E52	NYT_ENG_20030403.0008-E34
E53	NYT_ENG_20030403.0008-E35
E54	NYT_ENG_20030403.0008-E36
E55	NYT_ENG_20030403.0008-E37
E56	NYT_ENG_20030403.0008-E38
E57	NYT_ENG_20030403.0008-E39
E58	NYT_ENG_20030403.0008-E40
E59	NYT_ENG_20030403.0008-E41
E60	NYT_ENG_20030403.0008-E42
E61	NYT_ENG_20030403.0008-E43
E63	NYT_ENG_20030403.0008-E44
E65	NYT_ENG_20030403.0008-E45
E67	NYT_ENG_20030403.0008-E46
E68	NYT_ENG_20030403.0008-E47
E69	NYT_ENG_20030403.0008-E48
E70	NYT_ENG_20030403.0008-E49
E72	NYT_ENG_20030403.0008-E50
E104	NYT_ENG_20030403.0008-E51
E73	NYT_ENG_20030403.0008-E52
E74	NYT_ENG_20030403.0008-E53
E75	NYT_ENG_20030403.0008-E54
E76	NYT_ENG_20030403.0008-E55
E77	NYT_ENG_20030403.0008-E56
E78	NYT_ENG_20030403.0008-E57
E79	NYT_ENG_20030403.0008-E58
E80	NYT_ENG_20030403.0008-E59
E81	NYT_ENG_20030403.0008-E60
E2	NYT_ENG_20030403.0008-E61
E82	NYT_ENG_20030403.0008-E62
E83	NYT_ENG_20030403.0008-E63
E84	NYT_ENG_20030403.0008-E64
E85	NYT_ENG_20030403.0008-E65
E86	NYT_ENG_20030403.0008-E66
E87	NYT_ENG_20030403.0008-E67
E88	NYT_ENG_20030403.0008-E68
E89	NYT_ENG_20030403.0008-E69
E90	NYT_ENG_20030403.0008-E70
E91	NYT_ENG_20030403.0008-E71
E92	NYT_ENG_20030403.0008-E72
E93	NYT_ENG_20030403.0008-E73
E94	NYT_ENG_20030403.0008-E74
E95	NYT_ENG_20030403.0008-E75
E96	NYT_ENG_20030403.0008-E76
E97	NYT_ENG_20030403.0008-E77
E98	NYT_ENG_20030403.0008-E78
E99	NYT_ENG_20030403.0008-E79
E100	NYT_ENG_20030403.0008-E80
E101	NYT_ENG_20030403.0008-E81
E103	NYT_ENG_20030403.0008-E82
E105	NYT_ENG_20030403.0008-E83
E106	NYT_ENG_20030403.0008-E84
E107	NYT_ENG_20030403.0008-E85
E108	NYT_ENG_20030403.0008-E86
E109	NYT_ENG_20030403.0008-E87
E110	NYT_ENG_20030403.0008-E88
E111	NYT_ENG_20030403.0008-E89
E112	NYT_ENG_20030403.0008-E90
E113	NYT_ENG_20030403.0008-E91
E114	NYT_ENG_20030403.0008-E92
E115	NYT_ENG_20030403.0008-E93
E117	NYT_ENG_20030403.0008-E94
E3	NYT_ENG_20030403.0008-E95
E118	NYT_ENG_20030403.0008-E96
E4	NYT_ENG_20030403.0008-E97
E5	NYT_ENG_20030403.0008-E98
E6	NYT_ENG_20030403.0008-E99
E7	NYT_ENG_20030403.0008-E100
E8	NYT_ENG_20030403.0008-E101
E10	NYT_ENG_20030403.0008-E102
E11	NYT_ENG_20030403.0008-E103
E12	NYT_ENG_20030403.0008-E104
E13	NYT_ENG_20030403.0008-E105
E14	NYT_ENG_20030403.0008-E106
E15	NYT_ENG_20030403.0008-E107
E16	NYT_ENG_20030403.0008-E108
EM1	NYT_ENG_20030403.0008-E21-1
EM18	NYT_ENG_20030403.0008-E2-2
EM19	NYT_ENG_20030403.0008-E3-3
EM20	NYT_ENG_20030403.0008-E4-4
EM21	NYT_ENG_20030403.0008-E5-5
EM22	NYT_ENG_20030403.0008-E2-6
EM23	NYT_ENG_20030403.0008-E6-7
EM24	NYT_ENG_20030403.0008-E98-8
EM25	NYT_ENG_20030403.0008-E7-9
EM26	NYT_ENG_20030403.0008-E98-10
EM185	NYT_ENG_20030403.0008-E1-11
EM28	NYT_ENG_20030403.0008-E8-12
EM29	NYT_ENG_20030403.0008-E1-13
EM30	NYT_ENG_20030403.0008-E8-14
EM31	NYT_ENG_20030403.0008-E9-15
EM32	NYT_ENG_20030403.0008-E10-16
EM33	NYT_ENG_20030403.0008-E10-17
EM186	NYT_ENG_20030403.0008-E32-18
EM35	NYT_ENG_20030403.0008-E11-19
EM36	NYT_ENG_20030403.0008-E12-20
EM34	NYT_ENG_20030403.0008-E13-21
EM38	NYT_ENG_20030403.0008-E13-22
EM39	NYT_ENG_20030403.0008-E98-23
EM40	NYT_ENG_20030403.0008-E98-24
EM41	NYT_ENG_20030403.0008-E14-25
EM42	NYT_ENG_20030403.0008-E103-26
EM187	NYT_ENG_20030403.0008-E78-27
EM188	NYT_ENG_20030403.0008-E32-28
EM44	NYT_ENG_20030403.0008-E15-29
EM45	NYT_ENG_20030403.0008-E16-30
EM46	NYT_ENG_20030403.0008-E17-31
EM47	NYT_ENG_20030403.0008-E17-32
EM48	NYT_ENG_20030403.0008-E99-33
EM49	NYT_ENG_20030403.0008-E98-34
EM50	NYT_ENG_20030403.0008-E18-35
EM51	NYT_ENG_20030403.0008-E19-36
EM52	NYT_ENG_20030403.0008-E19-37
EM53	NYT_ENG_20030403.0008-E20-38
EM54	NYT_ENG_20030403.0008-E98-39
EM55	NYT_ENG_20030403.0008-E9-40
EM57	NYT_ENG_20030403.0008-E99-41
EM58	NYT_ENG_20030403.0008-E22-42
EM59	NYT_ENG_20030403.0008-E23-43
EM60	NYT_ENG_20030403.0008-E24-44
EM61	NYT_ENG_20030403.0008-E24-45
EM62	NYT_ENG_20030403.0008-E25-46
EM63	NYT_ENG_20030403.0008-E99-47
EM64	NYT_ENG_20030403.0008-E99-48
EM65	NYT_ENG_20030403.0008-E26-49
EM66	NYT_ENG_20030403.0008-E98-50
EM67	NYT_ENG_20030403.0008-E1-51
EM68	NYT_ENG_20030403.0008-E1-52
EM69	NYT_ENG_20030403.0008-E27-53
EM70	NYT_ENG_20030403.0008-E28-54
EM71	NYT_ENG_20030403.0008-E29-55
EM72	NYT_ENG_20030403.0008-E30-56
EM73	NYT_ENG_20030403.0008-E31-57
EM189	NYT_ENG_20030403.0008-E1-58
EM75	NYT_ENG_20030403.0008-E98-59
EM76	NYT_ENG_20030403.0008-E32-60
EM77	NYT_ENG_20030403.0008-E33-61
EM78	NYT_ENG_20030403.0008-E32-62
EM79	NYT_ENG_20030403.0008-E32-63
EM80	NYT_ENG_20030403.0008-E34-64
EM81	NYT_ENG_20030403.0008-E35-65
EM82	NYT_ENG_20030403.0008-E36-66
EM83	NYT_ENG_20030403.0008-E30-67
EM84	NYT_ENG_20030403.0008-E30-68
EM85	NYT_ENG_20030403.0008-E37-69
EM86	NYT_ENG_20030403.0008-E98-70
EM190	NYT_ENG_20030403.0008-E78-71
EM88	NYT_ENG_20030403.0008-E38-72
EM89	NYT_ENG_20030403.0008-E31-73
EM90	NYT_ENG_20030403.0008-E32-74
EM91	NYT_ENG_20030403.0008-E39-75
EM92	NYT_ENG_20030403.0008-E39-76
EM93	NYT_ENG_20030403.0008-E31-77
EM94	NYT_ENG_20030403.0008-E40-78
EM95	NYT_ENG_20030403.0008-E41-79
EM96	NYT_ENG_20030403.0008-E17-80
EM97	NYT_ENG_20030403.0008-E14-81
EM98	NYT_ENG_20030403.0008-E15-82
EM99	NYT_ENG_20030403.0008-E17-83
EM100	NYT_ENG_20030403.0008-E42-84
EM101	NYT_ENG_20030403.0008-E43-85
EM2	NYT_ENG_20030403.0008-E61-86
EM102	NYT_ENG_20030403.0008-E17-87
EM103	NYT_ENG_20030403.0008-E15-88
EM104	NYT_ENG_20030403.0008-E44-89
EM191	NYT_ENG_20030403.0008-E103-90
EM106	NYT_ENG_20030403.0008-E45-91
EM107	NYT_ENG_20030403.0008-E17-92
EM108	NYT_ENG_20030403.0008-E103-93
EM110	NYT_ENG_20030403.0008-E46-94
EM111	NYT_ENG_20030403.0008-E98-95
EM113	NYT_ENG_20030403.0008-E98-96
EM115	NYT_ENG_20030403.0008-E47-97
EM116	NYT_ENG_20030403.0008-E48-98
EM117	NYT_ENG_20030403.0008-E49-99
EM192	NYT_ENG_20030403.0008-E51-100
EM119	NYT_ENG_20030403.0008-E50-101
EM120	NYT_ENG_20030403.0008-E1-102
EM121	NYT_ENG_20030403.0008-E1-103
EM122	NYT_ENG_20030403.0008-E1-104
EM87	NYT_ENG_20030403.0008-E52-105
EM123	NYT_ENG_20030403.0008-E52-106
EM124	NYT_ENG_20030403.0008-E98-107
EM125	NYT_ENG_20030403.0008-E53-108
EM126	NYT_ENG_20030403.0008-E1-109
EM127	NYT_ENG_20030403.0008-E103-110
EM128	NYT_ENG_20030403.0008-E103-111
EM129	NYT_ENG_20030403.0008-E54-112
EM130	NYT_ENG_20030403.0008-E55-113
EM131	NYT_ENG_20030403.0008-E1-114
EM132	NYT_ENG_20030403.0008-E1-115
EM133	NYT_ENG_20030403.0008-E56-116
EM134	NYT_ENG_20030403.0008-E105-117
EM135	NYT_ENG_20030403.0008-E57-118
EM136	NYT_ENG_20030403.0008-E58-119
EM137	NYT_ENG_20030403.0008-E21-120
EM138	NYT_ENG_20030403.0008-E59-121
EM139	NYT_ENG_20030403.0008-E1-122
EM140	NYT_ENG_20030403.0008-E1-123
EM141	NYT_ENG_20030403.0008-E98-124
EM142	NYT_ENG_20030403.0008-E99-125
EM143	NYT_ENG_20030403.0008-E60-126
EM144	NYT_ENG_20030403.0008-E105-127
EM145	NYT_ENG_20030403.0008-E61-128
EM146	NYT_ENG_20030403.0008-E62-129
EM193	NYT_ENG_20030403.0008-E1-130
EM148	NYT_ENG_20030403.0008-E63-131
EM147	NYT_ENG_20030403.0008-E64-132
EM194	NYT_ENG_20030403.0008-E78-133
EM150	NYT_ENG_20030403.0008-E65-134
EM151	NYT_ENG_20030403.0008-E57-135
EM152	NYT_ENG_20030403.0008-E66-136
EM153	NYT_ENG_20030403.0008-E67-137
EM154	NYT_ENG_20030403.0008-E68-138
EM155	NYT_ENG_20030403.0008-E69-139
EM156	NYT_ENG_20030403.0008-E70-140
EM157	NYT_ENG_20030403.0008-E71-141
EM158	NYT_ENG_20030403.0008-E72-142
EM159	NYT_ENG_20030403.0008-E48-143
EM161	NYT_ENG_20030403.0008-E73-144
EM163	NYT_ENG_20030403.0008-E74-145
EM164	NYT_ENG_20030403.0008-E75-146
EM165	NYT_ENG_20030403.0008-E74-147
EM166	NYT_ENG_20030403.0008-E76-148
EM167	NYT_ENG_20030403.0008-E77-149
EM168	NYT_ENG_20030403.0008-E48-150
EM169	NYT_ENG_20030403.0008-E95-151
EM170	NYT_ENG_20030403.0008-E48-152
EM171	NYT_ENG_20030403.0008-E52-153
EM172	NYT_ENG_20030403.0008-E78-154
EM173	NYT_ENG_20030403.0008-E79-155
EM174	NYT_ENG_20030403.0008-E99-156
EM175	NYT_ENG_20030403.0008-E80-157
EM176	NYT_ENG_20030403.0008-E98-158
EM177	NYT_ENG_20030403.0008-E32-159
EM178	NYT_ENG_20030403.0008-E32-160
EM179	NYT_ENG_20030403.0008-E1-161
EM180	NYT_ENG_20030403.0008-E1-162
EM181	NYT_ENG_20030403.0008-E78-163
EM182	NYT_ENG_20030403.0008-E81-164
EM183	NYT_ENG_20030403.0008-E82-165
EM195	NYT_ENG_20030403.0008-E54-166
EM196	NYT_ENG_20030403.0008-E99-167
EM3	NYT_ENG_20030403.0008-E61-168
EM197	NYT_ENG_20030403.0008-E83-169
EM198	NYT_ENG_20030403.0008-E98-170
EM199	NYT_ENG_20030403.0008-E84-171
EM200	NYT_ENG_20030403.0008-E85-172
EM201	NYT_ENG_20030403.0008-E100-173
EM202	NYT_ENG_20030403.0008-E86-174
EM203	NYT_ENG_20030403.0008-E99-175
EM204	NYT_ENG_20030403.0008-E99-176
EM207	NYT_ENG_20030403.0008-E87-177
EM208	NYT_ENG_20030403.0008-E88-178
EM209	NYT_ENG_20030403.0008-E98-179
EM210	NYT_ENG_20030403.0008-E89-180
EM211	NYT_ENG_20030403.0008-E90-181
EM212	NYT_ENG_20030403.0008-E91-182
EM213	NYT_ENG_20030403.0008-E99-183
EM214	NYT_ENG_20030403.0008-E103-184
EM215	NYT_ENG_20030403.0008-E32-185
EM160	NYT_ENG_20030403.0008-E92-186
EM4	NYT_ENG_20030403.0008-E97-187
EM37	NYT_ENG_20030403.0008-E93-188
EM216	NYT_ENG_20030403.0008-E94-189
EM109	NYT_ENG_20030403.0008-E45-190
EM112	NYT_ENG_20030403.0008-E45-191
EM114	NYT_ENG_20030403.0008-E45-192
EM217	NYT_ENG_20030403.0008-E96-193
EM5	NYT_ENG_20030403.0008-E98-194
EM6	NYT_ENG_20030403.0008-E99-195
EM7	NYT_ENG_20030403.0008-E101-196
EM8	NYT_ENG_20030403.0008-E102-197
EM9	NYT_ENG_20030403.0008-E104-198
EM10	NYT_ENG_20030403.0008-E106-199
EM11	NYT_ENG_20030403.0008-E98-200
EM12	NYT_ENG_20030403.0008-E107-201
EM13	NYT_ENG_20030403.0008-E61-202
EM14	NYT_ENG_20030403.0008-E99-203
EM15	NYT_ENG_20030403.0008-E108-204
EM16	NYT_ENG_20030403.0008-E98-205
EM17	NYT_ENG_20030403.0008-E1-206
R3	NYT_ENG_20030403.0008-R1
R5	NYT_ENG_20030403.0008-R2
R6	NYT_ENG_20030403.0008-R3
R7	NYT_ENG_20030403.0008-R4
R8	NYT_ENG_20030403.0008-R5
R9	NYT_ENG_20030403.0008-R6
R10	NYT_ENG_20030403.0008-R7
R11	NYT_ENG_20030403.0008-R8
R12	NYT_ENG_20030403.0008-R9
R13	NYT_ENG_20030403.0008-R10
R14	NYT_ENG_20030403.0008-R11
R15	NYT_ENG_20030403.0008-R12
R16	NYT_ENG_20030403.0008-R13
R18	NYT_ENG_20030403.0008-R14
R19	NYT_ENG_20030403.0008-R15
R20	NYT_ENG_20030403.0008-R16
R21	NYT_ENG_20030403.0008-R17
R22	NYT_ENG_20030403.0008-R18
R23	NYT_ENG_20030403.0008-R19
R24	NYT_ENG_20030403.0008-R20
R25	NYT_ENG_20030403.0008-R21
R26	NYT_ENG_20030403.0008-R22
R27	NYT_ENG_20030403.0008-R23
R28	NYT_ENG_20030403.0008-R24
R29	NYT_ENG_20030403.0008-R25
R30	NYT_ENG_20030403.0008-R26
R31	NYT_ENG_20030403.0008-R27
R6	NYT_ENG_20030403.0008-R28
R7	NYT_ENG_20030403.0008-R29
R32	NYT_ENG_20030403.0008-R30
R33	NYT_ENG_20030403.0008-R31
R34	NYT_ENG_20030403.0008-R32
R35	NYT_ENG_20030403.0008-R33
R36	NYT_ENG_20030403.0008-R34
R19	NYT_ENG_20030403.0008-R35
R31	NYT_ENG_20030403.0008-R36
R37	NYT_ENG_20030403.0008-R37
R38	NYT_ENG_20030403.0008-R38
R39	NYT_ENG_20030403.0008-R39
R40	NYT_ENG_20030403.0008-R40
R41	NYT_ENG_20030403.0008-R41
R42	NYT_ENG_20030403.0008-R42
R9	NYT_ENG_20030403.0008-R43
R43	NYT_ENG_20030403.0008-R44
R3	NYT_ENG_20030403.0008-R45
R9	NYT_ENG_20030403.0008-R46
R9	NYT_ENG_20030403.0008-R47
R45	NYT_ENG_20030403.0008-R48
R46	NYT_ENG_20030403.0008-R49
R47	NYT_ENG_20030403.0008-R50
R48	NYT_ENG_20030403.0008-R51
R49	NYT_ENG_20030403.0008-R52
R50	NYT_ENG_20030403.0008-R53
R9	NYT_ENG_20030403.0008-R54
R51	NYT_ENG_20030403.0008-R55
RM1	NYT_ENG_20030403.0008-R1-1
RM3	NYT_ENG_20030403.0008-R2-1
RM4	NYT_ENG_20030403.0008-R3-1
RM5	NYT_ENG_20030403.0008-R4-1
RM6	NYT_ENG_20030403.0008-R5-1
RM7	NYT_ENG_20030403.0008-R6-1
RM8	NYT_ENG_20030403.0008-R7-1
RM9	NYT_ENG_20030403.0008-R8-1
RM10	NYT_ENG_20030403.0008-R9-1
RM11	NYT_ENG_20030403.0008-R10-1
RM12	NYT_ENG_20030403.0008-R11-1
RM13	NYT_ENG_20030403.0008-R12-1
RM14	NYT_ENG_20030403.0008-R13-1
RM16	NYT_ENG_20030403.0008-R14-1
RM17	NYT_ENG_20030403.0008-R15-1
RM18	NYT_ENG_20030403.0008-R16-1
RM19	NYT_ENG_20030403.0008-R17-1
RM20	NYT_ENG_20030403.0008-R18-1
RM21	NYT_ENG_20030403.0008-R28-1
RM22	NYT_ENG_20030403.0008-R29-1
RM23	NYT_ENG_20030403.0008-R19-1
RM24	NYT_ENG_20030403.0008-R20-1
RM25	NYT_ENG_20030403.0008-R21-1
RM26	NYT_ENG_20030403.0008-R22-1
RM27	NYT_ENG_20030403.0008-R23-1
RM28	NYT_ENG_20030403.0008-R24-1
RM29	NYT_ENG_20030403.0008-R25-1
RM30	NYT_ENG_20030403.0008-R15-2
RM31	NYT_ENG_20030403.0008-R26-1
RM32	NYT_ENG_20030403.0008-R27-1
RM33	NYT_ENG_20030403.0008-R36-1
RM34	NYT_ENG_20030403.0008-R30-1
RM35	NYT_ENG_20030403.0008-R31-1
RM36	NYT_ENG_20030403.0008-R32-1
RM37	NYT_ENG_20030403.0008-R33-1
RM38	NYT_ENG_20030403.0008-R43-1
RM39	NYT_ENG_20030403.0008-R34-1
RM41	NYT_ENG_20030403.0008-R45-1
RM42	NYT_ENG_20030403.0008-R37-1
RM43	NYT_ENG_20030403.0008-R38-1
RM44	NYT_ENG_20030403.0008-R39-1
RM45	NYT_ENG_20030403.0008-R40-1
RM46	NYT_ENG_20030403.0008-R41-1
RM47	NYT_ENG_20030403.0008-R42-1
RM49	NYT_ENG_20030403.0008-R44-1
RM51	NYT_ENG_20030403.0008-R46-1
RM52	NYT_ENG_20030403.0008-R48-1
RM53	NYT_ENG_20030403.0008-R49-1
RM54	NYT_ENG_20030403.0008-R50-1
RM55	NYT_ENG_20030403.0008-R49-2
RM56	NYT_ENG_20030403.0008-R47-1
RM57	NYT_ENG_20030403.0008-R48-2
RM58	NYT_ENG_20030403.0008-R53-1
RM59	NYT_ENG_20030403.0008-R54-1
RM60	NYT_ENG_20030403.0008-R55-1
V1	NYT_ENG_20030403.0008-EV1
V2	NYT_ENG_20030403.0008-EV2
V3	NYT_ENG_20030403.0008-EV3
V4	NYT_ENG_20030403.0008-EV4
V6	NYT_ENG_20030403.0008-EV5
V7	NYT_ENG_20030403.0008-EV6
V8	NYT_ENG_20030403.0008-EV7
V9	NYT_ENG_20030403.0008-EV8
V10	NYT_ENG_20030403.0008-EV9
V11	NYT_ENG_20030403.0008-EV10
V12	NYT_ENG_20030403.0008-EV11
V13	NYT_ENG_20030403.0008-EV12
V14	NYT_ENG_20030403.0008-EV13
V15	NYT_ENG_20030403.0008-EV14
VM1	NYT_ENG_20030403.0008-EV1-1
VM2	NYT_ENG_20030403.0008-EV2-1
VM3	NYT_ENG_20030403.0008-EV3-1
VM4	NYT_ENG_20030403.0008-EV4-1
VM5	NYT_ENG_20030403.0008-EV2-2
VM7	NYT_ENG_20030403.0008-EV5-1
VM8	NYT_ENG_20030403.0008-EV6-1
VM9	NYT_ENG_20030403.0008-EV2-3
VM10	NYT_ENG_20030403.0008-EV7-1
VM11	NYT_ENG_20030403.0008-EV2-4
VM12	NYT_ENG_20030403.0008-EV5-2
VM13	NYT_ENG_20030403.0008-EV8-1
VM14	NYT_ENG_20030403.0008-EV9-1
VM15	NYT_ENG_20030403.0008-EV10-1
VM16	NYT_ENG_20030403.0008-EV11-1
VM17	NYT_ENG_20030403.0008-EV12-1
VM18	NYT_ENG_20030403.0008-EV12-2
VM19	NYT_ENG_20030403.0008-EV12-3
VM20	NYT_ENG_20030403.0008-EV13-1
VM21	NYT_ENG_20030403.0008-EV3-2
VM22	NYT_ENG_20030403.0008-EV4-2
VM23	NYT_ENG_20030403.0008-EV14-1
Q1	NYT_ENG_20030403.0008-T1
Q2	NYT_ENG_20030403.0008-T2
Q3	NYT_ENG_20030403.0008-T3
Q4	NYT_ENG_20030403.0008-T4
Q5	NYT_ENG_20030403.0008-T5
