CE13	HEALINGIRAQ_20041108.1942.05-CE1
EM56	HEALINGIRAQ_20041108.1942.05-E115-37
EM57	HEALINGIRAQ_20041108.1942.05-E68-38
EM58	HEALINGIRAQ_20041108.1942.05-E24-39
EM59	HEALINGIRAQ_20041108.1942.05-E23-40
EM60	HEALINGIRAQ_20041108.1942.05-E21-41
EM61	HEALINGIRAQ_20041108.1942.05-E21-42
EM62	HEALINGIRAQ_20041108.1942.05-E21-43
EM63	HEALINGIRAQ_20041108.1942.05-E21-44
EM64	HEALINGIRAQ_20041108.1942.05-E21-45
EM196	HEALINGIRAQ_20041108.1942.05-E27-46
EM66	HEALINGIRAQ_20041108.1942.05-E22-47
EM67	HEALINGIRAQ_20041108.1942.05-E26-48
EM69	HEALINGIRAQ_20041108.1942.05-E68-49
EM70	HEALINGIRAQ_20041108.1942.05-E22-50
EM203	HEALINGIRAQ_20041108.1942.05-E18-51
EM72	HEALINGIRAQ_20041108.1942.05-E28-52
EM73	HEALINGIRAQ_20041108.1942.05-E68-53
EM74	HEALINGIRAQ_20041108.1942.05-E29-54
EM75	HEALINGIRAQ_20041108.1942.05-E30-55
EM76	HEALINGIRAQ_20041108.1942.05-E31-56
EM77	HEALINGIRAQ_20041108.1942.05-E7-57
EM79	HEALINGIRAQ_20041108.1942.05-E8-58
EM80	HEALINGIRAQ_20041108.1942.05-E8-59
EM81	HEALINGIRAQ_20041108.1942.05-E32-60
EM82	HEALINGIRAQ_20041108.1942.05-E33-61
EM83	HEALINGIRAQ_20041108.1942.05-E34-62
EM84	HEALINGIRAQ_20041108.1942.05-E16-63
EM85	HEALINGIRAQ_20041108.1942.05-E16-64
EM86	HEALINGIRAQ_20041108.1942.05-E16-65
EM87	HEALINGIRAQ_20041108.1942.05-E16-66
EM88	HEALINGIRAQ_20041108.1942.05-E35-67
EM89	HEALINGIRAQ_20041108.1942.05-E16-68
EM90	HEALINGIRAQ_20041108.1942.05-E16-69
EM91	HEALINGIRAQ_20041108.1942.05-E16-70
EM92	HEALINGIRAQ_20041108.1942.05-E16-71
EM93	HEALINGIRAQ_20041108.1942.05-E16-72
EM94	HEALINGIRAQ_20041108.1942.05-E16-73
EM95	HEALINGIRAQ_20041108.1942.05-E18-74
EM96	HEALINGIRAQ_20041108.1942.05-E18-75
EM97	HEALINGIRAQ_20041108.1942.05-E18-76
EM98	HEALINGIRAQ_20041108.1942.05-E18-77
EM99	HEALINGIRAQ_20041108.1942.05-E18-78
EM100	HEALINGIRAQ_20041108.1942.05-E18-79
EM102	HEALINGIRAQ_20041108.1942.05-E6-80
EM103	HEALINGIRAQ_20041108.1942.05-E36-81
EM104	HEALINGIRAQ_20041108.1942.05-E37-82
EM105	HEALINGIRAQ_20041108.1942.05-E23-83
EM106	HEALINGIRAQ_20041108.1942.05-E38-84
EM107	HEALINGIRAQ_20041108.1942.05-E39-85
EM2	HEALINGIRAQ_20041108.1942.05-E68-86
EM108	HEALINGIRAQ_20041108.1942.05-E40-87
EM109	HEALINGIRAQ_20041108.1942.05-E41-88
EM110	HEALINGIRAQ_20041108.1942.05-E42-89
EM111	HEALINGIRAQ_20041108.1942.05-E43-90
EM112	HEALINGIRAQ_20041108.1942.05-E23-91
EM113	HEALINGIRAQ_20041108.1942.05-E44-92
EM114	HEALINGIRAQ_20041108.1942.05-E45-93
EM115	HEALINGIRAQ_20041108.1942.05-E46-94
EM116	HEALINGIRAQ_20041108.1942.05-E47-95
EM117	HEALINGIRAQ_20041108.1942.05-E48-96
EM118	HEALINGIRAQ_20041108.1942.05-E49-97
EM119	HEALINGIRAQ_20041108.1942.05-E50-98
EM120	HEALINGIRAQ_20041108.1942.05-E51-99
EM121	HEALINGIRAQ_20041108.1942.05-E52-100
EM122	HEALINGIRAQ_20041108.1942.05-E53-101
EM123	HEALINGIRAQ_20041108.1942.05-E54-102
EM124	HEALINGIRAQ_20041108.1942.05-E55-103
EM125	HEALINGIRAQ_20041108.1942.05-E56-104
EM126	HEALINGIRAQ_20041108.1942.05-E57-105
EM127	HEALINGIRAQ_20041108.1942.05-E58-106
EM129	HEALINGIRAQ_20041108.1942.05-E59-107
EM130	HEALINGIRAQ_20041108.1942.05-E60-108
EM131	HEALINGIRAQ_20041108.1942.05-E61-109
EM132	HEALINGIRAQ_20041108.1942.05-E62-110
EM133	HEALINGIRAQ_20041108.1942.05-E22-111
EM134	HEALINGIRAQ_20041108.1942.05-E63-112
EM135	HEALINGIRAQ_20041108.1942.05-E64-113
EM136	HEALINGIRAQ_20041108.1942.05-E65-114
EM137	HEALINGIRAQ_20041108.1942.05-E66-115
EM138	HEALINGIRAQ_20041108.1942.05-E67-116
EM139	HEALINGIRAQ_20041108.1942.05-E69-117
EM140	HEALINGIRAQ_20041108.1942.05-E67-118
EM142	HEALINGIRAQ_20041108.1942.05-E70-119
EM143	HEALINGIRAQ_20041108.1942.05-E67-120
EM144	HEALINGIRAQ_20041108.1942.05-E71-121
EM145	HEALINGIRAQ_20041108.1942.05-E72-122
EM146	HEALINGIRAQ_20041108.1942.05-E73-123
EM147	HEALINGIRAQ_20041108.1942.05-E74-124
EM148	HEALINGIRAQ_20041108.1942.05-E75-125
EM149	HEALINGIRAQ_20041108.1942.05-E67-126
EM150	HEALINGIRAQ_20041108.1942.05-E76-127
EM151	HEALINGIRAQ_20041108.1942.05-E67-128
EM152	HEALINGIRAQ_20041108.1942.05-E67-129
EM154	HEALINGIRAQ_20041108.1942.05-E77-130
EM155	HEALINGIRAQ_20041108.1942.05-E78-131
EM156	HEALINGIRAQ_20041108.1942.05-E77-132
EM157	HEALINGIRAQ_20041108.1942.05-E79-133
EM158	HEALINGIRAQ_20041108.1942.05-E80-134
EM159	HEALINGIRAQ_20041108.1942.05-E72-135
EM160	HEALINGIRAQ_20041108.1942.05-E81-136
EM161	HEALINGIRAQ_20041108.1942.05-E82-137
EM162	HEALINGIRAQ_20041108.1942.05-E83-138
EM163	HEALINGIRAQ_20041108.1942.05-E65-139
EM164	HEALINGIRAQ_20041108.1942.05-E65-140
EM165	HEALINGIRAQ_20041108.1942.05-E65-141
EM166	HEALINGIRAQ_20041108.1942.05-E65-142
EM167	HEALINGIRAQ_20041108.1942.05-E84-143
EM168	HEALINGIRAQ_20041108.1942.05-E85-144
EM169	HEALINGIRAQ_20041108.1942.05-E86-145
EM170	HEALINGIRAQ_20041108.1942.05-E87-146
EM171	HEALINGIRAQ_20041108.1942.05-E88-147
EM172	HEALINGIRAQ_20041108.1942.05-E89-148
EM173	HEALINGIRAQ_20041108.1942.05-E90-149
EM174	HEALINGIRAQ_20041108.1942.05-E91-150
EM175	HEALINGIRAQ_20041108.1942.05-E92-151
EM176	HEALINGIRAQ_20041108.1942.05-E92-152
EM177	HEALINGIRAQ_20041108.1942.05-E92-153
EM3	HEALINGIRAQ_20041108.1942.05-E105-154
EM178	HEALINGIRAQ_20041108.1942.05-E93-155
EM179	HEALINGIRAQ_20041108.1942.05-E94-156
EM180	HEALINGIRAQ_20041108.1942.05-E94-157
EM181	HEALINGIRAQ_20041108.1942.05-E94-158
EM182	HEALINGIRAQ_20041108.1942.05-E95-159
EM183	HEALINGIRAQ_20041108.1942.05-E96-160
EM184	HEALINGIRAQ_20041108.1942.05-E97-161
EM185	HEALINGIRAQ_20041108.1942.05-E98-162
EM186	HEALINGIRAQ_20041108.1942.05-E99-163
EM187	HEALINGIRAQ_20041108.1942.05-E100-164
EM188	HEALINGIRAQ_20041108.1942.05-E101-165
EM189	HEALINGIRAQ_20041108.1942.05-E102-166
EM190	HEALINGIRAQ_20041108.1942.05-E21-167
EM191	HEALINGIRAQ_20041108.1942.05-E103-168
EM192	HEALINGIRAQ_20041108.1942.05-E104-169
EM197	HEALINGIRAQ_20041108.1942.05-E106-170
EM198	HEALINGIRAQ_20041108.1942.05-E104-171
EM199	HEALINGIRAQ_20041108.1942.05-E18-172
EM200	HEALINGIRAQ_20041108.1942.05-E16-173
EM201	HEALINGIRAQ_20041108.1942.05-E107-174
EM202	HEALINGIRAQ_20041108.1942.05-E108-175
EM4	HEALINGIRAQ_20041108.1942.05-E109-176
EM5	HEALINGIRAQ_20041108.1942.05-E68-177
EM6	HEALINGIRAQ_20041108.1942.05-E110-178
EM7	HEALINGIRAQ_20041108.1942.05-E22-179
EM28	HEALINGIRAQ_20041108.1942.05-E111-180
EM29	HEALINGIRAQ_20041108.1942.05-E112-181
EM11	HEALINGIRAQ_20041108.1942.05-E113-182
EM12	HEALINGIRAQ_20041108.1942.05-E114-183
EM13	HEALINGIRAQ_20041108.1942.05-E115-184
EM14	HEALINGIRAQ_20041108.1942.05-E116-185
EM15	HEALINGIRAQ_20041108.1942.05-E117-186
EM16	HEALINGIRAQ_20041108.1942.05-E118-187
EM17	HEALINGIRAQ_20041108.1942.05-E1-188
R1	HEALINGIRAQ_20041108.1942.05-R1
R20	HEALINGIRAQ_20041108.1942.05-R2
R22	HEALINGIRAQ_20041108.1942.05-R3
R2	HEALINGIRAQ_20041108.1942.05-R4
R23	HEALINGIRAQ_20041108.1942.05-R5
R4	HEALINGIRAQ_20041108.1942.05-R6
R5	HEALINGIRAQ_20041108.1942.05-R7
R6	HEALINGIRAQ_20041108.1942.05-R8
R7	HEALINGIRAQ_20041108.1942.05-R9
R24	HEALINGIRAQ_20041108.1942.05-R10
R8	HEALINGIRAQ_20041108.1942.05-R11
R10	HEALINGIRAQ_20041108.1942.05-R12
R11	HEALINGIRAQ_20041108.1942.05-R13
R12	HEALINGIRAQ_20041108.1942.05-R14
R13	HEALINGIRAQ_20041108.1942.05-R15
R14	HEALINGIRAQ_20041108.1942.05-R16
R25	HEALINGIRAQ_20041108.1942.05-R17
R16	HEALINGIRAQ_20041108.1942.05-R18
R17	HEALINGIRAQ_20041108.1942.05-R19
R18	HEALINGIRAQ_20041108.1942.05-R20
R26	HEALINGIRAQ_20041108.1942.05-R21
R27	HEALINGIRAQ_20041108.1942.05-R22
R31	HEALINGIRAQ_20041108.1942.05-R23
R32	HEALINGIRAQ_20041108.1942.05-R24
R34	HEALINGIRAQ_20041108.1942.05-R25
R36	HEALINGIRAQ_20041108.1942.05-R26
R38	HEALINGIRAQ_20041108.1942.05-R27
R39	HEALINGIRAQ_20041108.1942.05-R28
R40	HEALINGIRAQ_20041108.1942.05-R29
R41	HEALINGIRAQ_20041108.1942.05-R30
R42	HEALINGIRAQ_20041108.1942.05-R31
R44	HEALINGIRAQ_20041108.1942.05-R32
R45	HEALINGIRAQ_20041108.1942.05-R33
R46	HEALINGIRAQ_20041108.1942.05-R34
R47	HEALINGIRAQ_20041108.1942.05-R35
R48	HEALINGIRAQ_20041108.1942.05-R36
R49	HEALINGIRAQ_20041108.1942.05-R37
R50	HEALINGIRAQ_20041108.1942.05-R38
R51	HEALINGIRAQ_20041108.1942.05-R39
R52	HEALINGIRAQ_20041108.1942.05-R40
R16	HEALINGIRAQ_20041108.1942.05-R41
R16	HEALINGIRAQ_20041108.1942.05-R42
R54	HEALINGIRAQ_20041108.1942.05-R43
RM21	HEALINGIRAQ_20041108.1942.05-R2-1
RM23	HEALINGIRAQ_20041108.1942.05-R3-1
RM1	HEALINGIRAQ_20041108.1942.05-R4-1
RM24	HEALINGIRAQ_20041108.1942.05-R5-1
RM3	HEALINGIRAQ_20041108.1942.05-R6-1
RM4	HEALINGIRAQ_20041108.1942.05-R7-1
RM5	HEALINGIRAQ_20041108.1942.05-R8-1
RM6	HEALINGIRAQ_20041108.1942.05-R9-1
RM25	HEALINGIRAQ_20041108.1942.05-R10-1
RM8	HEALINGIRAQ_20041108.1942.05-R11-1
RM26	HEALINGIRAQ_20041108.1942.05-R17-1
RM10	HEALINGIRAQ_20041108.1942.05-R12-1
RM11	HEALINGIRAQ_20041108.1942.05-R13-1
RM12	HEALINGIRAQ_20041108.1942.05-R14-1
RM13	HEALINGIRAQ_20041108.1942.05-R15-1
RM14	HEALINGIRAQ_20041108.1942.05-R16-1
RM16	HEALINGIRAQ_20041108.1942.05-R18-1
RM17	HEALINGIRAQ_20041108.1942.05-R19-1
RM18	HEALINGIRAQ_20041108.1942.05-R20-1
RM19	HEALINGIRAQ_20041108.1942.05-R18-2
RM27	HEALINGIRAQ_20041108.1942.05-R21-1
RM28	HEALINGIRAQ_20041108.1942.05-R22-1
RM32	HEALINGIRAQ_20041108.1942.05-R23-1
RM33	HEALINGIRAQ_20041108.1942.05-R24-1
RM35	HEALINGIRAQ_20041108.1942.05-R25-1
RM37	HEALINGIRAQ_20041108.1942.05-R26-1
RM39	HEALINGIRAQ_20041108.1942.05-R27-1
RM40	HEALINGIRAQ_20041108.1942.05-R28-1
RM41	HEALINGIRAQ_20041108.1942.05-R29-1
RM42	HEALINGIRAQ_20041108.1942.05-R30-1
RM43	HEALINGIRAQ_20041108.1942.05-R31-1
RM45	HEALINGIRAQ_20041108.1942.05-R32-1
RM46	HEALINGIRAQ_20041108.1942.05-R33-1
RM47	HEALINGIRAQ_20041108.1942.05-R34-1
RM48	HEALINGIRAQ_20041108.1942.05-R35-1
RM49	HEALINGIRAQ_20041108.1942.05-R36-1
RM50	HEALINGIRAQ_20041108.1942.05-R37-1
RM51	HEALINGIRAQ_20041108.1942.05-R38-1
RM52	HEALINGIRAQ_20041108.1942.05-R18-3
RM53	HEALINGIRAQ_20041108.1942.05-R39-1
RM54	HEALINGIRAQ_20041108.1942.05-R40-1
RM56	HEALINGIRAQ_20041108.1942.05-R43-1
V1	HEALINGIRAQ_20041108.1942.05-EV1
V2	HEALINGIRAQ_20041108.1942.05-EV2
V3	HEALINGIRAQ_20041108.1942.05-EV3
V4	HEALINGIRAQ_20041108.1942.05-EV4
V5	HEALINGIRAQ_20041108.1942.05-EV5
V7	HEALINGIRAQ_20041108.1942.05-EV6
V8	HEALINGIRAQ_20041108.1942.05-EV7
V9	HEALINGIRAQ_20041108.1942.05-EV8
V10	HEALINGIRAQ_20041108.1942.05-EV9
V11	HEALINGIRAQ_20041108.1942.05-EV10
V12	HEALINGIRAQ_20041108.1942.05-EV11
V14	HEALINGIRAQ_20041108.1942.05-EV12
V15	HEALINGIRAQ_20041108.1942.05-EV13
V16	HEALINGIRAQ_20041108.1942.05-EV14
V19	HEALINGIRAQ_20041108.1942.05-EV15
V20	HEALINGIRAQ_20041108.1942.05-EV16
V21	HEALINGIRAQ_20041108.1942.05-EV17
