CE13	OIADVANTAGE_20050109.1947-CE1
RM1	OIADVANTAGE_20050109.1947-R1-1
RM2	OIADVANTAGE_20050109.1947-R2-1
RM3	OIADVANTAGE_20050109.1947-R3-1
RM4	OIADVANTAGE_20050109.1947-R4-1
RM5	OIADVANTAGE_20050109.1947-R5-1
RM6	OIADVANTAGE_20050109.1947-R6-1
RM7	OIADVANTAGE_20050109.1947-R7-1
RM9	OIADVANTAGE_20050109.1947-R8-1
RM10	OIADVANTAGE_20050109.1947-R9-1
RM11	OIADVANTAGE_20050109.1947-R10-1
V1	OIADVANTAGE_20050109.1947-EV1
V2	OIADVANTAGE_20050109.1947-EV2
VM1	OIADVANTAGE_20050109.1947-EV1-1
VM2	OIADVANTAGE_20050109.1947-EV2-1
Q1	OIADVANTAGE_20050109.1947-T1
Q2	OIADVANTAGE_20050109.1947-T2
Q3	OIADVANTAGE_20050109.1947-T3
Q4	OIADVANTAGE_20050109.1947-T4
Q5	OIADVANTAGE_20050109.1947-V1
Q6	OIADVANTAGE_20050109.1947-T5
Q7	OIADVANTAGE_20050109.1947-T6
Q8	OIADVANTAGE_20050109.1947-T7
Q9	OIADVANTAGE_20050109.1947-T8
Q10	OIADVANTAGE_20050109.1947-T9
QM5	OIADVANTAGE_20050109.1947-V1-1
