CE9	OIADVANTAGE_20050103.0944-CE1
R2	OIADVANTAGE_20050103.0944-R4
R3	OIADVANTAGE_20050103.0944-R5
R6	OIADVANTAGE_20050103.0944-R6
R8	OIADVANTAGE_20050103.0944-R7
R9	OIADVANTAGE_20050103.0944-R8
RM7	OIADVANTAGE_20050103.0944-R1-1
RM5	OIADVANTAGE_20050103.0944-R2-1
RM1	OIADVANTAGE_20050103.0944-R3-1
RM2	OIADVANTAGE_20050103.0944-R4-1
RM3	OIADVANTAGE_20050103.0944-R5-1
RM6	OIADVANTAGE_20050103.0944-R6-1
RM8	OIADVANTAGE_20050103.0944-R7-1
RM9	OIADVANTAGE_20050103.0944-R7-2
V4	OIADVANTAGE_20050103.0944-EV1
V5	OIADVANTAGE_20050103.0944-EV2
V1	OIADVANTAGE_20050103.0944-EV3
V2	OIADVANTAGE_20050103.0944-EV4
V3	OIADVANTAGE_20050103.0944-EV5
V6	OIADVANTAGE_20050103.0944-EV6
VM4	OIADVANTAGE_20050103.0944-EV1-1
VM5	OIADVANTAGE_20050103.0944-EV2-1
VM1	OIADVANTAGE_20050103.0944-EV3-1
VM2	OIADVANTAGE_20050103.0944-EV4-1
VM3	OIADVANTAGE_20050103.0944-EV5-1
VM6	OIADVANTAGE_20050103.0944-EV6-1
Q5	OIADVANTAGE_20050103.0944-V1
Q7	OIADVANTAGE_20050103.0944-V2
Q6	OIADVANTAGE_20050103.0944-V3
Q1	OIADVANTAGE_20050103.0944-T1
Q2	OIADVANTAGE_20050103.0944-T2
Q3	OIADVANTAGE_20050103.0944-T3
Q4	OIADVANTAGE_20050103.0944-T4
QM5	OIADVANTAGE_20050103.0944-V1-1
QM7	OIADVANTAGE_20050103.0944-V2-1
QM6	OIADVANTAGE_20050103.0944-V3-1
