CE12	OIADVANTAGE_20050109.1947-CE1
EM37	OIADVANTAGE_20050109.1947-E13-24
EM38	OIADVANTAGE_20050109.1947-E14-25
EM39	OIADVANTAGE_20050109.1947-E22-26
EM41	OIADVANTAGE_20050109.1947-E15-27
EM42	OIADVANTAGE_20050109.1947-E16-28
EM43	OIADVANTAGE_20050109.1947-E17-29
EM44	OIADVANTAGE_20050109.1947-E18-30
EM45	OIADVANTAGE_20050109.1947-E20-31
EM46	OIADVANTAGE_20050109.1947-E26-32
EM48	OIADVANTAGE_20050109.1947-E29-33
EM40	OIADVANTAGE_20050109.1947-E19-34
EM2	OIADVANTAGE_20050109.1947-E20-35
EM3	OIADVANTAGE_20050109.1947-E21-36
EM4	OIADVANTAGE_20050109.1947-E22-37
EM5	OIADVANTAGE_20050109.1947-E23-38
EM6	OIADVANTAGE_20050109.1947-E24-39
EM7	OIADVANTAGE_20050109.1947-E20-40
EM9	OIADVANTAGE_20050109.1947-E25-41
EM10	OIADVANTAGE_20050109.1947-E26-42
EM11	OIADVANTAGE_20050109.1947-E27-43
EM12	OIADVANTAGE_20050109.1947-E28-44
EM13	OIADVANTAGE_20050109.1947-E29-45
EM14	OIADVANTAGE_20050109.1947-E30-46
EM15	OIADVANTAGE_20050109.1947-E31-47
EM16	OIADVANTAGE_20050109.1947-E32-48
R1	OIADVANTAGE_20050109.1947-R1
R3	OIADVANTAGE_20050109.1947-R2
R4	OIADVANTAGE_20050109.1947-R3
R2	OIADVANTAGE_20050109.1947-R4
RM1	OIADVANTAGE_20050109.1947-R1-1
RM3	OIADVANTAGE_20050109.1947-R2-1
RM4	OIADVANTAGE_20050109.1947-R3-1
RM2	OIADVANTAGE_20050109.1947-R4-1
V1	OIADVANTAGE_20050109.1947-EV1
V2	OIADVANTAGE_20050109.1947-EV2
VM1	OIADVANTAGE_20050109.1947-EV1-1
VM2	OIADVANTAGE_20050109.1947-EV2-1
Q1	OIADVANTAGE_20050109.1947-T1
Q2	OIADVANTAGE_20050109.1947-T2
Q3	OIADVANTAGE_20050109.1947-T3
Q4	OIADVANTAGE_20050109.1947-T4
Q6	OIADVANTAGE_20050109.1947-V1
Q7	OIADVANTAGE_20050109.1947-T5
Q8	OIADVANTAGE_20050109.1947-T6
Q9	OIADVANTAGE_20050109.1947-T7
Q10	OIADVANTAGE_20050109.1947-T8
Q5	OIADVANTAGE_20050109.1947-T9
QM6	OIADVANTAGE_20050109.1947-V1-1
