CE21	HEALINGIRAQ_20041108.1942.05-CE1
E133	HEALINGIRAQ_20041108.1942.05-E102
E134	HEALINGIRAQ_20041108.1942.05-E103
E3	HEALINGIRAQ_20041108.1942.05-E104
E141	HEALINGIRAQ_20041108.1942.05-E105
E137	HEALINGIRAQ_20041108.1942.05-E106
E142	HEALINGIRAQ_20041108.1942.05-E107
E143	HEALINGIRAQ_20041108.1942.05-E108
E138	HEALINGIRAQ_20041108.1942.05-E109
E139	HEALINGIRAQ_20041108.1942.05-E110
E146	HEALINGIRAQ_20041108.1942.05-E111
E5	HEALINGIRAQ_20041108.1942.05-E112
E6	HEALINGIRAQ_20041108.1942.05-E113
E23	HEALINGIRAQ_20041108.1942.05-E114
E24	HEALINGIRAQ_20041108.1942.05-E115
E9	HEALINGIRAQ_20041108.1942.05-E116
E10	HEALINGIRAQ_20041108.1942.05-E117
E11	HEALINGIRAQ_20041108.1942.05-E118
E12	HEALINGIRAQ_20041108.1942.05-E119
E13	HEALINGIRAQ_20041108.1942.05-E120
E15	HEALINGIRAQ_20041108.1942.05-E121
EM1	HEALINGIRAQ_20041108.1942.05-E21-1
EM16	HEALINGIRAQ_20041108.1942.05-E2-2
EM18	HEALINGIRAQ_20041108.1942.05-E118-3
EM20	HEALINGIRAQ_20041108.1942.05-E2-4
EM21	HEALINGIRAQ_20041108.1942.05-E3-5
EM22	HEALINGIRAQ_20041108.1942.05-E4-6
EM24	HEALINGIRAQ_20041108.1942.05-E5-7
EM17	HEALINGIRAQ_20041108.1942.05-E2-8
EM29	HEALINGIRAQ_20041108.1942.05-E6-9
EM30	HEALINGIRAQ_20041108.1942.05-E7-10
EM33	HEALINGIRAQ_20041108.1942.05-E8-11
EM31	HEALINGIRAQ_20041108.1942.05-E9-12
EM32	HEALINGIRAQ_20041108.1942.05-E10-13
EM34	HEALINGIRAQ_20041108.1942.05-E8-14
EM35	HEALINGIRAQ_20041108.1942.05-E11-15
EM36	HEALINGIRAQ_20041108.1942.05-E12-16
EM37	HEALINGIRAQ_20041108.1942.05-E13-17
EM38	HEALINGIRAQ_20041108.1942.05-E13-18
EM39	HEALINGIRAQ_20041108.1942.05-E14-19
EM40	HEALINGIRAQ_20041108.1942.05-E6-20
EM41	HEALINGIRAQ_20041108.1942.05-E7-21
EM43	HEALINGIRAQ_20041108.1942.05-E15-22
EM42	HEALINGIRAQ_20041108.1942.05-E16-23
EM59	HEALINGIRAQ_20041108.1942.05-E24-24
EM44	HEALINGIRAQ_20041108.1942.05-E21-25
EM45	HEALINGIRAQ_20041108.1942.05-E17-26
EM46	HEALINGIRAQ_20041108.1942.05-E18-27
EM48	HEALINGIRAQ_20041108.1942.05-E17-28
EM49	HEALINGIRAQ_20041108.1942.05-E19-29
EM50	HEALINGIRAQ_20041108.1942.05-E20-30
EM51	HEALINGIRAQ_20041108.1942.05-E118-31
EM185	HEALINGIRAQ_20041108.1942.05-E118-32
EM163	HEALINGIRAQ_20041108.1942.05-E118-33
EM157	HEALINGIRAQ_20041108.1942.05-E118-34
EM52	HEALINGIRAQ_20041108.1942.05-E67-35
EM28	HEALINGIRAQ_20041108.1942.05-E23-36
EM53	HEALINGIRAQ_20041108.1942.05-E22-37
EM55	HEALINGIRAQ_20041108.1942.05-E20-38
EM56	HEALINGIRAQ_20041108.1942.05-E20-39
EM57	HEALINGIRAQ_20041108.1942.05-E20-40
EM58	HEALINGIRAQ_20041108.1942.05-E20-41
EM60	HEALINGIRAQ_20041108.1942.05-E20-42
EM65	HEALINGIRAQ_20041108.1942.05-E26-43
EM61	HEALINGIRAQ_20041108.1942.05-E21-44
EM62	HEALINGIRAQ_20041108.1942.05-E25-45
EM63	HEALINGIRAQ_20041108.1942.05-E67-46
EM67	HEALINGIRAQ_20041108.1942.05-E21-47
EM47	HEALINGIRAQ_20041108.1942.05-E31-48
EM71	HEALINGIRAQ_20041108.1942.05-E27-49
EM70	HEALINGIRAQ_20041108.1942.05-E67-50
EM75	HEALINGIRAQ_20041108.1942.05-E28-51
EM159	HEALINGIRAQ_20041108.1942.05-E29-52
EM176	HEALINGIRAQ_20041108.1942.05-E30-53
EM179	HEALINGIRAQ_20041108.1942.05-E6-54
EM180	HEALINGIRAQ_20041108.1942.05-E7-55
EM181	HEALINGIRAQ_20041108.1942.05-E7-56
EM182	HEALINGIRAQ_20041108.1942.05-E32-57
EM188	HEALINGIRAQ_20041108.1942.05-E33-58
EM66	HEALINGIRAQ_20041108.1942.05-E34-59
EM111	HEALINGIRAQ_20041108.1942.05-E15-60
EM114	HEALINGIRAQ_20041108.1942.05-E15-61
EM115	HEALINGIRAQ_20041108.1942.05-E15-62
EM117	HEALINGIRAQ_20041108.1942.05-E15-63
EM118	HEALINGIRAQ_20041108.1942.05-E35-64
EM121	HEALINGIRAQ_20041108.1942.05-E15-65
EM156	HEALINGIRAQ_20041108.1942.05-E15-66
EM160	HEALINGIRAQ_20041108.1942.05-E15-67
EM169	HEALINGIRAQ_20041108.1942.05-E15-68
EM172	HEALINGIRAQ_20041108.1942.05-E15-69
EM178	HEALINGIRAQ_20041108.1942.05-E15-70
EM108	HEALINGIRAQ_20041108.1942.05-E17-71
EM146	HEALINGIRAQ_20041108.1942.05-E17-72
EM152	HEALINGIRAQ_20041108.1942.05-E17-73
EM154	HEALINGIRAQ_20041108.1942.05-E17-74
EM187	HEALINGIRAQ_20041108.1942.05-E17-75
EM189	HEALINGIRAQ_20041108.1942.05-E17-76
EM54	HEALINGIRAQ_20041108.1942.05-E36-77
EM77	HEALINGIRAQ_20041108.1942.05-E37-78
EM80	HEALINGIRAQ_20041108.1942.05-E22-79
EM78	HEALINGIRAQ_20041108.1942.05-E38-80
EM79	HEALINGIRAQ_20041108.1942.05-E39-81
EM2	HEALINGIRAQ_20041108.1942.05-E67-82
EM73	HEALINGIRAQ_20041108.1942.05-E40-83
EM74	HEALINGIRAQ_20041108.1942.05-E41-84
EM72	HEALINGIRAQ_20041108.1942.05-E42-85
EM81	HEALINGIRAQ_20041108.1942.05-E43-86
EM82	HEALINGIRAQ_20041108.1942.05-E22-87
EM83	HEALINGIRAQ_20041108.1942.05-E44-88
EM84	HEALINGIRAQ_20041108.1942.05-E45-89
EM85	HEALINGIRAQ_20041108.1942.05-E46-90
EM86	HEALINGIRAQ_20041108.1942.05-E47-91
EM87	HEALINGIRAQ_20041108.1942.05-E48-92
EM88	HEALINGIRAQ_20041108.1942.05-E49-93
EM90	HEALINGIRAQ_20041108.1942.05-E50-94
EM91	HEALINGIRAQ_20041108.1942.05-E51-95
EM93	HEALINGIRAQ_20041108.1942.05-E52-96
EM94	HEALINGIRAQ_20041108.1942.05-E53-97
EM95	HEALINGIRAQ_20041108.1942.05-E54-98
EM96	HEALINGIRAQ_20041108.1942.05-E55-99
EM98	HEALINGIRAQ_20041108.1942.05-E56-100
EM99	HEALINGIRAQ_20041108.1942.05-E57-101
EM147	HEALINGIRAQ_20041108.1942.05-E105-102
EM100	HEALINGIRAQ_20041108.1942.05-E58-103
EM101	HEALINGIRAQ_20041108.1942.05-E59-104
EM102	HEALINGIRAQ_20041108.1942.05-E60-105
EM103	HEALINGIRAQ_20041108.1942.05-E61-106
EM104	HEALINGIRAQ_20041108.1942.05-E21-107
EM105	HEALINGIRAQ_20041108.1942.05-E62-108
EM109	HEALINGIRAQ_20041108.1942.05-E63-109
EM112	HEALINGIRAQ_20041108.1942.05-E64-110
EM113	HEALINGIRAQ_20041108.1942.05-E65-111
EM119	HEALINGIRAQ_20041108.1942.05-E66-112
EM120	HEALINGIRAQ_20041108.1942.05-E68-113
EM122	HEALINGIRAQ_20041108.1942.05-E66-114
EM123	HEALINGIRAQ_20041108.1942.05-E69-115
EM125	HEALINGIRAQ_20041108.1942.05-E66-116
EM126	HEALINGIRAQ_20041108.1942.05-E70-117
EM127	HEALINGIRAQ_20041108.1942.05-E71-118
EM128	HEALINGIRAQ_20041108.1942.05-E72-119
EM129	HEALINGIRAQ_20041108.1942.05-E73-120
EM130	HEALINGIRAQ_20041108.1942.05-E74-121
EM131	HEALINGIRAQ_20041108.1942.05-E66-122
EM132	HEALINGIRAQ_20041108.1942.05-E75-123
EM133	HEALINGIRAQ_20041108.1942.05-E66-124
EM140	HEALINGIRAQ_20041108.1942.05-E66-125
EM134	HEALINGIRAQ_20041108.1942.05-E76-126
EM136	HEALINGIRAQ_20041108.1942.05-E77-127
EM135	HEALINGIRAQ_20041108.1942.05-E76-128
EM137	HEALINGIRAQ_20041108.1942.05-E78-129
EM138	HEALINGIRAQ_20041108.1942.05-E79-130
EM139	HEALINGIRAQ_20041108.1942.05-E71-131
EM141	HEALINGIRAQ_20041108.1942.05-E80-132
EM142	HEALINGIRAQ_20041108.1942.05-E81-133
EM143	HEALINGIRAQ_20041108.1942.05-E82-134
EM144	HEALINGIRAQ_20041108.1942.05-E64-135
EM145	HEALINGIRAQ_20041108.1942.05-E64-136
EM148	HEALINGIRAQ_20041108.1942.05-E64-137
EM149	HEALINGIRAQ_20041108.1942.05-E64-138
EM150	HEALINGIRAQ_20041108.1942.05-E83-139
EM151	HEALINGIRAQ_20041108.1942.05-E84-140
EM153	HEALINGIRAQ_20041108.1942.05-E85-141
EM155	HEALINGIRAQ_20041108.1942.05-E86-142
EM158	HEALINGIRAQ_20041108.1942.05-E87-143
EM161	HEALINGIRAQ_20041108.1942.05-E88-144
EM162	HEALINGIRAQ_20041108.1942.05-E89-145
EM164	HEALINGIRAQ_20041108.1942.05-E90-146
EM165	HEALINGIRAQ_20041108.1942.05-E91-147
EM166	HEALINGIRAQ_20041108.1942.05-E91-148
EM167	HEALINGIRAQ_20041108.1942.05-E91-149
EM3	HEALINGIRAQ_20041108.1942.05-E104-150
EM168	HEALINGIRAQ_20041108.1942.05-E92-151
EM170	HEALINGIRAQ_20041108.1942.05-E93-152
EM171	HEALINGIRAQ_20041108.1942.05-E93-153
EM173	HEALINGIRAQ_20041108.1942.05-E93-154
EM174	HEALINGIRAQ_20041108.1942.05-E94-155
EM175	HEALINGIRAQ_20041108.1942.05-E95-156
EM177	HEALINGIRAQ_20041108.1942.05-E96-157
EM183	HEALINGIRAQ_20041108.1942.05-E97-158
EM184	HEALINGIRAQ_20041108.1942.05-E98-159
EM186	HEALINGIRAQ_20041108.1942.05-E99-160
EM68	HEALINGIRAQ_20041108.1942.05-E100-161
EM69	HEALINGIRAQ_20041108.1942.05-E101-162
EM64	HEALINGIRAQ_20041108.1942.05-E20-163
EM97	HEALINGIRAQ_20041108.1942.05-E102-164
EM107	HEALINGIRAQ_20041108.1942.05-E103-165
EM76	HEALINGIRAQ_20041108.1942.05-E22-166
EM27	HEALINGIRAQ_20041108.1942.05-E107-167
EM92	HEALINGIRAQ_20041108.1942.05-E106-168
EM106	HEALINGIRAQ_20041108.1942.05-E103-169
EM19	HEALINGIRAQ_20041108.1942.05-E108-170
EM110	HEALINGIRAQ_20041108.1942.05-E17-171
EM116	HEALINGIRAQ_20041108.1942.05-E15-172
EM12	HEALINGIRAQ_20041108.1942.05-E109-173
EM124	HEALINGIRAQ_20041108.1942.05-E110-174
EM4	HEALINGIRAQ_20041108.1942.05-E112-175
EM89	HEALINGIRAQ_20041108.1942.05-E111-176
EM5	HEALINGIRAQ_20041108.1942.05-E67-177
EM6	HEALINGIRAQ_20041108.1942.05-E113-178
EM7	HEALINGIRAQ_20041108.1942.05-E21-179
EM25	HEALINGIRAQ_20041108.1942.05-E114-180
EM26	HEALINGIRAQ_20041108.1942.05-E115-181
EM8	HEALINGIRAQ_20041108.1942.05-E116-182
EM9	HEALINGIRAQ_20041108.1942.05-E117-183
EM10	HEALINGIRAQ_20041108.1942.05-E118-184
EM11	HEALINGIRAQ_20041108.1942.05-E119-185
EM13	HEALINGIRAQ_20041108.1942.05-E120-186
EM14	HEALINGIRAQ_20041108.1942.05-E121-187
EM15	HEALINGIRAQ_20041108.1942.05-E1-188
R14	HEALINGIRAQ_20041108.1942.05-R1
R15	HEALINGIRAQ_20041108.1942.05-R2
R1	HEALINGIRAQ_20041108.1942.05-R3
R16	HEALINGIRAQ_20041108.1942.05-R4
R2	HEALINGIRAQ_20041108.1942.05-R5
R3	HEALINGIRAQ_20041108.1942.05-R6
R6	HEALINGIRAQ_20041108.1942.05-R7
R7	HEALINGIRAQ_20041108.1942.05-R8
R17	HEALINGIRAQ_20041108.1942.05-R9
R4	HEALINGIRAQ_20041108.1942.05-R10
R5	HEALINGIRAQ_20041108.1942.05-R11
R8	HEALINGIRAQ_20041108.1942.05-R12
R9	HEALINGIRAQ_20041108.1942.05-R13
R10	HEALINGIRAQ_20041108.1942.05-R14
R10	HEALINGIRAQ_20041108.1942.05-R15
R18	HEALINGIRAQ_20041108.1942.05-R16
R10	HEALINGIRAQ_20041108.1942.05-R17
R11	HEALINGIRAQ_20041108.1942.05-R18
R12	HEALINGIRAQ_20041108.1942.05-R19
R19	HEALINGIRAQ_20041108.1942.05-R20
R20	HEALINGIRAQ_20041108.1942.05-R21
R21	HEALINGIRAQ_20041108.1942.05-R22
R22	HEALINGIRAQ_20041108.1942.05-R23
R23	HEALINGIRAQ_20041108.1942.05-R24
R24	HEALINGIRAQ_20041108.1942.05-R25
R25	HEALINGIRAQ_20041108.1942.05-R26
R26	HEALINGIRAQ_20041108.1942.05-R27
R27	HEALINGIRAQ_20041108.1942.05-R28
R28	HEALINGIRAQ_20041108.1942.05-R29
R30	HEALINGIRAQ_20041108.1942.05-R30
R29	HEALINGIRAQ_20041108.1942.05-R31
R31	HEALINGIRAQ_20041108.1942.05-R32
R32	HEALINGIRAQ_20041108.1942.05-R33
R33	HEALINGIRAQ_20041108.1942.05-R34
R34	HEALINGIRAQ_20041108.1942.05-R35
R35	HEALINGIRAQ_20041108.1942.05-R36
R36	HEALINGIRAQ_20041108.1942.05-R37
R37	HEALINGIRAQ_20041108.1942.05-R38
R13	HEALINGIRAQ_20041108.1942.05-R39
RM15	HEALINGIRAQ_20041108.1942.05-R1-1
RM16	HEALINGIRAQ_20041108.1942.05-R2-1
RM1	HEALINGIRAQ_20041108.1942.05-R3-1
RM17	HEALINGIRAQ_20041108.1942.05-R4-1
RM2	HEALINGIRAQ_20041108.1942.05-R5-1
RM3	HEALINGIRAQ_20041108.1942.05-R6-1
RM6	HEALINGIRAQ_20041108.1942.05-R7-1
RM7	HEALINGIRAQ_20041108.1942.05-R8-1
RM18	HEALINGIRAQ_20041108.1942.05-R9-1
RM4	HEALINGIRAQ_20041108.1942.05-R10-1
RM19	HEALINGIRAQ_20041108.1942.05-R16-1
RM5	HEALINGIRAQ_20041108.1942.05-R11-1
RM8	HEALINGIRAQ_20041108.1942.05-R12-1
RM9	HEALINGIRAQ_20041108.1942.05-R13-1
RM10	HEALINGIRAQ_20041108.1942.05-R17-1
RM11	HEALINGIRAQ_20041108.1942.05-R18-1
RM12	HEALINGIRAQ_20041108.1942.05-R19-1
RM13	HEALINGIRAQ_20041108.1942.05-R17-2
RM20	HEALINGIRAQ_20041108.1942.05-R20-1
RM21	HEALINGIRAQ_20041108.1942.05-R21-1
RM22	HEALINGIRAQ_20041108.1942.05-R22-1
RM23	HEALINGIRAQ_20041108.1942.05-R23-1
RM24	HEALINGIRAQ_20041108.1942.05-R24-1
RM25	HEALINGIRAQ_20041108.1942.05-R25-1
RM26	HEALINGIRAQ_20041108.1942.05-R26-1
RM27	HEALINGIRAQ_20041108.1942.05-R27-1
RM28	HEALINGIRAQ_20041108.1942.05-R28-1
RM29	HEALINGIRAQ_20041108.1942.05-R29-1
RM31	HEALINGIRAQ_20041108.1942.05-R30-1
RM30	HEALINGIRAQ_20041108.1942.05-R31-1
RM32	HEALINGIRAQ_20041108.1942.05-R32-1
RM33	HEALINGIRAQ_20041108.1942.05-R33-1
RM34	HEALINGIRAQ_20041108.1942.05-R34-1
RM35	HEALINGIRAQ_20041108.1942.05-R35-1
RM36	HEALINGIRAQ_20041108.1942.05-R36-1
RM37	HEALINGIRAQ_20041108.1942.05-R17-3
RM38	HEALINGIRAQ_20041108.1942.05-R37-1
RM39	HEALINGIRAQ_20041108.1942.05-R38-1
RM14	HEALINGIRAQ_20041108.1942.05-R39-1
V1	HEALINGIRAQ_20041108.1942.05-EV1
V2	HEALINGIRAQ_20041108.1942.05-EV2
V4	HEALINGIRAQ_20041108.1942.05-EV3
V5	HEALINGIRAQ_20041108.1942.05-EV4
V3	HEALINGIRAQ_20041108.1942.05-EV5
V6	HEALINGIRAQ_20041108.1942.05-EV6
V7	HEALINGIRAQ_20041108.1942.05-EV7
V8	HEALINGIRAQ_20041108.1942.05-EV8
V9	HEALINGIRAQ_20041108.1942.05-EV9
V10	HEALINGIRAQ_20041108.1942.05-EV10
V11	HEALINGIRAQ_20041108.1942.05-EV11
V12	HEALINGIRAQ_20041108.1942.05-EV12
V13	HEALINGIRAQ_20041108.1942.05-EV13
V14	HEALINGIRAQ_20041108.1942.05-EV14
V15	HEALINGIRAQ_20041108.1942.05-EV15
V16	HEALINGIRAQ_20041108.1942.05-EV16
V17	HEALINGIRAQ_20041108.1942.05-EV17
V18	HEALINGIRAQ_20041108.1942.05-EV18
V19	HEALINGIRAQ_20041108.1942.05-EV19
V20	HEALINGIRAQ_20041108.1942.05-EV20
