CE13	NYT_ENG_20030630.0075-CE1
EM60	NYT_ENG_20030630.0075-E30-46
EM89	NYT_ENG_20030630.0075-E44-47
EM62	NYT_ENG_20030630.0075-E79-48
EM63	NYT_ENG_20030630.0075-E33-49
EM64	NYT_ENG_20030630.0075-E81-50
EM65	NYT_ENG_20030630.0075-E34-51
EM66	NYT_ENG_20030630.0075-E35-52
EM67	NYT_ENG_20030630.0075-E36-53
EM68	NYT_ENG_20030630.0075-E30-54
EM69	NYT_ENG_20030630.0075-E30-55
EM70	NYT_ENG_20030630.0075-E35-56
EM71	NYT_ENG_20030630.0075-E37-57
EM28	NYT_ENG_20030630.0075-E37-58
EM72	NYT_ENG_20030630.0075-E30-59
EM73	NYT_ENG_20030630.0075-E81-60
EM2	NYT_ENG_20030630.0075-E64-61
EM74	NYT_ENG_20030630.0075-E38-62
EM75	NYT_ENG_20030630.0075-E39-63
EM76	NYT_ENG_20030630.0075-E40-64
EM77	NYT_ENG_20030630.0075-E41-65
EM78	NYT_ENG_20030630.0075-E79-66
EM79	NYT_ENG_20030630.0075-E42-67
EM80	NYT_ENG_20030630.0075-E42-68
EM81	NYT_ENG_20030630.0075-E43-69
EM90	NYT_ENG_20030630.0075-E45-70
EM91	NYT_ENG_20030630.0075-E46-71
EM92	NYT_ENG_20030630.0075-E47-72
EM93	NYT_ENG_20030630.0075-E48-73
EM94	NYT_ENG_20030630.0075-E49-74
EM95	NYT_ENG_20030630.0075-E50-75
EM96	NYT_ENG_20030630.0075-E51-76
EM97	NYT_ENG_20030630.0075-E52-77
EM99	NYT_ENG_20030630.0075-E53-78
EM100	NYT_ENG_20030630.0075-E15-79
EM101	NYT_ENG_20030630.0075-E80-80
EM102	NYT_ENG_20030630.0075-E80-81
EM103	NYT_ENG_20030630.0075-E24-82
EM104	NYT_ENG_20030630.0075-E4-83
EM105	NYT_ENG_20030630.0075-E24-84
EM106	NYT_ENG_20030630.0075-E15-85
EM107	NYT_ENG_20030630.0075-E27-86
EM108	NYT_ENG_20030630.0075-E54-87
EM109	NYT_ENG_20030630.0075-E55-88
EM110	NYT_ENG_20030630.0075-E56-89
EM111	NYT_ENG_20030630.0075-E57-90
EM112	NYT_ENG_20030630.0075-E58-91
EM113	NYT_ENG_20030630.0075-E86-92
EM115	NYT_ENG_20030630.0075-E59-93
EM116	NYT_ENG_20030630.0075-E60-94
EM117	NYT_ENG_20030630.0075-E61-95
EM118	NYT_ENG_20030630.0075-E62-96
EM119	NYT_ENG_20030630.0075-E63-97
EM120	NYT_ENG_20030630.0075-E65-98
EM121	NYT_ENG_20030630.0075-E66-99
EM122	NYT_ENG_20030630.0075-E64-100
EM123	NYT_ENG_20030630.0075-E67-101
EM124	NYT_ENG_20030630.0075-E68-102
EM125	NYT_ENG_20030630.0075-E24-103
EM126	NYT_ENG_20030630.0075-E69-104
EM127	NYT_ENG_20030630.0075-E70-105
EM128	NYT_ENG_20030630.0075-E80-106
EM129	NYT_ENG_20030630.0075-E80-107
EM130	NYT_ENG_20030630.0075-E71-108
EM131	NYT_ENG_20030630.0075-E56-109
EM132	NYT_ENG_20030630.0075-E24-110
EM133	NYT_ENG_20030630.0075-E80-111
EM134	NYT_ENG_20030630.0075-E36-112
EM135	NYT_ENG_20030630.0075-E24-113
EM136	NYT_ENG_20030630.0075-E72-114
EM137	NYT_ENG_20030630.0075-E73-115
EM138	NYT_ENG_20030630.0075-E81-116
EM139	NYT_ENG_20030630.0075-E74-117
EM140	NYT_ENG_20030630.0075-E75-118
EM141	NYT_ENG_20030630.0075-E75-119
EM142	NYT_ENG_20030630.0075-E76-120
EM143	NYT_ENG_20030630.0075-E77-121
EM144	NYT_ENG_20030630.0075-E76-122
EM3	NYT_ENG_20030630.0075-E78-123
EM4	NYT_ENG_20030630.0075-E79-124
EM5	NYT_ENG_20030630.0075-E80-125
EM6	NYT_ENG_20030630.0075-E81-126
EM8	NYT_ENG_20030630.0075-E82-127
EM9	NYT_ENG_20030630.0075-E83-128
EM10	NYT_ENG_20030630.0075-E84-129
EM11	NYT_ENG_20030630.0075-E83-130
EM12	NYT_ENG_20030630.0075-E85-131
EM84	NYT_ENG_20030630.0075-E81-132
EM14	NYT_ENG_20030630.0075-E81-133
EM15	NYT_ENG_20030630.0075-E86-134
EM16	NYT_ENG_20030630.0075-E87-135
EM17	NYT_ENG_20030630.0075-E1-136
R1	NYT_ENG_20030630.0075-R1
R3	NYT_ENG_20030630.0075-R2
R2	NYT_ENG_20030630.0075-R3
R4	NYT_ENG_20030630.0075-R4
R3	NYT_ENG_20030630.0075-R5
R4	NYT_ENG_20030630.0075-R6
R3	NYT_ENG_20030630.0075-R7
R4	NYT_ENG_20030630.0075-R8
R5	NYT_ENG_20030630.0075-R9
R6	NYT_ENG_20030630.0075-R10
R7	NYT_ENG_20030630.0075-R11
R8	NYT_ENG_20030630.0075-R12
R9	NYT_ENG_20030630.0075-R13
R10	NYT_ENG_20030630.0075-R14
R11	NYT_ENG_20030630.0075-R15
R12	NYT_ENG_20030630.0075-R16
R13	NYT_ENG_20030630.0075-R17
R14	NYT_ENG_20030630.0075-R18
R15	NYT_ENG_20030630.0075-R19
R16	NYT_ENG_20030630.0075-R20
R17	NYT_ENG_20030630.0075-R21
R18	NYT_ENG_20030630.0075-R22
R19	NYT_ENG_20030630.0075-R23
R3	NYT_ENG_20030630.0075-R24
R3	NYT_ENG_20030630.0075-R25
R3	NYT_ENG_20030630.0075-R26
R22	NYT_ENG_20030630.0075-R27
R3	NYT_ENG_20030630.0075-R28
RM1	NYT_ENG_20030630.0075-R3-1
RM3	NYT_ENG_20030630.0075-R8-1
RM4	NYT_ENG_20030630.0075-R9-1
RM5	NYT_ENG_20030630.0075-R5-1
RM6	NYT_ENG_20030630.0075-R2-1
RM7	NYT_ENG_20030630.0075-R4-1
RM8	NYT_ENG_20030630.0075-R10-1
RM9	NYT_ENG_20030630.0075-R6-1
RM10	NYT_ENG_20030630.0075-R11-1
RM11	NYT_ENG_20030630.0075-R12-1
RM12	NYT_ENG_20030630.0075-R7-1
RM13	NYT_ENG_20030630.0075-R24-1
RM14	NYT_ENG_20030630.0075-R13-1
RM15	NYT_ENG_20030630.0075-R14-1
RM16	NYT_ENG_20030630.0075-R15-1
RM17	NYT_ENG_20030630.0075-R25-1
RM18	NYT_ENG_20030630.0075-R26-1
RM19	NYT_ENG_20030630.0075-R16-1
RM20	NYT_ENG_20030630.0075-R17-1
RM21	NYT_ENG_20030630.0075-R18-1
RM22	NYT_ENG_20030630.0075-R19-1
RM23	NYT_ENG_20030630.0075-R20-1
RM24	NYT_ENG_20030630.0075-R21-1
RM25	NYT_ENG_20030630.0075-R22-1
RM26	NYT_ENG_20030630.0075-R23-1
RM27	NYT_ENG_20030630.0075-R28-1
RM29	NYT_ENG_20030630.0075-R27-1
V1	NYT_ENG_20030630.0075-EV1
V2	NYT_ENG_20030630.0075-EV2
V3	NYT_ENG_20030630.0075-EV3
V4	NYT_ENG_20030630.0075-EV4
V5	NYT_ENG_20030630.0075-EV5
V6	NYT_ENG_20030630.0075-EV6
V7	NYT_ENG_20030630.0075-EV7
VM1	NYT_ENG_20030630.0075-EV1-1
VM2	NYT_ENG_20030630.0075-EV2-1
VM3	NYT_ENG_20030630.0075-EV3-1
VM4	NYT_ENG_20030630.0075-EV4-1
VM5	NYT_ENG_20030630.0075-EV5-1
VM6	NYT_ENG_20030630.0075-EV6-1
VM7	NYT_ENG_20030630.0075-EV7-1
Q1	NYT_ENG_20030630.0075-T1
Q2	NYT_ENG_20030630.0075-T2
Q3	NYT_ENG_20030630.0075-V1
Q4	NYT_ENG_20030630.0075-V2
Q5	NYT_ENG_20030630.0075-T3
Q6	NYT_ENG_20030630.0075-T4
Q7	NYT_ENG_20030630.0075-T5
Q8	NYT_ENG_20030630.0075-T6
Q9	NYT_ENG_20030630.0075-T7
Q10	NYT_ENG_20030630.0075-T8
Q11	NYT_ENG_20030630.0075-T9
Q12	NYT_ENG_20030630.0075-T10
Q13	NYT_ENG_20030630.0075-T11
Q14	NYT_ENG_20030630.0075-V3
Q15	NYT_ENG_20030630.0075-T12
Q16	NYT_ENG_20030630.0075-V4
Q17	NYT_ENG_20030630.0075-T13
Q18	NYT_ENG_20030630.0075-V5
Q19	NYT_ENG_20030630.0075-T14
Q20	NYT_ENG_20030630.0075-T15
Q21	NYT_ENG_20030630.0075-T16
Q22	NYT_ENG_20030630.0075-T17
QM3	NYT_ENG_20030630.0075-V1-1
QM4	NYT_ENG_20030630.0075-V2-1
QM14	NYT_ENG_20030630.0075-V3-1
QM16	NYT_ENG_20030630.0075-V4-1
QM18	NYT_ENG_20030630.0075-V5-1
