CE11	NYT_ENG_20030630.0079-CE1
RM16	NYT_ENG_20030630.0079-R14-1
RM18	NYT_ENG_20030630.0079-R15-1
RM19	NYT_ENG_20030630.0079-R16-1
RM20	NYT_ENG_20030630.0079-R17-1
RM21	NYT_ENG_20030630.0079-R17-2
RM22	NYT_ENG_20030630.0079-R17-3
RM23	NYT_ENG_20030630.0079-R17-4
RM24	NYT_ENG_20030630.0079-R21-1
RM25	NYT_ENG_20030630.0079-R22-1
RM26	NYT_ENG_20030630.0079-R23-1
RM27	NYT_ENG_20030630.0079-R24-1
RM28	NYT_ENG_20030630.0079-R25-1
RM30	NYT_ENG_20030630.0079-R26-1
RM31	NYT_ENG_20030630.0079-R27-1
RM32	NYT_ENG_20030630.0079-R28-1
RM33	NYT_ENG_20030630.0079-R29-1
RM34	NYT_ENG_20030630.0079-R30-1
RM35	NYT_ENG_20030630.0079-R31-1
RM36	NYT_ENG_20030630.0079-R32-1
RM37	NYT_ENG_20030630.0079-R33-1
RM38	NYT_ENG_20030630.0079-R34-1
RM39	NYT_ENG_20030630.0079-R35-1
RM40	NYT_ENG_20030630.0079-R36-1
V1	NYT_ENG_20030630.0079-EV1
V2	NYT_ENG_20030630.0079-EV2
V3	NYT_ENG_20030630.0079-EV3
V5	NYT_ENG_20030630.0079-EV4
VM1	NYT_ENG_20030630.0079-EV1-1
VM2	NYT_ENG_20030630.0079-EV2-1
VM3	NYT_ENG_20030630.0079-EV3-1
VM5	NYT_ENG_20030630.0079-EV4-1
Q1	NYT_ENG_20030630.0079-T1
Q2	NYT_ENG_20030630.0079-T2
Q3	NYT_ENG_20030630.0079-T3
Q4	NYT_ENG_20030630.0079-T4
Q5	NYT_ENG_20030630.0079-T5
Q6	NYT_ENG_20030630.0079-T6
Q7	NYT_ENG_20030630.0079-T7
Q8	NYT_ENG_20030630.0079-T8
Q9	NYT_ENG_20030630.0079-T9
Q10	NYT_ENG_20030630.0079-T10
Q11	NYT_ENG_20030630.0079-T11
Q12	NYT_ENG_20030630.0079-T12
Q13	NYT_ENG_20030630.0079-T13
Q14	NYT_ENG_20030630.0079-T14
Q15	NYT_ENG_20030630.0079-T15
Q16	NYT_ENG_20030630.0079-T16
Q17	NYT_ENG_20030630.0079-T17
