CE11	NYT_ENG_20030403.0008-CE1
E52	NYT_ENG_20030403.0008-E33
E53	NYT_ENG_20030403.0008-E34
E54	NYT_ENG_20030403.0008-E35
E55	NYT_ENG_20030403.0008-E36
E56	NYT_ENG_20030403.0008-E37
E57	NYT_ENG_20030403.0008-E38
E58	NYT_ENG_20030403.0008-E39
E59	NYT_ENG_20030403.0008-E40
E60	NYT_ENG_20030403.0008-E41
E61	NYT_ENG_20030403.0008-E42
E62	NYT_ENG_20030403.0008-E43
E63	NYT_ENG_20030403.0008-E44
E64	NYT_ENG_20030403.0008-E45
E65	NYT_ENG_20030403.0008-E46
E66	NYT_ENG_20030403.0008-E47
E69	NYT_ENG_20030403.0008-E48
E71	NYT_ENG_20030403.0008-E49
E72	NYT_ENG_20030403.0008-E50
E73	NYT_ENG_20030403.0008-E51
E74	NYT_ENG_20030403.0008-E52
E75	NYT_ENG_20030403.0008-E53
E76	NYT_ENG_20030403.0008-E54
E77	NYT_ENG_20030403.0008-E55
E78	NYT_ENG_20030403.0008-E56
E79	NYT_ENG_20030403.0008-E57
E80	NYT_ENG_20030403.0008-E58
E81	NYT_ENG_20030403.0008-E59
E82	NYT_ENG_20030403.0008-E60
E83	NYT_ENG_20030403.0008-E61
E84	NYT_ENG_20030403.0008-E62
E2	NYT_ENG_20030403.0008-E63
E85	NYT_ENG_20030403.0008-E64
E86	NYT_ENG_20030403.0008-E65
E87	NYT_ENG_20030403.0008-E66
E88	NYT_ENG_20030403.0008-E67
E89	NYT_ENG_20030403.0008-E68
E90	NYT_ENG_20030403.0008-E69
E91	NYT_ENG_20030403.0008-E70
E92	NYT_ENG_20030403.0008-E71
E93	NYT_ENG_20030403.0008-E72
E94	NYT_ENG_20030403.0008-E73
E95	NYT_ENG_20030403.0008-E74
E96	NYT_ENG_20030403.0008-E75
E97	NYT_ENG_20030403.0008-E76
E98	NYT_ENG_20030403.0008-E77
E99	NYT_ENG_20030403.0008-E78
E100	NYT_ENG_20030403.0008-E79
E101	NYT_ENG_20030403.0008-E80
E102	NYT_ENG_20030403.0008-E81
E103	NYT_ENG_20030403.0008-E82
E104	NYT_ENG_20030403.0008-E83
E105	NYT_ENG_20030403.0008-E84
E106	NYT_ENG_20030403.0008-E85
E107	NYT_ENG_20030403.0008-E86
E109	NYT_ENG_20030403.0008-E87
E110	NYT_ENG_20030403.0008-E88
E111	NYT_ENG_20030403.0008-E89
E112	NYT_ENG_20030403.0008-E90
E113	NYT_ENG_20030403.0008-E91
E114	NYT_ENG_20030403.0008-E92
E115	NYT_ENG_20030403.0008-E93
E116	NYT_ENG_20030403.0008-E94
E117	NYT_ENG_20030403.0008-E95
E118	NYT_ENG_20030403.0008-E96
E120	NYT_ENG_20030403.0008-E97
E121	NYT_ENG_20030403.0008-E98
E122	NYT_ENG_20030403.0008-E99
E123	NYT_ENG_20030403.0008-E100
E124	NYT_ENG_20030403.0008-E101
E126	NYT_ENG_20030403.0008-E102
E127	NYT_ENG_20030403.0008-E103
E128	NYT_ENG_20030403.0008-E104
E129	NYT_ENG_20030403.0008-E105
E5	NYT_ENG_20030403.0008-E106
E6	NYT_ENG_20030403.0008-E107
E7	NYT_ENG_20030403.0008-E108
E8	NYT_ENG_20030403.0008-E109
E11	NYT_ENG_20030403.0008-E110
E12	NYT_ENG_20030403.0008-E111
E13	NYT_ENG_20030403.0008-E112
E14	NYT_ENG_20030403.0008-E113
E15	NYT_ENG_20030403.0008-E114
EM1	NYT_ENG_20030403.0008-E22-1
EM18	NYT_ENG_20030403.0008-E2-2
EM20	NYT_ENG_20030403.0008-E3-3
EM21	NYT_ENG_20030403.0008-E4-4
EM22	NYT_ENG_20030403.0008-E5-5
EM23	NYT_ENG_20030403.0008-E4-6
EM25	NYT_ENG_20030403.0008-E108-7
EM26	NYT_ENG_20030403.0008-E6-8
EM27	NYT_ENG_20030403.0008-E3-9
EM28	NYT_ENG_20030403.0008-E6-10
EM29	NYT_ENG_20030403.0008-E7-11
EM19	NYT_ENG_20030403.0008-E108-12
EM30	NYT_ENG_20030403.0008-E8-13
EM31	NYT_ENG_20030403.0008-E8-14
EM32	NYT_ENG_20030403.0008-E9-15
EM33	NYT_ENG_20030403.0008-E10-16
EM34	NYT_ENG_20030403.0008-E11-17
EM35	NYT_ENG_20030403.0008-E9-18
EM36	NYT_ENG_20030403.0008-E108-19
EM37	NYT_ENG_20030403.0008-E108-20
EM38	NYT_ENG_20030403.0008-E12-21
EM39	NYT_ENG_20030403.0008-E110-22
EM40	NYT_ENG_20030403.0008-E13-23
EM41	NYT_ENG_20030403.0008-E14-24
EM42	NYT_ENG_20030403.0008-E15-25
EM43	NYT_ENG_20030403.0008-E16-26
EM45	NYT_ENG_20030403.0008-E15-27
EM46	NYT_ENG_20030403.0008-E110-28
EM47	NYT_ENG_20030403.0008-E17-29
EM48	NYT_ENG_20030403.0008-E108-30
EM49	NYT_ENG_20030403.0008-E18-31
EM50	NYT_ENG_20030403.0008-E17-32
EM51	NYT_ENG_20030403.0008-E19-33
EM52	NYT_ENG_20030403.0008-E108-34
EM53	NYT_ENG_20030403.0008-E20-35
EM54	NYT_ENG_20030403.0008-E21-36
EM55	NYT_ENG_20030403.0008-E23-37
EM56	NYT_ENG_20030403.0008-E23-38
EM58	NYT_ENG_20030403.0008-E107-39
EM59	NYT_ENG_20030403.0008-E108-40
EM60	NYT_ENG_20030403.0008-E24-41
EM61	NYT_ENG_20030403.0008-E23-42
EM62	NYT_ENG_20030403.0008-E23-43
EM63	NYT_ENG_20030403.0008-E25-44
EM64	NYT_ENG_20030403.0008-E108-45
EM65	NYT_ENG_20030403.0008-E26-46
EM66	NYT_ENG_20030403.0008-E3-47
EM67	NYT_ENG_20030403.0008-E3-48
EM68	NYT_ENG_20030403.0008-E27-49
EM69	NYT_ENG_20030403.0008-E28-50
EM71	NYT_ENG_20030403.0008-E29-51
EM72	NYT_ENG_20030403.0008-E108-52
EM73	NYT_ENG_20030403.0008-E30-53
EM74	NYT_ENG_20030403.0008-E30-54
EM75	NYT_ENG_20030403.0008-E30-55
EM76	NYT_ENG_20030403.0008-E31-56
EM77	NYT_ENG_20030403.0008-E32-57
EM78	NYT_ENG_20030403.0008-E30-58
EM79	NYT_ENG_20030403.0008-E33-59
EM80	NYT_ENG_20030403.0008-E34-60
EM81	NYT_ENG_20030403.0008-E35-61
EM82	NYT_ENG_20030403.0008-E28-62
EM83	NYT_ENG_20030403.0008-E28-63
EM84	NYT_ENG_20030403.0008-E36-64
EM85	NYT_ENG_20030403.0008-E37-65
EM86	NYT_ENG_20030403.0008-E38-66
EM87	NYT_ENG_20030403.0008-E39-67
EM88	NYT_ENG_20030403.0008-E30-68
EM89	NYT_ENG_20030403.0008-E40-69
EM90	NYT_ENG_20030403.0008-E40-70
EM91	NYT_ENG_20030403.0008-E41-71
EM92	NYT_ENG_20030403.0008-E42-72
EM93	NYT_ENG_20030403.0008-E43-73
EM94	NYT_ENG_20030403.0008-E15-74
EM95	NYT_ENG_20030403.0008-E44-75
EM96	NYT_ENG_20030403.0008-E45-76
EM2	NYT_ENG_20030403.0008-E63-77
EM97	NYT_ENG_20030403.0008-E15-78
EM98	NYT_ENG_20030403.0008-E46-79
EM99	NYT_ENG_20030403.0008-E15-80
EM100	NYT_ENG_20030403.0008-E45-81
EM101	NYT_ENG_20030403.0008-E47-82
EM102	NYT_ENG_20030403.0008-E48-83
EM103	NYT_ENG_20030403.0008-E49-84
EM104	NYT_ENG_20030403.0008-E15-85
EM105	NYT_ENG_20030403.0008-E110-86
EM106	NYT_ENG_20030403.0008-E50-87
EM107	NYT_ENG_20030403.0008-E108-88
EM108	NYT_ENG_20030403.0008-E51-89
EM109	NYT_ENG_20030403.0008-E51-90
EM110	NYT_ENG_20030403.0008-E108-91
EM111	NYT_ENG_20030403.0008-E51-92
EM112	NYT_ENG_20030403.0008-E52-93
EM113	NYT_ENG_20030403.0008-E53-94
EM114	NYT_ENG_20030403.0008-E53-95
EM115	NYT_ENG_20030403.0008-E54-96
EM116	NYT_ENG_20030403.0008-E3-97
EM117	NYT_ENG_20030403.0008-E3-98
EM118	NYT_ENG_20030403.0008-E3-99
EM119	NYT_ENG_20030403.0008-E55-100
EM120	NYT_ENG_20030403.0008-E108-101
EM121	NYT_ENG_20030403.0008-E56-102
EM122	NYT_ENG_20030403.0008-E3-103
EM123	NYT_ENG_20030403.0008-E110-104
EM124	NYT_ENG_20030403.0008-E110-105
EM125	NYT_ENG_20030403.0008-E57-106
EM126	NYT_ENG_20030403.0008-E58-107
EM127	NYT_ENG_20030403.0008-E3-108
EM128	NYT_ENG_20030403.0008-E3-109
EM129	NYT_ENG_20030403.0008-E59-110
EM130	NYT_ENG_20030403.0008-E108-111
EM131	NYT_ENG_20030403.0008-E60-112
EM132	NYT_ENG_20030403.0008-E61-113
EM133	NYT_ENG_20030403.0008-E106-114
EM134	NYT_ENG_20030403.0008-E62-115
EM135	NYT_ENG_20030403.0008-E3-116
EM136	NYT_ENG_20030403.0008-E3-117
EM137	NYT_ENG_20030403.0008-E108-118
EM138	NYT_ENG_20030403.0008-E64-119
EM139	NYT_ENG_20030403.0008-E65-120
EM140	NYT_ENG_20030403.0008-E66-121
EM141	NYT_ENG_20030403.0008-E112-122
EM142	NYT_ENG_20030403.0008-E67-123
EM143	NYT_ENG_20030403.0008-E67-124
EM144	NYT_ENG_20030403.0008-E67-125
EM145	NYT_ENG_20030403.0008-E60-126
EM146	NYT_ENG_20030403.0008-E68-127
EM147	NYT_ENG_20030403.0008-E69-128
EM148	NYT_ENG_20030403.0008-E70-129
EM149	NYT_ENG_20030403.0008-E71-130
EM150	NYT_ENG_20030403.0008-E72-131
EM151	NYT_ENG_20030403.0008-E73-132
EM152	NYT_ENG_20030403.0008-E74-133
EM153	NYT_ENG_20030403.0008-E75-134
EM154	NYT_ENG_20030403.0008-E76-135
EM155	NYT_ENG_20030403.0008-E77-136
EM156	NYT_ENG_20030403.0008-E78-137
EM157	NYT_ENG_20030403.0008-E77-138
EM158	NYT_ENG_20030403.0008-E79-139
EM159	NYT_ENG_20030403.0008-E80-140
EM160	NYT_ENG_20030403.0008-E74-141
EM161	NYT_ENG_20030403.0008-E75-142
EM162	NYT_ENG_20030403.0008-E74-143
EM163	NYT_ENG_20030403.0008-E20-144
EM164	NYT_ENG_20030403.0008-E81-145
EM165	NYT_ENG_20030403.0008-E82-146
EM166	NYT_ENG_20030403.0008-E83-147
EM167	NYT_ENG_20030403.0008-E84-148
EM168	NYT_ENG_20030403.0008-E108-149
EM169	NYT_ENG_20030403.0008-E30-150
EM170	NYT_ENG_20030403.0008-E30-151
EM171	NYT_ENG_20030403.0008-E3-152
EM172	NYT_ENG_20030403.0008-E85-153
EM173	NYT_ENG_20030403.0008-E3-154
EM174	NYT_ENG_20030403.0008-E86-155
EM175	NYT_ENG_20030403.0008-E87-156
EM176	NYT_ENG_20030403.0008-E30-157
EM177	NYT_ENG_20030403.0008-E3-158
EM178	NYT_ENG_20030403.0008-E85-159
EM179	NYT_ENG_20030403.0008-E30-160
EM180	NYT_ENG_20030403.0008-E3-161
EM181	NYT_ENG_20030403.0008-E85-162
EM182	NYT_ENG_20030403.0008-E88-163
EM183	NYT_ENG_20030403.0008-E89-164
EM184	NYT_ENG_20030403.0008-E3-165
EM185	NYT_ENG_20030403.0008-E85-166
EM186	NYT_ENG_20030403.0008-E57-167
EM187	NYT_ENG_20030403.0008-E90-168
EM188	NYT_ENG_20030403.0008-E91-169
EM189	NYT_ENG_20030403.0008-E108-170
EM190	NYT_ENG_20030403.0008-E92-171
EM191	NYT_ENG_20030403.0008-E93-172
EM192	NYT_ENG_20030403.0008-E94-173
EM193	NYT_ENG_20030403.0008-E90-174
EM195	NYT_ENG_20030403.0008-E90-175
EM196	NYT_ENG_20030403.0008-E95-176
EM197	NYT_ENG_20030403.0008-E96-177
EM198	NYT_ENG_20030403.0008-E97-178
EM199	NYT_ENG_20030403.0008-E108-179
EM200	NYT_ENG_20030403.0008-E98-180
EM201	NYT_ENG_20030403.0008-E99-181
EM202	NYT_ENG_20030403.0008-E100-182
EM203	NYT_ENG_20030403.0008-E101-183
EM204	NYT_ENG_20030403.0008-E30-184
EM9	NYT_ENG_20030403.0008-E102-185
EM10	NYT_ENG_20030403.0008-E103-186
EM4	NYT_ENG_20030403.0008-E106-187
EM205	NYT_ENG_20030403.0008-E104-188
EM206	NYT_ENG_20030403.0008-E105-189
EM6	NYT_ENG_20030403.0008-E107-190
EM7	NYT_ENG_20030403.0008-E108-191
EM8	NYT_ENG_20030403.0008-E109-192
EM11	NYT_ENG_20030403.0008-E111-193
EM12	NYT_ENG_20030403.0008-E108-194
EM13	NYT_ENG_20030403.0008-E113-195
EM14	NYT_ENG_20030403.0008-E114-196
EM16	NYT_ENG_20030403.0008-E109-197
EM17	NYT_ENG_20030403.0008-E1-198
R2	NYT_ENG_20030403.0008-R1
R3	NYT_ENG_20030403.0008-R2
R4	NYT_ENG_20030403.0008-R3
R5	NYT_ENG_20030403.0008-R4
R6	NYT_ENG_20030403.0008-R5
R7	NYT_ENG_20030403.0008-R6
R9	NYT_ENG_20030403.0008-R7
R10	NYT_ENG_20030403.0008-R8
R12	NYT_ENG_20030403.0008-R9
R13	NYT_ENG_20030403.0008-R10
R14	NYT_ENG_20030403.0008-R11
R15	NYT_ENG_20030403.0008-R12
R16	NYT_ENG_20030403.0008-R13
R18	NYT_ENG_20030403.0008-R14
R20	NYT_ENG_20030403.0008-R15
R21	NYT_ENG_20030403.0008-R16
R22	NYT_ENG_20030403.0008-R17
R23	NYT_ENG_20030403.0008-R18
R24	NYT_ENG_20030403.0008-R19
R25	NYT_ENG_20030403.0008-R20
R26	NYT_ENG_20030403.0008-R21
R27	NYT_ENG_20030403.0008-R22
R28	NYT_ENG_20030403.0008-R23
R29	NYT_ENG_20030403.0008-R24
R30	NYT_ENG_20030403.0008-R25
R31	NYT_ENG_20030403.0008-R26
R32	NYT_ENG_20030403.0008-R27
R33	NYT_ENG_20030403.0008-R28
R34	NYT_ENG_20030403.0008-R29
R35	NYT_ENG_20030403.0008-R30
R36	NYT_ENG_20030403.0008-R31
R37	NYT_ENG_20030403.0008-R32
R38	NYT_ENG_20030403.0008-R33
R39	NYT_ENG_20030403.0008-R34
R40	NYT_ENG_20030403.0008-R35
R41	NYT_ENG_20030403.0008-R36
R42	NYT_ENG_20030403.0008-R37
R43	NYT_ENG_20030403.0008-R38
R44	NYT_ENG_20030403.0008-R39
R45	NYT_ENG_20030403.0008-R40
RM2	NYT_ENG_20030403.0008-R1-1
RM3	NYT_ENG_20030403.0008-R2-1
RM4	NYT_ENG_20030403.0008-R3-1
RM5	NYT_ENG_20030403.0008-R4-1
RM6	NYT_ENG_20030403.0008-R5-1
RM7	NYT_ENG_20030403.0008-R6-1
RM9	NYT_ENG_20030403.0008-R7-1
RM10	NYT_ENG_20030403.0008-R8-1
RM12	NYT_ENG_20030403.0008-R9-1
RM13	NYT_ENG_20030403.0008-R10-1
RM14	NYT_ENG_20030403.0008-R11-1
RM15	NYT_ENG_20030403.0008-R12-1
RM16	NYT_ENG_20030403.0008-R13-1
RM21	NYT_ENG_20030403.0008-R15-1
RM22	NYT_ENG_20030403.0008-R16-1
RM23	NYT_ENG_20030403.0008-R17-1
RM24	NYT_ENG_20030403.0008-R18-1
RM25	NYT_ENG_20030403.0008-R19-1
RM26	NYT_ENG_20030403.0008-R20-1
RM27	NYT_ENG_20030403.0008-R21-1
RM28	NYT_ENG_20030403.0008-R22-1
RM29	NYT_ENG_20030403.0008-R23-1
RM30	NYT_ENG_20030403.0008-R24-1
RM31	NYT_ENG_20030403.0008-R25-1
RM32	NYT_ENG_20030403.0008-R26-1
RM33	NYT_ENG_20030403.0008-R27-1
RM34	NYT_ENG_20030403.0008-R28-1
RM35	NYT_ENG_20030403.0008-R29-1
RM36	NYT_ENG_20030403.0008-R30-1
RM37	NYT_ENG_20030403.0008-R31-1
RM38	NYT_ENG_20030403.0008-R32-1
RM39	NYT_ENG_20030403.0008-R33-1
RM40	NYT_ENG_20030403.0008-R34-1
RM41	NYT_ENG_20030403.0008-R35-1
RM42	NYT_ENG_20030403.0008-R36-1
RM43	NYT_ENG_20030403.0008-R37-1
RM44	NYT_ENG_20030403.0008-R38-1
RM45	NYT_ENG_20030403.0008-R39-1
RM47	NYT_ENG_20030403.0008-R14-1
RM48	NYT_ENG_20030403.0008-R40-1
V1	NYT_ENG_20030403.0008-EV1
V2	NYT_ENG_20030403.0008-EV2
V3	NYT_ENG_20030403.0008-EV3
V4	NYT_ENG_20030403.0008-EV4
V5	NYT_ENG_20030403.0008-EV5
V6	NYT_ENG_20030403.0008-EV6
V7	NYT_ENG_20030403.0008-EV7
V8	NYT_ENG_20030403.0008-EV8
V9	NYT_ENG_20030403.0008-EV9
V10	NYT_ENG_20030403.0008-EV10
V11	NYT_ENG_20030403.0008-EV11
V12	NYT_ENG_20030403.0008-EV12
V13	NYT_ENG_20030403.0008-EV13
V14	NYT_ENG_20030403.0008-EV14
V15	NYT_ENG_20030403.0008-EV15
V16	NYT_ENG_20030403.0008-EV16
V17	NYT_ENG_20030403.0008-EV17
V18	NYT_ENG_20030403.0008-EV18
V19	NYT_ENG_20030403.0008-EV19
V20	NYT_ENG_20030403.0008-EV20
V21	NYT_ENG_20030403.0008-EV21
V22	NYT_ENG_20030403.0008-EV22
V23	NYT_ENG_20030403.0008-EV23
V24	NYT_ENG_20030403.0008-EV24
V25	NYT_ENG_20030403.0008-EV25
V26	NYT_ENG_20030403.0008-EV26
V27	NYT_ENG_20030403.0008-EV27
VM1	NYT_ENG_20030403.0008-EV1-1
VM2	NYT_ENG_20030403.0008-EV2-1
VM3	NYT_ENG_20030403.0008-EV3-1
VM4	NYT_ENG_20030403.0008-EV4-1
VM5	NYT_ENG_20030403.0008-EV5-1
VM6	NYT_ENG_20030403.0008-EV6-1
VM7	NYT_ENG_20030403.0008-EV7-1
VM8	NYT_ENG_20030403.0008-EV8-1
VM9	NYT_ENG_20030403.0008-EV9-1
VM10	NYT_ENG_20030403.0008-EV10-1
VM11	NYT_ENG_20030403.0008-EV11-1
VM13	NYT_ENG_20030403.0008-EV12-1
VM14	NYT_ENG_20030403.0008-EV13-1
VM15	NYT_ENG_20030403.0008-EV14-1
VM16	NYT_ENG_20030403.0008-EV15-1
VM17	NYT_ENG_20030403.0008-EV16-1
VM18	NYT_ENG_20030403.0008-EV17-1
VM19	NYT_ENG_20030403.0008-EV18-1
VM20	NYT_ENG_20030403.0008-EV19-1
VM21	NYT_ENG_20030403.0008-EV20-1
VM22	NYT_ENG_20030403.0008-EV21-1
VM23	NYT_ENG_20030403.0008-EV22-1
VM24	NYT_ENG_20030403.0008-EV23-1
VM25	NYT_ENG_20030403.0008-EV24-1
VM26	NYT_ENG_20030403.0008-EV25-1
VM27	NYT_ENG_20030403.0008-EV26-1
VM28	NYT_ENG_20030403.0008-EV27-1
Q1	NYT_ENG_20030403.0008-T1
Q2	NYT_ENG_20030403.0008-T2
Q3	NYT_ENG_20030403.0008-T3
Q4	NYT_ENG_20030403.0008-T4
Q5	NYT_ENG_20030403.0008-T5
Q6	NYT_ENG_20030403.0008-T6
