CE23	NYT_ENG_20030602.0074-CE1
EM51	NYT_ENG_20030602.0074-E17-32
EM52	NYT_ENG_20030602.0074-E11-33
EM53	NYT_ENG_20030602.0074-E9-34
EM54	NYT_ENG_20030602.0074-E9-35
EM55	NYT_ENG_20030602.0074-E9-36
EM2	NYT_ENG_20030602.0074-E20-37
EM3	NYT_ENG_20030602.0074-E21-38
EM4	NYT_ENG_20030602.0074-E22-39
EM5	NYT_ENG_20030602.0074-E24-40
EM36	NYT_ENG_20030602.0074-E13-41
EM57	NYT_ENG_20030602.0074-E2-42
EM7	NYT_ENG_20030602.0074-E25-43
EM8	NYT_ENG_20030602.0074-E27-44
EM9	NYT_ENG_20030602.0074-E28-45
EM10	NYT_ENG_20030602.0074-E28-46
EM11	NYT_ENG_20030602.0074-E28-47
EM12	NYT_ENG_20030602.0074-E29-48
EM13	NYT_ENG_20030602.0074-E31-49
EM14	NYT_ENG_20030602.0074-E19-50
EM15	NYT_ENG_20030602.0074-E19-51
EM16	NYT_ENG_20030602.0074-E32-52
EM17	NYT_ENG_20030602.0074-E1-53
R1	NYT_ENG_20030602.0074-R1
R3	NYT_ENG_20030602.0074-R2
R4	NYT_ENG_20030602.0074-R3
R5	NYT_ENG_20030602.0074-R4
R6	NYT_ENG_20030602.0074-R5
R7	NYT_ENG_20030602.0074-R6
R8	NYT_ENG_20030602.0074-R7
R9	NYT_ENG_20030602.0074-R8
R10	NYT_ENG_20030602.0074-R9
R11	NYT_ENG_20030602.0074-R10
R12	NYT_ENG_20030602.0074-R11
R13	NYT_ENG_20030602.0074-R12
R14	NYT_ENG_20030602.0074-R13
RM1	NYT_ENG_20030602.0074-R4-1
RM2	NYT_ENG_20030602.0074-R5-1
RM3	NYT_ENG_20030602.0074-R6-1
RM4	NYT_ENG_20030602.0074-R7-1
RM5	NYT_ENG_20030602.0074-R8-1
RM6	NYT_ENG_20030602.0074-R9-1
RM7	NYT_ENG_20030602.0074-R10-1
RM8	NYT_ENG_20030602.0074-R11-1
RM9	NYT_ENG_20030602.0074-R12-1
RM10	NYT_ENG_20030602.0074-R13-1
V2	NYT_ENG_20030602.0074-EV1
V3	NYT_ENG_20030602.0074-EV2
V4	NYT_ENG_20030602.0074-EV3
V5	NYT_ENG_20030602.0074-EV4
V6	NYT_ENG_20030602.0074-EV5
V7	NYT_ENG_20030602.0074-EV6
VM2	NYT_ENG_20030602.0074-EV1-1
VM3	NYT_ENG_20030602.0074-EV2-1
VM4	NYT_ENG_20030602.0074-EV3-1
VM5	NYT_ENG_20030602.0074-EV4-1
VM6	NYT_ENG_20030602.0074-EV5-1
VM7	NYT_ENG_20030602.0074-EV6-1
Q1	NYT_ENG_20030602.0074-T1
Q2	NYT_ENG_20030602.0074-T2
Q5	NYT_ENG_20030602.0074-V1
Q6	NYT_ENG_20030602.0074-V2
Q7	NYT_ENG_20030602.0074-T3
Q8	NYT_ENG_20030602.0074-T4
Q9	NYT_ENG_20030602.0074-T5
Q10	NYT_ENG_20030602.0074-V3
Q11	NYT_ENG_20030602.0074-T6
QM5	NYT_ENG_20030602.0074-V1-1
QM6	NYT_ENG_20030602.0074-V2-1
QM10	NYT_ENG_20030602.0074-V3-1
