CE7	EBREAZ_20041203.1056-CE1
EM121	EBREAZ_20041203.1056-E33-94
EM109	EBREAZ_20041203.1056-E14-95
EM58	EBREAZ_20041203.1056-E25-96
EM60	EBREAZ_20041203.1056-E15-97
EM59	EBREAZ_20041203.1056-E15-98
EM66	EBREAZ_20041203.1056-E16-99
EM68	EBREAZ_20041203.1056-E16-100
EM71	EBREAZ_20041203.1056-E16-101
EM4	EBREAZ_20041203.1056-E31-102
EM69	EBREAZ_20041203.1056-E16-103
EM72	EBREAZ_20041203.1056-E16-104
EM73	EBREAZ_20041203.1056-E16-105
EM79	EBREAZ_20041203.1056-E33-106
EM128	EBREAZ_20041203.1056-E17-107
EM134	EBREAZ_20041203.1056-E14-108
EM135	EBREAZ_20041203.1056-E37-109
EM136	EBREAZ_20041203.1056-E37-110
EM137	EBREAZ_20041203.1056-E33-111
EM143	EBREAZ_20041203.1056-E33-112
EM144	EBREAZ_20041203.1056-E14-113
EM145	EBREAZ_20041203.1056-E33-114
EM153	EBREAZ_20041203.1056-E37-115
EM154	EBREAZ_20041203.1056-E33-116
EM155	EBREAZ_20041203.1056-E37-117
EM156	EBREAZ_20041203.1056-E18-118
EM157	EBREAZ_20041203.1056-E18-119
EM160	EBREAZ_20041203.1056-E19-120
EM162	EBREAZ_20041203.1056-E20-121
EM161	EBREAZ_20041203.1056-E20-122
EM163	EBREAZ_20041203.1056-E31-123
EM164	EBREAZ_20041203.1056-E14-124
EM12	EBREAZ_20041203.1056-E21-125
EM15	EBREAZ_20041203.1056-E22-126
EM25	EBREAZ_20041203.1056-E23-127
EM26	EBREAZ_20041203.1056-E23-128
EM27	EBREAZ_20041203.1056-E24-129
EM28	EBREAZ_20041203.1056-E25-130
EM30	EBREAZ_20041203.1056-E23-131
EM31	EBREAZ_20041203.1056-E25-132
EM32	EBREAZ_20041203.1056-E26-133
EM40	EBREAZ_20041203.1056-E27-134
EM41	EBREAZ_20041203.1056-E28-135
EM45	EBREAZ_20041203.1056-E29-136
EM49	EBREAZ_20041203.1056-E30-137
EM51	EBREAZ_20041203.1056-E30-138
EM62	EBREAZ_20041203.1056-E35-139
EM84	EBREAZ_20041203.1056-E10-140
EM105	EBREAZ_20041203.1056-E33-141
EM107	EBREAZ_20041203.1056-E33-142
EM119	EBREAZ_20041203.1056-E33-143
EM132	EBREAZ_20041203.1056-E33-144
EM147	EBREAZ_20041203.1056-E36-145
EM158	EBREAZ_20041203.1056-E32-146
EM17	EBREAZ_20041203.1056-E22-147
EM18	EBREAZ_20041203.1056-E22-148
EM33	EBREAZ_20041203.1056-E33-149
EM38	EBREAZ_20041203.1056-E34-150
EM14	EBREAZ_20041203.1056-E22-151
EM5	EBREAZ_20041203.1056-E12-152
EM20	EBREAZ_20041203.1056-E35-153
EM21	EBREAZ_20041203.1056-E31-154
EM159	EBREAZ_20041203.1056-E37-155
EM22	EBREAZ_20041203.1056-E35-156
EM24	EBREAZ_20041203.1056-E35-157
EM165	EBREAZ_20041203.1056-E36-158
EM166	EBREAZ_20041203.1056-E36-159
EM167	EBREAZ_20041203.1056-E36-160
EM169	EBREAZ_20041203.1056-E36-161
EM170	EBREAZ_20041203.1056-E37-162
EM171	EBREAZ_20041203.1056-E37-163
EM172	EBREAZ_20041203.1056-E37-164
EM173	EBREAZ_20041203.1056-E33-165
EM2	EBREAZ_20041203.1056-E5-166
EM168	EBREAZ_20041203.1056-E33-167
EM142	EBREAZ_20041203.1056-E33-168
EM141	EBREAZ_20041203.1056-E33-169
EM139	EBREAZ_20041203.1056-E33-170
EM138	EBREAZ_20041203.1056-E33-171
EM140	EBREAZ_20041203.1056-E33-172
EM146	EBREAZ_20041203.1056-E36-173
EM149	EBREAZ_20041203.1056-E36-174
R1	EBREAZ_20041203.1056-R1
R2	EBREAZ_20041203.1056-R2
RM1	EBREAZ_20041203.1056-R1-1
RM2	EBREAZ_20041203.1056-R2-1
Q1	EBREAZ_20041203.1056-T1
Q4	EBREAZ_20041203.1056-T2
Q5	EBREAZ_20041203.1056-T3
Q2	EBREAZ_20041203.1056-T4
Q3	EBREAZ_20041203.1056-T5
