CE7	AZZAMOH_20041227.0120-CE1
EM26	AZZAMOH_20041227.0120-E27-2
EM25	AZZAMOH_20041227.0120-E13-3
EM28	AZZAMOH_20041227.0120-E13-4
EM29	AZZAMOH_20041227.0120-E27-5
EM30	AZZAMOH_20041227.0120-E1-6
EM31	AZZAMOH_20041227.0120-E2-7
EM32	AZZAMOH_20041227.0120-E3-8
EM33	AZZAMOH_20041227.0120-E4-9
EM34	AZZAMOH_20041227.0120-E13-10
EM35	AZZAMOH_20041227.0120-E1-11
EM36	AZZAMOH_20041227.0120-E1-12
EM7	AZZAMOH_20041227.0120-E5-13
EM38	AZZAMOH_20041227.0120-E7-14
EM39	AZZAMOH_20041227.0120-E7-15
EM41	AZZAMOH_20041227.0120-E7-16
EM40	AZZAMOH_20041227.0120-E8-17
EM42	AZZAMOH_20041227.0120-E7-18
EM44	AZZAMOH_20041227.0120-E7-19
EM45	AZZAMOH_20041227.0120-E27-20
EM46	AZZAMOH_20041227.0120-E27-21
EM48	AZZAMOH_20041227.0120-E13-22
EM47	AZZAMOH_20041227.0120-E24-23
EM49	AZZAMOH_20041227.0120-E13-24
EM50	AZZAMOH_20041227.0120-E13-25
EM51	AZZAMOH_20041227.0120-E13-26
EM52	AZZAMOH_20041227.0120-E9-27
EM53	AZZAMOH_20041227.0120-E10-28
EM54	AZZAMOH_20041227.0120-E10-29
EM55	AZZAMOH_20041227.0120-E10-30
EM56	AZZAMOH_20041227.0120-E10-31
EM57	AZZAMOH_20041227.0120-E13-32
EM59	AZZAMOH_20041227.0120-E13-33
EM64	AZZAMOH_20041227.0120-E11-34
EM63	AZZAMOH_20041227.0120-E13-35
EM76	AZZAMOH_20041227.0120-E11-36
EM60	AZZAMOH_20041227.0120-E11-37
EM61	AZZAMOH_20041227.0120-E11-38
EM62	AZZAMOH_20041227.0120-E11-39
EM66	AZZAMOH_20041227.0120-E13-40
EM65	AZZAMOH_20041227.0120-E13-41
EM67	AZZAMOH_20041227.0120-E11-42
EM69	AZZAMOH_20041227.0120-E11-43
EM68	AZZAMOH_20041227.0120-E13-44
EM70	AZZAMOH_20041227.0120-E13-45
EM71	AZZAMOH_20041227.0120-E1-46
EM87	AZZAMOH_20041227.0120-E14-47
EM72	AZZAMOH_20041227.0120-E12-48
EM73	AZZAMOH_20041227.0120-E13-49
EM74	AZZAMOH_20041227.0120-E13-50
EM77	AZZAMOH_20041227.0120-E13-51
EM75	AZZAMOH_20041227.0120-E11-52
EM79	AZZAMOH_20041227.0120-E11-53
EM78	AZZAMOH_20041227.0120-E11-54
EM81	AZZAMOH_20041227.0120-E11-55
EM80	AZZAMOH_20041227.0120-E13-56
EM82	AZZAMOH_20041227.0120-E13-57
EM84	AZZAMOH_20041227.0120-E13-58
EM83	AZZAMOH_20041227.0120-E11-59
EM85	AZZAMOH_20041227.0120-E1-60
EM86	AZZAMOH_20041227.0120-E1-61
EM88	AZZAMOH_20041227.0120-E1-62
EM89	AZZAMOH_20041227.0120-E13-63
EM114	AZZAMOH_20041227.0120-E20-64
EM91	AZZAMOH_20041227.0120-E1-65
EM102	AZZAMOH_20041227.0120-E1-66
EM92	AZZAMOH_20041227.0120-E12-67
EM95	AZZAMOH_20041227.0120-E1-68
EM94	AZZAMOH_20041227.0120-E11-69
EM93	AZZAMOH_20041227.0120-E13-70
EM97	AZZAMOH_20041227.0120-E12-71
EM98	AZZAMOH_20041227.0120-E1-72
EM99	AZZAMOH_20041227.0120-E12-73
EM145	AZZAMOH_20041227.0120-E20-74
EM105	AZZAMOH_20041227.0120-E12-75
EM106	AZZAMOH_20041227.0120-E1-76
EM107	AZZAMOH_20041227.0120-E1-77
EM109	AZZAMOH_20041227.0120-E1-78
EM113	AZZAMOH_20041227.0120-E1-79
EM111	AZZAMOH_20041227.0120-E1-80
EM110	AZZAMOH_20041227.0120-E15-81
EM115	AZZAMOH_20041227.0120-E1-82
EM118	AZZAMOH_20041227.0120-E1-83
EM120	AZZAMOH_20041227.0120-E1-84
EM122	AZZAMOH_20041227.0120-E13-85
EM124	AZZAMOH_20041227.0120-E13-86
EM123	AZZAMOH_20041227.0120-E11-87
EM125	AZZAMOH_20041227.0120-E1-88
EM127	AZZAMOH_20041227.0120-E1-89
EM130	AZZAMOH_20041227.0120-E1-90
EM129	AZZAMOH_20041227.0120-E1-91
EM133	AZZAMOH_20041227.0120-E1-92
EM134	AZZAMOH_20041227.0120-E1-93
EM137	AZZAMOH_20041227.0120-E1-94
EM138	AZZAMOH_20041227.0120-E1-95
EM140	AZZAMOH_20041227.0120-E16-96
EM141	AZZAMOH_20041227.0120-E1-97
EM142	AZZAMOH_20041227.0120-E16-98
EM143	AZZAMOH_20041227.0120-E1-99
EM144	AZZAMOH_20041227.0120-E1-100
EM146	AZZAMOH_20041227.0120-E11-101
EM147	AZZAMOH_20041227.0120-E1-102
EM148	AZZAMOH_20041227.0120-E12-103
EM149	AZZAMOH_20041227.0120-E11-104
EM151	AZZAMOH_20041227.0120-E1-105
EM153	AZZAMOH_20041227.0120-E1-106
EM1	AZZAMOH_20041227.0120-E22-107
EM152	AZZAMOH_20041227.0120-E17-108
EM150	AZZAMOH_20041227.0120-E18-109
EM154	AZZAMOH_20041227.0120-E11-110
EM155	AZZAMOH_20041227.0120-E1-111
EM156	AZZAMOH_20041227.0120-E11-112
EM157	AZZAMOH_20041227.0120-E11-113
EM158	AZZAMOH_20041227.0120-E11-114
EM159	AZZAMOH_20041227.0120-E13-115
EM160	AZZAMOH_20041227.0120-E13-116
EM162	AZZAMOH_20041227.0120-E13-117
EM161	AZZAMOH_20041227.0120-E6-118
EM163	AZZAMOH_20041227.0120-E6-119
EM164	AZZAMOH_20041227.0120-E16-120
EM167	AZZAMOH_20041227.0120-E16-121
EM166	AZZAMOH_20041227.0120-E12-122
EM168	AZZAMOH_20041227.0120-E13-123
EM169	AZZAMOH_20041227.0120-E16-124
EM171	AZZAMOH_20041227.0120-E13-125
EM173	AZZAMOH_20041227.0120-E13-126
EM172	AZZAMOH_20041227.0120-E11-127
EM170	AZZAMOH_20041227.0120-E11-128
EM181	AZZAMOH_20041227.0120-E13-129
EM179	AZZAMOH_20041227.0120-E13-130
EM174	AZZAMOH_20041227.0120-E16-131
EM177	AZZAMOH_20041227.0120-E1-132
EM180	AZZAMOH_20041227.0120-E19-133
EM90	AZZAMOH_20041227.0120-E11-134
EM96	AZZAMOH_20041227.0120-E20-135
EM100	AZZAMOH_20041227.0120-E20-136
EM101	AZZAMOH_20041227.0120-E20-137
EM103	AZZAMOH_20041227.0120-E20-138
EM104	AZZAMOH_20041227.0120-E20-139
EM108	AZZAMOH_20041227.0120-E20-140
EM112	AZZAMOH_20041227.0120-E20-141
EM116	AZZAMOH_20041227.0120-E20-142
EM119	AZZAMOH_20041227.0120-E21-143
EM121	AZZAMOH_20041227.0120-E21-144
EM126	AZZAMOH_20041227.0120-E21-145
EM128	AZZAMOH_20041227.0120-E21-146
EM132	AZZAMOH_20041227.0120-E21-147
EM131	AZZAMOH_20041227.0120-E21-148
EM135	AZZAMOH_20041227.0120-E21-149
EM136	AZZAMOH_20041227.0120-E21-150
EM139	AZZAMOH_20041227.0120-E21-151
EM165	AZZAMOH_20041227.0120-E20-152
EM176	AZZAMOH_20041227.0120-E21-153
EM178	AZZAMOH_20041227.0120-E21-154
EM182	AZZAMOH_20041227.0120-E13-155
EM183	AZZAMOH_20041227.0120-E23-156
EM37	AZZAMOH_20041227.0120-E7-157
EM58	AZZAMOH_20041227.0120-E11-158
EM117	AZZAMOH_20041227.0120-E1-159
EM43	AZZAMOH_20041227.0120-E1-160
EM175	AZZAMOH_20041227.0120-E1-161
EM3	AZZAMOH_20041227.0120-E13-162
EM5	AZZAMOH_20041227.0120-E13-163
EM4	AZZAMOH_20041227.0120-E24-164
EM6	AZZAMOH_20041227.0120-E13-165
EM9	AZZAMOH_20041227.0120-E13-166
EM8	AZZAMOH_20041227.0120-E24-167
EM184	AZZAMOH_20041227.0120-E25-168
EM12	AZZAMOH_20041227.0120-E26-169
EM15	AZZAMOH_20041227.0120-E26-170
EM13	AZZAMOH_20041227.0120-E26-171
EM14	AZZAMOH_20041227.0120-E13-172
EM16	AZZAMOH_20041227.0120-E13-173
EM17	AZZAMOH_20041227.0120-E13-174
EM18	AZZAMOH_20041227.0120-E13-175
EM19	AZZAMOH_20041227.0120-E13-176
EM20	AZZAMOH_20041227.0120-E13-177
EM22	AZZAMOH_20041227.0120-E13-178
EM21	AZZAMOH_20041227.0120-E24-179
EM23	AZZAMOH_20041227.0120-E13-180
EM24	AZZAMOH_20041227.0120-E13-181
EM27	AZZAMOH_20041227.0120-E27-182
R1	AZZAMOH_20041227.0120-R1
R23	AZZAMOH_20041227.0120-R2
R2	AZZAMOH_20041227.0120-R3
R3	AZZAMOH_20041227.0120-R4
R4	AZZAMOH_20041227.0120-R5
R5	AZZAMOH_20041227.0120-R6
R8	AZZAMOH_20041227.0120-R7
R9	AZZAMOH_20041227.0120-R8
R20	AZZAMOH_20041227.0120-R9
R19	AZZAMOH_20041227.0120-R10
R18	AZZAMOH_20041227.0120-R11
R17	AZZAMOH_20041227.0120-R12
R16	AZZAMOH_20041227.0120-R13
R15	AZZAMOH_20041227.0120-R14
R14	AZZAMOH_20041227.0120-R15
R13	AZZAMOH_20041227.0120-R16
R12	AZZAMOH_20041227.0120-R17
R11	AZZAMOH_20041227.0120-R18
R6	AZZAMOH_20041227.0120-R19
R10	AZZAMOH_20041227.0120-R20
R22	AZZAMOH_20041227.0120-R21
RM1	AZZAMOH_20041227.0120-R1-1
RM23	AZZAMOH_20041227.0120-R2-1
RM2	AZZAMOH_20041227.0120-R3-1
RM3	AZZAMOH_20041227.0120-R3-2
RM4	AZZAMOH_20041227.0120-R5-1
RM5	AZZAMOH_20041227.0120-R3-3
RM8	AZZAMOH_20041227.0120-R7-1
RM9	AZZAMOH_20041227.0120-R3-4
RM20	AZZAMOH_20041227.0120-R9-1
RM19	AZZAMOH_20041227.0120-R10-1
RM18	AZZAMOH_20041227.0120-R11-1
RM17	AZZAMOH_20041227.0120-R12-1
RM16	AZZAMOH_20041227.0120-R13-1
RM15	AZZAMOH_20041227.0120-R14-1
RM14	AZZAMOH_20041227.0120-R10-2
RM13	AZZAMOH_20041227.0120-R16-1
RM12	AZZAMOH_20041227.0120-R17-1
RM6	AZZAMOH_20041227.0120-R19-1
RM11	AZZAMOH_20041227.0120-R18-1
RM10	AZZAMOH_20041227.0120-R10-3
RM22	AZZAMOH_20041227.0120-R21-1
V2	AZZAMOH_20041227.0120-EV1
V3	AZZAMOH_20041227.0120-EV2
V1	AZZAMOH_20041227.0120-EV3
VM1	AZZAMOH_20041227.0120-EV3-1
VM2	AZZAMOH_20041227.0120-EV1-1
VM3	AZZAMOH_20041227.0120-EV2-1
Q2	AZZAMOH_20041227.0120-T1
Q3	AZZAMOH_20041227.0120-T2
Q1	AZZAMOH_20041227.0120-T3
