CE12	ALFILFILM_20050202.1025-CE1
EM16	ALFILFILM_20050202.1025-E1-1
EM17	ALFILFILM_20050202.1025-E2-2
EM19	ALFILFILM_20050202.1025-E3-3
EM18	ALFILFILM_20050202.1025-E4-4
EM21	ALFILFILM_20050202.1025-E4-5
EM22	ALFILFILM_20050202.1025-E2-6
EM24	ALFILFILM_20050202.1025-E5-7
EM25	ALFILFILM_20050202.1025-E6-8
EM26	ALFILFILM_20050202.1025-E7-9
EM27	ALFILFILM_20050202.1025-E2-10
EM28	ALFILFILM_20050202.1025-E8-11
EM29	ALFILFILM_20050202.1025-E2-12
EM30	ALFILFILM_20050202.1025-E2-13
EM31	ALFILFILM_20050202.1025-E2-14
EM32	ALFILFILM_20050202.1025-E2-15
EM81	ALFILFILM_20050202.1025-E10-16
EM33	ALFILFILM_20050202.1025-E9-17
EM34	ALFILFILM_20050202.1025-E9-18
EM35	ALFILFILM_20050202.1025-E2-19
EM37	ALFILFILM_20050202.1025-E2-20
EM38	ALFILFILM_20050202.1025-E37-21
EM39	ALFILFILM_20050202.1025-E37-22
EM40	ALFILFILM_20050202.1025-E11-23
EM43	ALFILFILM_20050202.1025-E12-24
EM44	ALFILFILM_20050202.1025-E13-25
EM46	ALFILFILM_20050202.1025-E36-26
EM47	ALFILFILM_20050202.1025-E14-27
EM48	ALFILFILM_20050202.1025-E36-28
EM49	ALFILFILM_20050202.1025-E36-29
EM51	ALFILFILM_20050202.1025-E36-30
EM52	ALFILFILM_20050202.1025-E15-31
EM53	ALFILFILM_20050202.1025-E16-32
EM54	ALFILFILM_20050202.1025-E17-33
EM55	ALFILFILM_20050202.1025-E36-34
EM56	ALFILFILM_20050202.1025-E36-35
EM57	ALFILFILM_20050202.1025-E2-36
EM58	ALFILFILM_20050202.1025-E2-37
EM59	ALFILFILM_20050202.1025-E36-38
EM60	ALFILFILM_20050202.1025-E36-39
EM65	ALFILFILM_20050202.1025-E18-40
EM64	ALFILFILM_20050202.1025-E18-41
EM68	ALFILFILM_20050202.1025-E37-42
EM67	ALFILFILM_20050202.1025-E37-43
EM70	ALFILFILM_20050202.1025-E19-44
EM69	ALFILFILM_20050202.1025-E20-45
EM71	ALFILFILM_20050202.1025-E11-46
EM72	ALFILFILM_20050202.1025-E21-47
EM74	ALFILFILM_20050202.1025-E22-48
EM75	ALFILFILM_20050202.1025-E21-49
EM76	ALFILFILM_20050202.1025-E23-50
EM77	ALFILFILM_20050202.1025-E21-51
EM79	ALFILFILM_20050202.1025-E24-52
EM78	ALFILFILM_20050202.1025-E25-53
EM61	ALFILFILM_20050202.1025-E37-54
EM62	ALFILFILM_20050202.1025-E37-55
EM45	ALFILFILM_20050202.1025-E37-56
EM50	ALFILFILM_20050202.1025-E37-57
EM3	ALFILFILM_20050202.1025-E26-58
EM63	ALFILFILM_20050202.1025-E37-59
EM66	ALFILFILM_20050202.1025-E37-60
EM23	ALFILFILM_20050202.1025-E2-61
EM36	ALFILFILM_20050202.1025-E2-62
EM20	ALFILFILM_20050202.1025-E3-63
EM73	ALFILFILM_20050202.1025-E21-64
EM1	ALFILFILM_20050202.1025-E27-65
EM2	ALFILFILM_20050202.1025-E28-66
EM14	ALFILFILM_20050202.1025-E32-67
EM4	ALFILFILM_20050202.1025-E29-68
EM80	ALFILFILM_20050202.1025-E38-69
EM5	ALFILFILM_20050202.1025-E29-70
EM6	ALFILFILM_20050202.1025-E30-71
EM7	ALFILFILM_20050202.1025-E30-72
EM8	ALFILFILM_20050202.1025-E31-73
EM9	ALFILFILM_20050202.1025-E33-74
EM10	ALFILFILM_20050202.1025-E34-75
EM11	ALFILFILM_20050202.1025-E35-76
EM12	ALFILFILM_20050202.1025-E36-77
EM13	ALFILFILM_20050202.1025-E37-78
EM15	ALFILFILM_20050202.1025-E37-79
R1	ALFILFILM_20050202.1025-R1
R2	ALFILFILM_20050202.1025-R2
R3	ALFILFILM_20050202.1025-R3
RM2	ALFILFILM_20050202.1025-R2-1
RM3	ALFILFILM_20050202.1025-R3-1
RM1	ALFILFILM_20050202.1025-R1-1
Q1	ALFILFILM_20050202.1025-T1
Q3	ALFILFILM_20050202.1025-V1
Q4	ALFILFILM_20050202.1025-T2
Q5	ALFILFILM_20050202.1025-T3
Q2	ALFILFILM_20050202.1025-T4
QM3	ALFILFILM_20050202.1025-V1-1
