CE9	ALFILFILM_20050202.0740-CE1
E10	ALFILFILM_20050202.0740-E64
E11	ALFILFILM_20050202.0740-E65
EM13	ALFILFILM_20050202.0740-E1-1
EM14	ALFILFILM_20050202.0740-E2-2
EM16	ALFILFILM_20050202.0740-E4-3
EM18	ALFILFILM_20050202.0740-E3-4
EM19	ALFILFILM_20050202.0740-E3-5
EM20	ALFILFILM_20050202.0740-E5-6
EM21	ALFILFILM_20050202.0740-E5-7
EM22	ALFILFILM_20050202.0740-E5-8
EM23	ALFILFILM_20050202.0740-E6-9
EM4	ALFILFILM_20050202.0740-E17-10
EM25	ALFILFILM_20050202.0740-E7-11
EM27	ALFILFILM_20050202.0740-E7-12
EM29	ALFILFILM_20050202.0740-E7-13
EM30	ALFILFILM_20050202.0740-E7-14
EM26	ALFILFILM_20050202.0740-E8-15
EM28	ALFILFILM_20050202.0740-E9-16
EM31	ALFILFILM_20050202.0740-E7-17
EM33	ALFILFILM_20050202.0740-E7-18
EM34	ALFILFILM_20050202.0740-E7-19
EM114	ALFILFILM_20050202.0740-E39-20
EM78	ALFILFILM_20050202.0740-E10-21
EM37	ALFILFILM_20050202.0740-E3-22
EM36	ALFILFILM_20050202.0740-E3-23
EM38	ALFILFILM_20050202.0740-E11-24
EM40	ALFILFILM_20050202.0740-E12-25
EM41	ALFILFILM_20050202.0740-E12-26
EM42	ALFILFILM_20050202.0740-E3-27
EM43	ALFILFILM_20050202.0740-E3-28
EM44	ALFILFILM_20050202.0740-E3-29
EM45	ALFILFILM_20050202.0740-E13-30
EM46	ALFILFILM_20050202.0740-E14-31
EM47	ALFILFILM_20050202.0740-E3-32
EM48	ALFILFILM_20050202.0740-E15-33
EM49	ALFILFILM_20050202.0740-E16-34
EM51	ALFILFILM_20050202.0740-E15-35
EM50	ALFILFILM_20050202.0740-E15-36
EM32	ALFILFILM_20050202.0740-E26-37
EM52	ALFILFILM_20050202.0740-E2-38
EM54	ALFILFILM_20050202.0740-E18-39
EM55	ALFILFILM_20050202.0740-E18-40
EM57	ALFILFILM_20050202.0740-E18-41
EM58	ALFILFILM_20050202.0740-E18-42
EM59	ALFILFILM_20050202.0740-E15-43
EM79	ALFILFILM_20050202.0740-E25-44
EM60	ALFILFILM_20050202.0740-E15-45
EM61	ALFILFILM_20050202.0740-E15-46
EM62	ALFILFILM_20050202.0740-E19-47
EM63	ALFILFILM_20050202.0740-E20-48
EM64	ALFILFILM_20050202.0740-E21-49
EM65	ALFILFILM_20050202.0740-E15-50
EM66	ALFILFILM_20050202.0740-E15-51
EM67	ALFILFILM_20050202.0740-E22-52
EM68	ALFILFILM_20050202.0740-E23-53
EM70	ALFILFILM_20050202.0740-E15-54
EM71	ALFILFILM_20050202.0740-E15-55
EM72	ALFILFILM_20050202.0740-E15-56
EM73	ALFILFILM_20050202.0740-E24-57
EM74	ALFILFILM_20050202.0740-E15-58
EM75	ALFILFILM_20050202.0740-E27-59
EM80	ALFILFILM_20050202.0740-E15-60
EM81	ALFILFILM_20050202.0740-E15-61
EM82	ALFILFILM_20050202.0740-E28-62
EM35	ALFILFILM_20050202.0740-E34-63
EM83	ALFILFILM_20050202.0740-E29-64
EM86	ALFILFILM_20050202.0740-E30-65
EM84	ALFILFILM_20050202.0740-E29-66
EM139	ALFILFILM_20050202.0740-E31-67
EM88	ALFILFILM_20050202.0740-E32-68
EM89	ALFILFILM_20050202.0740-E32-69
EM90	ALFILFILM_20050202.0740-E32-70
EM91	ALFILFILM_20050202.0740-E32-71
EM92	ALFILFILM_20050202.0740-E32-72
EM94	ALFILFILM_20050202.0740-E32-73
EM93	ALFILFILM_20050202.0740-E33-74
EM95	ALFILFILM_20050202.0740-E32-75
EM98	ALFILFILM_20050202.0740-E32-76
EM97	ALFILFILM_20050202.0740-E32-77
EM96	ALFILFILM_20050202.0740-E29-78
EM100	ALFILFILM_20050202.0740-E35-79
EM101	ALFILFILM_20050202.0740-E29-80
EM102	ALFILFILM_20050202.0740-E32-81
EM99	ALFILFILM_20050202.0740-E29-82
EM103	ALFILFILM_20050202.0740-E32-83
EM104	ALFILFILM_20050202.0740-E36-84
EM105	ALFILFILM_20050202.0740-E37-85
EM106	ALFILFILM_20050202.0740-E38-86
EM107	ALFILFILM_20050202.0740-E32-87
EM108	ALFILFILM_20050202.0740-E32-88
EM110	ALFILFILM_20050202.0740-E32-89
EM109	ALFILFILM_20050202.0740-E39-90
EM111	ALFILFILM_20050202.0740-E40-91
EM112	ALFILFILM_20050202.0740-E41-92
EM113	ALFILFILM_20050202.0740-E32-93
EM115	ALFILFILM_20050202.0740-E32-94
EM116	ALFILFILM_20050202.0740-E35-95
EM17	ALFILFILM_20050202.0740-E3-96
EM15	ALFILFILM_20050202.0740-E51-97
EM118	ALFILFILM_20050202.0740-E42-98
EM117	ALFILFILM_20050202.0740-E32-99
EM119	ALFILFILM_20050202.0740-E32-100
EM120	ALFILFILM_20050202.0740-E29-101
EM122	ALFILFILM_20050202.0740-E43-102
EM123	ALFILFILM_20050202.0740-E44-103
EM124	ALFILFILM_20050202.0740-E45-104
EM125	ALFILFILM_20050202.0740-E46-105
EM126	ALFILFILM_20050202.0740-E47-106
EM127	ALFILFILM_20050202.0740-E45-107
EM128	ALFILFILM_20050202.0740-E45-108
EM129	ALFILFILM_20050202.0740-E48-109
EM130	ALFILFILM_20050202.0740-E49-110
EM131	ALFILFILM_20050202.0740-E50-111
EM132	ALFILFILM_20050202.0740-E60-112
EM134	ALFILFILM_20050202.0740-E58-113
EM135	ALFILFILM_20050202.0740-E52-114
EM24	ALFILFILM_20050202.0740-E7-115
EM53	ALFILFILM_20050202.0740-E53-116
EM121	ALFILFILM_20050202.0740-E60-117
EM138	ALFILFILM_20050202.0740-E54-118
EM87	ALFILFILM_20050202.0740-E29-119
EM133	ALFILFILM_20050202.0740-E55-120
EM3	ALFILFILM_20050202.0740-E17-121
EM39	ALFILFILM_20050202.0740-E12-122
EM1	ALFILFILM_20050202.0740-E56-123
EM2	ALFILFILM_20050202.0740-E57-124
EM76	ALFILFILM_20050202.0740-E27-125
EM69	ALFILFILM_20050202.0740-E22-126
EM5	ALFILFILM_20050202.0740-E58-127
EM77	ALFILFILM_20050202.0740-E61-128
EM9	ALFILFILM_20050202.0740-E59-129
EM6	ALFILFILM_20050202.0740-E58-130
EM7	ALFILFILM_20050202.0740-E58-131
EM8	ALFILFILM_20050202.0740-E62-132
EM56	ALFILFILM_20050202.0740-E18-133
EM10	ALFILFILM_20050202.0740-E63-134
EM11	ALFILFILM_20050202.0740-E64-135
EM12	ALFILFILM_20050202.0740-E65-136
R4	ALFILFILM_20050202.0740-R1
R7	ALFILFILM_20050202.0740-R2
R1	ALFILFILM_20050202.0740-R3
R8	ALFILFILM_20050202.0740-R4
R3	ALFILFILM_20050202.0740-R5
R2	ALFILFILM_20050202.0740-R6
R6	ALFILFILM_20050202.0740-R7
R9	ALFILFILM_20050202.0740-R8
R10	ALFILFILM_20050202.0740-R9
R11	ALFILFILM_20050202.0740-R10
R5	ALFILFILM_20050202.0740-R11
R12	ALFILFILM_20050202.0740-R12
RM4	ALFILFILM_20050202.0740-R1-1
RM7	ALFILFILM_20050202.0740-R2-1
RM8	ALFILFILM_20050202.0740-R4-1
RM1	ALFILFILM_20050202.0740-R3-1
RM3	ALFILFILM_20050202.0740-R5-1
RM2	ALFILFILM_20050202.0740-R6-1
RM6	ALFILFILM_20050202.0740-R7-1
RM9	ALFILFILM_20050202.0740-R8-1
RM10	ALFILFILM_20050202.0740-R9-1
RM11	ALFILFILM_20050202.0740-R10-1
RM5	ALFILFILM_20050202.0740-R11-1
RM12	ALFILFILM_20050202.0740-R12-1
Q1	ALFILFILM_20050202.0740-T1
Q2	ALFILFILM_20050202.0740-T2
Q3	ALFILFILM_20050202.0740-T3
Q4	ALFILFILM_20050202.0740-T4
Q5	ALFILFILM_20050202.0740-T5
Q6	ALFILFILM_20050202.0740-T6
Q7	ALFILFILM_20050202.0740-T7
