CE8	ALFILFILM_20050208.1659-CE1
EM3	ALFILFILM_20050208.1659-E8-111
EM127	ALFILFILM_20050208.1659-E8-112
EM136	ALFILFILM_20050208.1659-E32-113
EM61	ALFILFILM_20050208.1659-E32-114
EM68	ALFILFILM_20050208.1659-E8-115
EM88	ALFILFILM_20050208.1659-E8-116
EM110	ALFILFILM_20050208.1659-E17-117
EM5	ALFILFILM_20050208.1659-E28-118
EM78	ALFILFILM_20050208.1659-E7-119
EM2	ALFILFILM_20050208.1659-E26-120
EM4	ALFILFILM_20050208.1659-E27-121
EM6	ALFILFILM_20050208.1659-E27-122
EM7	ALFILFILM_20050208.1659-E8-123
EM8	ALFILFILM_20050208.1659-E8-124
EM9	ALFILFILM_20050208.1659-E28-125
EM10	ALFILFILM_20050208.1659-E8-126
EM11	ALFILFILM_20050208.1659-E8-127
EM12	ALFILFILM_20050208.1659-E8-128
EM13	ALFILFILM_20050208.1659-E8-129
EM14	ALFILFILM_20050208.1659-E29-130
EM15	ALFILFILM_20050208.1659-E28-131
EM16	ALFILFILM_20050208.1659-E31-132
EM17	ALFILFILM_20050208.1659-E32-133
EM18	ALFILFILM_20050208.1659-E33-134
EM19	ALFILFILM_20050208.1659-E32-135
EM21	ALFILFILM_20050208.1659-E8-136
EM20	ALFILFILM_20050208.1659-E32-137
EM22	ALFILFILM_20050208.1659-E8-138
R1	ALFILFILM_20050208.1659-R1
R2	ALFILFILM_20050208.1659-R2
RM1	ALFILFILM_20050208.1659-R1-1
RM2	ALFILFILM_20050208.1659-R2-1
V1	ALFILFILM_20050208.1659-EV1
VM1	ALFILFILM_20050208.1659-EV1-1
Q1	ALFILFILM_20050208.1659-T1
Q2	ALFILFILM_20050208.1659-T2
Q3	ALFILFILM_20050208.1659-T3
Q4	ALFILFILM_20050208.1659-T4
