CE9	EBREAZ_20041125.0450-CE1
EM35	EBREAZ_20041125.0450-E2-12
EM33	EBREAZ_20041125.0450-E21-13
EM36	EBREAZ_20041125.0450-E21-14
EM37	EBREAZ_20041125.0450-E21-15
EM38	EBREAZ_20041125.0450-E2-16
EM39	EBREAZ_20041125.0450-E21-17
EM40	EBREAZ_20041125.0450-E21-18
EM41	EBREAZ_20041125.0450-E21-19
EM42	EBREAZ_20041125.0450-E21-20
EM43	EBREAZ_20041125.0450-E3-21
EM44	EBREAZ_20041125.0450-E21-22
EM46	EBREAZ_20041125.0450-E21-23
EM47	EBREAZ_20041125.0450-E21-24
EM48	EBREAZ_20041125.0450-E23-25
EM49	EBREAZ_20041125.0450-E21-26
EM50	EBREAZ_20041125.0450-E21-27
EM53	EBREAZ_20041125.0450-E21-28
EM54	EBREAZ_20041125.0450-E21-29
EM55	EBREAZ_20041125.0450-E21-30
EM56	EBREAZ_20041125.0450-E4-31
EM57	EBREAZ_20041125.0450-E5-32
EM58	EBREAZ_20041125.0450-E7-33
EM59	EBREAZ_20041125.0450-E6-34
EM60	EBREAZ_20041125.0450-E21-35
EM61	EBREAZ_20041125.0450-E8-36
EM62	EBREAZ_20041125.0450-E6-37
EM63	EBREAZ_20041125.0450-E8-38
EM65	EBREAZ_20041125.0450-E21-39
EM66	EBREAZ_20041125.0450-E21-40
EM67	EBREAZ_20041125.0450-E9-41
EM68	EBREAZ_20041125.0450-E10-42
EM69	EBREAZ_20041125.0450-E21-43
EM70	EBREAZ_20041125.0450-E11-44
EM71	EBREAZ_20041125.0450-E13-45
EM64	EBREAZ_20041125.0450-E6-46
EM72	EBREAZ_20041125.0450-E12-47
EM73	EBREAZ_20041125.0450-E21-48
EM74	EBREAZ_20041125.0450-E14-49
EM22	EBREAZ_20041125.0450-E21-50
EM75	EBREAZ_20041125.0450-E12-51
EM76	EBREAZ_20041125.0450-E12-52
EM78	EBREAZ_20041125.0450-E12-53
EM79	EBREAZ_20041125.0450-E15-54
EM81	EBREAZ_20041125.0450-E21-55
EM80	EBREAZ_20041125.0450-E21-56
EM82	EBREAZ_20041125.0450-E21-57
EM83	EBREAZ_20041125.0450-E21-58
EM84	EBREAZ_20041125.0450-E21-59
EM85	EBREAZ_20041125.0450-E12-60
EM86	EBREAZ_20041125.0450-E21-61
EM87	EBREAZ_20041125.0450-E21-62
EM77	EBREAZ_20041125.0450-E16-63
EM51	EBREAZ_20041125.0450-E18-64
EM12	EBREAZ_20041125.0450-E17-65
EM1	EBREAZ_20041125.0450-E20-66
EM3	EBREAZ_20041125.0450-E19-67
EM88	EBREAZ_20041125.0450-E21-68
EM2	EBREAZ_20041125.0450-E20-69
EM4	EBREAZ_20041125.0450-E21-70
EM5	EBREAZ_20041125.0450-E21-71
EM6	EBREAZ_20041125.0450-E21-72
EM7	EBREAZ_20041125.0450-E21-73
EM8	EBREAZ_20041125.0450-E21-74
EM9	EBREAZ_20041125.0450-E21-75
EM10	EBREAZ_20041125.0450-E21-76
EM11	EBREAZ_20041125.0450-E21-77
EM45	EBREAZ_20041125.0450-E23-78
EM13	EBREAZ_20041125.0450-E22-79
EM52	EBREAZ_20041125.0450-E6-80
EM14	EBREAZ_20041125.0450-E21-81
EM16	EBREAZ_20041125.0450-E21-82
EM15	EBREAZ_20041125.0450-E24-83
EM17	EBREAZ_20041125.0450-E21-84
EM18	EBREAZ_20041125.0450-E21-85
EM19	EBREAZ_20041125.0450-E21-86
EM20	EBREAZ_20041125.0450-E21-87
EM21	EBREAZ_20041125.0450-E1-88
R1	EBREAZ_20041125.0450-R1
R2	EBREAZ_20041125.0450-R2
R3	EBREAZ_20041125.0450-R3
RM1	EBREAZ_20041125.0450-R1-1
RM2	EBREAZ_20041125.0450-R2-1
RM3	EBREAZ_20041125.0450-R3-1
Q1	EBREAZ_20041125.0450-T1
Q2	EBREAZ_20041125.0450-T2
Q3	EBREAZ_20041125.0450-T3
Q5	EBREAZ_20041125.0450-T4
Q6	EBREAZ_20041125.0450-T5
Q7	EBREAZ_20041125.0450-T6
Q4	EBREAZ_20041125.0450-T7
