CE12	alt.atheism_20041104.2428-CE1
E43	alt.atheism_20041104.2428-E18
E44	alt.atheism_20041104.2428-E19
E1	alt.atheism_20041104.2428-E20
E46	alt.atheism_20041104.2428-E21
E142	alt.atheism_20041104.2428-E22
E49	alt.atheism_20041104.2428-E23
E50	alt.atheism_20041104.2428-E24
E143	alt.atheism_20041104.2428-E25
E52	alt.atheism_20041104.2428-E26
E53	alt.atheism_20041104.2428-E27
E54	alt.atheism_20041104.2428-E28
E55	alt.atheism_20041104.2428-E29
E56	alt.atheism_20041104.2428-E30
E57	alt.atheism_20041104.2428-E31
E58	alt.atheism_20041104.2428-E32
E59	alt.atheism_20041104.2428-E33
E60	alt.atheism_20041104.2428-E34
E61	alt.atheism_20041104.2428-E35
E62	alt.atheism_20041104.2428-E36
E63	alt.atheism_20041104.2428-E37
E64	alt.atheism_20041104.2428-E38
E68	alt.atheism_20041104.2428-E39
E69	alt.atheism_20041104.2428-E40
E70	alt.atheism_20041104.2428-E41
E72	alt.atheism_20041104.2428-E42
E73	alt.atheism_20041104.2428-E43
E74	alt.atheism_20041104.2428-E44
E75	alt.atheism_20041104.2428-E45
E76	alt.atheism_20041104.2428-E46
E77	alt.atheism_20041104.2428-E47
E79	alt.atheism_20041104.2428-E48
E81	alt.atheism_20041104.2428-E49
E83	alt.atheism_20041104.2428-E50
E86	alt.atheism_20041104.2428-E51
E87	alt.atheism_20041104.2428-E52
E88	alt.atheism_20041104.2428-E53
E89	alt.atheism_20041104.2428-E54
E92	alt.atheism_20041104.2428-E55
E93	alt.atheism_20041104.2428-E56
E144	alt.atheism_20041104.2428-E57
E145	alt.atheism_20041104.2428-E58
E95	alt.atheism_20041104.2428-E59
E149	alt.atheism_20041104.2428-E60
E146	alt.atheism_20041104.2428-E61
E150	alt.atheism_20041104.2428-E62
E147	alt.atheism_20041104.2428-E63
E151	alt.atheism_20041104.2428-E64
E108	alt.atheism_20041104.2428-E65
E148	alt.atheism_20041104.2428-E66
E111	alt.atheism_20041104.2428-E67
E112	alt.atheism_20041104.2428-E68
E113	alt.atheism_20041104.2428-E69
E115	alt.atheism_20041104.2428-E70
E116	alt.atheism_20041104.2428-E71
E117	alt.atheism_20041104.2428-E72
E119	alt.atheism_20041104.2428-E73
E120	alt.atheism_20041104.2428-E74
E121	alt.atheism_20041104.2428-E75
E152	alt.atheism_20041104.2428-E76
E126	alt.atheism_20041104.2428-E77
E131	alt.atheism_20041104.2428-E78
E132	alt.atheism_20041104.2428-E79
E133	alt.atheism_20041104.2428-E80
E4	alt.atheism_20041104.2428-E81
E134	alt.atheism_20041104.2428-E82
E5	alt.atheism_20041104.2428-E83
E7	alt.atheism_20041104.2428-E84
E9	alt.atheism_20041104.2428-E85
E10	alt.atheism_20041104.2428-E86
E11	alt.atheism_20041104.2428-E87
E38	alt.atheism_20041104.2428-E88
E15	alt.atheism_20041104.2428-E89
E16	alt.atheism_20041104.2428-E90
EM40	alt.atheism_20041104.2428-E9-1
EM45	alt.atheism_20041104.2428-E9-2
EM23	alt.atheism_20041104.2428-E1-3
EM24	alt.atheism_20041104.2428-E1-4
EM26	alt.atheism_20041104.2428-E2-5
EM27	alt.atheism_20041104.2428-E3-6
EM28	alt.atheism_20041104.2428-E2-7
EM29	alt.atheism_20041104.2428-E4-8
EM30	alt.atheism_20041104.2428-E2-9
EM31	alt.atheism_20041104.2428-E5-10
EM12	alt.atheism_20041104.2428-E88-11
EM62	alt.atheism_20041104.2428-E14-12
EM34	alt.atheism_20041104.2428-E1-13
EM35	alt.atheism_20041104.2428-E1-14
EM36	alt.atheism_20041104.2428-E6-15
EM37	alt.atheism_20041104.2428-E7-16
EM39	alt.atheism_20041104.2428-E8-17
EM43	alt.atheism_20041104.2428-E9-18
EM42	alt.atheism_20041104.2428-E8-19
EM153	alt.atheism_20041104.2428-E13-20
EM44	alt.atheism_20041104.2428-E11-21
EM46	alt.atheism_20041104.2428-E8-22
EM47	alt.atheism_20041104.2428-E12-23
EM49	alt.atheism_20041104.2428-E6-24
EM165	alt.atheism_20041104.2428-E60-25
EM145	alt.atheism_20041104.2428-E22-26
EM104	alt.atheism_20041104.2428-E33-27
EM146	alt.atheism_20041104.2428-E33-28
EM60	alt.atheism_20041104.2428-E15-29
EM61	alt.atheism_20041104.2428-E15-30
EM63	alt.atheism_20041104.2428-E16-31
EM64	alt.atheism_20041104.2428-E15-32
EM65	alt.atheism_20041104.2428-E17-33
EM67	alt.atheism_20041104.2428-E18-34
EM66	alt.atheism_20041104.2428-E19-35
EM70	alt.atheism_20041104.2428-E21-36
EM72	alt.atheism_20041104.2428-E21-37
EM143	alt.atheism_20041104.2428-E22-38
EM142	alt.atheism_20041104.2428-E22-39
EM73	alt.atheism_20041104.2428-E23-40
EM75	alt.atheism_20041104.2428-E24-41
EM140	alt.atheism_20041104.2428-E22-42
EM141	alt.atheism_20041104.2428-E25-43
EM137	alt.atheism_20041104.2428-E20-44
EM80	alt.atheism_20041104.2428-E26-45
EM81	alt.atheism_20041104.2428-E27-46
EM82	alt.atheism_20041104.2428-E28-47
EM83	alt.atheism_20041104.2428-E27-48
EM84	alt.atheism_20041104.2428-E28-49
EM85	alt.atheism_20041104.2428-E29-50
EM86	alt.atheism_20041104.2428-E30-51
EM87	alt.atheism_20041104.2428-E31-52
EM90	alt.atheism_20041104.2428-E32-53
EM91	alt.atheism_20041104.2428-E34-54
EM93	alt.atheism_20041104.2428-E29-55
EM94	alt.atheism_20041104.2428-E36-56
EM96	alt.atheism_20041104.2428-E37-57
EM102	alt.atheism_20041104.2428-E38-58
EM117	alt.atheism_20041104.2428-E33-59
EM118	alt.atheism_20041104.2428-E33-60
EM119	alt.atheism_20041104.2428-E33-61
EM163	alt.atheism_20041104.2428-E41-62
EM110	alt.atheism_20041104.2428-E39-63
EM111	alt.atheism_20041104.2428-E40-64
EM10	alt.atheism_20041104.2428-E6-65
EM32	alt.atheism_20041104.2428-E2-66
EM2	alt.atheism_20041104.2428-E42-67
EM113	alt.atheism_20041104.2428-E43-68
EM114	alt.atheism_20041104.2428-E33-69
EM115	alt.atheism_20041104.2428-E41-70
EM78	alt.atheism_20041104.2428-E77-71
EM77	alt.atheism_20041104.2428-E77-72
EM120	alt.atheism_20041104.2428-E29-73
EM121	alt.atheism_20041104.2428-E44-74
EM122	alt.atheism_20041104.2428-E29-75
EM123	alt.atheism_20041104.2428-E33-76
EM125	alt.atheism_20041104.2428-E45-77
EM126	alt.atheism_20041104.2428-E46-78
EM127	alt.atheism_20041104.2428-E81-79
EM128	alt.atheism_20041104.2428-E46-80
EM129	alt.atheism_20041104.2428-E47-81
EM130	alt.atheism_20041104.2428-E81-82
EM38	alt.atheism_20041104.2428-E6-83
EM131	alt.atheism_20041104.2428-E33-84
EM132	alt.atheism_20041104.2428-E32-85
EM52	alt.atheism_20041104.2428-E6-86
EM135	alt.atheism_20041104.2428-E32-87
EM133	alt.atheism_20041104.2428-E33-88
EM134	alt.atheism_20041104.2428-E81-89
EM136	alt.atheism_20041104.2428-E48-90
EM138	alt.atheism_20041104.2428-E20-91
EM1	alt.atheism_20041104.2428-E32-92
EM139	alt.atheism_20041104.2428-E32-93
EM50	alt.atheism_20041104.2428-E6-94
EM107	alt.atheism_20041104.2428-E46-95
EM124	alt.atheism_20041104.2428-E46-96
EM116	alt.atheism_20041104.2428-E45-97
EM144	alt.atheism_20041104.2428-E33-98
EM109	alt.atheism_20041104.2428-E45-99
EM147	alt.atheism_20041104.2428-E33-100
EM148	alt.atheism_20041104.2428-E49-101
EM105	alt.atheism_20041104.2428-E81-102
EM98	alt.atheism_20041104.2428-E72-103
EM149	alt.atheism_20041104.2428-E49-104
EM150	alt.atheism_20041104.2428-E50-105
EM76	alt.atheism_20041104.2428-E77-106
EM151	alt.atheism_20041104.2428-E45-107
EM152	alt.atheism_20041104.2428-E46-108
EM112	alt.atheism_20041104.2428-E41-109
EM106	alt.atheism_20041104.2428-E29-110
EM154	alt.atheism_20041104.2428-E51-111
EM155	alt.atheism_20041104.2428-E52-112
EM156	alt.atheism_20041104.2428-E53-113
EM158	alt.atheism_20041104.2428-E46-114
EM159	alt.atheism_20041104.2428-E54-115
EM4	alt.atheism_20041104.2428-E59-116
EM6	alt.atheism_20041104.2428-E81-117
EM160	alt.atheism_20041104.2428-E55-118
EM161	alt.atheism_20041104.2428-E56-119
EM164	alt.atheism_20041104.2428-E41-120
EM103	alt.atheism_20041104.2428-E35-121
EM92	alt.atheism_20041104.2428-E57-122
EM69	alt.atheism_20041104.2428-E58-123
EM68	alt.atheism_20041104.2428-E61-124
EM3	alt.atheism_20041104.2428-E60-125
EM166	alt.atheism_20041104.2428-E1-126
EM167	alt.atheism_20041104.2428-E2-127
EM157	alt.atheism_20041104.2428-E45-128
EM89	alt.atheism_20041104.2428-E63-129
EM168	alt.atheism_20041104.2428-E62-130
EM169	alt.atheism_20041104.2428-E64-131
EM11	alt.atheism_20041104.2428-E65-132
EM25	alt.atheism_20041104.2428-E1-133
EM5	alt.atheism_20041104.2428-E81-134
EM33	alt.atheism_20041104.2428-E1-135
EM54	alt.atheism_20041104.2428-E6-136
EM13	alt.atheism_20041104.2428-E1-137
EM55	alt.atheism_20041104.2428-E65-138
EM88	alt.atheism_20041104.2428-E66-139
EM59	alt.atheism_20041104.2428-E67-140
EM71	alt.atheism_20041104.2428-E68-141
EM74	alt.atheism_20041104.2428-E69-142
EM79	alt.atheism_20041104.2428-E70-143
EM95	alt.atheism_20041104.2428-E71-144
EM97	alt.atheism_20041104.2428-E72-145
EM170	alt.atheism_20041104.2428-E76-146
EM99	alt.atheism_20041104.2428-E73-147
EM100	alt.atheism_20041104.2428-E74-148
EM101	alt.atheism_20041104.2428-E75-149
EM108	alt.atheism_20041104.2428-E77-150
EM171	alt.atheism_20041104.2428-E41-151
EM172	alt.atheism_20041104.2428-E41-152
EM173	alt.atheism_20041104.2428-E41-153
EM174	alt.atheism_20041104.2428-E90-154
EM175	alt.atheism_20041104.2428-E41-155
EM176	alt.atheism_20041104.2428-E41-156
EM21	alt.atheism_20041104.2428-E90-157
EM17	alt.atheism_20041104.2428-E90-158
EM177	alt.atheism_20041104.2428-E41-159
EM53	alt.atheism_20041104.2428-E78-160
EM51	alt.atheism_20041104.2428-E79-161
EM22	alt.atheism_20041104.2428-E80-162
EM178	alt.atheism_20041104.2428-E41-163
EM57	alt.atheism_20041104.2428-E6-164
EM58	alt.atheism_20041104.2428-E82-165
EM48	alt.atheism_20041104.2428-E12-166
EM179	alt.atheism_20041104.2428-E41-167
EM180	alt.atheism_20041104.2428-E41-168
EM181	alt.atheism_20041104.2428-E41-169
EM182	alt.atheism_20041104.2428-E41-170
EM183	alt.atheism_20041104.2428-E6-171
EM184	alt.atheism_20041104.2428-E85-172
EM185	alt.atheism_20041104.2428-E6-173
EM186	alt.atheism_20041104.2428-E77-174
EM187	alt.atheism_20041104.2428-E77-175
EM188	alt.atheism_20041104.2428-E46-176
EM189	alt.atheism_20041104.2428-E45-177
EM190	alt.atheism_20041104.2428-E45-178
EM7	alt.atheism_20041104.2428-E83-179
EM8	alt.atheism_20041104.2428-E84-180
EM9	alt.atheism_20041104.2428-E81-181
EM14	alt.atheism_20041104.2428-E85-182
EM15	alt.atheism_20041104.2428-E86-183
EM16	alt.atheism_20041104.2428-E86-184
EM18	alt.atheism_20041104.2428-E87-185
EM19	alt.atheism_20041104.2428-E10-186
EM56	alt.atheism_20041104.2428-E88-187
EM20	alt.atheism_20041104.2428-E89-188
EM41	alt.atheism_20041104.2428-E9-189
R6	alt.atheism_20041104.2428-R1
R16	alt.atheism_20041104.2428-R2
R2	alt.atheism_20041104.2428-R3
R3	alt.atheism_20041104.2428-R4
R4	alt.atheism_20041104.2428-R5
R5	alt.atheism_20041104.2428-R6
R7	alt.atheism_20041104.2428-R7
R8	alt.atheism_20041104.2428-R8
R9	alt.atheism_20041104.2428-R9
R10	alt.atheism_20041104.2428-R10
R11	alt.atheism_20041104.2428-R11
R12	alt.atheism_20041104.2428-R12
R13	alt.atheism_20041104.2428-R13
R14	alt.atheism_20041104.2428-R14
R15	alt.atheism_20041104.2428-R15
R17	alt.atheism_20041104.2428-R16
R18	alt.atheism_20041104.2428-R17
R1	alt.atheism_20041104.2428-R18
RM16	alt.atheism_20041104.2428-R2-1
RM2	alt.atheism_20041104.2428-R3-1
RM3	alt.atheism_20041104.2428-R4-1
RM4	alt.atheism_20041104.2428-R5-1
RM5	alt.atheism_20041104.2428-R6-1
RM7	alt.atheism_20041104.2428-R7-1
RM8	alt.atheism_20041104.2428-R8-1
RM9	alt.atheism_20041104.2428-R9-1
RM10	alt.atheism_20041104.2428-R10-1
RM11	alt.atheism_20041104.2428-R11-1
RM12	alt.atheism_20041104.2428-R12-1
RM13	alt.atheism_20041104.2428-R13-1
RM14	alt.atheism_20041104.2428-R14-1
RM15	alt.atheism_20041104.2428-R15-1
RM17	alt.atheism_20041104.2428-R16-1
RM18	alt.atheism_20041104.2428-R17-1
RM1	alt.atheism_20041104.2428-R18-1
RM6	alt.atheism_20041104.2428-R1-1
V7	alt.atheism_20041104.2428-EV1
V8	alt.atheism_20041104.2428-EV2
V9	alt.atheism_20041104.2428-EV3
V10	alt.atheism_20041104.2428-EV4
V16	alt.atheism_20041104.2428-EV5
V17	alt.atheism_20041104.2428-EV6
V1	alt.atheism_20041104.2428-EV7
V2	alt.atheism_20041104.2428-EV8
V3	alt.atheism_20041104.2428-EV9
V4	alt.atheism_20041104.2428-EV10
V5	alt.atheism_20041104.2428-EV11
V6	alt.atheism_20041104.2428-EV12
V11	alt.atheism_20041104.2428-EV13
V12	alt.atheism_20041104.2428-EV14
V19	alt.atheism_20041104.2428-EV15
VM7	alt.atheism_20041104.2428-EV1-1
VM8	alt.atheism_20041104.2428-EV2-1
VM9	alt.atheism_20041104.2428-EV3-1
VM10	alt.atheism_20041104.2428-EV4-1
VM13	alt.atheism_20041104.2428-EV5-1
VM14	alt.atheism_20041104.2428-EV6-1
VM1	alt.atheism_20041104.2428-EV7-1
VM2	alt.atheism_20041104.2428-EV8-1
VM3	alt.atheism_20041104.2428-EV9-1
VM4	alt.atheism_20041104.2428-EV10-1
VM5	alt.atheism_20041104.2428-EV11-1
VM6	alt.atheism_20041104.2428-EV12-1
VM11	alt.atheism_20041104.2428-EV13-1
VM12	alt.atheism_20041104.2428-EV14-1
VM15	alt.atheism_20041104.2428-EV15-1
Q34	alt.atheism_20041104.2428-T1
Q1	alt.atheism_20041104.2428-T2
Q2	alt.atheism_20041104.2428-T3
Q3	alt.atheism_20041104.2428-T4
Q6	alt.atheism_20041104.2428-T5
Q8	alt.atheism_20041104.2428-T6
Q10	alt.atheism_20041104.2428-T7
Q11	alt.atheism_20041104.2428-T8
Q14	alt.atheism_20041104.2428-T9
Q18	alt.atheism_20041104.2428-T10
Q20	alt.atheism_20041104.2428-T11
Q21	alt.atheism_20041104.2428-T12
Q24	alt.atheism_20041104.2428-T13
Q25	alt.atheism_20041104.2428-T14
Q30	alt.atheism_20041104.2428-T15
Q33	alt.atheism_20041104.2428-T16
Q35	alt.atheism_20041104.2428-V1
Q4	alt.atheism_20041104.2428-T17
Q5	alt.atheism_20041104.2428-V2
Q7	alt.atheism_20041104.2428-T18
Q9	alt.atheism_20041104.2428-T19
Q12	alt.atheism_20041104.2428-T20
Q13	alt.atheism_20041104.2428-V3
Q15	alt.atheism_20041104.2428-T21
Q16	alt.atheism_20041104.2428-V4
Q19	alt.atheism_20041104.2428-V5
Q22	alt.atheism_20041104.2428-T22
Q23	alt.atheism_20041104.2428-V6
Q26	alt.atheism_20041104.2428-T23
Q29	alt.atheism_20041104.2428-V7
Q31	alt.atheism_20041104.2428-T24
QM35	alt.atheism_20041104.2428-V1-1
QM5	alt.atheism_20041104.2428-V2-1
QM13	alt.atheism_20041104.2428-V3-1
QM16	alt.atheism_20041104.2428-V4-1
QM19	alt.atheism_20041104.2428-V5-1
QM23	alt.atheism_20041104.2428-V6-1
QM29	alt.atheism_20041104.2428-V7-1
