CE12	rec.boats_20050130.1006-CE1
R22	rec.boats_20050130.1006-R22
R21	rec.boats_20050130.1006-R23
RM6	rec.boats_20050130.1006-R1-1
RM12	rec.boats_20050130.1006-R2-1
RM23	rec.boats_20050130.1006-R3-1
RM4	rec.boats_20050130.1006-R4-1
RM1	rec.boats_20050130.1006-R5-1
RM2	rec.boats_20050130.1006-R6-1
RM3	rec.boats_20050130.1006-R7-1
RM5	rec.boats_20050130.1006-R8-1
RM7	rec.boats_20050130.1006-R9-1
RM8	rec.boats_20050130.1006-R10-1
RM9	rec.boats_20050130.1006-R11-1
RM10	rec.boats_20050130.1006-R12-1
RM11	rec.boats_20050130.1006-R13-1
RM13	rec.boats_20050130.1006-R14-1
RM14	rec.boats_20050130.1006-R15-1
RM15	rec.boats_20050130.1006-R16-1
RM16	rec.boats_20050130.1006-R17-1
RM17	rec.boats_20050130.1006-R18-1
RM18	rec.boats_20050130.1006-R19-1
RM19	rec.boats_20050130.1006-R20-1
RM20	rec.boats_20050130.1006-R21-1
RM22	rec.boats_20050130.1006-R22-1
RM21	rec.boats_20050130.1006-R23-1
V4	rec.boats_20050130.1006-EV1
V3	rec.boats_20050130.1006-EV2
V5	rec.boats_20050130.1006-EV3
V6	rec.boats_20050130.1006-EV4
V1	rec.boats_20050130.1006-EV5
V2	rec.boats_20050130.1006-EV6
V7	rec.boats_20050130.1006-EV7
V8	rec.boats_20050130.1006-EV8
V9	rec.boats_20050130.1006-EV9
V10	rec.boats_20050130.1006-EV10
V11	rec.boats_20050130.1006-EV11
V13	rec.boats_20050130.1006-EV12
V12	rec.boats_20050130.1006-EV13
VM3	rec.boats_20050130.1006-EV6-1
VM5	rec.boats_20050130.1006-EV2-1
VM10	rec.boats_20050130.1006-EV5-1
VM6	rec.boats_20050130.1006-EV1-1
VM7	rec.boats_20050130.1006-EV6-2
VM8	rec.boats_20050130.1006-EV3-1
VM9	rec.boats_20050130.1006-EV4-1
VM1	rec.boats_20050130.1006-EV5-2
VM2	rec.boats_20050130.1006-EV6-3
VM11	rec.boats_20050130.1006-EV1-2
VM12	rec.boats_20050130.1006-EV1-3
VM13	rec.boats_20050130.1006-EV7-1
VM14	rec.boats_20050130.1006-EV8-1
VM15	rec.boats_20050130.1006-EV6-4
VM16	rec.boats_20050130.1006-EV9-1
VM17	rec.boats_20050130.1006-EV10-1
VM18	rec.boats_20050130.1006-EV10-2
VM19	rec.boats_20050130.1006-EV11-1
VM21	rec.boats_20050130.1006-EV6-5
VM22	rec.boats_20050130.1006-EV6-6
VM23	rec.boats_20050130.1006-EV12-1
VM20	rec.boats_20050130.1006-EV13-1
Q3	rec.boats_20050130.1006-V1
Q19	rec.boats_20050130.1006-T1
Q6	rec.boats_20050130.1006-V2
Q2	rec.boats_20050130.1006-T2
Q4	rec.boats_20050130.1006-T3
Q5	rec.boats_20050130.1006-V3
Q7	rec.boats_20050130.1006-V4
Q8	rec.boats_20050130.1006-T4
Q9	rec.boats_20050130.1006-T5
Q10	rec.boats_20050130.1006-T6
Q11	rec.boats_20050130.1006-T7
Q12	rec.boats_20050130.1006-T8
Q13	rec.boats_20050130.1006-T9
Q14	rec.boats_20050130.1006-T10
Q15	rec.boats_20050130.1006-T11
Q16	rec.boats_20050130.1006-T12
Q18	rec.boats_20050130.1006-T13
Q1	rec.boats_20050130.1006-T14
QM3	rec.boats_20050130.1006-V1-1
QM6	rec.boats_20050130.1006-V2-1
QM5	rec.boats_20050130.1006-V3-1
QM7	rec.boats_20050130.1006-V4-1
