CE7	alt.gossip.celebrities_20050218.0826-CE1
E42	alt.gossip.celebrities_20050218.0826-E24
E51	alt.gossip.celebrities_20050218.0826-E25
E2	alt.gossip.celebrities_20050218.0826-E26
E55	alt.gossip.celebrities_20050218.0826-E27
E57	alt.gossip.celebrities_20050218.0826-E28
E58	alt.gossip.celebrities_20050218.0826-E29
E3	alt.gossip.celebrities_20050218.0826-E30
E4	alt.gossip.celebrities_20050218.0826-E31
E5	alt.gossip.celebrities_20050218.0826-E32
E6	alt.gossip.celebrities_20050218.0826-E33
E7	alt.gossip.celebrities_20050218.0826-E34
E8	alt.gossip.celebrities_20050218.0826-E35
E9	alt.gossip.celebrities_20050218.0826-E36
EM1	alt.gossip.celebrities_20050218.0826-E9-1
EM20	alt.gossip.celebrities_20050218.0826-E1-2
EM21	alt.gossip.celebrities_20050218.0826-E2-3
EM22	alt.gossip.celebrities_20050218.0826-E26-4
EM23	alt.gossip.celebrities_20050218.0826-E9-5
EM24	alt.gossip.celebrities_20050218.0826-E26-6
EM28	alt.gossip.celebrities_20050218.0826-E4-7
EM29	alt.gossip.celebrities_20050218.0826-E9-8
EM30	alt.gossip.celebrities_20050218.0826-E9-9
EM31	alt.gossip.celebrities_20050218.0826-E30-10
EM32	alt.gossip.celebrities_20050218.0826-E26-11
EM33	alt.gossip.celebrities_20050218.0826-E26-12
EM34	alt.gossip.celebrities_20050218.0826-E30-13
EM35	alt.gossip.celebrities_20050218.0826-E26-14
EM36	alt.gossip.celebrities_20050218.0826-E9-15
EM38	alt.gossip.celebrities_20050218.0826-E9-16
EM39	alt.gossip.celebrities_20050218.0826-E26-17
EM40	alt.gossip.celebrities_20050218.0826-E26-18
EM41	alt.gossip.celebrities_20050218.0826-E30-19
EM42	alt.gossip.celebrities_20050218.0826-E9-20
EM43	alt.gossip.celebrities_20050218.0826-E30-21
EM44	alt.gossip.celebrities_20050218.0826-E3-22
EM45	alt.gossip.celebrities_20050218.0826-E5-23
EM47	alt.gossip.celebrities_20050218.0826-E9-24
EM127	alt.gossip.celebrities_20050218.0826-E26-25
EM50	alt.gossip.celebrities_20050218.0826-E9-26
EM51	alt.gossip.celebrities_20050218.0826-E6-27
EM52	alt.gossip.celebrities_20050218.0826-E7-28
EM53	alt.gossip.celebrities_20050218.0826-E9-29
EM54	alt.gossip.celebrities_20050218.0826-E9-30
EM55	alt.gossip.celebrities_20050218.0826-E9-31
EM56	alt.gossip.celebrities_20050218.0826-E9-32
EM57	alt.gossip.celebrities_20050218.0826-E9-33
EM59	alt.gossip.celebrities_20050218.0826-E9-34
EM61	alt.gossip.celebrities_20050218.0826-E26-35
EM62	alt.gossip.celebrities_20050218.0826-E30-36
EM63	alt.gossip.celebrities_20050218.0826-E26-37
EM64	alt.gossip.celebrities_20050218.0826-E9-38
EM65	alt.gossip.celebrities_20050218.0826-E8-39
EM67	alt.gossip.celebrities_20050218.0826-E26-40
EM68	alt.gossip.celebrities_20050218.0826-E26-41
EM69	alt.gossip.celebrities_20050218.0826-E26-42
EM70	alt.gossip.celebrities_20050218.0826-E26-43
EM128	alt.gossip.celebrities_20050218.0826-E31-44
EM25	alt.gossip.celebrities_20050218.0826-E10-45
EM72	alt.gossip.celebrities_20050218.0826-E26-46
EM73	alt.gossip.celebrities_20050218.0826-E26-47
EM74	alt.gossip.celebrities_20050218.0826-E26-48
EM75	alt.gossip.celebrities_20050218.0826-E33-49
EM129	alt.gossip.celebrities_20050218.0826-E33-50
EM130	alt.gossip.celebrities_20050218.0826-E26-51
EM77	alt.gossip.celebrities_20050218.0826-E9-52
EM78	alt.gossip.celebrities_20050218.0826-E30-53
EM79	alt.gossip.celebrities_20050218.0826-E26-54
EM80	alt.gossip.celebrities_20050218.0826-E30-55
EM81	alt.gossip.celebrities_20050218.0826-E30-56
EM82	alt.gossip.celebrities_20050218.0826-E33-57
EM83	alt.gossip.celebrities_20050218.0826-E33-58
EM84	alt.gossip.celebrities_20050218.0826-E33-59
EM85	alt.gossip.celebrities_20050218.0826-E11-60
EM86	alt.gossip.celebrities_20050218.0826-E33-61
EM87	alt.gossip.celebrities_20050218.0826-E33-62
EM26	alt.gossip.celebrities_20050218.0826-E12-63
EM89	alt.gossip.celebrities_20050218.0826-E9-64
EM90	alt.gossip.celebrities_20050218.0826-E13-65
EM131	alt.gossip.celebrities_20050218.0826-E26-66
EM91	alt.gossip.celebrities_20050218.0826-E26-67
EM92	alt.gossip.celebrities_20050218.0826-E9-68
EM93	alt.gossip.celebrities_20050218.0826-E14-69
EM94	alt.gossip.celebrities_20050218.0826-E33-70
EM95	alt.gossip.celebrities_20050218.0826-E33-71
EM96	alt.gossip.celebrities_20050218.0826-E9-72
EM97	alt.gossip.celebrities_20050218.0826-E9-73
EM132	alt.gossip.celebrities_20050218.0826-E15-74
EM133	alt.gossip.celebrities_20050218.0826-E31-75
EM99	alt.gossip.celebrities_20050218.0826-E9-76
EM100	alt.gossip.celebrities_20050218.0826-E16-77
EM101	alt.gossip.celebrities_20050218.0826-E9-78
EM102	alt.gossip.celebrities_20050218.0826-E17-79
EM103	alt.gossip.celebrities_20050218.0826-E26-80
EM104	alt.gossip.celebrities_20050218.0826-E9-81
EM105	alt.gossip.celebrities_20050218.0826-E26-82
EM106	alt.gossip.celebrities_20050218.0826-E33-83
EM107	alt.gossip.celebrities_20050218.0826-E18-84
EM108	alt.gossip.celebrities_20050218.0826-E9-85
EM109	alt.gossip.celebrities_20050218.0826-E9-86
EM110	alt.gossip.celebrities_20050218.0826-E19-87
EM111	alt.gossip.celebrities_20050218.0826-E20-88
EM112	alt.gossip.celebrities_20050218.0826-E9-89
EM114	alt.gossip.celebrities_20050218.0826-E9-90
EM134	alt.gossip.celebrities_20050218.0826-E26-91
EM2	alt.gossip.celebrities_20050218.0826-E26-92
EM115	alt.gossip.celebrities_20050218.0826-E21-93
EM116	alt.gossip.celebrities_20050218.0826-E9-94
EM135	alt.gossip.celebrities_20050218.0826-E26-95
EM136	alt.gossip.celebrities_20050218.0826-E8-96
EM118	alt.gossip.celebrities_20050218.0826-E26-97
EM119	alt.gossip.celebrities_20050218.0826-E9-98
EM120	alt.gossip.celebrities_20050218.0826-E22-99
EM137	alt.gossip.celebrities_20050218.0826-E26-100
EM138	alt.gossip.celebrities_20050218.0826-E33-101
EM122	alt.gossip.celebrities_20050218.0826-E23-102
EM123	alt.gossip.celebrities_20050218.0826-E9-103
EM124	alt.gossip.celebrities_20050218.0826-E23-104
EM139	alt.gossip.celebrities_20050218.0826-E21-105
EM140	alt.gossip.celebrities_20050218.0826-E26-106
EM125	alt.gossip.celebrities_20050218.0826-E23-107
EM126	alt.gossip.celebrities_20050218.0826-E24-108
EM66	alt.gossip.celebrities_20050218.0826-E26-109
EM48	alt.gossip.celebrities_20050218.0826-E25-110
EM46	alt.gossip.celebrities_20050218.0826-E26-111
EM58	alt.gossip.celebrities_20050218.0826-E26-112
EM121	alt.gossip.celebrities_20050218.0826-E27-113
EM76	alt.gossip.celebrities_20050218.0826-E31-114
EM14	alt.gossip.celebrities_20050218.0826-E1-115
EM6	alt.gossip.celebrities_20050218.0826-E30-116
EM71	alt.gossip.celebrities_20050218.0826-E30-117
EM49	alt.gossip.celebrities_20050218.0826-E30-118
EM117	alt.gossip.celebrities_20050218.0826-E30-119
EM27	alt.gossip.celebrities_20050218.0826-E30-120
EM18	alt.gossip.celebrities_20050218.0826-E33-121
EM37	alt.gossip.celebrities_20050218.0826-E9-122
EM88	alt.gossip.celebrities_20050218.0826-E28-123
EM60	alt.gossip.celebrities_20050218.0826-E7-124
EM98	alt.gossip.celebrities_20050218.0826-E29-125
EM113	alt.gossip.celebrities_20050218.0826-E26-126
EM3	alt.gossip.celebrities_20050218.0826-E9-127
EM4	alt.gossip.celebrities_20050218.0826-E9-128
EM5	alt.gossip.celebrities_20050218.0826-E26-129
EM7	alt.gossip.celebrities_20050218.0826-E26-130
EM8	alt.gossip.celebrities_20050218.0826-E31-131
EM9	alt.gossip.celebrities_20050218.0826-E9-132
EM10	alt.gossip.celebrities_20050218.0826-E32-133
EM11	alt.gossip.celebrities_20050218.0826-E33-134
EM12	alt.gossip.celebrities_20050218.0826-E34-135
EM13	alt.gossip.celebrities_20050218.0826-E34-136
EM17	alt.gossip.celebrities_20050218.0826-E35-137
EM15	alt.gossip.celebrities_20050218.0826-E36-138
EM16	alt.gossip.celebrities_20050218.0826-E36-139
EM19	alt.gossip.celebrities_20050218.0826-E9-140
R3	alt.gossip.celebrities_20050218.0826-R1
R1	alt.gossip.celebrities_20050218.0826-R2
R2	alt.gossip.celebrities_20050218.0826-R3
R4	alt.gossip.celebrities_20050218.0826-R4
R6	alt.gossip.celebrities_20050218.0826-R5
R7	alt.gossip.celebrities_20050218.0826-R6
R10	alt.gossip.celebrities_20050218.0826-R7
R11	alt.gossip.celebrities_20050218.0826-R8
R12	alt.gossip.celebrities_20050218.0826-R9
R9	alt.gossip.celebrities_20050218.0826-R10
R5	alt.gossip.celebrities_20050218.0826-R11
R8	alt.gossip.celebrities_20050218.0826-R12
RM3	alt.gossip.celebrities_20050218.0826-R1-1
RM1	alt.gossip.celebrities_20050218.0826-R2-1
RM2	alt.gossip.celebrities_20050218.0826-R1-2
RM4	alt.gossip.celebrities_20050218.0826-R4-1
RM6	alt.gossip.celebrities_20050218.0826-R1-3
RM7	alt.gossip.celebrities_20050218.0826-R6-1
RM10	alt.gossip.celebrities_20050218.0826-R1-4
RM11	alt.gossip.celebrities_20050218.0826-R2-2
RM12	alt.gossip.celebrities_20050218.0826-R2-3
RM9	alt.gossip.celebrities_20050218.0826-R2-4
RM5	alt.gossip.celebrities_20050218.0826-R11-1
RM8	alt.gossip.celebrities_20050218.0826-R12-1
V2	alt.gossip.celebrities_20050218.0826-EV1
V1	alt.gossip.celebrities_20050218.0826-EV2
V3	alt.gossip.celebrities_20050218.0826-EV3
VM8	alt.gossip.celebrities_20050218.0826-EV2-1
VM3	alt.gossip.celebrities_20050218.0826-EV1-1
VM1	alt.gossip.celebrities_20050218.0826-EV2-2
VM2	alt.gossip.celebrities_20050218.0826-EV2-3
VM4	alt.gossip.celebrities_20050218.0826-EV2-4
VM5	alt.gossip.celebrities_20050218.0826-EV2-5
VM6	alt.gossip.celebrities_20050218.0826-EV2-6
VM7	alt.gossip.celebrities_20050218.0826-EV3-1
Q16	alt.gossip.celebrities_20050218.0826-T1
Q17	alt.gossip.celebrities_20050218.0826-T2
Q18	alt.gossip.celebrities_20050218.0826-V1
Q1	alt.gossip.celebrities_20050218.0826-T3
Q2	alt.gossip.celebrities_20050218.0826-T4
Q3	alt.gossip.celebrities_20050218.0826-T5
Q4	alt.gossip.celebrities_20050218.0826-T6
Q5	alt.gossip.celebrities_20050218.0826-T7
Q6	alt.gossip.celebrities_20050218.0826-T8
Q7	alt.gossip.celebrities_20050218.0826-T9
Q8	alt.gossip.celebrities_20050218.0826-T10
Q9	alt.gossip.celebrities_20050218.0826-T11
Q10	alt.gossip.celebrities_20050218.0826-T12
Q11	alt.gossip.celebrities_20050218.0826-T13
Q12	alt.gossip.celebrities_20050218.0826-T14
Q13	alt.gossip.celebrities_20050218.0826-T15
Q14	alt.gossip.celebrities_20050218.0826-T16
Q15	alt.gossip.celebrities_20050218.0826-T17
QM18	alt.gossip.celebrities_20050218.0826-V1-1
