CE14	rec.travel.cruises_20050216.1636-CE1
EM46	rec.travel.cruises_20050216.1636-E13-31
EM47	rec.travel.cruises_20050216.1636-E20-32
EM48	rec.travel.cruises_20050216.1636-E20-33
EM49	rec.travel.cruises_20050216.1636-E21-34
EM50	rec.travel.cruises_20050216.1636-E13-35
EM51	rec.travel.cruises_20050216.1636-E13-36
EM52	rec.travel.cruises_20050216.1636-E22-37
EM53	rec.travel.cruises_20050216.1636-E22-38
EM54	rec.travel.cruises_20050216.1636-E24-39
EM55	rec.travel.cruises_20050216.1636-E13-40
EM56	rec.travel.cruises_20050216.1636-E25-41
EM57	rec.travel.cruises_20050216.1636-E14-42
EM58	rec.travel.cruises_20050216.1636-E14-43
EM59	rec.travel.cruises_20050216.1636-E26-44
EM60	rec.travel.cruises_20050216.1636-E13-45
EM61	rec.travel.cruises_20050216.1636-E27-46
EM62	rec.travel.cruises_20050216.1636-E27-47
EM63	rec.travel.cruises_20050216.1636-E28-48
EM64	rec.travel.cruises_20050216.1636-E29-49
EM66	rec.travel.cruises_20050216.1636-E30-50
EM69	rec.travel.cruises_20050216.1636-E48-51
EM65	rec.travel.cruises_20050216.1636-E48-52
EM70	rec.travel.cruises_20050216.1636-E31-53
EM71	rec.travel.cruises_20050216.1636-E48-54
EM72	rec.travel.cruises_20050216.1636-E44-55
EM73	rec.travel.cruises_20050216.1636-E27-56
EM74	rec.travel.cruises_20050216.1636-E27-57
EM75	rec.travel.cruises_20050216.1636-E27-58
EM76	rec.travel.cruises_20050216.1636-E27-59
EM77	rec.travel.cruises_20050216.1636-E32-60
EM78	rec.travel.cruises_20050216.1636-E33-61
EM79	rec.travel.cruises_20050216.1636-E34-62
EM80	rec.travel.cruises_20050216.1636-E27-63
EM92	rec.travel.cruises_20050216.1636-E38-64
EM82	rec.travel.cruises_20050216.1636-E36-65
EM83	rec.travel.cruises_20050216.1636-E48-66
EM84	rec.travel.cruises_20050216.1636-E31-67
EM85	rec.travel.cruises_20050216.1636-E37-68
EM93	rec.travel.cruises_20050216.1636-E39-69
EM94	rec.travel.cruises_20050216.1636-E40-70
EM4	rec.travel.cruises_20050216.1636-E41-71
EM95	rec.travel.cruises_20050216.1636-E43-72
EM96	rec.travel.cruises_20050216.1636-E50-73
EM97	rec.travel.cruises_20050216.1636-E13-74
EM98	rec.travel.cruises_20050216.1636-E31-75
EM32	rec.travel.cruises_20050216.1636-E47-76
EM23	rec.travel.cruises_20050216.1636-E7-77
EM42	rec.travel.cruises_20050216.1636-E16-78
EM34	rec.travel.cruises_20050216.1636-E42-79
EM2	rec.travel.cruises_20050216.1636-E43-80
EM3	rec.travel.cruises_20050216.1636-E44-81
EM5	rec.travel.cruises_20050216.1636-E43-82
EM6	rec.travel.cruises_20050216.1636-E45-83
EM7	rec.travel.cruises_20050216.1636-E46-84
EM8	rec.travel.cruises_20050216.1636-E43-85
EM9	rec.travel.cruises_20050216.1636-E47-86
EM10	rec.travel.cruises_20050216.1636-E48-87
EM11	rec.travel.cruises_20050216.1636-E49-88
EM12	rec.travel.cruises_20050216.1636-E50-89
EM13	rec.travel.cruises_20050216.1636-E50-90
EM14	rec.travel.cruises_20050216.1636-E51-91
EM15	rec.travel.cruises_20050216.1636-E52-92
EM91	rec.travel.cruises_20050216.1636-E35-93
R5	rec.travel.cruises_20050216.1636-R1
R11	rec.travel.cruises_20050216.1636-R2
R9	rec.travel.cruises_20050216.1636-R3
R10	rec.travel.cruises_20050216.1636-R4
R12	rec.travel.cruises_20050216.1636-R5
R13	rec.travel.cruises_20050216.1636-R6
R14	rec.travel.cruises_20050216.1636-R7
R15	rec.travel.cruises_20050216.1636-R8
R16	rec.travel.cruises_20050216.1636-R9
R17	rec.travel.cruises_20050216.1636-R10
R18	rec.travel.cruises_20050216.1636-R11
R1	rec.travel.cruises_20050216.1636-R12
R19	rec.travel.cruises_20050216.1636-R13
R20	rec.travel.cruises_20050216.1636-R14
R6	rec.travel.cruises_20050216.1636-R15
R2	rec.travel.cruises_20050216.1636-R16
R3	rec.travel.cruises_20050216.1636-R17
R7	rec.travel.cruises_20050216.1636-R18
R8	rec.travel.cruises_20050216.1636-R19
R4	rec.travel.cruises_20050216.1636-R20
RM5	rec.travel.cruises_20050216.1636-R1-1
RM11	rec.travel.cruises_20050216.1636-R2-1
RM9	rec.travel.cruises_20050216.1636-R3-1
RM1	rec.travel.cruises_20050216.1636-R12-1
RM10	rec.travel.cruises_20050216.1636-R4-1
RM13	rec.travel.cruises_20050216.1636-R6-1
RM12	rec.travel.cruises_20050216.1636-R5-1
RM14	rec.travel.cruises_20050216.1636-R7-1
RM15	rec.travel.cruises_20050216.1636-R8-1
RM16	rec.travel.cruises_20050216.1636-R9-1
RM17	rec.travel.cruises_20050216.1636-R10-1
RM18	rec.travel.cruises_20050216.1636-R11-1
RM19	rec.travel.cruises_20050216.1636-R13-1
RM20	rec.travel.cruises_20050216.1636-R14-1
RM6	rec.travel.cruises_20050216.1636-R15-1
RM2	rec.travel.cruises_20050216.1636-R16-1
RM3	rec.travel.cruises_20050216.1636-R17-1
RM7	rec.travel.cruises_20050216.1636-R18-1
RM8	rec.travel.cruises_20050216.1636-R19-1
RM4	rec.travel.cruises_20050216.1636-R20-1
V2	rec.travel.cruises_20050216.1636-EV1
V4	rec.travel.cruises_20050216.1636-EV2
V7	rec.travel.cruises_20050216.1636-EV3
V8	rec.travel.cruises_20050216.1636-EV4
V9	rec.travel.cruises_20050216.1636-EV5
V1	rec.travel.cruises_20050216.1636-EV6
V3	rec.travel.cruises_20050216.1636-EV7
V5	rec.travel.cruises_20050216.1636-EV8
V6	rec.travel.cruises_20050216.1636-EV9
VM15	rec.travel.cruises_20050216.1636-EV9-1
VM16	rec.travel.cruises_20050216.1636-EV9-2
VM17	rec.travel.cruises_20050216.1636-EV9-3
VM2	rec.travel.cruises_20050216.1636-EV1-1
VM18	rec.travel.cruises_20050216.1636-EV9-4
VM4	rec.travel.cruises_20050216.1636-EV2-1
VM6	rec.travel.cruises_20050216.1636-EV7-1
VM5	rec.travel.cruises_20050216.1636-EV7-2
VM12	rec.travel.cruises_20050216.1636-EV3-1
VM13	rec.travel.cruises_20050216.1636-EV4-1
VM14	rec.travel.cruises_20050216.1636-EV5-1
VM1	rec.travel.cruises_20050216.1636-EV6-1
VM3	rec.travel.cruises_20050216.1636-EV7-3
VM7	rec.travel.cruises_20050216.1636-EV8-1
VM8	rec.travel.cruises_20050216.1636-EV8-2
VM9	rec.travel.cruises_20050216.1636-EV8-3
VM10	rec.travel.cruises_20050216.1636-EV9-5
VM11	rec.travel.cruises_20050216.1636-EV7-4
Q1	rec.travel.cruises_20050216.1636-T1
Q2	rec.travel.cruises_20050216.1636-T2
Q4	rec.travel.cruises_20050216.1636-T3
Q5	rec.travel.cruises_20050216.1636-T4
Q6	rec.travel.cruises_20050216.1636-T5
Q7	rec.travel.cruises_20050216.1636-T6
Q8	rec.travel.cruises_20050216.1636-T7
Q9	rec.travel.cruises_20050216.1636-T8
Q10	rec.travel.cruises_20050216.1636-T9
Q11	rec.travel.cruises_20050216.1636-T10
Q13	rec.travel.cruises_20050216.1636-T11
Q14	rec.travel.cruises_20050216.1636-T12
Q16	rec.travel.cruises_20050216.1636-T13
Q18	rec.travel.cruises_20050216.1636-V1
Q19	rec.travel.cruises_20050216.1636-V2
Q12	rec.travel.cruises_20050216.1636-T14
Q17	rec.travel.cruises_20050216.1636-T15
QM18	rec.travel.cruises_20050216.1636-V1-1
QM19	rec.travel.cruises_20050216.1636-V2-1
