CE11	rec.travel.usa-canada_20050128.0121-CE1
EM110	rec.travel.usa-canada_20050128.0121-E7-114
EM112	rec.travel.usa-canada_20050128.0121-E4-115
EM114	rec.travel.usa-canada_20050128.0121-E23-116
EM115	rec.travel.usa-canada_20050128.0121-E24-117
EM116	rec.travel.usa-canada_20050128.0121-E38-118
EM118	rec.travel.usa-canada_20050128.0121-E7-119
EM126	rec.travel.usa-canada_20050128.0121-E4-120
EM130	rec.travel.usa-canada_20050128.0121-E7-121
EM133	rec.travel.usa-canada_20050128.0121-E38-122
EM135	rec.travel.usa-canada_20050128.0121-E1-123
EM136	rec.travel.usa-canada_20050128.0121-E38-124
EM138	rec.travel.usa-canada_20050128.0121-E1-125
EM139	rec.travel.usa-canada_20050128.0121-E36-126
EM140	rec.travel.usa-canada_20050128.0121-E36-127
EM142	rec.travel.usa-canada_20050128.0121-E31-128
EM146	rec.travel.usa-canada_20050128.0121-E38-129
EM147	rec.travel.usa-canada_20050128.0121-E2-130
EM148	rec.travel.usa-canada_20050128.0121-E2-131
EM149	rec.travel.usa-canada_20050128.0121-E4-132
EM150	rec.travel.usa-canada_20050128.0121-E2-133
EM151	rec.travel.usa-canada_20050128.0121-E6-134
EM152	rec.travel.usa-canada_20050128.0121-E8-135
EM153	rec.travel.usa-canada_20050128.0121-E6-136
EM155	rec.travel.usa-canada_20050128.0121-E38-137
EM156	rec.travel.usa-canada_20050128.0121-E7-138
EM158	rec.travel.usa-canada_20050128.0121-E7-139
EM165	rec.travel.usa-canada_20050128.0121-E23-140
EM166	rec.travel.usa-canada_20050128.0121-E38-141
EM167	rec.travel.usa-canada_20050128.0121-E7-142
EM169	rec.travel.usa-canada_20050128.0121-E31-143
EM173	rec.travel.usa-canada_20050128.0121-E23-144
EM184	rec.travel.usa-canada_20050128.0121-E36-145
EM179	rec.travel.usa-canada_20050128.0121-E4-146
EM79	rec.travel.usa-canada_20050128.0121-E17-147
EM3	rec.travel.usa-canada_20050128.0121-E28-148
EM185	rec.travel.usa-canada_20050128.0121-E26-149
EM186	rec.travel.usa-canada_20050128.0121-E26-150
EM49	rec.travel.usa-canada_20050128.0121-E26-151
EM56	rec.travel.usa-canada_20050128.0121-E37-152
EM187	rec.travel.usa-canada_20050128.0121-E19-153
EM128	rec.travel.usa-canada_20050128.0121-E27-154
EM159	rec.travel.usa-canada_20050128.0121-E29-155
EM141	rec.travel.usa-canada_20050128.0121-E31-156
EM170	rec.travel.usa-canada_20050128.0121-E31-157
EM104	rec.travel.usa-canada_20050128.0121-E14-158
EM162	rec.travel.usa-canada_20050128.0121-E14-159
EM163	rec.travel.usa-canada_20050128.0121-E14-160
EM154	rec.travel.usa-canada_20050128.0121-E8-161
EM4	rec.travel.usa-canada_20050128.0121-E31-162
EM178	rec.travel.usa-canada_20050128.0121-E2-163
EM127	rec.travel.usa-canada_20050128.0121-E2-164
EM1	rec.travel.usa-canada_20050128.0121-E11-165
EM39	rec.travel.usa-canada_20050128.0121-E37-166
EM101	rec.travel.usa-canada_20050128.0121-E37-167
EM46	rec.travel.usa-canada_20050128.0121-E1-168
EM69	rec.travel.usa-canada_20050128.0121-E1-169
EM176	rec.travel.usa-canada_20050128.0121-E36-170
EM6	rec.travel.usa-canada_20050128.0121-E30-171
EM74	rec.travel.usa-canada_20050128.0121-E37-172
EM5	rec.travel.usa-canada_20050128.0121-E32-173
EM183	rec.travel.usa-canada_20050128.0121-E36-174
EM7	rec.travel.usa-canada_20050128.0121-E33-175
EM8	rec.travel.usa-canada_20050128.0121-E34-176
EM9	rec.travel.usa-canada_20050128.0121-E35-177
EM10	rec.travel.usa-canada_20050128.0121-E26-178
EM11	rec.travel.usa-canada_20050128.0121-E36-179
EM12	rec.travel.usa-canada_20050128.0121-E26-180
EM13	rec.travel.usa-canada_20050128.0121-E37-181
EM14	rec.travel.usa-canada_20050128.0121-E26-182
EM15	rec.travel.usa-canada_20050128.0121-E37-183
EM17	rec.travel.usa-canada_20050128.0121-E26-184
EM16	rec.travel.usa-canada_20050128.0121-E38-185
EM18	rec.travel.usa-canada_20050128.0121-E28-186
EM19	rec.travel.usa-canada_20050128.0121-E31-187
R1	rec.travel.usa-canada_20050128.0121-R1
R2	rec.travel.usa-canada_20050128.0121-R2
R3	rec.travel.usa-canada_20050128.0121-R3
R4	rec.travel.usa-canada_20050128.0121-R4
R7	rec.travel.usa-canada_20050128.0121-R5
R9	rec.travel.usa-canada_20050128.0121-R6
R14	rec.travel.usa-canada_20050128.0121-R7
R15	rec.travel.usa-canada_20050128.0121-R8
R17	rec.travel.usa-canada_20050128.0121-R9
R20	rec.travel.usa-canada_20050128.0121-R10
R18	rec.travel.usa-canada_20050128.0121-R11
R19	rec.travel.usa-canada_20050128.0121-R12
R21	rec.travel.usa-canada_20050128.0121-R13
R22	rec.travel.usa-canada_20050128.0121-R14
R26	rec.travel.usa-canada_20050128.0121-R15
R24	rec.travel.usa-canada_20050128.0121-R16
R27	rec.travel.usa-canada_20050128.0121-R17
R28	rec.travel.usa-canada_20050128.0121-R18
R29	rec.travel.usa-canada_20050128.0121-R19
R30	rec.travel.usa-canada_20050128.0121-R20
R32	rec.travel.usa-canada_20050128.0121-R21
R31	rec.travel.usa-canada_20050128.0121-R22
R33	rec.travel.usa-canada_20050128.0121-R23
R34	rec.travel.usa-canada_20050128.0121-R24
R35	rec.travel.usa-canada_20050128.0121-R25
R5	rec.travel.usa-canada_20050128.0121-R26
R6	rec.travel.usa-canada_20050128.0121-R27
R8	rec.travel.usa-canada_20050128.0121-R28
R10	rec.travel.usa-canada_20050128.0121-R29
R11	rec.travel.usa-canada_20050128.0121-R30
R12	rec.travel.usa-canada_20050128.0121-R31
R13	rec.travel.usa-canada_20050128.0121-R32
R16	rec.travel.usa-canada_20050128.0121-R33
R23	rec.travel.usa-canada_20050128.0121-R34
RM1	rec.travel.usa-canada_20050128.0121-R1-1
RM2	rec.travel.usa-canada_20050128.0121-R2-1
RM3	rec.travel.usa-canada_20050128.0121-R3-1
RM4	rec.travel.usa-canada_20050128.0121-R4-1
RM7	rec.travel.usa-canada_20050128.0121-R5-1
RM9	rec.travel.usa-canada_20050128.0121-R6-1
RM14	rec.travel.usa-canada_20050128.0121-R7-1
RM15	rec.travel.usa-canada_20050128.0121-R8-1
RM17	rec.travel.usa-canada_20050128.0121-R9-1
RM20	rec.travel.usa-canada_20050128.0121-R9-2
RM18	rec.travel.usa-canada_20050128.0121-R11-1
RM19	rec.travel.usa-canada_20050128.0121-R12-1
RM21	rec.travel.usa-canada_20050128.0121-R13-1
RM22	rec.travel.usa-canada_20050128.0121-R7-2
RM26	rec.travel.usa-canada_20050128.0121-R15-1
RM25	rec.travel.usa-canada_20050128.0121-R16-1
RM27	rec.travel.usa-canada_20050128.0121-R16-2
RM28	rec.travel.usa-canada_20050128.0121-R18-1
RM29	rec.travel.usa-canada_20050128.0121-R19-1
RM30	rec.travel.usa-canada_20050128.0121-R20-1
RM32	rec.travel.usa-canada_20050128.0121-R6-2
RM31	rec.travel.usa-canada_20050128.0121-R22-1
RM33	rec.travel.usa-canada_20050128.0121-R23-1
RM34	rec.travel.usa-canada_20050128.0121-R24-1
RM35	rec.travel.usa-canada_20050128.0121-R25-1
RM5	rec.travel.usa-canada_20050128.0121-R26-1
RM6	rec.travel.usa-canada_20050128.0121-R27-1
RM8	rec.travel.usa-canada_20050128.0121-R26-2
RM10	rec.travel.usa-canada_20050128.0121-R29-1
RM11	rec.travel.usa-canada_20050128.0121-R30-1
RM12	rec.travel.usa-canada_20050128.0121-R31-1
RM13	rec.travel.usa-canada_20050128.0121-R32-1
RM16	rec.travel.usa-canada_20050128.0121-R33-1
RM23	rec.travel.usa-canada_20050128.0121-R34-1
V3	rec.travel.usa-canada_20050128.0121-EV1
V4	rec.travel.usa-canada_20050128.0121-EV2
V5	rec.travel.usa-canada_20050128.0121-EV3
V6	rec.travel.usa-canada_20050128.0121-EV4
V8	rec.travel.usa-canada_20050128.0121-EV5
V9	rec.travel.usa-canada_20050128.0121-EV6
V10	rec.travel.usa-canada_20050128.0121-EV7
V11	rec.travel.usa-canada_20050128.0121-EV8
V14	rec.travel.usa-canada_20050128.0121-EV9
V7	rec.travel.usa-canada_20050128.0121-EV10
V1	rec.travel.usa-canada_20050128.0121-EV11
V2	rec.travel.usa-canada_20050128.0121-EV12
V12	rec.travel.usa-canada_20050128.0121-EV13
VM3	rec.travel.usa-canada_20050128.0121-EV1-1
VM4	rec.travel.usa-canada_20050128.0121-EV2-1
VM5	rec.travel.usa-canada_20050128.0121-EV3-1
VM6	rec.travel.usa-canada_20050128.0121-EV4-1
VM8	rec.travel.usa-canada_20050128.0121-EV5-1
VM9	rec.travel.usa-canada_20050128.0121-EV6-1
VM10	rec.travel.usa-canada_20050128.0121-EV7-1
VM12	rec.travel.usa-canada_20050128.0121-EV8-1
VM15	rec.travel.usa-canada_20050128.0121-EV9-1
VM16	rec.travel.usa-canada_20050128.0121-EV12-1
VM7	rec.travel.usa-canada_20050128.0121-EV10-1
VM17	rec.travel.usa-canada_20050128.0121-EV12-2
VM18	rec.travel.usa-canada_20050128.0121-EV12-3
VM1	rec.travel.usa-canada_20050128.0121-EV11-1
VM2	rec.travel.usa-canada_20050128.0121-EV12-4
VM13	rec.travel.usa-canada_20050128.0121-EV13-1
Q1	rec.travel.usa-canada_20050128.0121-T1
Q3	rec.travel.usa-canada_20050128.0121-T2
Q4	rec.travel.usa-canada_20050128.0121-T3
Q5	rec.travel.usa-canada_20050128.0121-T4
Q6	rec.travel.usa-canada_20050128.0121-T5
Q7	rec.travel.usa-canada_20050128.0121-T6
Q8	rec.travel.usa-canada_20050128.0121-T7
Q9	rec.travel.usa-canada_20050128.0121-T8
Q10	rec.travel.usa-canada_20050128.0121-T9
Q11	rec.travel.usa-canada_20050128.0121-T10
Q12	rec.travel.usa-canada_20050128.0121-T11
Q13	rec.travel.usa-canada_20050128.0121-T12
Q14	rec.travel.usa-canada_20050128.0121-T13
Q15	rec.travel.usa-canada_20050128.0121-T14
Q16	rec.travel.usa-canada_20050128.0121-T15
Q17	rec.travel.usa-canada_20050128.0121-T16
Q18	rec.travel.usa-canada_20050128.0121-T17
Q19	rec.travel.usa-canada_20050128.0121-T18
Q20	rec.travel.usa-canada_20050128.0121-V1
Q21	rec.travel.usa-canada_20050128.0121-V2
Q22	rec.travel.usa-canada_20050128.0121-V3
Q23	rec.travel.usa-canada_20050128.0121-T19
Q24	rec.travel.usa-canada_20050128.0121-V4
Q25	rec.travel.usa-canada_20050128.0121-V5
Q28	rec.travel.usa-canada_20050128.0121-T20
Q29	rec.travel.usa-canada_20050128.0121-T21
Q30	rec.travel.usa-canada_20050128.0121-T22
Q32	rec.travel.usa-canada_20050128.0121-T23
Q33	rec.travel.usa-canada_20050128.0121-T24
Q34	rec.travel.usa-canada_20050128.0121-T25
Q35	rec.travel.usa-canada_20050128.0121-V6
Q36	rec.travel.usa-canada_20050128.0121-T26
Q37	rec.travel.usa-canada_20050128.0121-T27
Q38	rec.travel.usa-canada_20050128.0121-T28
Q40	rec.travel.usa-canada_20050128.0121-V7
Q41	rec.travel.usa-canada_20050128.0121-V8
Q42	rec.travel.usa-canada_20050128.0121-V9
Q43	rec.travel.usa-canada_20050128.0121-T29
Q44	rec.travel.usa-canada_20050128.0121-V10
Q45	rec.travel.usa-canada_20050128.0121-V11
Q46	rec.travel.usa-canada_20050128.0121-V12
Q48	rec.travel.usa-canada_20050128.0121-V13
Q47	rec.travel.usa-canada_20050128.0121-V14
Q49	rec.travel.usa-canada_20050128.0121-T30
Q50	rec.travel.usa-canada_20050128.0121-T31
Q51	rec.travel.usa-canada_20050128.0121-T32
Q26	rec.travel.usa-canada_20050128.0121-V15
Q27	rec.travel.usa-canada_20050128.0121-V16
Q39	rec.travel.usa-canada_20050128.0121-T33
QM20	rec.travel.usa-canada_20050128.0121-V1-1
QM21	rec.travel.usa-canada_20050128.0121-V2-1
QM22	rec.travel.usa-canada_20050128.0121-V3-1
QM24	rec.travel.usa-canada_20050128.0121-V4-1
QM25	rec.travel.usa-canada_20050128.0121-V5-1
QM35	rec.travel.usa-canada_20050128.0121-V6-1
QM40	rec.travel.usa-canada_20050128.0121-V7-1
QM41	rec.travel.usa-canada_20050128.0121-V8-1
QM42	rec.travel.usa-canada_20050128.0121-V9-1
QM44	rec.travel.usa-canada_20050128.0121-V10-1
QM45	rec.travel.usa-canada_20050128.0121-V11-1
QM46	rec.travel.usa-canada_20050128.0121-V12-1
QM48	rec.travel.usa-canada_20050128.0121-V13-1
QM47	rec.travel.usa-canada_20050128.0121-V14-1
QM26	rec.travel.usa-canada_20050128.0121-V15-1
QM27	rec.travel.usa-canada_20050128.0121-V16-1
