CE10	misc.legal.moderated_20041202.1648-CE1
R22	misc.legal.moderated_20041202.1648-R15
R23	misc.legal.moderated_20041202.1648-R16
R25	misc.legal.moderated_20041202.1648-R17
R26	misc.legal.moderated_20041202.1648-R18
R27	misc.legal.moderated_20041202.1648-R19
R28	misc.legal.moderated_20041202.1648-R20
R29	misc.legal.moderated_20041202.1648-R21
R30	misc.legal.moderated_20041202.1648-R22
R31	misc.legal.moderated_20041202.1648-R23
R32	misc.legal.moderated_20041202.1648-R24
R33	misc.legal.moderated_20041202.1648-R25
R34	misc.legal.moderated_20041202.1648-R26
R35	misc.legal.moderated_20041202.1648-R27
R3	misc.legal.moderated_20041202.1648-R28
R4	misc.legal.moderated_20041202.1648-R29
R5	misc.legal.moderated_20041202.1648-R30
R7	misc.legal.moderated_20041202.1648-R31
R10	misc.legal.moderated_20041202.1648-R32
R11	misc.legal.moderated_20041202.1648-R33
R19	misc.legal.moderated_20041202.1648-R34
R24	misc.legal.moderated_20041202.1648-R35
RM1	misc.legal.moderated_20041202.1648-R1-1
RM3	misc.legal.moderated_20041202.1648-R2-1
RM7	misc.legal.moderated_20041202.1648-R3-1
RM8	misc.legal.moderated_20041202.1648-R4-1
RM9	misc.legal.moderated_20041202.1648-R5-1
RM12	misc.legal.moderated_20041202.1648-R6-1
RM13	misc.legal.moderated_20041202.1648-R7-1
RM17	misc.legal.moderated_20041202.1648-R8-1
RM18	misc.legal.moderated_20041202.1648-R9-1
RM14	misc.legal.moderated_20041202.1648-R3-2
RM15	misc.legal.moderated_20041202.1648-R11-1
RM16	misc.legal.moderated_20041202.1648-R12-1
RM20	misc.legal.moderated_20041202.1648-R2-2
RM21	misc.legal.moderated_20041202.1648-R3-3
RM22	misc.legal.moderated_20041202.1648-R15-1
RM23	misc.legal.moderated_20041202.1648-R16-1
RM25	misc.legal.moderated_20041202.1648-R3-4
RM26	misc.legal.moderated_20041202.1648-R2-3
RM27	misc.legal.moderated_20041202.1648-R4-2
RM28	misc.legal.moderated_20041202.1648-R4-3
RM29	misc.legal.moderated_20041202.1648-R4-4
RM30	misc.legal.moderated_20041202.1648-R1-2
RM31	misc.legal.moderated_20041202.1648-R23-1
RM32	misc.legal.moderated_20041202.1648-R24-1
RM33	misc.legal.moderated_20041202.1648-R25-1
RM34	misc.legal.moderated_20041202.1648-R26-1
RM35	misc.legal.moderated_20041202.1648-R27-1
RM2	misc.legal.moderated_20041202.1648-R3-5
RM4	misc.legal.moderated_20041202.1648-R29-1
RM5	misc.legal.moderated_20041202.1648-R2-4
RM6	misc.legal.moderated_20041202.1648-R31-1
RM10	misc.legal.moderated_20041202.1648-R32-1
RM11	misc.legal.moderated_20041202.1648-R33-1
RM19	misc.legal.moderated_20041202.1648-R34-1
RM24	misc.legal.moderated_20041202.1648-R35-1
V21	misc.legal.moderated_20041202.1648-EV1
V1	misc.legal.moderated_20041202.1648-EV2
V3	misc.legal.moderated_20041202.1648-EV3
V10	misc.legal.moderated_20041202.1648-EV4
V15	misc.legal.moderated_20041202.1648-EV5
V16	misc.legal.moderated_20041202.1648-EV6
V17	misc.legal.moderated_20041202.1648-EV7
V18	misc.legal.moderated_20041202.1648-EV8
V19	misc.legal.moderated_20041202.1648-EV9
V20	misc.legal.moderated_20041202.1648-EV10
V2	misc.legal.moderated_20041202.1648-EV11
V4	misc.legal.moderated_20041202.1648-EV12
V6	misc.legal.moderated_20041202.1648-EV13
V5	misc.legal.moderated_20041202.1648-EV14
V7	misc.legal.moderated_20041202.1648-EV15
V8	misc.legal.moderated_20041202.1648-EV16
V9	misc.legal.moderated_20041202.1648-EV17
V12	misc.legal.moderated_20041202.1648-EV18
V13	misc.legal.moderated_20041202.1648-EV19
V14	misc.legal.moderated_20041202.1648-EV20
VM23	misc.legal.moderated_20041202.1648-EV1-1
VM24	misc.legal.moderated_20041202.1648-EV1-2
VM25	misc.legal.moderated_20041202.1648-EV1-3
VM26	misc.legal.moderated_20041202.1648-EV17-1
VM1	misc.legal.moderated_20041202.1648-EV2-1
VM3	misc.legal.moderated_20041202.1648-EV3-1
VM10	misc.legal.moderated_20041202.1648-EV4-1
VM16	misc.legal.moderated_20041202.1648-EV5-1
VM17	misc.legal.moderated_20041202.1648-EV6-1
VM19	misc.legal.moderated_20041202.1648-EV7-1
VM20	misc.legal.moderated_20041202.1648-EV8-1
VM21	misc.legal.moderated_20041202.1648-EV9-1
VM22	misc.legal.moderated_20041202.1648-EV10-1
VM2	misc.legal.moderated_20041202.1648-EV11-1
VM4	misc.legal.moderated_20041202.1648-EV12-1
VM6	misc.legal.moderated_20041202.1648-EV13-1
VM5	misc.legal.moderated_20041202.1648-EV14-1
VM7	misc.legal.moderated_20041202.1648-EV15-1
VM8	misc.legal.moderated_20041202.1648-EV16-1
VM9	misc.legal.moderated_20041202.1648-EV17-2
VM13	misc.legal.moderated_20041202.1648-EV18-1
VM14	misc.legal.moderated_20041202.1648-EV19-1
VM15	misc.legal.moderated_20041202.1648-EV20-1
VM11	misc.legal.moderated_20041202.1648-EV16-2
VM18	misc.legal.moderated_20041202.1648-EV5-2
Q30	misc.legal.moderated_20041202.1648-T1
Q31	misc.legal.moderated_20041202.1648-T2
Q32	misc.legal.moderated_20041202.1648-T3
Q1	misc.legal.moderated_20041202.1648-T4
Q4	misc.legal.moderated_20041202.1648-T5
Q5	misc.legal.moderated_20041202.1648-T6
Q6	misc.legal.moderated_20041202.1648-T7
Q7	misc.legal.moderated_20041202.1648-T8
Q9	misc.legal.moderated_20041202.1648-T9
Q10	misc.legal.moderated_20041202.1648-T10
Q12	misc.legal.moderated_20041202.1648-T11
Q13	misc.legal.moderated_20041202.1648-T12
Q27	misc.legal.moderated_20041202.1648-T13
Q28	misc.legal.moderated_20041202.1648-V1
Q29	misc.legal.moderated_20041202.1648-V2
Q3	misc.legal.moderated_20041202.1648-T14
Q14	misc.legal.moderated_20041202.1648-V3
Q11	misc.legal.moderated_20041202.1648-V4
Q8	misc.legal.moderated_20041202.1648-V5
Q17	misc.legal.moderated_20041202.1648-T15
Q18	misc.legal.moderated_20041202.1648-V6
Q19	misc.legal.moderated_20041202.1648-V7
Q20	misc.legal.moderated_20041202.1648-V8
Q21	misc.legal.moderated_20041202.1648-V9
Q22	misc.legal.moderated_20041202.1648-V10
Q23	misc.legal.moderated_20041202.1648-V11
Q24	misc.legal.moderated_20041202.1648-V12
Q25	misc.legal.moderated_20041202.1648-V13
Q26	misc.legal.moderated_20041202.1648-V14
QM28	misc.legal.moderated_20041202.1648-V1-1
QM29	misc.legal.moderated_20041202.1648-V2-1
QM14	misc.legal.moderated_20041202.1648-V3-1
QM11	misc.legal.moderated_20041202.1648-V4-1
QM8	misc.legal.moderated_20041202.1648-V5-1
QM18	misc.legal.moderated_20041202.1648-V6-1
QM19	misc.legal.moderated_20041202.1648-V7-1
QM20	misc.legal.moderated_20041202.1648-V8-1
QM21	misc.legal.moderated_20041202.1648-V9-1
QM22	misc.legal.moderated_20041202.1648-V10-1
QM23	misc.legal.moderated_20041202.1648-V11-1
QM24	misc.legal.moderated_20041202.1648-V12-1
QM25	misc.legal.moderated_20041202.1648-V13-1
QM26	misc.legal.moderated_20041202.1648-V14-1
