CE12	rec.music.phish_20041215.1554-CE1
E8	rec.music.phish_20041215.1554-E26
E9	rec.music.phish_20041215.1554-E27
E10	rec.music.phish_20041215.1554-E28
E11	rec.music.phish_20041215.1554-E29
E12	rec.music.phish_20041215.1554-E30
EM1	rec.music.phish_20041215.1554-E18-1
EM19	rec.music.phish_20041215.1554-E1-2
EM20	rec.music.phish_20041215.1554-E22-3
EM21	rec.music.phish_20041215.1554-E2-4
EM22	rec.music.phish_20041215.1554-E3-5
EM24	rec.music.phish_20041215.1554-E18-6
EM23	rec.music.phish_20041215.1554-E25-7
EM62	rec.music.phish_20041215.1554-E20-8
EM63	rec.music.phish_20041215.1554-E20-9
EM26	rec.music.phish_20041215.1554-E3-10
EM27	rec.music.phish_20041215.1554-E25-11
EM28	rec.music.phish_20041215.1554-E2-12
EM29	rec.music.phish_20041215.1554-E23-13
EM30	rec.music.phish_20041215.1554-E4-14
EM31	rec.music.phish_20041215.1554-E5-15
EM64	rec.music.phish_20041215.1554-E20-16
EM33	rec.music.phish_20041215.1554-E6-17
EM34	rec.music.phish_20041215.1554-E20-18
EM35	rec.music.phish_20041215.1554-E18-19
EM36	rec.music.phish_20041215.1554-E7-20
EM37	rec.music.phish_20041215.1554-E22-21
EM38	rec.music.phish_20041215.1554-E22-22
EM39	rec.music.phish_20041215.1554-E8-23
EM40	rec.music.phish_20041215.1554-E22-24
EM41	rec.music.phish_20041215.1554-E9-25
EM42	rec.music.phish_20041215.1554-E10-26
EM43	rec.music.phish_20041215.1554-E17-27
EM44	rec.music.phish_20041215.1554-E7-28
EM45	rec.music.phish_20041215.1554-E11-29
EM46	rec.music.phish_20041215.1554-E11-30
EM47	rec.music.phish_20041215.1554-E20-31
EM48	rec.music.phish_20041215.1554-E12-32
EM49	rec.music.phish_20041215.1554-E13-33
EM50	rec.music.phish_20041215.1554-E13-34
EM52	rec.music.phish_20041215.1554-E14-35
EM53	rec.music.phish_20041215.1554-E7-36
EM54	rec.music.phish_20041215.1554-E20-37
EM55	rec.music.phish_20041215.1554-E7-38
EM56	rec.music.phish_20041215.1554-E7-39
EM57	rec.music.phish_20041215.1554-E21-40
EM58	rec.music.phish_20041215.1554-E15-41
EM59	rec.music.phish_20041215.1554-E15-42
EM60	rec.music.phish_20041215.1554-E16-43
EM61	rec.music.phish_20041215.1554-E16-44
EM51	rec.music.phish_20041215.1554-E13-45
EM25	rec.music.phish_20041215.1554-E25-46
EM32	rec.music.phish_20041215.1554-E25-47
EM65	rec.music.phish_20041215.1554-E18-48
EM66	rec.music.phish_20041215.1554-E7-49
EM67	rec.music.phish_20041215.1554-E19-50
EM2	rec.music.phish_20041215.1554-E18-51
EM3	rec.music.phish_20041215.1554-E20-52
EM4	rec.music.phish_20041215.1554-E21-53
EM5	rec.music.phish_20041215.1554-E22-54
EM6	rec.music.phish_20041215.1554-E23-55
EM7	rec.music.phish_20041215.1554-E21-56
EM8	rec.music.phish_20041215.1554-E24-57
EM9	rec.music.phish_20041215.1554-E26-58
EM10	rec.music.phish_20041215.1554-E27-59
EM11	rec.music.phish_20041215.1554-E28-60
EM12	rec.music.phish_20041215.1554-E29-61
EM13	rec.music.phish_20041215.1554-E29-62
EM14	rec.music.phish_20041215.1554-E20-63
EM15	rec.music.phish_20041215.1554-E30-64
EM16	rec.music.phish_20041215.1554-E21-65
EM17	rec.music.phish_20041215.1554-E29-66
EM18	rec.music.phish_20041215.1554-E21-67
R1	rec.music.phish_20041215.1554-R1
R2	rec.music.phish_20041215.1554-R2
R4	rec.music.phish_20041215.1554-R3
R3	rec.music.phish_20041215.1554-R4
R5	rec.music.phish_20041215.1554-R5
R4	rec.music.phish_20041215.1554-R6
RM1	rec.music.phish_20041215.1554-R1-1
RM2	rec.music.phish_20041215.1554-R2-1
RM4	rec.music.phish_20041215.1554-R3-1
RM5	rec.music.phish_20041215.1554-R3-2
RM3	rec.music.phish_20041215.1554-R4-1
RM6	rec.music.phish_20041215.1554-R5-1
V1	rec.music.phish_20041215.1554-EV1
V2	rec.music.phish_20041215.1554-EV2
V3	rec.music.phish_20041215.1554-EV3
V4	rec.music.phish_20041215.1554-EV4
V5	rec.music.phish_20041215.1554-EV5
VM1	rec.music.phish_20041215.1554-EV1-1
VM2	rec.music.phish_20041215.1554-EV2-1
VM3	rec.music.phish_20041215.1554-EV3-1
VM4	rec.music.phish_20041215.1554-EV4-1
VM5	rec.music.phish_20041215.1554-EV5-1
Q4	rec.music.phish_20041215.1554-T1
Q1	rec.music.phish_20041215.1554-T2
Q3	rec.music.phish_20041215.1554-T3
Q5	rec.music.phish_20041215.1554-T4
Q6	rec.music.phish_20041215.1554-T5
