CE10	rec.music.phish_20050217.1804-CE1
E34	rec.music.phish_20050217.1804-E18
E36	rec.music.phish_20050217.1804-E19
E37	rec.music.phish_20050217.1804-E20
E38	rec.music.phish_20050217.1804-E21
E40	rec.music.phish_20050217.1804-E22
E41	rec.music.phish_20050217.1804-E23
E42	rec.music.phish_20050217.1804-E24
E43	rec.music.phish_20050217.1804-E25
E44	rec.music.phish_20050217.1804-E26
E45	rec.music.phish_20050217.1804-E27
E46	rec.music.phish_20050217.1804-E28
E47	rec.music.phish_20050217.1804-E29
E48	rec.music.phish_20050217.1804-E30
E54	rec.music.phish_20050217.1804-E31
E55	rec.music.phish_20050217.1804-E32
E57	rec.music.phish_20050217.1804-E33
E60	rec.music.phish_20050217.1804-E34
E61	rec.music.phish_20050217.1804-E35
E63	rec.music.phish_20050217.1804-E36
E64	rec.music.phish_20050217.1804-E37
E65	rec.music.phish_20050217.1804-E38
E93	rec.music.phish_20050217.1804-E39
E69	rec.music.phish_20050217.1804-E40
E72	rec.music.phish_20050217.1804-E41
E75	rec.music.phish_20050217.1804-E42
E80	rec.music.phish_20050217.1804-E43
E85	rec.music.phish_20050217.1804-E44
E86	rec.music.phish_20050217.1804-E45
E87	rec.music.phish_20050217.1804-E46
E88	rec.music.phish_20050217.1804-E47
E90	rec.music.phish_20050217.1804-E48
E91	rec.music.phish_20050217.1804-E49
E92	rec.music.phish_20050217.1804-E50
E4	rec.music.phish_20050217.1804-E51
E5	rec.music.phish_20050217.1804-E52
E62	rec.music.phish_20050217.1804-E53
E9	rec.music.phish_20050217.1804-E54
E10	rec.music.phish_20050217.1804-E55
E12	rec.music.phish_20050217.1804-E56
E13	rec.music.phish_20050217.1804-E57
E14	rec.music.phish_20050217.1804-E58
EM18	rec.music.phish_20050217.1804-E1-1
EM19	rec.music.phish_20050217.1804-E1-2
EM20	rec.music.phish_20050217.1804-E1-3
EM21	rec.music.phish_20050217.1804-E52-4
EM22	rec.music.phish_20050217.1804-E52-5
EM23	rec.music.phish_20050217.1804-E2-6
EM24	rec.music.phish_20050217.1804-E52-7
EM25	rec.music.phish_20050217.1804-E51-8
EM26	rec.music.phish_20050217.1804-E3-9
EM27	rec.music.phish_20050217.1804-E4-10
EM28	rec.music.phish_20050217.1804-E4-11
EM29	rec.music.phish_20050217.1804-E4-12
EM31	rec.music.phish_20050217.1804-E51-13
EM32	rec.music.phish_20050217.1804-E51-14
EM33	rec.music.phish_20050217.1804-E5-15
EM36	rec.music.phish_20050217.1804-E51-16
EM37	rec.music.phish_20050217.1804-E12-17
EM34	rec.music.phish_20050217.1804-E6-18
EM35	rec.music.phish_20050217.1804-E7-19
EM38	rec.music.phish_20050217.1804-E1-20
EM39	rec.music.phish_20050217.1804-E57-21
EM40	rec.music.phish_20050217.1804-E1-22
EM42	rec.music.phish_20050217.1804-E4-23
EM41	rec.music.phish_20050217.1804-E4-24
EM43	rec.music.phish_20050217.1804-E51-25
EM44	rec.music.phish_20050217.1804-E1-26
EM45	rec.music.phish_20050217.1804-E52-27
EM46	rec.music.phish_20050217.1804-E52-28
EM47	rec.music.phish_20050217.1804-E52-29
EM48	rec.music.phish_20050217.1804-E8-30
EM49	rec.music.phish_20050217.1804-E8-31
EM50	rec.music.phish_20050217.1804-E9-32
EM51	rec.music.phish_20050217.1804-E7-33
EM52	rec.music.phish_20050217.1804-E8-34
EM53	rec.music.phish_20050217.1804-E52-35
EM54	rec.music.phish_20050217.1804-E52-36
EM55	rec.music.phish_20050217.1804-E52-37
EM57	rec.music.phish_20050217.1804-E52-38
EM61	rec.music.phish_20050217.1804-E52-39
EM60	rec.music.phish_20050217.1804-E51-40
EM59	rec.music.phish_20050217.1804-E57-41
EM62	rec.music.phish_20050217.1804-E57-42
EM63	rec.music.phish_20050217.1804-E10-43
EM64	rec.music.phish_20050217.1804-E57-44
EM65	rec.music.phish_20050217.1804-E57-45
EM66	rec.music.phish_20050217.1804-E57-46
EM56	rec.music.phish_20050217.1804-E8-47
EM58	rec.music.phish_20050217.1804-E11-48
EM67	rec.music.phish_20050217.1804-E52-49
EM68	rec.music.phish_20050217.1804-E52-50
EM71	rec.music.phish_20050217.1804-E52-51
EM74	rec.music.phish_20050217.1804-E52-52
EM73	rec.music.phish_20050217.1804-E13-53
EM70	rec.music.phish_20050217.1804-E7-54
EM69	rec.music.phish_20050217.1804-E14-55
EM72	rec.music.phish_20050217.1804-E15-56
EM178	rec.music.phish_20050217.1804-E25-57
EM75	rec.music.phish_20050217.1804-E16-58
EM76	rec.music.phish_20050217.1804-E52-59
EM77	rec.music.phish_20050217.1804-E51-60
EM78	rec.music.phish_20050217.1804-E51-61
EM79	rec.music.phish_20050217.1804-E17-62
EM80	rec.music.phish_20050217.1804-E51-63
EM81	rec.music.phish_20050217.1804-E18-64
EM1	rec.music.phish_20050217.1804-E38-65
EM183	rec.music.phish_20050217.1804-E51-66
EM83	rec.music.phish_20050217.1804-E19-67
EM84	rec.music.phish_20050217.1804-E19-68
EM85	rec.music.phish_20050217.1804-E20-69
EM89	rec.music.phish_20050217.1804-E19-70
EM90	rec.music.phish_20050217.1804-E51-71
EM91	rec.music.phish_20050217.1804-E51-72
EM92	rec.music.phish_20050217.1804-E51-73
EM93	rec.music.phish_20050217.1804-E51-74
EM94	rec.music.phish_20050217.1804-E51-75
EM95	rec.music.phish_20050217.1804-E51-76
EM103	rec.music.phish_20050217.1804-E52-77
EM104	rec.music.phish_20050217.1804-E57-78
EM105	rec.music.phish_20050217.1804-E10-79
EM106	rec.music.phish_20050217.1804-E52-80
EM107	rec.music.phish_20050217.1804-E21-81
EM108	rec.music.phish_20050217.1804-E1-82
EM109	rec.music.phish_20050217.1804-E51-83
EM110	rec.music.phish_20050217.1804-E52-84
EM111	rec.music.phish_20050217.1804-E51-85
EM112	rec.music.phish_20050217.1804-E22-86
EM113	rec.music.phish_20050217.1804-E51-87
EM114	rec.music.phish_20050217.1804-E22-88
EM115	rec.music.phish_20050217.1804-E22-89
EM116	rec.music.phish_20050217.1804-E51-90
EM118	rec.music.phish_20050217.1804-E51-91
EM119	rec.music.phish_20050217.1804-E51-92
EM120	rec.music.phish_20050217.1804-E23-93
EM121	rec.music.phish_20050217.1804-E24-94
EM122	rec.music.phish_20050217.1804-E22-95
EM123	rec.music.phish_20050217.1804-E51-96
EM125	rec.music.phish_20050217.1804-E25-97
EM126	rec.music.phish_20050217.1804-E1-98
EM128	rec.music.phish_20050217.1804-E51-99
EM129	rec.music.phish_20050217.1804-E26-100
EM130	rec.music.phish_20050217.1804-E27-101
EM127	rec.music.phish_20050217.1804-E52-102
EM131	rec.music.phish_20050217.1804-E25-103
EM132	rec.music.phish_20050217.1804-E25-104
EM134	rec.music.phish_20050217.1804-E28-105
EM179	rec.music.phish_20050217.1804-E22-106
EM136	rec.music.phish_20050217.1804-E29-107
EM135	rec.music.phish_20050217.1804-E30-108
EM138	rec.music.phish_20050217.1804-E25-109
EM139	rec.music.phish_20050217.1804-E1-110
EM141	rec.music.phish_20050217.1804-E1-111
EM140	rec.music.phish_20050217.1804-E51-112
EM142	rec.music.phish_20050217.1804-E22-113
EM180	rec.music.phish_20050217.1804-E51-114
EM181	rec.music.phish_20050217.1804-E51-115
EM182	rec.music.phish_20050217.1804-E51-116
EM184	rec.music.phish_20050217.1804-E51-117
EM185	rec.music.phish_20050217.1804-E51-118
EM186	rec.music.phish_20050217.1804-E51-119
EM187	rec.music.phish_20050217.1804-E51-120
EM147	rec.music.phish_20050217.1804-E51-121
EM148	rec.music.phish_20050217.1804-E22-122
EM149	rec.music.phish_20050217.1804-E31-123
EM150	rec.music.phish_20050217.1804-E32-124
EM188	rec.music.phish_20050217.1804-E51-125
EM189	rec.music.phish_20050217.1804-E51-126
EM152	rec.music.phish_20050217.1804-E33-127
EM153	rec.music.phish_20050217.1804-E22-128
EM154	rec.music.phish_20050217.1804-E51-129
EM155	rec.music.phish_20050217.1804-E6-130
EM156	rec.music.phish_20050217.1804-E57-131
EM157	rec.music.phish_20050217.1804-E10-132
EM158	rec.music.phish_20050217.1804-E57-133
EM190	rec.music.phish_20050217.1804-E51-134
EM160	rec.music.phish_20050217.1804-E34-135
EM161	rec.music.phish_20050217.1804-E10-136
EM162	rec.music.phish_20050217.1804-E10-137
EM163	rec.music.phish_20050217.1804-E52-138
EM164	rec.music.phish_20050217.1804-E10-139
EM165	rec.music.phish_20050217.1804-E10-140
EM166	rec.music.phish_20050217.1804-E10-141
EM167	rec.music.phish_20050217.1804-E10-142
EM168	rec.music.phish_20050217.1804-E52-143
EM171	rec.music.phish_20050217.1804-E35-144
EM172	rec.music.phish_20050217.1804-E35-145
EM173	rec.music.phish_20050217.1804-E25-146
EM174	rec.music.phish_20050217.1804-E25-147
EM15	rec.music.phish_20050217.1804-E36-148
EM117	rec.music.phish_20050217.1804-E37-149
EM82	rec.music.phish_20050217.1804-E33-150
EM191	rec.music.phish_20050217.1804-E55-151
EM192	rec.music.phish_20050217.1804-E1-152
EM193	rec.music.phish_20050217.1804-E8-153
EM194	rec.music.phish_20050217.1804-E22-154
EM195	rec.music.phish_20050217.1804-E22-155
EM196	rec.music.phish_20050217.1804-E39-156
EM96	rec.music.phish_20050217.1804-E40-157
EM197	rec.music.phish_20050217.1804-E39-158
EM198	rec.music.phish_20050217.1804-E39-159
EM98	rec.music.phish_20050217.1804-E41-160
EM102	rec.music.phish_20050217.1804-E42-161
EM3	rec.music.phish_20050217.1804-E51-162
EM143	rec.music.phish_20050217.1804-E18-163
EM144	rec.music.phish_20050217.1804-E43-164
EM170	rec.music.phish_20050217.1804-E44-165
EM137	rec.music.phish_20050217.1804-E45-166
EM124	rec.music.phish_20050217.1804-E46-167
EM2	rec.music.phish_20050217.1804-E47-168
EM30	rec.music.phish_20050217.1804-E1-169
EM86	rec.music.phish_20050217.1804-E33-170
EM87	rec.music.phish_20050217.1804-E19-171
EM88	rec.music.phish_20050217.1804-E19-172
EM97	rec.music.phish_20050217.1804-E40-173
EM101	rec.music.phish_20050217.1804-E40-174
EM100	rec.music.phish_20050217.1804-E41-175
EM99	rec.music.phish_20050217.1804-E48-176
EM146	rec.music.phish_20050217.1804-E49-177
EM151	rec.music.phish_20050217.1804-E51-178
EM169	rec.music.phish_20050217.1804-E51-179
EM145	rec.music.phish_20050217.1804-E52-180
EM8	rec.music.phish_20050217.1804-E55-181
EM133	rec.music.phish_20050217.1804-E25-182
EM159	rec.music.phish_20050217.1804-E50-183
EM4	rec.music.phish_20050217.1804-E52-184
EM175	rec.music.phish_20050217.1804-E53-185
EM176	rec.music.phish_20050217.1804-E51-186
EM6	rec.music.phish_20050217.1804-E54-187
EM7	rec.music.phish_20050217.1804-E55-188
EM9	rec.music.phish_20050217.1804-E51-189
EM10	rec.music.phish_20050217.1804-E51-190
EM11	rec.music.phish_20050217.1804-E51-191
EM12	rec.music.phish_20050217.1804-E52-192
EM5	rec.music.phish_20050217.1804-E56-193
EM13	rec.music.phish_20050217.1804-E51-194
EM14	rec.music.phish_20050217.1804-E52-195
EM16	rec.music.phish_20050217.1804-E57-196
EM17	rec.music.phish_20050217.1804-E58-197
EM177	rec.music.phish_20050217.1804-E51-198
R4	rec.music.phish_20050217.1804-R1
R9	rec.music.phish_20050217.1804-R2
R11	rec.music.phish_20050217.1804-R3
R2	rec.music.phish_20050217.1804-R4
R3	rec.music.phish_20050217.1804-R5
R5	rec.music.phish_20050217.1804-R6
R7	rec.music.phish_20050217.1804-R7
R6	rec.music.phish_20050217.1804-R8
R8	rec.music.phish_20050217.1804-R9
R10	rec.music.phish_20050217.1804-R10
R12	rec.music.phish_20050217.1804-R11
RM9	rec.music.phish_20050217.1804-R2-1
RM2	rec.music.phish_20050217.1804-R4-1
RM3	rec.music.phish_20050217.1804-R5-1
RM5	rec.music.phish_20050217.1804-R6-1
RM7	rec.music.phish_20050217.1804-R7-1
RM6	rec.music.phish_20050217.1804-R8-1
RM8	rec.music.phish_20050217.1804-R9-1
RM10	rec.music.phish_20050217.1804-R10-1
RM11	rec.music.phish_20050217.1804-R3-1
RM12	rec.music.phish_20050217.1804-R11-1
RM4	rec.music.phish_20050217.1804-R1-1
V7	rec.music.phish_20050217.1804-EV1
V8	rec.music.phish_20050217.1804-EV2
V1	rec.music.phish_20050217.1804-EV3
V2	rec.music.phish_20050217.1804-EV4
V3	rec.music.phish_20050217.1804-EV5
V4	rec.music.phish_20050217.1804-EV6
V5	rec.music.phish_20050217.1804-EV7
V6	rec.music.phish_20050217.1804-EV8
V9	rec.music.phish_20050217.1804-EV9
VM7	rec.music.phish_20050217.1804-EV1-1
VM8	rec.music.phish_20050217.1804-EV2-1
VM10	rec.music.phish_20050217.1804-EV4-1
VM11	rec.music.phish_20050217.1804-EV4-2
VM12	rec.music.phish_20050217.1804-EV4-3
VM13	rec.music.phish_20050217.1804-EV4-4
VM14	rec.music.phish_20050217.1804-EV4-5
VM15	rec.music.phish_20050217.1804-EV4-6
VM16	rec.music.phish_20050217.1804-EV4-7
VM17	rec.music.phish_20050217.1804-EV4-8
VM1	rec.music.phish_20050217.1804-EV3-1
VM2	rec.music.phish_20050217.1804-EV4-9
VM3	rec.music.phish_20050217.1804-EV5-1
VM4	rec.music.phish_20050217.1804-EV6-1
VM5	rec.music.phish_20050217.1804-EV7-1
VM6	rec.music.phish_20050217.1804-EV8-1
VM9	rec.music.phish_20050217.1804-EV9-1
Q8	rec.music.phish_20050217.1804-T1
Q9	rec.music.phish_20050217.1804-T2
Q17	rec.music.phish_20050217.1804-T3
Q18	rec.music.phish_20050217.1804-T4
Q1	rec.music.phish_20050217.1804-T5
Q3	rec.music.phish_20050217.1804-T6
Q19	rec.music.phish_20050217.1804-T7
Q7	rec.music.phish_20050217.1804-T8
Q11	rec.music.phish_20050217.1804-V1
Q20	rec.music.phish_20050217.1804-T9
Q13	rec.music.phish_20050217.1804-T10
Q14	rec.music.phish_20050217.1804-T11
Q21	rec.music.phish_20050217.1804-T12
Q16	rec.music.phish_20050217.1804-T13
Q22	rec.music.phish_20050217.1804-T14
Q23	rec.music.phish_20050217.1804-T15
Q24	rec.music.phish_20050217.1804-T16
QM11	rec.music.phish_20050217.1804-V1-1
