CE1	CNN_LE_20030504.1200.02-1-CE1
EM57	CNN_LE_20030504.1200.02-1-E16-39
EM58	CNN_LE_20030504.1200.02-1-E16-40
EM60	CNN_LE_20030504.1200.02-1-E19-41
EM61	CNN_LE_20030504.1200.02-1-E20-42
EM62	CNN_LE_20030504.1200.02-1-E21-43
EM63	CNN_LE_20030504.1200.02-1-E22-44
EM64	CNN_LE_20030504.1200.02-1-E4-45
EM65	CNN_LE_20030504.1200.02-1-E4-46
EM66	CNN_LE_20030504.1200.02-1-E23-47
EM67	CNN_LE_20030504.1200.02-1-E4-48
EM68	CNN_LE_20030504.1200.02-1-E59-49
EM69	CNN_LE_20030504.1200.02-1-E11-50
EM70	CNN_LE_20030504.1200.02-1-E4-51
EM71	CNN_LE_20030504.1200.02-1-E54-52
EM72	CNN_LE_20030504.1200.02-1-E11-53
EM73	CNN_LE_20030504.1200.02-1-E24-54
EM74	CNN_LE_20030504.1200.02-1-E25-55
EM75	CNN_LE_20030504.1200.02-1-E26-56
EM76	CNN_LE_20030504.1200.02-1-E59-57
EM77	CNN_LE_20030504.1200.02-1-E11-58
EM78	CNN_LE_20030504.1200.02-1-E27-59
EM79	CNN_LE_20030504.1200.02-1-E11-60
EM81	CNN_LE_20030504.1200.02-1-E54-61
EM82	CNN_LE_20030504.1200.02-1-E4-62
EM83	CNN_LE_20030504.1200.02-1-E4-63
EM84	CNN_LE_20030504.1200.02-1-E11-64
EM85	CNN_LE_20030504.1200.02-1-E11-65
EM86	CNN_LE_20030504.1200.02-1-E28-66
EM87	CNN_LE_20030504.1200.02-1-E54-67
EM88	CNN_LE_20030504.1200.02-1-E11-68
EM89	CNN_LE_20030504.1200.02-1-E4-69
EM90	CNN_LE_20030504.1200.02-1-E61-70
EM91	CNN_LE_20030504.1200.02-1-E29-71
EM92	CNN_LE_20030504.1200.02-1-E54-72
EM93	CNN_LE_20030504.1200.02-1-E11-73
EM94	CNN_LE_20030504.1200.02-1-E4-74
EM95	CNN_LE_20030504.1200.02-1-E30-75
EM96	CNN_LE_20030504.1200.02-1-E31-76
EM97	CNN_LE_20030504.1200.02-1-E32-77
EM98	CNN_LE_20030504.1200.02-1-E33-78
EM20	CNN_LE_20030504.1200.02-1-E45-79
EM100	CNN_LE_20030504.1200.02-1-E30-80
EM101	CNN_LE_20030504.1200.02-1-E34-81
EM2	CNN_LE_20030504.1200.02-1-E47-82
EM102	CNN_LE_20030504.1200.02-1-E35-83
EM103	CNN_LE_20030504.1200.02-1-E30-84
EM104	CNN_LE_20030504.1200.02-1-E54-85
EM105	CNN_LE_20030504.1200.02-1-E59-86
EM106	CNN_LE_20030504.1200.02-1-E61-87
EM107	CNN_LE_20030504.1200.02-1-E36-88
EM108	CNN_LE_20030504.1200.02-1-E59-89
EM109	CNN_LE_20030504.1200.02-1-E59-90
EM110	CNN_LE_20030504.1200.02-1-E54-91
EM111	CNN_LE_20030504.1200.02-1-E59-92
EM112	CNN_LE_20030504.1200.02-1-E37-93
EM114	CNN_LE_20030504.1200.02-1-E38-94
EM115	CNN_LE_20030504.1200.02-1-E59-95
EM116	CNN_LE_20030504.1200.02-1-E30-96
EM117	CNN_LE_20030504.1200.02-1-E11-97
EM118	CNN_LE_20030504.1200.02-1-E11-98
EM119	CNN_LE_20030504.1200.02-1-E59-99
EM121	CNN_LE_20030504.1200.02-1-E16-100
EM122	CNN_LE_20030504.1200.02-1-E16-101
EM123	CNN_LE_20030504.1200.02-1-E39-102
EM124	CNN_LE_20030504.1200.02-1-E40-103
EM125	CNN_LE_20030504.1200.02-1-E4-104
EM126	CNN_LE_20030504.1200.02-1-E41-105
EM127	CNN_LE_20030504.1200.02-1-E59-106
EM128	CNN_LE_20030504.1200.02-1-E30-107
EM129	CNN_LE_20030504.1200.02-1-E4-108
EM130	CNN_LE_20030504.1200.02-1-E42-109
EM131	CNN_LE_20030504.1200.02-1-E4-110
EM132	CNN_LE_20030504.1200.02-1-E30-111
EM133	CNN_LE_20030504.1200.02-1-E30-112
EM134	CNN_LE_20030504.1200.02-1-E30-113
EM135	CNN_LE_20030504.1200.02-1-E30-114
EM136	CNN_LE_20030504.1200.02-1-E43-115
EM137	CNN_LE_20030504.1200.02-1-E42-116
EM138	CNN_LE_20030504.1200.02-1-E44-117
EM139	CNN_LE_20030504.1200.02-1-E34-118
EM140	CNN_LE_20030504.1200.02-1-E39-119
EM21	CNN_LE_20030504.1200.02-1-E45-120
EM141	CNN_LE_20030504.1200.02-1-E30-121
EM142	CNN_LE_20030504.1200.02-1-E30-122
EM143	CNN_LE_20030504.1200.02-1-E30-123
EM144	CNN_LE_20030504.1200.02-1-E46-124
EM145	CNN_LE_20030504.1200.02-1-E4-125
EM146	CNN_LE_20030504.1200.02-1-E59-126
EM147	CNN_LE_20030504.1200.02-1-E30-127
EM148	CNN_LE_20030504.1200.02-1-E30-128
EM149	CNN_LE_20030504.1200.02-1-E61-129
EM150	CNN_LE_20030504.1200.02-1-E61-130
EM151	CNN_LE_20030504.1200.02-1-E48-131
EM152	CNN_LE_20030504.1200.02-1-E61-132
EM153	CNN_LE_20030504.1200.02-1-E4-133
EM154	CNN_LE_20030504.1200.02-1-E49-134
EM113	CNN_LE_20030504.1200.02-1-E54-135
EM3	CNN_LE_20030504.1200.02-1-E52-136
EM120	CNN_LE_20030504.1200.02-1-E54-137
EM59	CNN_LE_20030504.1200.02-1-E59-138
EM52	CNN_LE_20030504.1200.02-1-E50-139
EM80	CNN_LE_20030504.1200.02-1-E51-140
EM4	CNN_LE_20030504.1200.02-1-E53-141
EM5	CNN_LE_20030504.1200.02-1-E54-142
EM6	CNN_LE_20030504.1200.02-1-E55-143
EM7	CNN_LE_20030504.1200.02-1-E56-144
EM8	CNN_LE_20030504.1200.02-1-E57-145
EM9	CNN_LE_20030504.1200.02-1-E58-146
EM10	CNN_LE_20030504.1200.02-1-E60-147
EM11	CNN_LE_20030504.1200.02-1-E61-148
EM12	CNN_LE_20030504.1200.02-1-E62-149
EM13	CNN_LE_20030504.1200.02-1-E62-150
EM15	CNN_LE_20030504.1200.02-1-E61-151
EM16	CNN_LE_20030504.1200.02-1-E61-152
EM19	CNN_LE_20030504.1200.02-1-E1-153
R14	CNN_LE_20030504.1200.02-1-R1
R14	CNN_LE_20030504.1200.02-1-R2
R2	CNN_LE_20030504.1200.02-1-R3
R3	CNN_LE_20030504.1200.02-1-R4
R4	CNN_LE_20030504.1200.02-1-R5
R6	CNN_LE_20030504.1200.02-1-R6
R7	CNN_LE_20030504.1200.02-1-R7
R8	CNN_LE_20030504.1200.02-1-R8
R10	CNN_LE_20030504.1200.02-1-R9
R11	CNN_LE_20030504.1200.02-1-R10
R9	CNN_LE_20030504.1200.02-1-R11
R12	CNN_LE_20030504.1200.02-1-R12
R13	CNN_LE_20030504.1200.02-1-R13
R14	CNN_LE_20030504.1200.02-1-R14
R15	CNN_LE_20030504.1200.02-1-R15
R16	CNN_LE_20030504.1200.02-1-R16
R17	CNN_LE_20030504.1200.02-1-R17
R1	CNN_LE_20030504.1200.02-1-R18
R5	CNN_LE_20030504.1200.02-1-R19
RM2	CNN_LE_20030504.1200.02-1-R3-1
RM3	CNN_LE_20030504.1200.02-1-R4-1
RM4	CNN_LE_20030504.1200.02-1-R5-1
RM6	CNN_LE_20030504.1200.02-1-R6-1
RM7	CNN_LE_20030504.1200.02-1-R7-1
RM8	CNN_LE_20030504.1200.02-1-R8-1
RM10	CNN_LE_20030504.1200.02-1-R9-1
RM11	CNN_LE_20030504.1200.02-1-R10-1
RM9	CNN_LE_20030504.1200.02-1-R11-1
RM12	CNN_LE_20030504.1200.02-1-R12-1
RM13	CNN_LE_20030504.1200.02-1-R13-1
RM15	CNN_LE_20030504.1200.02-1-R14-1
RM16	CNN_LE_20030504.1200.02-1-R14-2
RM17	CNN_LE_20030504.1200.02-1-R15-1
RM18	CNN_LE_20030504.1200.02-1-R16-1
RM19	CNN_LE_20030504.1200.02-1-R17-1
RM1	CNN_LE_20030504.1200.02-1-R18-1
RM5	CNN_LE_20030504.1200.02-1-R19-1
RM14	CNN_LE_20030504.1200.02-1-R14-3
V1	CNN_LE_20030504.1200.02-1-EV1
V2	CNN_LE_20030504.1200.02-1-EV2
V4	CNN_LE_20030504.1200.02-1-EV3
V5	CNN_LE_20030504.1200.02-1-EV4
V6	CNN_LE_20030504.1200.02-1-EV5
V3	CNN_LE_20030504.1200.02-1-EV6
VM1	CNN_LE_20030504.1200.02-1-EV1-1
VM4	CNN_LE_20030504.1200.02-1-EV2-1
VM6	CNN_LE_20030504.1200.02-1-EV3-1
VM7	CNN_LE_20030504.1200.02-1-EV4-1
VM8	CNN_LE_20030504.1200.02-1-EV5-1
VM9	CNN_LE_20030504.1200.02-1-EV4-2
VM5	CNN_LE_20030504.1200.02-1-EV6-1
VM3	CNN_LE_20030504.1200.02-1-EV1-2
VM2	CNN_LE_20030504.1200.02-1-EV1-3
Q1	CNN_LE_20030504.1200.02-1-T1
Q2	CNN_LE_20030504.1200.02-1-T2
Q3	CNN_LE_20030504.1200.02-1-T3
Q4	CNN_LE_20030504.1200.02-1-T4
Q5	CNN_LE_20030504.1200.02-1-T5
Q6	CNN_LE_20030504.1200.02-1-T6
Q7	CNN_LE_20030504.1200.02-1-T7
Q8	CNN_LE_20030504.1200.02-1-T8
