CE14	CNN_CF_20030305.1900.06-2-CE1
E39	CNN_CF_20030305.1900.06-2-E23
E40	CNN_CF_20030305.1900.06-2-E24
E44	CNN_CF_20030305.1900.06-2-E25
E3	CNN_CF_20030305.1900.06-2-E26
E4	CNN_CF_20030305.1900.06-2-E27
E5	CNN_CF_20030305.1900.06-2-E28
E6	CNN_CF_20030305.1900.06-2-E29
E7	CNN_CF_20030305.1900.06-2-E30
E8	CNN_CF_20030305.1900.06-2-E31
E10	CNN_CF_20030305.1900.06-2-E32
E11	CNN_CF_20030305.1900.06-2-E33
E12	CNN_CF_20030305.1900.06-2-E34
E13	CNN_CF_20030305.1900.06-2-E35
EM2	CNN_CF_20030305.1900.06-2-E19-1
EM21	CNN_CF_20030305.1900.06-2-E1-2
EM22	CNN_CF_20030305.1900.06-2-E1-3
EM23	CNN_CF_20030305.1900.06-2-E1-4
EM24	CNN_CF_20030305.1900.06-2-E2-5
EM26	CNN_CF_20030305.1900.06-2-E2-6
EM28	CNN_CF_20030305.1900.06-2-E2-7
EM27	CNN_CF_20030305.1900.06-2-E3-8
EM29	CNN_CF_20030305.1900.06-2-E3-9
EM30	CNN_CF_20030305.1900.06-2-E31-10
EM25	CNN_CF_20030305.1900.06-2-E31-11
EM31	CNN_CF_20030305.1900.06-2-E4-12
EM32	CNN_CF_20030305.1900.06-2-E4-13
EM33	CNN_CF_20030305.1900.06-2-E5-14
EM34	CNN_CF_20030305.1900.06-2-E6-15
EM36	CNN_CF_20030305.1900.06-2-E7-16
EM37	CNN_CF_20030305.1900.06-2-E8-17
EM38	CNN_CF_20030305.1900.06-2-E9-18
EM39	CNN_CF_20030305.1900.06-2-E6-19
EM40	CNN_CF_20030305.1900.06-2-E10-20
EM41	CNN_CF_20030305.1900.06-2-E1-21
EM45	CNN_CF_20030305.1900.06-2-E12-22
EM47	CNN_CF_20030305.1900.06-2-E1-23
EM48	CNN_CF_20030305.1900.06-2-E8-24
EM49	CNN_CF_20030305.1900.06-2-E6-25
EM50	CNN_CF_20030305.1900.06-2-E13-26
EM51	CNN_CF_20030305.1900.06-2-E13-27
EM46	CNN_CF_20030305.1900.06-2-E15-28
EM52	CNN_CF_20030305.1900.06-2-E14-29
EM53	CNN_CF_20030305.1900.06-2-E16-30
EM55	CNN_CF_20030305.1900.06-2-E16-31
EM57	CNN_CF_20030305.1900.06-2-E16-32
EM58	CNN_CF_20030305.1900.06-2-E3-33
EM67	CNN_CF_20030305.1900.06-2-E3-34
EM59	CNN_CF_20030305.1900.06-2-E17-35
EM63	CNN_CF_20030305.1900.06-2-E1-36
EM66	CNN_CF_20030305.1900.06-2-E1-37
EM43	CNN_CF_20030305.1900.06-2-E18-38
EM60	CNN_CF_20030305.1900.06-2-E20-39
EM62	CNN_CF_20030305.1900.06-2-E21-40
EM68	CNN_CF_20030305.1900.06-2-E3-41
EM70	CNN_CF_20030305.1900.06-2-E34-42
EM69	CNN_CF_20030305.1900.06-2-E34-43
EM71	CNN_CF_20030305.1900.06-2-E28-44
EM14	CNN_CF_20030305.1900.06-2-E22-45
EM15	CNN_CF_20030305.1900.06-2-E23-46
EM54	CNN_CF_20030305.1900.06-2-E1-47
EM56	CNN_CF_20030305.1900.06-2-E3-48
EM11	CNN_CF_20030305.1900.06-2-E30-49
EM65	CNN_CF_20030305.1900.06-2-E16-50
EM42	CNN_CF_20030305.1900.06-2-E14-51
EM64	CNN_CF_20030305.1900.06-2-E24-52
EM44	CNN_CF_20030305.1900.06-2-E25-53
EM35	CNN_CF_20030305.1900.06-2-E4-54
EM61	CNN_CF_20030305.1900.06-2-E17-55
EM1	CNN_CF_20030305.1900.06-2-E19-56
EM3	CNN_CF_20030305.1900.06-2-E19-57
EM10	CNN_CF_20030305.1900.06-2-E11-58
EM4	CNN_CF_20030305.1900.06-2-E26-59
EM5	CNN_CF_20030305.1900.06-2-E27-60
EM6	CNN_CF_20030305.1900.06-2-E19-61
EM7	CNN_CF_20030305.1900.06-2-E28-62
EM8	CNN_CF_20030305.1900.06-2-E29-63
EM9	CNN_CF_20030305.1900.06-2-E30-64
EM12	CNN_CF_20030305.1900.06-2-E32-65
EM13	CNN_CF_20030305.1900.06-2-E33-66
EM16	CNN_CF_20030305.1900.06-2-E34-67
EM17	CNN_CF_20030305.1900.06-2-E31-68
EM18	CNN_CF_20030305.1900.06-2-E31-69
EM19	CNN_CF_20030305.1900.06-2-E35-70
EM20	CNN_CF_20030305.1900.06-2-E35-71
R1	CNN_CF_20030305.1900.06-2-R1
R2	CNN_CF_20030305.1900.06-2-R2
R9	CNN_CF_20030305.1900.06-2-R3
R10	CNN_CF_20030305.1900.06-2-R4
R11	CNN_CF_20030305.1900.06-2-R5
R12	CNN_CF_20030305.1900.06-2-R6
R13	CNN_CF_20030305.1900.06-2-R7
R15	CNN_CF_20030305.1900.06-2-R8
R16	CNN_CF_20030305.1900.06-2-R9
R3	CNN_CF_20030305.1900.06-2-R10
R4	CNN_CF_20030305.1900.06-2-R11
R5	CNN_CF_20030305.1900.06-2-R12
R6	CNN_CF_20030305.1900.06-2-R13
R7	CNN_CF_20030305.1900.06-2-R14
R8	CNN_CF_20030305.1900.06-2-R15
R14	CNN_CF_20030305.1900.06-2-R16
RM1	CNN_CF_20030305.1900.06-2-R1-1
RM2	CNN_CF_20030305.1900.06-2-R2-1
RM9	CNN_CF_20030305.1900.06-2-R3-1
RM10	CNN_CF_20030305.1900.06-2-R4-1
RM11	CNN_CF_20030305.1900.06-2-R5-1
RM12	CNN_CF_20030305.1900.06-2-R6-1
RM13	CNN_CF_20030305.1900.06-2-R7-1
RM15	CNN_CF_20030305.1900.06-2-R8-1
RM16	CNN_CF_20030305.1900.06-2-R9-1
RM3	CNN_CF_20030305.1900.06-2-R10-1
RM4	CNN_CF_20030305.1900.06-2-R11-1
RM5	CNN_CF_20030305.1900.06-2-R12-1
RM6	CNN_CF_20030305.1900.06-2-R13-1
RM7	CNN_CF_20030305.1900.06-2-R14-1
RM8	CNN_CF_20030305.1900.06-2-R15-1
RM14	CNN_CF_20030305.1900.06-2-R16-1
V5	CNN_CF_20030305.1900.06-2-EV1
V1	CNN_CF_20030305.1900.06-2-EV2
V3	CNN_CF_20030305.1900.06-2-EV3
V4	CNN_CF_20030305.1900.06-2-EV4
VM5	CNN_CF_20030305.1900.06-2-EV1-1
VM1	CNN_CF_20030305.1900.06-2-EV2-1
VM3	CNN_CF_20030305.1900.06-2-EV3-1
VM4	CNN_CF_20030305.1900.06-2-EV4-1
Q1	CNN_CF_20030305.1900.06-2-T1
Q2	CNN_CF_20030305.1900.06-2-T2
Q3	CNN_CF_20030305.1900.06-2-T3
