CE9	CNN_CF_20030305.1900.00-3-CE1
R6	CNN_CF_20030305.1900.00-3-R5
R5	CNN_CF_20030305.1900.00-3-R6
RM1	CNN_CF_20030305.1900.00-3-R1-1
RM2	CNN_CF_20030305.1900.00-3-R2-1
RM3	CNN_CF_20030305.1900.00-3-R3-1
RM4	CNN_CF_20030305.1900.00-3-R4-1
RM6	CNN_CF_20030305.1900.00-3-R5-1
RM5	CNN_CF_20030305.1900.00-3-R6-1
V1	CNN_CF_20030305.1900.00-3-EV1
V2	CNN_CF_20030305.1900.00-3-EV2
V3	CNN_CF_20030305.1900.00-3-EV3
V4	CNN_CF_20030305.1900.00-3-EV4
VM1	CNN_CF_20030305.1900.00-3-EV1-1
VM2	CNN_CF_20030305.1900.00-3-EV2-1
VM3	CNN_CF_20030305.1900.00-3-EV3-1
VM4	CNN_CF_20030305.1900.00-3-EV4-1
Q1	CNN_CF_20030305.1900.00-3-T1
Q2	CNN_CF_20030305.1900.00-3-T2
Q4	CNN_CF_20030305.1900.00-3-T3
Q5	CNN_CF_20030305.1900.00-3-T4
Q6	CNN_CF_20030305.1900.00-3-T5
Q3	CNN_CF_20030305.1900.00-3-V1
Q7	CNN_CF_20030305.1900.00-3-T6
QM3	CNN_CF_20030305.1900.00-3-V1-1
