CE12	CNN_CF_20030303.1900.06-1-CE1
EM10	CNN_CF_20030303.1900.06-1-E31-65
EM11	CNN_CF_20030303.1900.06-1-E31-66
EM8	CNN_CF_20030303.1900.06-1-E27-67
EM12	CNN_CF_20030303.1900.06-1-E27-68
EM13	CNN_CF_20030303.1900.06-1-E27-69
EM14	CNN_CF_20030303.1900.06-1-E27-70
EM15	CNN_CF_20030303.1900.06-1-E32-71
EM16	CNN_CF_20030303.1900.06-1-E33-72
EM17	CNN_CF_20030303.1900.06-1-E34-73
EM19	CNN_CF_20030303.1900.06-1-E31-74
R1	CNN_CF_20030303.1900.06-1-R1
R2	CNN_CF_20030303.1900.06-1-R2
R3	CNN_CF_20030303.1900.06-1-R3
R4	CNN_CF_20030303.1900.06-1-R4
R5	CNN_CF_20030303.1900.06-1-R5
R6	CNN_CF_20030303.1900.06-1-R6
R7	CNN_CF_20030303.1900.06-1-R7
R8	CNN_CF_20030303.1900.06-1-R8
R9	CNN_CF_20030303.1900.06-1-R9
R10	CNN_CF_20030303.1900.06-1-R10
RM1	CNN_CF_20030303.1900.06-1-R1-1
RM2	CNN_CF_20030303.1900.06-1-R2-1
RM3	CNN_CF_20030303.1900.06-1-R3-1
RM4	CNN_CF_20030303.1900.06-1-R4-1
RM5	CNN_CF_20030303.1900.06-1-R5-1
RM6	CNN_CF_20030303.1900.06-1-R6-1
RM7	CNN_CF_20030303.1900.06-1-R7-1
RM8	CNN_CF_20030303.1900.06-1-R8-1
RM9	CNN_CF_20030303.1900.06-1-R9-1
RM10	CNN_CF_20030303.1900.06-1-R10-1
V1	CNN_CF_20030303.1900.06-1-EV1
V2	CNN_CF_20030303.1900.06-1-EV2
V3	CNN_CF_20030303.1900.06-1-EV3
V4	CNN_CF_20030303.1900.06-1-EV4
V5	CNN_CF_20030303.1900.06-1-EV5
VM1	CNN_CF_20030303.1900.06-1-EV1-1
VM2	CNN_CF_20030303.1900.06-1-EV2-1
VM3	CNN_CF_20030303.1900.06-1-EV3-1
VM4	CNN_CF_20030303.1900.06-1-EV4-1
VM5	CNN_CF_20030303.1900.06-1-EV5-1
Q1	CNN_CF_20030303.1900.06-1-T1
Q2	CNN_CF_20030303.1900.06-1-T2
Q3	CNN_CF_20030303.1900.06-1-T3
