CE16	CNN_CF_20030305.1900.00-1-CE1
RM3	CNN_CF_20030305.1900.00-1-R6-1
RM4	CNN_CF_20030305.1900.00-1-R7-1
RM6	CNN_CF_20030305.1900.00-1-R8-1
RM7	CNN_CF_20030305.1900.00-1-R10-1
RM16	CNN_CF_20030305.1900.00-1-R14-1
RM9	CNN_CF_20030305.1900.00-1-R11-1
RM13	CNN_CF_20030305.1900.00-1-R12-1
RM11	CNN_CF_20030305.1900.00-1-R13-1
RM14	CNN_CF_20030305.1900.00-1-R1-1
RM17	CNN_CF_20030305.1900.00-1-R15-1
RM5	CNN_CF_20030305.1900.00-1-R17-1
RM8	CNN_CF_20030305.1900.00-1-R16-1
V1	CNN_CF_20030305.1900.00-1-EV1
V2	CNN_CF_20030305.1900.00-1-EV2
V4	CNN_CF_20030305.1900.00-1-EV3
V5	CNN_CF_20030305.1900.00-1-EV4
V6	CNN_CF_20030305.1900.00-1-EV5
V3	CNN_CF_20030305.1900.00-1-EV6
VM1	CNN_CF_20030305.1900.00-1-EV1-1
VM2	CNN_CF_20030305.1900.00-1-EV2-1
VM3	CNN_CF_20030305.1900.00-1-EV1-2
VM4	CNN_CF_20030305.1900.00-1-EV1-3
VM6	CNN_CF_20030305.1900.00-1-EV3-1
VM7	CNN_CF_20030305.1900.00-1-EV4-1
VM8	CNN_CF_20030305.1900.00-1-EV4-2
VM9	CNN_CF_20030305.1900.00-1-EV4-3
VM10	CNN_CF_20030305.1900.00-1-EV5-1
VM5	CNN_CF_20030305.1900.00-1-EV6-1
VM11	CNN_CF_20030305.1900.00-1-EV1-4
Q1	CNN_CF_20030305.1900.00-1-T1
Q2	CNN_CF_20030305.1900.00-1-T2
Q3	CNN_CF_20030305.1900.00-1-T3
Q4	CNN_CF_20030305.1900.00-1-T4
Q5	CNN_CF_20030305.1900.00-1-T5
Q6	CNN_CF_20030305.1900.00-1-T6
Q8	CNN_CF_20030305.1900.00-1-T7
Q9	CNN_CF_20030305.1900.00-1-T8
Q10	CNN_CF_20030305.1900.00-1-T9
Q7	CNN_CF_20030305.1900.00-1-T10
