CE8	EBREAZ_20041125.0450-CE1
EM56	EBREAZ_20041125.0450-E6-33
EM57	EBREAZ_20041125.0450-E7-34
EM58	EBREAZ_20041125.0450-E8-35
EM59	EBREAZ_20041125.0450-E21-36
EM60	EBREAZ_20041125.0450-E9-37
EM61	EBREAZ_20041125.0450-E8-38
EM62	EBREAZ_20041125.0450-E9-39
EM63	EBREAZ_20041125.0450-E21-40
EM64	EBREAZ_20041125.0450-E21-41
EM66	EBREAZ_20041125.0450-E10-42
EM67	EBREAZ_20041125.0450-E11-43
EM68	EBREAZ_20041125.0450-E21-44
EM70	EBREAZ_20041125.0450-E12-45
EM71	EBREAZ_20041125.0450-E14-46
EM72	EBREAZ_20041125.0450-E13-47
EM73	EBREAZ_20041125.0450-E21-48
EM74	EBREAZ_20041125.0450-E15-49
EM76	EBREAZ_20041125.0450-E13-50
EM77	EBREAZ_20041125.0450-E13-51
EM78	EBREAZ_20041125.0450-E13-52
EM79	EBREAZ_20041125.0450-E16-53
EM80	EBREAZ_20041125.0450-E21-54
EM81	EBREAZ_20041125.0450-E21-55
EM82	EBREAZ_20041125.0450-E21-56
EM83	EBREAZ_20041125.0450-E21-57
EM84	EBREAZ_20041125.0450-E21-58
EM85	EBREAZ_20041125.0450-E13-59
EM86	EBREAZ_20041125.0450-E21-60
EM88	EBREAZ_20041125.0450-E21-61
EM89	EBREAZ_20041125.0450-E17-62
EM91	EBREAZ_20041125.0450-E18-63
EM2	EBREAZ_20041125.0450-E19-64
EM92	EBREAZ_20041125.0450-E21-65
EM3	EBREAZ_20041125.0450-E20-66
EM4	EBREAZ_20041125.0450-E21-67
EM5	EBREAZ_20041125.0450-E21-68
EM6	EBREAZ_20041125.0450-E21-69
EM7	EBREAZ_20041125.0450-E21-70
EM8	EBREAZ_20041125.0450-E21-71
EM9	EBREAZ_20041125.0450-E21-72
EM10	EBREAZ_20041125.0450-E21-73
EM11	EBREAZ_20041125.0450-E21-74
EM93	EBREAZ_20041125.0450-E21-75
EM13	EBREAZ_20041125.0450-E22-76
EM14	EBREAZ_20041125.0450-E23-77
EM15	EBREAZ_20041125.0450-E21-78
EM16	EBREAZ_20041125.0450-E21-79
EM17	EBREAZ_20041125.0450-E24-80
EM18	EBREAZ_20041125.0450-E21-81
EM19	EBREAZ_20041125.0450-E21-82
EM20	EBREAZ_20041125.0450-E21-83
EM21	EBREAZ_20041125.0450-E21-84
EM22	EBREAZ_20041125.0450-E1-85
R1	EBREAZ_20041125.0450-R1
R2	EBREAZ_20041125.0450-R2
R3	EBREAZ_20041125.0450-R3
RM1	EBREAZ_20041125.0450-R1-1
RM2	EBREAZ_20041125.0450-R2-1
RM3	EBREAZ_20041125.0450-R3-1
Q1	EBREAZ_20041125.0450-T1
Q2	EBREAZ_20041125.0450-T2
Q3	EBREAZ_20041125.0450-T3
Q4	EBREAZ_20041125.0450-T4
Q5	EBREAZ_20041125.0450-T5
Q6	EBREAZ_20041125.0450-T6
