CE4	MELEGY_20050220.1954-CE1
RM2	MELEGY_20050220.1954-R2-1
V1	MELEGY_20050220.1954-EV1
V2	MELEGY_20050220.1954-EV2
V3	MELEGY_20050220.1954-EV3
V4	MELEGY_20050220.1954-EV4
V5	MELEGY_20050220.1954-EV5
V6	MELEGY_20050220.1954-EV6
V7	MELEGY_20050220.1954-EV7
VM1	MELEGY_20050220.1954-EV1-1
VM2	MELEGY_20050220.1954-EV2-1
VM3	MELEGY_20050220.1954-EV3-1
VM4	MELEGY_20050220.1954-EV4-1
VM5	MELEGY_20050220.1954-EV5-1
VM6	MELEGY_20050220.1954-EV6-1
VM7	MELEGY_20050220.1954-EV7-1
Q15	MELEGY_20050220.1954-T1
Q1	MELEGY_20050220.1954-T2
Q2	MELEGY_20050220.1954-T3
Q3	MELEGY_20050220.1954-T4
Q4	MELEGY_20050220.1954-T5
Q5	MELEGY_20050220.1954-T6
Q6	MELEGY_20050220.1954-T7
Q7	MELEGY_20050220.1954-T8
Q8	MELEGY_20050220.1954-T9
Q10	MELEGY_20050220.1954-T10
Q11	MELEGY_20050220.1954-T11
Q12	MELEGY_20050220.1954-T12
Q13	MELEGY_20050220.1954-T13
Q14	MELEGY_20050220.1954-T14
