CE12	HADOUTA_20050221.1055-CE1
EM135	HADOUTA_20050221.1055-E11-83
EM136	HADOUTA_20050221.1055-E11-84
EM137	HADOUTA_20050221.1055-E11-85
EM138	HADOUTA_20050221.1055-E19-86
EM139	HADOUTA_20050221.1055-E11-87
EM170	HADOUTA_20050221.1055-E15-88
EM141	HADOUTA_20050221.1055-E11-89
EM142	HADOUTA_20050221.1055-E20-90
EM143	HADOUTA_20050221.1055-E11-91
EM171	HADOUTA_20050221.1055-E16-92
EM79	HADOUTA_20050221.1055-E20-93
EM172	HADOUTA_20050221.1055-E11-94
EM82	HADOUTA_20050221.1055-E20-95
EM83	HADOUTA_20050221.1055-E20-96
EM87	HADOUTA_20050221.1055-E20-97
EM145	HADOUTA_20050221.1055-E20-98
EM146	HADOUTA_20050221.1055-E20-99
EM147	HADOUTA_20050221.1055-E20-100
EM173	HADOUTA_20050221.1055-E21-101
EM149	HADOUTA_20050221.1055-E20-102
EM150	HADOUTA_20050221.1055-E20-103
EM151	HADOUTA_20050221.1055-E11-104
EM152	HADOUTA_20050221.1055-E27-105
EM153	HADOUTA_20050221.1055-E11-106
EM154	HADOUTA_20050221.1055-E11-107
EM155	HADOUTA_20050221.1055-E11-108
EM156	HADOUTA_20050221.1055-E27-109
EM157	HADOUTA_20050221.1055-E27-110
EM158	HADOUTA_20050221.1055-E20-111
EM159	HADOUTA_20050221.1055-E20-112
EM160	HADOUTA_20050221.1055-E27-113
EM161	HADOUTA_20050221.1055-E25-114
EM162	HADOUTA_20050221.1055-E8-115
EM163	HADOUTA_20050221.1055-E11-116
EM164	HADOUTA_20050221.1055-E11-117
EM165	HADOUTA_20050221.1055-E11-118
EM174	HADOUTA_20050221.1055-E22-119
EM175	HADOUTA_20050221.1055-E23-120
EM176	HADOUTA_20050221.1055-E13-121
EM177	HADOUTA_20050221.1055-E24-122
EM178	HADOUTA_20050221.1055-E13-123
EM179	HADOUTA_20050221.1055-E13-124
EM101	HADOUTA_20050221.1055-E11-125
EM102	HADOUTA_20050221.1055-E27-126
EM3	HADOUTA_20050221.1055-E25-127
EM5	HADOUTA_20050221.1055-E25-128
EM6	HADOUTA_20050221.1055-E26-129
EM7	HADOUTA_20050221.1055-E25-130
EM8	HADOUTA_20050221.1055-E27-131
EM11	HADOUTA_20050221.1055-E25-132
EM12	HADOUTA_20050221.1055-E25-133
EM13	HADOUTA_20050221.1055-E28-134
EM103	HADOUTA_20050221.1055-E27-135
EM104	HADOUTA_20050221.1055-E27-136
EM105	HADOUTA_20050221.1055-E27-137
EM106	HADOUTA_20050221.1055-E27-138
EM107	HADOUTA_20050221.1055-E29-139
EM108	HADOUTA_20050221.1055-E11-140
EM109	HADOUTA_20050221.1055-E11-141
Q1	HADOUTA_20050221.1055-T1
Q2	HADOUTA_20050221.1055-T2
Q3	HADOUTA_20050221.1055-T3
Q4	HADOUTA_20050221.1055-T4
Q5	HADOUTA_20050221.1055-T5
