CE6	AZZAMOH_20041227.0120-CE1
EM36	AZZAMOH_20041227.0120-E1-12
EM185	AZZAMOH_20041227.0120-E10-13
EM186	AZZAMOH_20041227.0120-E9-14
EM39	AZZAMOH_20041227.0120-E6-15
EM40	AZZAMOH_20041227.0120-E6-16
EM41	AZZAMOH_20041227.0120-E6-17
EM42	AZZAMOH_20041227.0120-E7-18
EM43	AZZAMOH_20041227.0120-E6-19
EM44	AZZAMOH_20041227.0120-E6-20
EM45	AZZAMOH_20041227.0120-E27-21
EM46	AZZAMOH_20041227.0120-E27-22
EM47	AZZAMOH_20041227.0120-E13-23
EM48	AZZAMOH_20041227.0120-E24-24
EM49	AZZAMOH_20041227.0120-E13-25
EM50	AZZAMOH_20041227.0120-E13-26
EM51	AZZAMOH_20041227.0120-E13-27
EM52	AZZAMOH_20041227.0120-E8-28
EM53	AZZAMOH_20041227.0120-E9-29
EM54	AZZAMOH_20041227.0120-E9-30
EM55	AZZAMOH_20041227.0120-E9-31
EM56	AZZAMOH_20041227.0120-E9-32
EM57	AZZAMOH_20041227.0120-E13-33
EM187	AZZAMOH_20041227.0120-E24-34
EM65	AZZAMOH_20041227.0120-E10-35
EM66	AZZAMOH_20041227.0120-E13-36
EM61	AZZAMOH_20041227.0120-E10-37
EM62	AZZAMOH_20041227.0120-E10-38
EM63	AZZAMOH_20041227.0120-E10-39
EM67	AZZAMOH_20041227.0120-E13-40
EM68	AZZAMOH_20041227.0120-E13-41
EM69	AZZAMOH_20041227.0120-E10-42
EM70	AZZAMOH_20041227.0120-E10-43
EM71	AZZAMOH_20041227.0120-E13-44
EM72	AZZAMOH_20041227.0120-E13-45
EM73	AZZAMOH_20041227.0120-E11-46
EM74	AZZAMOH_20041227.0120-E12-47
EM75	AZZAMOH_20041227.0120-E13-48
EM76	AZZAMOH_20041227.0120-E13-49
EM77	AZZAMOH_20041227.0120-E13-50
EM78	AZZAMOH_20041227.0120-E10-51
EM79	AZZAMOH_20041227.0120-E10-52
EM80	AZZAMOH_20041227.0120-E10-53
EM81	AZZAMOH_20041227.0120-E10-54
EM82	AZZAMOH_20041227.0120-E13-55
EM83	AZZAMOH_20041227.0120-E13-56
EM84	AZZAMOH_20041227.0120-E13-57
EM85	AZZAMOH_20041227.0120-E10-58
EM86	AZZAMOH_20041227.0120-E11-59
EM87	AZZAMOH_20041227.0120-E11-60
EM88	AZZAMOH_20041227.0120-E11-61
EM89	AZZAMOH_20041227.0120-E11-62
EM90	AZZAMOH_20041227.0120-E13-63
EM167	AZZAMOH_20041227.0120-E20-64
EM92	AZZAMOH_20041227.0120-E14-65
EM93	AZZAMOH_20041227.0120-E12-66
EM94	AZZAMOH_20041227.0120-E14-67
EM95	AZZAMOH_20041227.0120-E10-68
EM96	AZZAMOH_20041227.0120-E13-69
EM97	AZZAMOH_20041227.0120-E12-70
EM98	AZZAMOH_20041227.0120-E14-71
EM99	AZZAMOH_20041227.0120-E12-72
EM100	AZZAMOH_20041227.0120-E12-73
EM101	AZZAMOH_20041227.0120-E12-74
EM102	AZZAMOH_20041227.0120-E14-75
EM103	AZZAMOH_20041227.0120-E14-76
EM104	AZZAMOH_20041227.0120-E14-77
EM105	AZZAMOH_20041227.0120-E14-78
EM106	AZZAMOH_20041227.0120-E14-79
EM107	AZZAMOH_20041227.0120-E15-80
EM108	AZZAMOH_20041227.0120-E14-81
EM109	AZZAMOH_20041227.0120-E14-82
EM110	AZZAMOH_20041227.0120-E14-83
EM111	AZZAMOH_20041227.0120-E13-84
EM112	AZZAMOH_20041227.0120-E13-85
EM113	AZZAMOH_20041227.0120-E10-86
EM114	AZZAMOH_20041227.0120-E14-87
EM115	AZZAMOH_20041227.0120-E14-88
EM116	AZZAMOH_20041227.0120-E14-89
EM117	AZZAMOH_20041227.0120-E14-90
EM118	AZZAMOH_20041227.0120-E14-91
EM119	AZZAMOH_20041227.0120-E14-92
EM120	AZZAMOH_20041227.0120-E14-93
EM121	AZZAMOH_20041227.0120-E14-94
EM123	AZZAMOH_20041227.0120-E14-95
EM124	AZZAMOH_20041227.0120-E16-96
EM125	AZZAMOH_20041227.0120-E14-97
EM126	AZZAMOH_20041227.0120-E14-98
EM127	AZZAMOH_20041227.0120-E10-99
EM128	AZZAMOH_20041227.0120-E14-100
EM129	AZZAMOH_20041227.0120-E12-101
EM130	AZZAMOH_20041227.0120-E10-102
EM131	AZZAMOH_20041227.0120-E14-103
EM132	AZZAMOH_20041227.0120-E14-104
EM2	AZZAMOH_20041227.0120-E22-105
EM133	AZZAMOH_20041227.0120-E17-106
EM134	AZZAMOH_20041227.0120-E18-107
EM135	AZZAMOH_20041227.0120-E10-108
EM136	AZZAMOH_20041227.0120-E14-109
EM137	AZZAMOH_20041227.0120-E10-110
EM138	AZZAMOH_20041227.0120-E10-111
EM139	AZZAMOH_20041227.0120-E10-112
EM140	AZZAMOH_20041227.0120-E13-113
EM141	AZZAMOH_20041227.0120-E13-114
EM142	AZZAMOH_20041227.0120-E13-115
EM143	AZZAMOH_20041227.0120-E5-116
EM144	AZZAMOH_20041227.0120-E5-117
EM145	AZZAMOH_20041227.0120-E16-118
EM146	AZZAMOH_20041227.0120-E16-119
EM147	AZZAMOH_20041227.0120-E12-120
EM148	AZZAMOH_20041227.0120-E13-121
EM149	AZZAMOH_20041227.0120-E16-122
EM150	AZZAMOH_20041227.0120-E13-123
EM151	AZZAMOH_20041227.0120-E13-124
EM152	AZZAMOH_20041227.0120-E10-125
EM153	AZZAMOH_20041227.0120-E10-126
EM155	AZZAMOH_20041227.0120-E13-127
EM156	AZZAMOH_20041227.0120-E13-128
EM157	AZZAMOH_20041227.0120-E16-129
EM158	AZZAMOH_20041227.0120-E14-130
EM159	AZZAMOH_20041227.0120-E19-131
EM91	AZZAMOH_20041227.0120-E10-132
EM160	AZZAMOH_20041227.0120-E20-133
EM161	AZZAMOH_20041227.0120-E20-134
EM162	AZZAMOH_20041227.0120-E20-135
EM163	AZZAMOH_20041227.0120-E20-136
EM164	AZZAMOH_20041227.0120-E20-137
EM165	AZZAMOH_20041227.0120-E20-138
EM168	AZZAMOH_20041227.0120-E20-139
EM169	AZZAMOH_20041227.0120-E20-140
EM170	AZZAMOH_20041227.0120-E21-141
EM171	AZZAMOH_20041227.0120-E21-142
EM172	AZZAMOH_20041227.0120-E21-143
EM173	AZZAMOH_20041227.0120-E21-144
EM174	AZZAMOH_20041227.0120-E21-145
EM175	AZZAMOH_20041227.0120-E21-146
EM176	AZZAMOH_20041227.0120-E21-147
EM177	AZZAMOH_20041227.0120-E21-148
EM178	AZZAMOH_20041227.0120-E21-149
EM180	AZZAMOH_20041227.0120-E20-150
EM181	AZZAMOH_20041227.0120-E21-151
EM182	AZZAMOH_20041227.0120-E21-152
EM189	AZZAMOH_20041227.0120-E13-153
EM190	AZZAMOH_20041227.0120-E13-154
EM184	AZZAMOH_20041227.0120-E23-155
EM3	AZZAMOH_20041227.0120-E13-156
EM4	AZZAMOH_20041227.0120-E13-157
EM188	AZZAMOH_20041227.0120-E16-158
EM6	AZZAMOH_20041227.0120-E13-159
EM7	AZZAMOH_20041227.0120-E13-160
EM8	AZZAMOH_20041227.0120-E24-161
EM9	AZZAMOH_20041227.0120-E25-162
EM10	AZZAMOH_20041227.0120-E13-163
EM11	AZZAMOH_20041227.0120-E26-164
EM12	AZZAMOH_20041227.0120-E26-165
EM13	AZZAMOH_20041227.0120-E26-166
EM14	AZZAMOH_20041227.0120-E13-167
EM15	AZZAMOH_20041227.0120-E13-168
EM16	AZZAMOH_20041227.0120-E13-169
EM17	AZZAMOH_20041227.0120-E13-170
EM18	AZZAMOH_20041227.0120-E13-171
EM19	AZZAMOH_20041227.0120-E13-172
EM20	AZZAMOH_20041227.0120-E13-173
EM21	AZZAMOH_20041227.0120-E24-174
EM22	AZZAMOH_20041227.0120-E13-175
EM23	AZZAMOH_20041227.0120-E13-176
EM25	AZZAMOH_20041227.0120-E27-177
R24	AZZAMOH_20041227.0120-R1
R1	AZZAMOH_20041227.0120-R2
R2	AZZAMOH_20041227.0120-R3
R3	AZZAMOH_20041227.0120-R4
R4	AZZAMOH_20041227.0120-R5
R5	AZZAMOH_20041227.0120-R6
R7	AZZAMOH_20041227.0120-R7
R8	AZZAMOH_20041227.0120-R8
R10	AZZAMOH_20041227.0120-R9
R12	AZZAMOH_20041227.0120-R10
R13	AZZAMOH_20041227.0120-R11
R14	AZZAMOH_20041227.0120-R12
R15	AZZAMOH_20041227.0120-R13
R16	AZZAMOH_20041227.0120-R14
R17	AZZAMOH_20041227.0120-R15
R18	AZZAMOH_20041227.0120-R16
R19	AZZAMOH_20041227.0120-R17
R20	AZZAMOH_20041227.0120-R18
R22	AZZAMOH_20041227.0120-R19
RM24	AZZAMOH_20041227.0120-R1-1
RM1	AZZAMOH_20041227.0120-R2-1
RM2	AZZAMOH_20041227.0120-R3-1
RM3	AZZAMOH_20041227.0120-R3-2
RM4	AZZAMOH_20041227.0120-R5-1
RM5	AZZAMOH_20041227.0120-R3-3
RM7	AZZAMOH_20041227.0120-R7-1
RM8	AZZAMOH_20041227.0120-R8-1
RM10	AZZAMOH_20041227.0120-R3-4
RM12	AZZAMOH_20041227.0120-R10-1
RM13	AZZAMOH_20041227.0120-R11-1
RM14	AZZAMOH_20041227.0120-R12-1
RM15	AZZAMOH_20041227.0120-R13-1
RM16	AZZAMOH_20041227.0120-R14-1
RM17	AZZAMOH_20041227.0120-R15-1
RM18	AZZAMOH_20041227.0120-R11-2
RM19	AZZAMOH_20041227.0120-R17-1
RM20	AZZAMOH_20041227.0120-R12-2
RM22	AZZAMOH_20041227.0120-R19-1
V2	AZZAMOH_20041227.0120-EV1
V3	AZZAMOH_20041227.0120-EV2
VM2	AZZAMOH_20041227.0120-EV1-1
VM3	AZZAMOH_20041227.0120-EV2-1
Q2	AZZAMOH_20041227.0120-T1
Q3	AZZAMOH_20041227.0120-T2
Q4	AZZAMOH_20041227.0120-T3
Q5	AZZAMOH_20041227.0120-T4
