CE11	GLOVEBX_20041212.0456-CE1
EM6	GLOVEBX_20041212.0456-E20-31
EM7	GLOVEBX_20041212.0456-E21-32
EM8	GLOVEBX_20041212.0456-E22-33
EM9	GLOVEBX_20041212.0456-E17-34
EM10	GLOVEBX_20041212.0456-E19-35
EM11	GLOVEBX_20041212.0456-E20-36
EM12	GLOVEBX_20041212.0456-E21-37
EM13	GLOVEBX_20041212.0456-E23-38
EM14	GLOVEBX_20041212.0456-E24-39
EM15	GLOVEBX_20041212.0456-E23-40
EM16	GLOVEBX_20041212.0456-E25-41
EM17	GLOVEBX_20041212.0456-E23-42
EM18	GLOVEBX_20041212.0456-E14-43
EM19	GLOVEBX_20041212.0456-E1-44
R1	GLOVEBX_20041212.0456-R1
R2	GLOVEBX_20041212.0456-R2
R3	GLOVEBX_20041212.0456-R3
R4	GLOVEBX_20041212.0456-R4
R5	GLOVEBX_20041212.0456-R5
R6	GLOVEBX_20041212.0456-R6
R8	GLOVEBX_20041212.0456-R7
R9	GLOVEBX_20041212.0456-R8
R10	GLOVEBX_20041212.0456-R9
R11	GLOVEBX_20041212.0456-R10
R12	GLOVEBX_20041212.0456-R11
R13	GLOVEBX_20041212.0456-R12
R14	GLOVEBX_20041212.0456-R13
R15	GLOVEBX_20041212.0456-R14
RM1	GLOVEBX_20041212.0456-R1-1
RM2	GLOVEBX_20041212.0456-R2-1
RM3	GLOVEBX_20041212.0456-R3-1
RM4	GLOVEBX_20041212.0456-R4-1
RM5	GLOVEBX_20041212.0456-R5-1
RM6	GLOVEBX_20041212.0456-R6-1
RM8	GLOVEBX_20041212.0456-R7-1
RM9	GLOVEBX_20041212.0456-R8-1
RM10	GLOVEBX_20041212.0456-R9-1
RM11	GLOVEBX_20041212.0456-R10-1
RM12	GLOVEBX_20041212.0456-R11-1
RM13	GLOVEBX_20041212.0456-R12-1
RM14	GLOVEBX_20041212.0456-R13-1
RM15	GLOVEBX_20041212.0456-R14-1
V1	GLOVEBX_20041212.0456-EV1
V2	GLOVEBX_20041212.0456-EV2
VM2	GLOVEBX_20041212.0456-EV2-1
VM1	GLOVEBX_20041212.0456-EV1-1
Q1	GLOVEBX_20041212.0456-T1
Q2	GLOVEBX_20041212.0456-T2
Q3	GLOVEBX_20041212.0456-T3
Q4	GLOVEBX_20041212.0456-T4
Q5	GLOVEBX_20041212.0456-T5
Q6	GLOVEBX_20041212.0456-V1
QM6	GLOVEBX_20041212.0456-V1-1
