CE10	GLOVEBX_20041119.0805-CE1
RM18	GLOVEBX_20041119.0805-R18-1
RM20	GLOVEBX_20041119.0805-R19-1
RM21	GLOVEBX_20041119.0805-R20-1
RM22	GLOVEBX_20041119.0805-R21-1
RM23	GLOVEBX_20041119.0805-R22-1
RM24	GLOVEBX_20041119.0805-R23-1
V1	GLOVEBX_20041119.0805-EV1
V2	GLOVEBX_20041119.0805-EV2
V3	GLOVEBX_20041119.0805-EV3
V4	GLOVEBX_20041119.0805-EV4
V6	GLOVEBX_20041119.0805-EV5
V7	GLOVEBX_20041119.0805-EV6
V8	GLOVEBX_20041119.0805-EV7
V9	GLOVEBX_20041119.0805-EV8
VM1	GLOVEBX_20041119.0805-EV1-1
VM2	GLOVEBX_20041119.0805-EV1-2
VM3	GLOVEBX_20041119.0805-EV2-1
VM4	GLOVEBX_20041119.0805-EV3-1
VM5	GLOVEBX_20041119.0805-EV3-2
VM6	GLOVEBX_20041119.0805-EV4-1
VM8	GLOVEBX_20041119.0805-EV5-1
VM9	GLOVEBX_20041119.0805-EV6-1
VM10	GLOVEBX_20041119.0805-EV7-1
VM11	GLOVEBX_20041119.0805-EV8-1
VM12	GLOVEBX_20041119.0805-EV8-2
Q1	GLOVEBX_20041119.0805-T1
Q2	GLOVEBX_20041119.0805-T2
Q3	GLOVEBX_20041119.0805-T3
Q4	GLOVEBX_20041119.0805-T4
Q5	GLOVEBX_20041119.0805-T5
Q6	GLOVEBX_20041119.0805-T6
Q7	GLOVEBX_20041119.0805-T7
Q8	GLOVEBX_20041119.0805-T8
Q9	GLOVEBX_20041119.0805-T9
Q10	GLOVEBX_20041119.0805-T10
Q11	GLOVEBX_20041119.0805-T11
Q12	GLOVEBX_20041119.0805-T12
Q13	GLOVEBX_20041119.0805-T13
