CE9	LANGLANGGARGEN_20041228.1339-CE1
EM87	LANGLANGGARGEN_20041228.1339-E27-56
EM88	LANGLANGGARGEN_20041228.1339-E27-57
EM89	LANGLANGGARGEN_20041228.1339-E27-58
EM90	LANGLANGGARGEN_20041228.1339-E27-59
EM91	LANGLANGGARGEN_20041228.1339-E27-60
EM92	LANGLANGGARGEN_20041228.1339-E21-61
EM93	LANGLANGGARGEN_20041228.1339-E30-62
EM94	LANGLANGGARGEN_20041228.1339-E27-63
EM95	LANGLANGGARGEN_20041228.1339-E27-64
EM96	LANGLANGGARGEN_20041228.1339-E22-65
EM97	LANGLANGGARGEN_20041228.1339-E22-66
EM98	LANGLANGGARGEN_20041228.1339-E22-67
EM99	LANGLANGGARGEN_20041228.1339-E31-68
EM100	LANGLANGGARGEN_20041228.1339-E32-69
EM2	LANGLANGGARGEN_20041228.1339-E22-70
EM3	LANGLANGGARGEN_20041228.1339-E33-71
EM4	LANGLANGGARGEN_20041228.1339-E22-72
EM5	LANGLANGGARGEN_20041228.1339-E34-73
EM6	LANGLANGGARGEN_20041228.1339-E22-74
EM7	LANGLANGGARGEN_20041228.1339-E35-75
EM8	LANGLANGGARGEN_20041228.1339-E36-76
EM9	LANGLANGGARGEN_20041228.1339-E37-77
EM54	LANGLANGGARGEN_20041228.1339-E11-78
EM11	LANGLANGGARGEN_20041228.1339-E38-79
EM12	LANGLANGGARGEN_20041228.1339-E38-80
EM13	LANGLANGGARGEN_20041228.1339-E38-81
EM14	LANGLANGGARGEN_20041228.1339-E34-82
EM15	LANGLANGGARGEN_20041228.1339-E22-83
EM16	LANGLANGGARGEN_20041228.1339-E34-84
EM17	LANGLANGGARGEN_20041228.1339-E34-85
EM18	LANGLANGGARGEN_20041228.1339-E22-86
EM19	LANGLANGGARGEN_20041228.1339-E34-87
EM20	LANGLANGGARGEN_20041228.1339-E39-88
EM21	LANGLANGGARGEN_20041228.1339-E39-89
EM22	LANGLANGGARGEN_20041228.1339-E34-90
R1	LANGLANGGARGEN_20041228.1339-R1
R4	LANGLANGGARGEN_20041228.1339-R2
R5	LANGLANGGARGEN_20041228.1339-R3
R8	LANGLANGGARGEN_20041228.1339-R4
R9	LANGLANGGARGEN_20041228.1339-R5
R10	LANGLANGGARGEN_20041228.1339-R6
R11	LANGLANGGARGEN_20041228.1339-R7
R12	LANGLANGGARGEN_20041228.1339-R8
R13	LANGLANGGARGEN_20041228.1339-R9
R14	LANGLANGGARGEN_20041228.1339-R10
R15	LANGLANGGARGEN_20041228.1339-R11
R16	LANGLANGGARGEN_20041228.1339-R12
RM1	LANGLANGGARGEN_20041228.1339-R1-1
RM4	LANGLANGGARGEN_20041228.1339-R2-1
RM5	LANGLANGGARGEN_20041228.1339-R3-1
RM8	LANGLANGGARGEN_20041228.1339-R4-1
RM9	LANGLANGGARGEN_20041228.1339-R5-1
RM10	LANGLANGGARGEN_20041228.1339-R6-1
RM11	LANGLANGGARGEN_20041228.1339-R7-1
RM12	LANGLANGGARGEN_20041228.1339-R8-1
RM13	LANGLANGGARGEN_20041228.1339-R9-1
RM14	LANGLANGGARGEN_20041228.1339-R10-1
RM15	LANGLANGGARGEN_20041228.1339-R11-1
RM16	LANGLANGGARGEN_20041228.1339-R12-1
Q2	LANGLANGGARGEN_20041228.1339-T1
Q3	LANGLANGGARGEN_20041228.1339-T2
Q5	LANGLANGGARGEN_20041228.1339-T3
Q6	LANGLANGGARGEN_20041228.1339-T4
Q7	LANGLANGGARGEN_20041228.1339-T5
Q8	LANGLANGGARGEN_20041228.1339-T6
Q9	LANGLANGGARGEN_20041228.1339-T7
Q10	LANGLANGGARGEN_20041228.1339-T8
Q11	LANGLANGGARGEN_20041228.1339-T9
Q12	LANGLANGGARGEN_20041228.1339-T10
Q13	LANGLANGGARGEN_20041228.1339-T11
Q14	LANGLANGGARGEN_20041228.1339-T12
Q15	LANGLANGGARGEN_20041228.1339-T13
Q16	LANGLANGGARGEN_20041228.1339-T14
Q17	LANGLANGGARGEN_20041228.1339-T15
