CE14	LANGLANGGARGEN_20050213.0141-CE1
EM15	LANGLANGGARGEN_20050213.0141-E29-72
EM16	LANGLANGGARGEN_20050213.0141-E30-73
EM17	LANGLANGGARGEN_20050213.0141-E1-74
R5	LANGLANGGARGEN_20050213.0141-R1
R6	LANGLANGGARGEN_20050213.0141-R2
R7	LANGLANGGARGEN_20050213.0141-R3
R2	LANGLANGGARGEN_20050213.0141-R4
R8	LANGLANGGARGEN_20050213.0141-R5
R9	LANGLANGGARGEN_20050213.0141-R6
R10	LANGLANGGARGEN_20050213.0141-R7
R11	LANGLANGGARGEN_20050213.0141-R8
R12	LANGLANGGARGEN_20050213.0141-R9
R3	LANGLANGGARGEN_20050213.0141-R10
R4	LANGLANGGARGEN_20050213.0141-R11
RM1	LANGLANGGARGEN_20050213.0141-R4-1
RM4	LANGLANGGARGEN_20050213.0141-R1-1
RM5	LANGLANGGARGEN_20050213.0141-R2-1
RM6	LANGLANGGARGEN_20050213.0141-R3-1
RM7	LANGLANGGARGEN_20050213.0141-R5-1
RM8	LANGLANGGARGEN_20050213.0141-R6-1
RM9	LANGLANGGARGEN_20050213.0141-R7-1
RM10	LANGLANGGARGEN_20050213.0141-R8-1
RM11	LANGLANGGARGEN_20050213.0141-R9-1
RM2	LANGLANGGARGEN_20050213.0141-R10-1
RM3	LANGLANGGARGEN_20050213.0141-R11-1
V1	LANGLANGGARGEN_20050213.0141-EV1
VM1	LANGLANGGARGEN_20050213.0141-EV1-1
Q1	LANGLANGGARGEN_20050213.0141-T1
Q2	LANGLANGGARGEN_20050213.0141-T2
Q3	LANGLANGGARGEN_20050213.0141-T3
Q4	LANGLANGGARGEN_20050213.0141-T4
Q5	LANGLANGGARGEN_20050213.0141-T5
Q6	LANGLANGGARGEN_20050213.0141-T6
Q7	LANGLANGGARGEN_20050213.0141-T7
Q8	LANGLANGGARGEN_20050213.0141-T8
Q9	LANGLANGGARGEN_20050213.0141-T9
Q10	LANGLANGGARGEN_20050213.0141-T10
Q11	LANGLANGGARGEN_20050213.0141-T11
Q12	LANGLANGGARGEN_20050213.0141-T12
Q13	LANGLANGGARGEN_20050213.0141-T13
Q14	LANGLANGGARGEN_20050213.0141-T14
Q15	LANGLANGGARGEN_20050213.0141-T15
Q16	LANGLANGGARGEN_20050213.0141-T16
Q17	LANGLANGGARGEN_20050213.0141-T17
Q18	LANGLANGGARGEN_20050213.0141-T18
Q19	LANGLANGGARGEN_20050213.0141-T19
Q20	LANGLANGGARGEN_20050213.0141-T20
Q21	LANGLANGGARGEN_20050213.0141-T21
Q22	LANGLANGGARGEN_20050213.0141-T22
