CE9	LANGLANGGARGEN_20041228.1339-CE1
EM1	LANGLANGGARGEN_20041228.1339-E19-1
EM22	LANGLANGGARGEN_20041228.1339-E2-2
EM23	LANGLANGGARGEN_20041228.1339-E3-3
EM24	LANGLANGGARGEN_20041228.1339-E4-4
EM27	LANGLANGGARGEN_20041228.1339-E5-5
EM28	LANGLANGGARGEN_20041228.1339-E37-6
EM29	LANGLANGGARGEN_20041228.1339-E6-7
EM30	LANGLANGGARGEN_20041228.1339-E6-8
EM31	LANGLANGGARGEN_20041228.1339-E32-9
EM32	LANGLANGGARGEN_20041228.1339-E7-10
EM33	LANGLANGGARGEN_20041228.1339-E8-11
EM34	LANGLANGGARGEN_20041228.1339-E9-12
EM35	LANGLANGGARGEN_20041228.1339-E10-13
EM37	LANGLANGGARGEN_20041228.1339-E11-14
EM38	LANGLANGGARGEN_20041228.1339-E12-15
EM25	LANGLANGGARGEN_20041228.1339-E12-16
EM39	LANGLANGGARGEN_20041228.1339-E13-17
EM40	LANGLANGGARGEN_20041228.1339-E7-18
EM41	LANGLANGGARGEN_20041228.1339-E19-19
EM14	LANGLANGGARGEN_20041228.1339-E32-20
EM42	LANGLANGGARGEN_20041228.1339-E14-21
EM43	LANGLANGGARGEN_20041228.1339-E15-22
EM44	LANGLANGGARGEN_20041228.1339-E15-23
EM45	LANGLANGGARGEN_20041228.1339-E38-24
EM46	LANGLANGGARGEN_20041228.1339-E15-25
EM47	LANGLANGGARGEN_20041228.1339-E19-26
EM48	LANGLANGGARGEN_20041228.1339-E16-27
EM49	LANGLANGGARGEN_20041228.1339-E19-28
EM50	LANGLANGGARGEN_20041228.1339-E16-29
EM51	LANGLANGGARGEN_20041228.1339-E17-30
EM52	LANGLANGGARGEN_20041228.1339-E18-31
EM53	LANGLANGGARGEN_20041228.1339-E18-32
EM54	LANGLANGGARGEN_20041228.1339-E20-33
EM55	LANGLANGGARGEN_20041228.1339-E21-34
EM56	LANGLANGGARGEN_20041228.1339-E22-35
EM57	LANGLANGGARGEN_20041228.1339-E19-36
EM58	LANGLANGGARGEN_20041228.1339-E19-37
EM59	LANGLANGGARGEN_20041228.1339-E19-38
EM60	LANGLANGGARGEN_20041228.1339-E23-39
EM61	LANGLANGGARGEN_20041228.1339-E24-40
EM62	LANGLANGGARGEN_20041228.1339-E24-41
EM63	LANGLANGGARGEN_20041228.1339-E24-42
EM64	LANGLANGGARGEN_20041228.1339-E24-43
EM65	LANGLANGGARGEN_20041228.1339-E23-44
EM66	LANGLANGGARGEN_20041228.1339-E17-45
EM67	LANGLANGGARGEN_20041228.1339-E25-46
EM68	LANGLANGGARGEN_20041228.1339-E26-47
EM69	LANGLANGGARGEN_20041228.1339-E19-48
EM70	LANGLANGGARGEN_20041228.1339-E19-49
EM71	LANGLANGGARGEN_20041228.1339-E19-50
EM72	LANGLANGGARGEN_20041228.1339-E23-51
EM73	LANGLANGGARGEN_20041228.1339-E23-52
EM74	LANGLANGGARGEN_20041228.1339-E27-53
EM75	LANGLANGGARGEN_20041228.1339-E28-54
EM76	LANGLANGGARGEN_20041228.1339-E29-55
EM77	LANGLANGGARGEN_20041228.1339-E29-56
EM78	LANGLANGGARGEN_20041228.1339-E27-57
EM79	LANGLANGGARGEN_20041228.1339-E27-58
EM81	LANGLANGGARGEN_20041228.1339-E27-59
EM82	LANGLANGGARGEN_20041228.1339-E27-60
EM83	LANGLANGGARGEN_20041228.1339-E27-61
EM84	LANGLANGGARGEN_20041228.1339-E23-62
EM85	LANGLANGGARGEN_20041228.1339-E30-63
EM86	LANGLANGGARGEN_20041228.1339-E27-64
EM87	LANGLANGGARGEN_20041228.1339-E27-65
EM88	LANGLANGGARGEN_20041228.1339-E19-66
EM89	LANGLANGGARGEN_20041228.1339-E19-67
EM90	LANGLANGGARGEN_20041228.1339-E19-68
EM2	LANGLANGGARGEN_20041228.1339-E19-69
EM11	LANGLANGGARGEN_20041228.1339-E37-70
EM3	LANGLANGGARGEN_20041228.1339-E31-71
EM4	LANGLANGGARGEN_20041228.1339-E19-72
EM5	LANGLANGGARGEN_20041228.1339-E32-73
EM6	LANGLANGGARGEN_20041228.1339-E19-74
EM7	LANGLANGGARGEN_20041228.1339-E33-75
EM8	LANGLANGGARGEN_20041228.1339-E34-76
EM9	LANGLANGGARGEN_20041228.1339-E35-77
EM10	LANGLANGGARGEN_20041228.1339-E36-78
EM12	LANGLANGGARGEN_20041228.1339-E19-79
EM13	LANGLANGGARGEN_20041228.1339-E37-80
EM15	LANGLANGGARGEN_20041228.1339-E37-81
EM16	LANGLANGGARGEN_20041228.1339-E19-82
EM17	LANGLANGGARGEN_20041228.1339-E37-83
EM18	LANGLANGGARGEN_20041228.1339-E38-84
EM19	LANGLANGGARGEN_20041228.1339-E38-85
EM20	LANGLANGGARGEN_20041228.1339-E32-86
EM21	LANGLANGGARGEN_20041228.1339-E1-87
R1	LANGLANGGARGEN_20041228.1339-R1
R2	LANGLANGGARGEN_20041228.1339-R2
R3	LANGLANGGARGEN_20041228.1339-R3
R4	LANGLANGGARGEN_20041228.1339-R4
R5	LANGLANGGARGEN_20041228.1339-R5
R6	LANGLANGGARGEN_20041228.1339-R6
R7	LANGLANGGARGEN_20041228.1339-R7
R8	LANGLANGGARGEN_20041228.1339-R8
R10	LANGLANGGARGEN_20041228.1339-R9
RM1	LANGLANGGARGEN_20041228.1339-R1-1
RM2	LANGLANGGARGEN_20041228.1339-R2-1
RM3	LANGLANGGARGEN_20041228.1339-R3-1
RM4	LANGLANGGARGEN_20041228.1339-R5-1
RM5	LANGLANGGARGEN_20041228.1339-R6-1
RM6	LANGLANGGARGEN_20041228.1339-R7-1
RM7	LANGLANGGARGEN_20041228.1339-R8-1
RM9	LANGLANGGARGEN_20041228.1339-R9-1
V1	LANGLANGGARGEN_20041228.1339-EV1
V2	LANGLANGGARGEN_20041228.1339-EV2
V4	LANGLANGGARGEN_20041228.1339-EV3
V5	LANGLANGGARGEN_20041228.1339-EV4
V6	LANGLANGGARGEN_20041228.1339-EV5
V7	LANGLANGGARGEN_20041228.1339-EV6
VM1	LANGLANGGARGEN_20041228.1339-EV1-1
VM2	LANGLANGGARGEN_20041228.1339-EV2-1
VM4	LANGLANGGARGEN_20041228.1339-EV3-1
VM5	LANGLANGGARGEN_20041228.1339-EV4-1
VM6	LANGLANGGARGEN_20041228.1339-EV5-1
VM7	LANGLANGGARGEN_20041228.1339-EV6-1
Q1	LANGLANGGARGEN_20041228.1339-T1
Q2	LANGLANGGARGEN_20041228.1339-T2
Q3	LANGLANGGARGEN_20041228.1339-T3
Q4	LANGLANGGARGEN_20041228.1339-V1
Q5	LANGLANGGARGEN_20041228.1339-T4
Q6	LANGLANGGARGEN_20041228.1339-T5
Q7	LANGLANGGARGEN_20041228.1339-T6
Q9	LANGLANGGARGEN_20041228.1339-T7
Q10	LANGLANGGARGEN_20041228.1339-T8
Q11	LANGLANGGARGEN_20041228.1339-T9
Q12	LANGLANGGARGEN_20041228.1339-T10
Q13	LANGLANGGARGEN_20041228.1339-T11
Q14	LANGLANGGARGEN_20041228.1339-T12
Q15	LANGLANGGARGEN_20041228.1339-T13
Q16	LANGLANGGARGEN_20041228.1339-T14
Q17	LANGLANGGARGEN_20041228.1339-T15
QM4	LANGLANGGARGEN_20041228.1339-V1-1
